objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
9574,19HH100,Anita Ter,23 Anita Ter,IS,,1908740116,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3245; METERED_FL=U; PLACEMENT=MIGRATED,19HH100,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{AB701119-9295-51DA-843E-D52B28175F87},-71.094679471999939,42.329692105000049,23 (STREET_FEA 254),STREET_FEA 254,32,derived_0_50_ft,boston-sam,3620,23 Anita Ter,Anita Ter,42.32962867,-71.09476060,Centre Street & Harrington Avenue,192,nearest_address
9583,20IH3,Tremont St,1170 Tremont St,IS,756345600000,2009740177,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4514; METERED_FL=U; PLACEMENT=MIGRATED,20IH3,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1225152000000,{454DB90A-6567-5B0C-8786-96C8486D9767},-71.088750447999985,42.334757722000063,1176 (STREET_FEA 4217),STREET_FEA 4217,126,derived_100_150_ft,boston-sam,173666,1170 Tremont St,Tremont St,42.33441456,-71.08879605,Ruggles Street & Tremont Street,63,nearest_address
9592,19JH32,Dearborn St,2 Dearborn St,IS,,1910740134,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=228; METERED_FL=U; PLACEMENT=MIGRATED,19JH32,,,US,USSEN,1984,,,,1,,1177632000000,mulline,1231718400000,{EE755CBD-8EC1-5465-AAF1-B00DAED7C13C},-71.078622635999977,42.330025575000036,16 (STREET_FEA 1287),STREET_FEA 1287,52,derived_50_100_ft,boston-sam,340952,2 Dearborn St,Dearborn St,42.32989977,-71.07852896,Albany Street & Ambrose Street,42,nearest_address
9598,16IH102,Crawford St,131 Crawford St,IS,,1609740037,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4409; METERED_FL=U; PLACEMENT=MIGRATED,16IH102,,,MU,MUCENT,1976,,,,1,,1177632000000,chalmersh,1240531200000,{4302E4CF-6DEB-5EE6-B426-484B02FB408B},-71.091874902999962,42.315464585000029,131 (STREET_FEA 1176),STREET_FEA 1176,50,derived_0_50_ft,boston-sam,44073,131 Crawford St,Crawford St,42.31543866,-71.09169060,Crawford Street & Waumbeck Street,68,nearest_address
9599,15IH154,Crawford St,17 Crawford St,IS,1161388800000,1509740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4385; METERED_FL=U; PLACEMENT=MIGRATED,15IH154,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1238371200000,{FC397342-1E08-5F3D-843B-9B8DD1E6BEA5},-71.084343069999989,42.310884697000063,20 OPP (STREET_FEA 1176),STREET_FEA 1176,54,derived_50_100_ft,boston-sam,44082,17 Crawford St,Crawford St,42.31103166,-71.08431060,Georgia Street & Maple Street,290,nearest_address
9601,20IH175,Tremont St,1049-1051 Tremont St,IS,,2009740252,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1216; METERED_FL=U; PLACEMENT=MIGRATED,20IH175,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{318FFA7F-582C-5F5F-8006-DFC029336D57},-71.085844226999939,42.336416825000072,1049 (STREET_FEA 4217),STREET_FEA 4217,56,derived_50_100_ft,boston-sam,136796,1049-1051 Tremont St,Tremont St,42.33655864,-71.08592414,Cunard Street & Tremont Street,53,nearest_address
9604,20IH42,Tremont St,1155-1175 Tremont St,IS,,2009740165,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,20IH42,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1225152000000,{554D8381-B6D7-5BEF-AAAF-CE5A433CDCB4},-71.088799103999975,42.334973957000045,1155 (STREET_FEA 4217),STREET_FEA 4217,79,derived_50_100_ft,boston-sam,340869,1155-1175 Tremont St,Tremont St,42.33517707,-71.08890628,Columbus Avenue & Tremont Street,52,nearest_address
9605,15IH78,Homestead St,164 Homestead St,IS,347155200000,1509740032,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1502; METERED_FL=U; PLACEMENT=MIGRATED,15IH78,,,US,USMET250,1996,,,,1,,1177632000000,chalmersh,1233532800000,{B43BF69F-2902-5DEF-B0D5-E2A0E9106FE8},-71.087705396999979,42.310304299000052,164 (STREET_FEA 2194),STREET_FEA 2194,60,derived_50_100_ft,boston-sam,75110,164 Homestead St,Homestead St,42.31040866,-71.08753060,Homestead Street & Pleasanton Street,80,nearest_address
9606,20IH54,Tremont St,1135 Tremont St,IS,,2009740147,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2806; METERED_FL=U; PLACEMENT=MIGRATED,20IH54,,,US,USSEN,1980,,,,1,,1177632000000,connorsm,1225152000000,{F563C05E-5A1C-5C7A-9941-78F42DACA45B},-71.087905697999986,42.335409854000034,1135 (STREET_FEA 4217),STREET_FEA 4217,100,derived_50_100_ft,boston-sam,136806,1135 Tremont St,Tremont St,42.33552867,-71.08824060,Columbus Avenue & Tremont Street,117,nearest_address
9623,18IH110,Saint Richard St,69 Saint Richard St,IS,,1809740162,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2906; METERED_FL=U; PLACEMENT=MIGRATED,18IH110,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{E86B9250-DF92-5372-8CCA-71DE0EDA5D21},-71.082771494999974,42.323475088000066,216-218 OP (STREET_FEA 4385),STREET_FEA 4385,90,derived_50_100_ft,boston-sam,355975,69 Saint Richard St,Saint Richard St,42.32323284,-71.08284642,Montrose Street & Warren Street,116,nearest_address
9625,18JH56,Shirley St,13 Shirley St,IS,1000857600000,1810740195,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1390; METERED_FL=U; PLACEMENT=MIGRATED,18JH56,,,KE,KEK81-A,2007,,,,1,,1177632000000,mulline,1231372800000,{314ABF8C-7232-5D00-A59B-9A74EDD05F18},-71.072527470999944,42.323032545000046,STREET_FEA 3637,STREET_FEA 3637,88,derived_50_100_ft,boston-sam,127183,13 Shirley St,Shirley St,42.32323867,-71.07270059,Dudley Street & Rockford Street,156,nearest_address
9636,17IH106,Martin Luther King Jr Boulevard,Near Martin Luther King Jr Boulevard & Warren Street,IS,,1709740167,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4385; METERED_FL=U; PLACEMENT=MIGRATED,17IH106,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1231459200000,{4DDF1A62-14BF-588A-82C1-1D944316AB11},-71.082486228999983,42.318211471000041,300-350 (STREET_FEA 2729),STREET_FEA 2729,198,intersection_preferred_150_plus_ft,boston-sam,143268,401 Warren St,Warren St,42.31775966,-71.08289860,Martin Luther King Jr Boulevard & Warren Street,121,nearest_intersection
9642,20IH34,Ruggles St,71-73 Ruggles St,IS,,2009740236,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2386; METERED_FL=U; PLACEMENT=MIGRATED,20IH34,,,MU,KEK81,2011,,,,1,,1177632000000,mulline,1231891200000,{AC12EFF8-ACEB-540A-9CC0-1A7323024225},-71.086075530999949,42.333397485000035,67 (STREET_FEA 3710),STREET_FEA 3710,92,derived_50_100_ft,boston-sam,343704,71-73 Ruggles St,Ruggles St,42.33364215,-71.08616789,Ruggles Street & Sojourner Truth Court,97,nearest_address
9648,17IH66,Elmore St,48 Elmore St,IS,,1709740100,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2770; METERED_FL=U; PLACEMENT=MIGRATED,17IH66,,,MU,MUCENT,1976,,,,1,,1177632000000,palaciolv,1231459200000,{8BCDFD6F-9A5B-5E59-858E-CE7BB1FDAC7D},-71.090671100999941,42.319726972000069,48 (STREET_FEA 1510),STREET_FEA 1510,37,derived_0_50_ft,boston-sam,53427,48 Elmore St,Elmore St,42.31977866,-71.09055060,Elmore Street & Mayfair Street,73,nearest_address
9666,19IH62,Washington St,2405P Washington St,IS,,1909740179,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3867; METERED_FL=U; PLACEMENT=MIGRATED,19IH62,,,KE,KEK81,2000,,,,1,,1177632000000,blundonr,1255478400000,{E661BCC6-200F-5545-AE68-AF552DC5E966},-71.085875300999987,42.328646604000028,2422 (STREET_FEA 4398),STREET_FEA 4398,73,derived_50_100_ft,boston-sam,449922,2405P Washington St,Washington St,42.32882945,-71.08576810,Guild Row & Washington Street,65,nearest_address
9701,16JH98,Cunningham St,35 Cunningham St,IS,725846400000,1610740077,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1218; METERED_FL=U; PLACEMENT=MIGRATED,16JH98,,,MU,MUCENT,1975,,,,1,,1177632000000,blundonr,1255478400000,{00A7E517-E269-54A7-AA06-9B9342BFD63D},-71.075172346999977,42.314426494000031,169 OPP (STREET_FEA 2211),STREET_FEA 2211,58,derived_50_100_ft,boston-sam,45077,35 Cunningham St,Cunningham St,42.31453866,-71.07502059,Cunningham Street & Howard Avenue,25,nearest_address
9729,19IH3,Roxbury St,37-51 Roxbury St,IS,,1909740234,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5798; METERED_FL=U; PLACEMENT=MIGRATED,19IH3,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1231459200000,{0333BBA8-7C6D-5A38-B618-B02BF623F286},-71.085923633999982,42.329811553000070,840 OPP (STREET_FEA 3867),STREET_FEA 3867,122,derived_100_150_ft,boston-sam,119182,37-51 Roxbury St,Roxbury St,42.32974598,-71.08547901,Malcolm X Boulevard & Shawmut Avenue,86,nearest_address
9730,16JH4,Dewey St,41 Dewey St,IS,,1610740212,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1260; METERED_FL=U; PLACEMENT=MIGRATED,16JH4,,,US,USMET250,1988,,,,1,,1177632000000,blundonr,1255478400000,{26E3127C-5948-55A8-B161-94ACBCDB70E0},-71.075847984999939,42.316532822000056,41 (STREET_FEA 1331),STREET_FEA 1331,21,derived_0_50_ft,boston-sam,385067,41 Dewey St,Dewey St,42.31648866,-71.07590059,Danube Street & Dewey Street,27,nearest_address
9737,17IH14,Haley St,9 Haley St,IS,,1709740200,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1314; METERED_FL=U; PLACEMENT=MIGRATED,17IH14,,,MU,MUCENT,2003,,,,1,,1177632000000,palaciolv,1231459200000,{33096972-51ED-56AC-9992-FAF575A6D2B9},-71.092696175999947,42.317546777000075,8 OPP (STREET_FEA 1974),STREET_FEA 1974,61,derived_50_100_ft,boston-sam,68055,9 Haley St,Haley St,42.31770866,-71.09276060,Dennison Street & Haley Street,49,nearest_address
9759,18IH138,Montrose St,22-22A Montrose St,IS,1155513600000,1809740142,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=328; METERED_FL=U; PLACEMENT=MIGRATED,18IH138,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1238371200000,{1D9A5FBB-16AB-5FE3-A93B-CECEFB82F1D3},-71.080567754999947,42.323839228000054,22 (STREET_FEA 2906),STREET_FEA 2906,51,derived_50_100_ft,boston-sam,167778,22-22A Montrose St,Montrose St,42.32396774,-71.08063897,Aspen Street & Montrose Street,88,nearest_address
9772,18HH146,Centre St,145 Centre St,IS,,1808740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=884; METERED_FL=U; PLACEMENT=MIGRATED,18HH146,,,US,USSEN,1983,,,,1,,1177632000000,palaciolv,1231718400000,{7D5980E1-F46F-5946-BB73-86E4DC6AD6FA},-71.096655346999967,42.326281411000025,1 (STREET_FEA 3040),STREET_FEA 3040,44,derived_0_50_ft,boston-sam,423706,145 Centre St,Centre St,42.32640262,-71.09665021,Centre Street & New Heath Street,39,nearest_address
9773,20IH94,Thorndike St,1 Thorndike St,IS,,2009740204,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4167; METERED_FL=U; PLACEMENT=MIGRATED,20IH94,,,US,USMET250,1990,,,,1,,1177632000000,chalmersh,1225152000000,{32A7AAD4-945F-5D29-BD43-34EEF1A93E5D},-71.079938477999974,42.333932421000043,1960 (STREET_FEA 4400),STREET_FEA 4400,49,derived_0_50_ft,boston-sam,170346,1 Thorndike St,Thorndike St,42.33380717,-71.07987619,Thorndike Street & Washington Street,73,nearest_address
9779,19JH38,Hampden St,121-139 Hampden St,IS,,1910740201,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3082; METERED_FL=U; PLACEMENT=MIGRATED,19JH38,,,DA,ADB-84-B,2005,,,,1,,1177632000000,mulline,1231718400000,{A83DBED4-3A83-5786-9140-B68400450CFF},-71.074967646999937,42.328930788000037,STREET_FEA 1994,STREET_FEA 1994,112,derived_100_150_ft,boston-sam,419664,121-139 Hampden St,Hampden St,42.32868266,-71.07521520,Hampden Street & Keegan Street,46,nearest_address
9785,18JH178,Norfolk Ave,262-270A Norfolk Ave,IS,,1810740145,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3081; METERED_FL=U; PLACEMENT=MIGRATED,18JH178,,,MU,MUCENT,2006,,,,1,,1177632000000,mulline,1231372800000,{B988589F-D28D-5977-BCC6-2A2BC6A8E806},-71.067841801999975,42.324200104000056,262-270A (STREET_FEA 4186),STREET_FEA 4186,36,derived_0_50_ft,boston-sam,103116,262-270A Norfolk Ave,Norfolk Ave,42.32410667,-71.06788559,Burrell Street & Norfolk Avenue,130,nearest_address
9788,18JH112,Magazine St,17 Magazine St,IS,,1810740094,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1404; METERED_FL=U; PLACEMENT=MIGRATED,18JH112,,,US,USMET250,1990,,,,1,,1177632000000,mulline,1231372800000,{CA60EA94-B83D-5E72-9C67-9E2746E70D17},-71.073690530999954,42.325439959000050,17 (STREET_FEA 2644),STREET_FEA 2644,33,derived_0_50_ft,boston-sam,88173,17 Magazine St,Magazine St,42.32537867,-71.07360059,Dunmore Street & Magazine Street,56,nearest_address
9790,19IH12,Alvah Kittredge Park,8 Alvah Kittredge Park,IS,,1909740230,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2440; METERED_FL=U; PLACEMENT=MIGRATED,19IH12,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1231459200000,{0F933A26-B3C5-54AE-B9C2-0A9838EB15D5},-71.092108776999964,42.328598508000027,40 OPP (STREET_FEA 2143),STREET_FEA 2143,52,derived_50_100_ft,boston-sam,3012,8 Alvah Kittredge Park,Alvah Kittredge Park,42.32859867,-71.09230060,Highland Street & Lambert Street,46,nearest_address
9805,18JH64,Dudley St,459-465 Dudley St,IS,,1810740165,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1313; METERED_FL=U; PLACEMENT=MIGRATED,18JH64,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1231372800000,{3ED6647E-9539-517F-9AF5-DC7F638131A0},-71.073987297999963,42.323651649000055,459 (STREET_FEA 1390),STREET_FEA 1390,26,derived_0_50_ft,boston-sam,164564,459-465 Dudley St,Dudley St,42.32358422,-71.07402019,Dennis Street & Dudley Street,43,nearest_address
9809,19JH58,Norfolk Ave,36 Norfolk Ave,IS,,1910740217,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1811; METERED_FL=U; PLACEMENT=MIGRATED,19JH58,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{9234065A-9ABA-5D55-8415-B62FC418A364},-71.074173562999988,42.328442053000060,29-49 (STREET_FEA 3082),STREET_FEA 3082,83,derived_50_100_ft,boston-sam,103143,36 Norfolk Ave,Norfolk Ave,42.32859867,-71.07395059,Dubois Street & Hampden Street,251,nearest_address
9816,16IH18,Ruthven St,173-175 Ruthven St,IS,504921600000,1609740179,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3335; METERED_FL=U; PLACEMENT=MIGRATED,16IH18,,,DA,ADB-84-B,2005,,,,1,,1177632000000,palaciolv,1231372800000,{78526874-9652-506E-8EE1-1760466D7DB1},-71.087325881999959,42.311354575000053,173-175 (STREET_FEA 3727),STREET_FEA 3727,57,derived_50_100_ft,boston-sam,120003,173-175 Ruthven St,Ruthven St,42.31122866,-71.08745060,Pleasanton Street & Ruthven Street,45,nearest_address
9829,19JH114,Allerton St,32 Allerton St,IS,,1910740177,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3344; METERED_FL=U; PLACEMENT=MIGRATED,19JH114,,,MU,MUCENT,2003,,,,1,,1177632000000,mulline,1231718400000,{9312E944-E316-58DC-AD66-33164B872324},-71.071021576999954,42.329169804000060,32 (STREET_FEA 193),STREET_FEA 193,62,derived_50_100_ft,boston-sam,2304,32 Allerton St,Allerton St,42.32921867,-71.07080059,Allerton Street & Pompeii Street,26,nearest_address
9846,16JH90,Balfour St,21 Balfour St,IS,,1610740067,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1243; METERED_FL=U; PLACEMENT=MIGRATED,16JH90,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1271808000000,{12C7BF2F-7A03-515A-8F37-228F6986CDDA},-71.076111274999960,42.314805480000075,30 OPP (STREET_FEA 391),STREET_FEA 391,54,derived_50_100_ft,boston-sam,161782,21 Balfour St,Balfour St,42.31492617,-71.07599634,Balfour Street & Dalkeith Street,130,nearest_address
9896,16IH152,Humboldt Ave,120 Humboldt Ave,IS,,1609740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4649; METERED_FL=U; PLACEMENT=MIGRATED,16IH152,,,KE,KEK81-A,1997,,,,1,,1177632000000,chalmersh,1240531200000,{B56AFC8B-DD04-59A5-A7ED-CD1E71BD3830},-71.087181628999986,42.315898116000028,120 (STREET_FEA 2229),STREET_FEA 2229,122,derived_100_150_ft,boston-sam,75962,120 Humboldt Ave,Humboldt Ave,42.31599866,-71.08675060,Humboldt Avenue & Wyoming Street,50,nearest_address
9908,14IH95,Jewish War Veterans Dr,1 Jewish War Veterans Dr,IS,,1409740095,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=1828; METERED_FL=U; PLACEMENT=blundonr,14IH95,,,AM,ADB-84-B,1996,,,,1,,1423785600000,blundonr,1423785600000,{46102EBC-C5D8-5E0D-A03F-3F58D400E3AF},-71.088027855999940,42.300830990000065,1 (STREET_FEA 2318),STREET_FEA 2318,123,derived_100_150_ft,boston-sam,163434,1 Jewish War Veterans Dr,Jewish War Veterans Dr,42.30096185,-71.08844924,Circuit Drive & Franklin Park Road,511,nearest_address
9912,20IH144,Shawmut Ave,589-593 Shawmut Ave,IS,,2009740105,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2507; METERED_FL=U; PLACEMENT=MIGRATED,20IH144,,,US,USMET250,1987,,,,1,,1177632000000,blundonr,1255478400000,{F171B139-7E5C-5BEC-BC27-1749393488B4},-71.079970052999954,42.336104977000048,589 (STREET_FEA 3868),STREET_FEA 3868,42,derived_0_50_ft,boston-sam,126445,589-593 Shawmut Ave,Shawmut Ave,42.33613867,-71.08012060,Brannon-Harris Way & Shawmut Avenue,40,nearest_address
9913,16JH114,Magnolia Pl,5 Magnolia Pl,IS,,1610740120,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2649; METERED_FL=U; PLACEMENT=MIGRATED,16JH114,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1231372800000,{A7E3BE09-822C-5845-97CD-80A6DC5E550F},-71.073287586999982,42.313237173000061,5 (STREET_FEA 2647),STREET_FEA 2647,39,derived_0_50_ft,boston-sam,88229,5 Magnolia Pl,Magnolia Pl,42.31333866,-71.07324059,Hartford Street & Wayland Street,164,nearest_address
9923,18JH24,Brook Ave,14 Brook Ave,IS,,1810740223,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4586; METERED_FL=U; PLACEMENT=MIGRATED,18JH24,,,MU,MUCENT,2002,,,,1,,1177632000000,mulline,1231372800000,{99899AE5-D372-507E-A62F-58E05077FB6E},-71.073847588999968,42.322375865000026,14 (STREET_FEA 689),STREET_FEA 689,42,derived_0_50_ft,boston-sam,21842,14 Brook Ave,Brook Ave,42.32230867,-71.07372059,Brook Avenue & Winthrop Street,59,nearest_address
9946,18HH150,Centre St,125 Centre St,IS,,1808740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2144; METERED_FL=U; PLACEMENT=MIGRATED,18HH150,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1231718400000,{678E7E0F-B41F-5720-9B41-381318C305AD},-71.096247647999974,42.326938418000054,125 (STREET_FEA 1702),STREET_FEA 1702,49,derived_0_50_ft,boston-sam,27541,125 Centre St,Centre St,42.32704067,-71.09636660,Fort Avenue & Highland Park Avenue,95,nearest_address
10013,19IH6,Alvah Kittredge Park,4 Alvah Kittredge Park,IS,,1909740229,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2567; METERED_FL=U; PLACEMENT=MIGRATED,19IH6,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1231459200000,{D721FC1D-4EEF-5B49-BCC6-D47EBD726602},-71.092645594999965,42.328270517000078,4 (STREET_FEA 5246),STREET_FEA 5246,60,derived_50_100_ft,boston-sam,3005,4 Alvah Kittredge Park,Alvah Kittredge Park,42.32820867,-71.09285060,Alvah Kittredge Park & Highland Avenue,48,nearest_address
10015,17HH138,Washington St,3003 Washington St,IS,567993600000,1708740168,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=655; METERED_FL=U; PLACEMENT=MIGRATED,17HH138,,,KE,KEK81-A,2008,,,,1,,1177632000000,palaciolv,1231459200000,{BDF115CD-695E-5426-B0C4-85848FE9BDE1},-71.096978787999944,42.317244260000052,STREET_FEA 4398,STREET_FEA 4398,92,derived_50_100_ft,boston-sam,144605,3003 Washington St,Washington St,42.31748866,-71.09689060,Bragdon Street & Washington Street,57,nearest_address
10018,15IH104,Cheney St,67 Cheney St,IS,883612800000,1509740041,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2897; METERED_FL=U; PLACEMENT=MIGRATED,15IH104,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1233532800000,{82E96CF0-DEAE-51AD-B2E2-E921F6DAB809},-71.086101799999938,42.309906368000043,71 (STREET_FEA 948),STREET_FEA 948,58,derived_50_100_ft,boston-sam,163284,67 Cheney St,Cheney St,42.31000339,-71.08592966,Cheney Street & Montana Street,72,nearest_address
10053,17IH36,Harrishof St,147 Harrishof St,IS,,1709740184,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4199; METERED_FL=U; PLACEMENT=MIGRATED,17IH36,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1240790400000,{CEC76198-B59F-57AF-B1A2-43EAAE0DEC09},-71.091062786999942,42.317853960000036,252 (STREET_FEA 4357),STREET_FEA 4357,68,derived_50_100_ft,boston-sam,69730,147 Harrishof St,Harrishof St,42.31766866,-71.09105060,Harrishof Street & Walnut Avenue,110,nearest_address
10054,17JH36,Dacia St,126 Dacia St,IS,,1710740156,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=694; METERED_FL=U; PLACEMENT=MIGRATED,17JH36,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{983C6A67-3EFA-51B1-AC40-048CD83FAACF},-71.076052816999947,42.318190414000071,122 (STREET_FEA 1237),STREET_FEA 1237,58,derived_50_100_ft,boston-sam,349077,126 Dacia St,Dacia St,42.31821119,-71.07626491,Brookford Street & Dacia Street,85,nearest_address
10059,15IH26,Seaver St,246 Seaver St,IS,,1509740141,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3838; METERED_FL=U; PLACEMENT=MIGRATED,15IH26,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{F236F6D1-AC4B-5246-9A19-0CA654B8A298},-71.087240289999954,42.306840046000048,STREET_FEA 2687,STREET_FEA 2687,65,derived_50_100_ft,boston-sam,124160,246 Seaver St,Seaver St,42.30682866,-71.08700060,Maple Street & Seaver Street,58,nearest_address
10070,16IH124,Elm Hill Park,2 Elm Hill Park,IS,1181606400000,1609740124,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1503; METERED_FL=U; PLACEMENT=MIGRATED,16IH124,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1251244800000,{3097638C-E89A-54D8-8C94-F79E8B0AC0BC},-71.083305570999983,42.312898824000058,550-552 (STREET_FEA 4385),STREET_FEA 4385,57,derived_50_100_ft,boston-sam,53249,2 Elm Hill Park,Elm Hill Park,42.31294416,-71.08310184,Elm Hill Park & Warren Street,39,nearest_address
10084,19JH180,Adams St,32-48 Adams St,IS,931478400000,1910740277,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=129; METERED_FL=U; PLACEMENT=MIGRATED,19JH180,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{C27A27C5-1CC0-59A5-8A2E-9B6C6F686397},-71.076126762999934,42.328585467000039,STREET_FEA 5448,STREET_FEA 5448,30,derived_0_50_ft,boston-sam,347,32-48 Adams St,Adams St,42.32855867,-71.07623059,Adams Street & Dubois Street,65,nearest_address
10097,19JH70,Hampden St,100-114 Hampden St,IS,,1910740153,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2366; METERED_FL=U; PLACEMENT=MIGRATED,19JH70,,,KE,KEK81-A,1995,,,,1,,1177632000000,mulline,1231718400000,{18029686-F3B3-552E-8490-697E3CC81370},-71.074883709999938,42.329718396000032,101-107 (STREET_FEA 1994),STREET_FEA 1994,125,derived_100_150_ft,boston-sam,349942,100-114 Hampden St,Hampden St,42.32938086,-71.07480206,Hampden Street & Kemble Street,46,nearest_address
10099,16IH42,Crawford St,73 Crawford St,IS,,1609740118,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2229; METERED_FL=U; PLACEMENT=MIGRATED,16IH42,,,DA,ADB-84-B,1990,,,,1,,1177632000000,chalmersh,1240531200000,{2E732988-D5CD-59AE-BBEB-9ADFDC0322C8},-71.088941159999933,42.313162805000047,73 (STREET_FEA 1176),STREET_FEA 1176,58,derived_50_100_ft,boston-sam,44125,73 Crawford St,Crawford St,42.31326866,-71.08878060,Crawford Street & Humboldt Avenue,130,nearest_address
