objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
1183,28JH142,Hood Park Drive,Near Hood Park Drive & Stack Street,IS,,2810740181,,,GPS,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=734; METERED_FL=U; PLACEMENT=blundonr,28JH142,,,US,USSEN,1981,,,,1,,1249257600000,blundonr,1249430400000,{0220F2FC-536D-57F8-8F7E-B94DE8312197},-71.072971938999956,42.379123778000064,420-438 (STREET_FEA 3725),STREET_FEA 3725,199,intersection_preferred_150_plus_ft,boston-sam,119942,440-458 Rutherford Ave,Rutherford Ave,42.37858576,-71.07283173,Hood Park Drive & Stack Street,269,nearest_intersection
1184,29JH12,Cambridge St,90 Cambridge St,IS,,2910740133,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=673; METERED_FL=U; PLACEMENT=MIGRATED,29JH12,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1221004800000,{ED685E44-EA23-5709-86BD-805CE6FF94B8},-71.077732382999955,42.382659072000081,88 (STREET_FEA 790),STREET_FEA 790,68,derived_50_100_ft,boston-sam,25210,90 Cambridge St,Cambridge St,42.38247831,-71.07779184,Brighton Street & Cambridge Street,219,nearest_address
1216,28JH76,Main St,330-340 Main St,IS,,2810740136,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4174; METERED_FL=U; PLACEMENT=MIGRATED,28JH76,,,MU,MUCENT,2003,,,,1,,1177632000000,denapolipd,1220918400000,{3E16F4EB-2041-5AF4-B39F-7299AF867DE3},-71.068108478999989,42.378335882000044,320 (STREET_FEA 2652),STREET_FEA 2652,77,derived_50_100_ft,boston-sam,88535,330-340 Main St,Main St,42.37844868,-71.06835059,Main Street & Tibbett's Town Way,53,nearest_address
1243,28JH97,High St,143 High St,IS,,2810740120,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4351; METERED_FL=U; PLACEMENT=MIGRATED,28JH97,,,US,USSEN,1981,,,,1,,1177632000000,chalmersh,1221177600000,{07C91D99-719B-5E1F-9B58-F10B21566190},-71.066954044999989,42.378952671000036,28 OPP (STREET_FEA 2133),STREET_FEA 2133,18,derived_0_50_ft,boston-sam,73360,143 High St,High St,42.37893868,-71.06689059,High Street & Walker Street,27,nearest_address
1251,28JH140,Main St,442 Main St,IS,,2810740179,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2652; METERED_FL=U; PLACEMENT=connorsm,28JH140,,,US,USSEN,1988,,,,1,,1205280000000,denapolipd,1220918400000,{98D5CE2B-A4A9-5137-B6B6-4184C6D497B6},-71.071771871999943,42.381553276000034,446 OPP (STREET_FEA 5111),STREET_FEA 5111,91,derived_50_100_ft,boston-sam,88613,442 Main St,Main St,42.38162868,-71.07145060,Charbonnier Street & Main Street,174,nearest_address
1252,26KH766,Interstate 93 Hov Lane,Near Interstate 93 Hov Lane & John F. Fitzgerald Expressway,IS,1096502400000,2611740200,,,U,,,,,U,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,26KH766,,,U,U,2004,,,,1,,1406246400000,mulline,1406246400000,{4A3DA2CB-2811-5B45-8B27-37714029ADBD},-71.065021703999946,42.370360606000077,STREET_FEA 0,STREET_FEA 0,651,intersection_preferred_150_plus_ft,boston-sam,423768,10P Warren Ave,Warren Ave,42.36973897,-71.06274977,Interstate 93 Hov Lane & John F. Fitzgerald Expressway,396,nearest_intersection
1260,28JH78,Tibbett's Town Way,2-38 Tibbett's Town Way,IS,,2810740145,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1408; METERED_FL=U; PLACEMENT=MIGRATED,28JH78,,,DA,ADB-84-B,1990,,,,1,,1177632000000,denapolipd,1220918400000,{78D287B9-792C-5F3A-A71F-F405AB5A2DDD},-71.068896022999979,42.377909352000074,20 (STREET_FEA 4174),STREET_FEA 4174,33,derived_0_50_ft,boston-sam,341373,2-38 Tibbett's Town Way,Tibbett's Town Way,42.37788082,-71.06878121,Rutherford Avenue & Sullivan Square Underpass,277,nearest_address
1265,27JH69,Austin Street,Near Austin Street & New Rutherford Avenue,IS,1096502400000,2710740063,,,U,,,,,U,SERVICE_AR=NL; CROSS_STRE=3395; METERED_FL=U; PLACEMENT=mulline,27JH69,,,U,U,2004,,,,1,,1406246400000,mulline,1406246400000,{28513046-245F-53EA-AFAD-48C259BBA515},-71.069539990999942,42.373144116000049,STREET_FEA 2267,STREET_FEA 2267,192,intersection_preferred_150_plus_ft,boston-sam,354131,125 Austin St,Austin St,42.37364521,-71.06976598,Austin Street & New Rutherford Avenue,564,nearest_intersection
1271,26KH765,Arrow Street,Near Arrow Street & Lynde Street,IS,1096502400000,2611740199,,,U,,,,,U,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,26KH765,,,U,U,2004,,,,1,,1406246400000,mulline,1406246400000,{58C9506F-64FB-59AE-9DFD-C6D5754EEAA1},-71.065924215999985,42.371342862000063,STREET_FEA 0,STREET_FEA 0,306,intersection_preferred_150_plus_ft,boston-sam,459641,100-110 New Rutherford Ave,New Rutherford Ave,42.37218407,-71.06597118,Arrow Street & Lynde Street,592,nearest_intersection
1297,28KH120,Mystic St,23 Mystic St,IS,,2811740062,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2795; METERED_FL=U; PLACEMENT=MIGRATED,28KH120,,,MU,MUCENT,1982,,,,1,,1177632000000,denapolipd,1220918400000,{20F142D5-9CC0-5C2D-98BA-3A428894503F},-71.062332408999964,42.380120849000036,23 (STREET_FEA 2991),STREET_FEA 2991,24,derived_0_50_ft,boston-sam,99976,23 Mystic St,Mystic St,42.38006868,-71.06228059,Medford Street & Mystic Street,308,nearest_address
1339,27KH116,Constitution Rd,267 Constitution Rd,IS,,2711740203,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=946; METERED_FL=U; PLACEMENT=MIGRATED,27KH116,,,MU,MUCENT,1979,,,,1,,1177632000000,blundonr,1255478400000,{5F0C1795-0AF5-5C83-9497-5457CC745655},-71.057519845999934,42.372818329000040,5 (STREET_FEA 1111),STREET_FEA 1111,100,derived_50_100_ft,boston-sam,459778,267 Constitution Rd,Constitution Rd,42.37308588,-71.05743798,First Avenue & Third Street,316,nearest_address
1348,29JH78,Alford St,62-68 Alford St,IS,896659200000,2910740018,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=298; METERED_FL=U; PLACEMENT=MIGRATED,29JH78,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1220832000000,{1429EC19-1975-5296-BAE2-57C09CF57017},-71.073040873999958,42.386557183000036,68 (STREET_FEA 179),STREET_FEA 179,65,derived_50_100_ft,boston-sam,2034,62-68 Alford St,Alford St,42.38657868,-71.07328060,Alford Street & Arlington Avenue,111,nearest_address
1364,28KH94,Medford St,85-99 Medford St,IS,,2811740123,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4234; METERED_FL=U; PLACEMENT=MIGRATED,28KH94,,,MU,MUCENT,1991,,,,1,,1177632000000,denapolipd,1220918400000,{F6069B94-07B9-56DC-9269-77FDBA2740D5},-71.056575294999959,42.379079001000036,96 (STREET_FEA 2795),STREET_FEA 2795,121,derived_100_150_ft,boston-sam,167572,85-99 Medford St,Medford St,42.37939976,-71.05669384,Medford Street & Tufts Street,44,nearest_address
1395,28KH138,Belmont St,53 Belmont St,IS,820454400000,2811740016,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=491; METERED_FL=U; PLACEMENT=MIGRATED,28KH138,,,MU,MUCENT,2004,,,,1,,1177632000000,denapolipd,1220918400000,{C3059DCC-378E-5628-8FF0-499A12B8427A},-71.064510160999987,42.381943441000033,395 OPP (STREET_FEA 2795),STREET_FEA 2795,44,derived_0_50_ft,boston-sam,14171,53 Belmont St,Belmont St,42.38192968,-71.06467359,Belmont Street & Medford Street,83,nearest_address
1402,28KH12,Monument Sq,28 Monument Sq,IS,599616000000,2811740237,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=421; METERED_FL=U; PLACEMENT=MIGRATED,28KH12,,,MH,MH929,1988,,,,1,,1177632000000,denapolipd,1221004800000,{DA2084E1-247D-5569-A99D-1CAB0E19D7AA},-71.061223489999975,42.377017430000080,30 OPP (STREET_FEA 2912),STREET_FEA 2912,99,derived_50_100_ft,boston-sam,437559,28 Monument Sq,Monument Sq,42.37724872,-71.06103167,Bartlett Street & Concord Street,50,nearest_address
1422,28KH32,Ferrin St,75 Ferrin St,IS,,2811740238,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3013; METERED_FL=U; PLACEMENT=MIGRATED,28KH32,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1221004800000,{060722F0-819E-5786-8E92-F795EAAD4CB4},-71.058481546999985,42.376990146000026,75 (STREET_FEA 1650),STREET_FEA 1650,33,derived_0_50_ft,boston-sam,57696,75 Ferrin St,Ferrin St,42.37706868,-71.05842059,Prospect Street & Tremont Street,223,nearest_address
1463,28KH170,Medford St,267-281 Medford St,IS,378691200000,2811740032,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2795; METERED_FL=U; PLACEMENT=MIGRATED,28KH170,,,KE,KEK81-A,1997,,,,1,,1177632000000,denapolipd,1220918400000,{B5B30D88-817F-5A27-89E0-6FDC3E933EDF},-71.061027823999950,42.381364513000051,255 (STREET_FEA 4134),STREET_FEA 4134,142,derived_100_150_ft,boston-sam,93725,267-281 Medford St,Medford St,42.38129868,-71.06154959,Medford Street & Terminal Street,260,nearest_address
1486,27KH46,Warren St,1 Warren St,IS,,2711740247,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4384; METERED_FL=U; PLACEMENT=MIGRATED,27KH46,,,MH,MH929,1992,,,,1,,1177632000000,chalmersh,1221177600000,{590BA5B8-EB3C-5762-8B7B-E1B1EF681C5F},-71.060202403999938,42.371580676000065,STREET_FEA 4403,STREET_FEA 4403,147,derived_100_150_ft,boston-sam,143134,1 Warren St,Warren St,42.37195668,-71.05999859,Constitution Plaza & Constitution Road,50,nearest_address
1519,28KH88,Decatur St,66-74 Decatur St,IS,1381363200000,2811740208,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=5136; METERED_FL=U; PLACEMENT=MIGRATED,28KH88,,,US,KEK81-A,2011,,,,1,,1177632000000,mulline,1440028800000,{15B5FD83-0865-52DC-8E2C-32DEB1EB5DDC},-71.054584551999938,42.377499824000040,66 OPP (STREET_FEA 1289),STREET_FEA 1289,94,derived_50_100_ft,boston-sam,341461,66-74 Decatur St,Decatur St,42.37775259,-71.05465939,Decatur Street & Samuel Morse Way,63,nearest_address
1561,28JH9,Bunker Hill Ct,6 Bunker Hill Ct,IS,,2810740066,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=733; METERED_FL=U; PLACEMENT=MIGRATED,28JH9,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{8AE46E8B-91CF-595A-8B62-C43A463E61F4},-71.067001584999957,42.380548144000045,6 (STREET_FEA 732),STREET_FEA 732,21,derived_0_50_ft,boston-sam,23279,6 Bunker Hill Ct,Bunker Hill Ct,42.38059868,-71.06704060,Eden Street & Russell Street,169,nearest_address
1583,28JH36,Bunker Hill Industrial Park,60 Bunker Hill Industrial Park,IS,,281033003,,,U,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,28JH36,,,U,U,,,,,1,,1177632000000,BlundoNR,1294704000000,{47D928A3-19D5-5E04-A2CD-E7DD637B5873},-71.075964246999945,42.381020969000076,STREET_FEA 3411,STREET_FEA 3411,143,derived_100_150_ft,boston-sam,423100,60 Bunker Hill Industrial Park,Bunker Hill Industrial Park,42.38077679,-71.07554834,Stack Street & Supertest Street,447,nearest_address
1617,28LH4,Thirteenth St,106 Thirteenth St,IS,,2812740052,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3841; METERED_FL=U; PLACEMENT=MIGRATED,28LH4,,,MU,MUCENT,1980,,,,1,,1177632000000,denapolipd,1221004800000,{8CEDF3FD-EAB9-5B95-8839-4777510F0A5A},-71.051355643999955,42.377253199000052,105 (STREET_FEA 4157),STREET_FEA 4157,84,derived_50_100_ft,boston-sam,135470,106 Thirteenth St,Thirteenth St,42.37732296,-71.05105777,Second Avenue & Thirteenth Street,56,nearest_address
1667,28KH36,Bunker Hill St,89-105 Bunker Hill St,IS,,2811740188,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2536; METERED_FL=U; PLACEMENT=MIGRATED,28KH36,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{746BC5F8-1F71-5F38-BD29-C0A5D4225701},-71.058934343999965,42.377787036000029,105 (STREET_FEA 733),STREET_FEA 733,97,derived_50_100_ft,boston-sam,341440,89-105 Bunker Hill St,Bunker Hill St,42.37775674,-71.05857589,Bunker Hill Street & Lexington Street,47,nearest_address
1671,28KH154,Old Ironsides Way,40-54 Old Ironsides Way,IS,1374969600000,2811740059,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2795; METERED_FL=U; PLACEMENT=MIGRATED,28KH154,,,KE,KEK81-A,2011,,,,1,,1177632000000,chalmersh,1397174400000,{3674200D-D82D-5A25-BFC7-E9067E815FF6},-71.057461576999970,42.380185756000060,54 (STREET_FEA 3147),STREET_FEA 3147,95,derived_50_100_ft,boston-sam,353156,40-54 Old Ironsides Way,Old Ironsides Way,42.38001763,-71.05719147,Medford Street & Old Ironsides Way,392,nearest_address
1687,27KH202,Second Ave,21 Second Ave,IS,,2711740100,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1661; METERED_FL=U; PLACEMENT=MIGRATED,27KH202,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1221177600000,{A4380C34-B332-5BBC-86D8-9C655DF66370},-71.056638460999977,42.375169171000039,93 OPP (STREET_FEA 946),STREET_FEA 946,108,derived_100_150_ft,boston-sam,352766,21 Second Ave,Second Ave,42.37493065,-71.05640055,Lowney Way & Tremont Street,105,nearest_address
1744,28JH114,Baldwin St,53 Baldwin St,IS,,2810740024,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2652; METERED_FL=U; PLACEMENT=MIGRATED,28JH114,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{E38F60D2-F731-5318-A647-C33C012BE48A},-71.070414232999951,42.381850629000041,53 (STREET_FEA 390),STREET_FEA 390,25,derived_0_50_ft,boston-sam,7897,53 Baldwin St,Baldwin St,42.38181868,-71.07033060,Charbonnier Street & Main Street,233,nearest_address
1748,27KH68,Main St,116 Main St,IS,,2711740135,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4252; METERED_FL=U; PLACEMENT=MIGRATED,27KH68,,,MU,MUCENT,1986,,,,1,,1177632000000,chalmersh,1221177600000,{01965148-BFFD-5140-BA06-1862593F2D7B},-71.063712358999965,42.374469944000055,116 (STREET_FEA 2652),STREET_FEA 2652,31,derived_0_50_ft,boston-sam,88400,116 Main St,Main St,42.37443868,-71.06382059,Main Street & Union Street,41,nearest_address
1756,27KH101,Main St,55-63 Main St,IS,,2711740178,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2652; METERED_FL=U; PLACEMENT=MIGRATED,27KH101,,,WA,WAWB67P,1987,,,,1,,1177632000000,chalmersh,1221177600000,{FDA3E46D-9E9E-5330-B12B-2FEC3013A3C1},-71.062148337999986,42.373446943000033,STREET_FEA 4583,STREET_FEA 4583,65,derived_50_100_ft,boston-sam,167253,55-63 Main St,Main St,42.37361966,-71.06221361,Main Street & Winthrop Street,43,nearest_address
1773,28KH48,Bunker Hill St,194 Bunker Hill St,IS,,2811740148,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1907; METERED_FL=U; PLACEMENT=MIGRATED,28KH48,,,KE,KEK81-A,2010,,,,1,,1177632000000,denapolipd,1221004800000,{ADAC4ECA-7F7D-5268-A2FA-AFC047BEC460},-71.061976347999973,42.378709821000029,194-198 (STREET_FEA 733),STREET_FEA 733,14,derived_0_50_ft,boston-sam,394726,194 Bunker Hill St,Bunker Hill St,42.37868816,-71.06201788,Bunker Hill Street & Green Street,51,nearest_address
1802,28KH150,Old Ironsides Way,10-20 Old Ironsides Way,IS,,2811740088,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2795; METERED_FL=U; PLACEMENT=MIGRATED,28KH150,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1220918400000,{C49D4038-B115-571F-ACA1-D51DC62A0673},-71.056938916999968,42.379600319000076,14 (STREET_FEA 3147),STREET_FEA 3147,32,derived_0_50_ft,boston-sam,353150,10-20 Old Ironsides Way,Old Ironsides Way,42.37965516,-71.05703060,Medford Street & Old Ironsides Way,165,nearest_address
1820,28JH1,Bunker Hill Industrial Park,Near Bunker Hill Industrial Park & Half Pint Way,IS,,2810740121,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3725; METERED_FL=U; PLACEMENT=MIGRATED,28JH1,,,KE,KEK81,1994,,,,1,,1177632000000,blundonr,1255478400000,{B4726AF7-05B4-5DAC-BFF5-9B96A4AB8695},-71.071983149999937,42.378990436000038,STREET_FEA 734,STREET_FEA 734,177,intersection_preferred_150_plus_ft,boston-sam,352842,4 Bunker Hill Industrial Park,Bunker Hill Industrial Park,42.37852101,-71.07181714,Bunker Hill Industrial Park & Half Pint Way,118,nearest_intersection
1821,27LH6,Eighth Street,Near Eighth Street & Flagship Way,IS,,2712740057,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1664; METERED_FL=U; PLACEMENT=MIGRATED,27LH6,,,MU,MUCENT,1979,,,,1,,1177632000000,chalmersh,1221177600000,{EACF9D5E-9BBE-598A-8177-47E72E1D991B},-71.052113767999970,42.374313816000040,STREET_FEA 1466,STREET_FEA 1466,206,intersection_preferred_150_plus_ft,boston-sam,51681,42 Eighth St,Eighth St,42.37483968,-71.05239959,Eighth Street & Flagship Way,129,nearest_intersection
1851,30JH22,Alford St,173 Alford St,IS,,3010740004,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3043; METERED_FL=U; PLACEMENT=MIGRATED,30JH22,,,KE,KEK81-A,1995,,,,1,,1177632000000,mulline,1250208000000,{03BF8D5A-B89D-57C9-A72A-31C681AF80A9},-71.070305996999934,42.390488768000068,STREET_FEA 179,STREET_FEA 179,43,derived_0_50_ft,boston-sam,2031,173 Alford St,Alford St,42.39055568,-71.07017260,Alford Street & Sullivan Square Underpass,1221,nearest_address
1863,28LH18,First Avenue,Near First Avenue & Sixteenth Street,IS,,2812740037,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3912; METERED_FL=U; PLACEMENT=MIGRATED,28LH18,,,MU,MUCENT,1991,,,,1,,1177632000000,denapolipd,1221004800000,{97BE7238-8F1D-541E-8333-F1983311B1DF},-71.050381915999935,42.377972843000066,106 REAR (STREET_FEA 1664),STREET_FEA 1664,298,intersection_preferred_150_plus_ft,boston-sam,135470,106 Thirteenth St,Thirteenth St,42.37732296,-71.05105777,First Avenue & Sixteenth Street,213,nearest_intersection
1872,28KH173,Concord Ave,7 Concord Ave,IS,,2811740231,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2536; METERED_FL=U; PLACEMENT=MIGRATED,28KH173,,,MU,MUCENT,1991,,,,1,,1177632000000,denapolipd,1221004800000,{4175BD18-C531-545E-ADFD-19AAC72F2136},-71.059934633999944,42.377108651000071,7 OPP (STREET_FEA 1098),STREET_FEA 1098,35,derived_0_50_ft,boston-sam,41554,7 Concord Ave,Concord Ave,42.37716868,-71.05983059,Monument Square & Monument Street,158,nearest_address
1911,28KH106,Monument St,53-61 Monument St,IS,1181260800000,2811740155,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3115; METERED_FL=U; PLACEMENT=MIGRATED,28KH106,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1220832000000,{3BDAD7D2-F8B7-5623-85E0-897D0B39EC80},-71.059526677999941,42.378504868000050,53 (STREET_FEA 2913),STREET_FEA 2913,61,derived_50_100_ft,boston-sam,341436,53-61 Monument St,Monument St,42.37861737,-71.05935948,Monument Street & O'Reilly Way,76,nearest_address
1940,28KH100,McNulty Ct,34-42 McNulty Ct,IS,725846400000,2811740118,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4234; METERED_FL=U; PLACEMENT=MIGRATED,28KH100,,,MU,MUCENT,1983,,,,1,,1177632000000,denapolipd,1220918400000,{71D7BA26-E34C-55CD-8B05-5FACCCD8E3A6},-71.057644555999957,42.379101091000052,124 OPP (STREET_FEA 2795),STREET_FEA 2795,124,derived_100_150_ft,boston-sam,341447,34-42 McNulty Ct,McNulty Ct,42.37879137,-71.05783353,Medford Street & Old Ironsides Way,170,nearest_address
1965,29JH42,Cambridge St,24 Cambridge St,IS,,2910740078,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3043; METERED_FL=U; PLACEMENT=MIGRATED,29JH42,,,KE,KEK81-A,1998,,,,1,,1177632000000,louisjamey,1432771200000,{29996212-0462-53D0-8B89-51B9B5732CD2},-71.074075840999967,42.383881740000049,24 (STREET_FEA 790),STREET_FEA 790,58,derived_50_100_ft,boston-sam,25096,24 Cambridge St,Cambridge St,42.38374200,-71.07396999,Alford Street & Cambridge Street,57,nearest_address
2005,27KH218,First Ave,39 First Ave,IS,,2711740073,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1664; METERED_FL=U; PLACEMENT=MIGRATED,27KH218,,,MU,MUCENT,1979,,,,1,,1177632000000,chalmersh,1221177600000,{B32CB5C2-0112-5A2B-91FF-5A8892F1AD69},-71.054177136999954,42.375599473000079,STREET_FEA 3856,STREET_FEA 3856,70,derived_50_100_ft,boston-sam,58337,39 First Ave,First Ave,42.37556868,-71.05391959,Seventh Street & Third Avenue,137,nearest_address
2012,29JH120,Alford Street,Near Alford Street & Sullivan Square Underpass,IS,1152144000000,2910740141,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3043; METERED_FL=U; PLACEMENT=denapolipd,29JH120,,,MU,MUCENT,2004,,,,1,,1193788800000,blundonr,1220832000000,{214D4108-BF48-5CF6-A434-A21FD61A20C3},-71.072438022999961,42.387687245000052,80 REAR (STREET_FEA 179),STREET_FEA 179,463,intersection_preferred_150_plus_ft,boston-sam,2034,62-68 Alford St,Alford St,42.38657868,-71.07328060,Alford Street & Sullivan Square Underpass,64,nearest_intersection
2071,28KH44,Bunker Hill St,170 Bunker Hill St,IS,,2811740158,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4219; METERED_FL=U; PLACEMENT=MIGRATED,28KH44,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1221004800000,{4001F211-923D-570C-8AA9-DED5590A5061},-71.061198827999988,42.378428574000054,170 (STREET_FEA 733),STREET_FEA 733,28,derived_0_50_ft,boston-sam,23311,170 Bunker Hill St,Bunker Hill St,42.37835868,-71.06124059,Bunker Hill Street & Trenton Street,40,nearest_address
2078,28KH46,Trenton St,10 Trenton St,IS,,2811740179,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=421; METERED_FL=U; PLACEMENT=MIGRATED,28KH46,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1221004800000,{BB76214F-2AAB-59C6-871F-A0DC18361BE9},-71.061807486999953,42.377895080000030,10 (STREET_FEA 4219),STREET_FEA 4219,27,derived_0_50_ft,boston-sam,138206,10 Trenton St,Trenton St,42.37793568,-71.06189359,Green Street & Hancock Street,171,nearest_address
2116,27KH88,Constitution Rd,105 Constitution Rd,IS,,2711740231,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4384; METERED_FL=U; PLACEMENT=MIGRATED,27KH88,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{4B74CCE8-EEF6-562D-BFA5-FF6057D0FF3A},-71.058888441999954,42.372196528000075,105 (STREET_FEA 1111),STREET_FEA 1111,56,derived_50_100_ft,boston-sam,42241,105 Constitution Rd,Constitution Rd,42.37204379,-71.05886662,Constitution Plaza & Constitution Road,380,nearest_address
2139,27KH126,Monument Sq,43 Monument Sq,IS,694224000000,2711740063,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2909; METERED_FL=U; PLACEMENT=MIGRATED,27KH126,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1250035200000,{3716853C-79B5-5B3F-A63D-A3D733B8B8E5},-71.061341864999974,42.375854844000060,43 OPP (STREET_FEA 2912),STREET_FEA 2912,79,derived_50_100_ft,boston-sam,97074,43 Monument Sq,Monument Sq,42.37564168,-71.06139859,Monument Avenue & Monument Square,74,nearest_address
2157,27KH233,Chestnut St,35 Chestnut St,IS,,2711740257,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=126; METERED_FL=U; PLACEMENT=denapolipd,27KH233,,,MH,MH929,1988,,,,1,,1247616000000,blundonr,1249430400000,{3CC4191B-41F0-5DCA-A39B-8CB712CFA248},-71.058916463999935,42.374571887000059,33 (STREET_FEA 965),STREET_FEA 965,57,derived_50_100_ft,boston-sam,341749,35 Chestnut St,Chestnut St,42.37472717,-71.05887945,Adams Street & Chestnut Street,106,nearest_address
2275,29JH58,Alford Street,Near Alford Street & Main Street,IS,1371772800000,2910740063,,,AS BUILT,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=179; METERED_FL=U; PLACEMENT=MIGRATED,29JH58,,,KE,KEK81-A,2011,,,,1,,1177632000000,chalmersh,1448928000000,{68987575-A529-5B0F-A703-2A8E70ABD025},-71.074165974999971,42.384755581000036,10 (STREET_FEA 2652),STREET_FEA 2652,293,intersection_preferred_150_plus_ft,boston-sam,25106,31 Cambridge St,Cambridge St,42.38402568,-71.07462260,Alford Street & Main Street,88,nearest_intersection
2379,28KH38,Bunker Hill St,142-144 Bunker Hill St,IS,,2811740171,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2913; METERED_FL=U; PLACEMENT=MIGRATED,28KH38,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1221004800000,{D703BD01-B036-5C46-B32C-92AEC380D0E9},-71.060033692999980,42.378175547000069,137 (STREET_FEA 733),STREET_FEA 733,59,derived_50_100_ft,boston-sam,23305,142-144 Bunker Hill St,Bunker Hill St,42.37802868,-71.06013059,Bunker Hill Street & Monument Street,64,nearest_address
