objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
7187,28KH162,Chelsea Street,Near Chelsea Street & Terminal Street,IS,1369958400000,2811740022,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2920; METERED_FL=U; PLACEMENT=MIGRATED,28KH162,,,KE,MUCENT,2002,,,,1,,1177632000000,connorsm,1425859200000,{466E7ECD-4B81-5BC5-B178-23D96DE8F8E0},-71.054798028999983,42.381597367000040,80 (STREET_FEA 4134),STREET_FEA 4134,501,intersection_preferred_150_plus_ft,boston-sam,343911,100 Terminal St,Terminal St,42.38290784,-71.05536464,Chelsea Street & Terminal Street,881,nearest_intersection
7208,28JH77,Dunstable St,70-110 Dunstable St,IS,,2810740152,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2652; METERED_FL=U; PLACEMENT=MIGRATED,28JH77,,,KE,KEK81-A,2012,,,,1,,1177632000000,blundonr,1255478400000,{580D49C3-E17F-5125-A88E-14F7432B5C0F},-71.068435346999934,42.377640149000058,92 (STREET_FEA 1408),STREET_FEA 1408,54,derived_50_100_ft,boston-sam,164601,70-110 Dunstable St,Dunstable St,42.37763479,-71.06863648,Dunstable Street & Main Street,258,nearest_address
7235,28LH64,Chelsea Street,Near Chelsea Street & Terminal Street,IS,1398988800000,2812740076,,,U,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=louisjamey,28LH64,,,U,U,,,,,1,,1465171200000,louisjamey,1465171200000,{C5B9D809-017A-5DE7-A980-26CD6CA6B055},-71.049618974999987,42.381271145000028,100 (STREET_FEA 0),STREET_FEA 0,678,intersection_preferred_150_plus_ft,boston-sam,419338,98 Sixteenth St,Sixteenth St,42.37947505,-71.05028247,Chelsea Street & Terminal Street,567,nearest_intersection
7261,28LH10,Thirteenth St,79-96 Thirteenth St,IS,,2812740026,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4157; METERED_FL=U; PLACEMENT=MIGRATED,28LH10,,,KE,KEK81-A,1991,,,,1,,1177632000000,denapolipd,1221004800000,{C23B87B5-125F-56D6-854D-46DC94645169},-71.052613141999984,42.378641890000040,79 (STREET_FEA 946),STREET_FEA 946,106,derived_100_150_ft,boston-sam,422313,79-96 Thirteenth St,Thirteenth St,42.37835751,-71.05269515,Chelsea Street & Thirteenth Street,51,nearest_address
7286,28KH130,Medford St,334 Medford St,IS,,2811740025,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1117; METERED_FL=U; PLACEMENT=MIGRATED,28KH130,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1220918400000,{DAFF5D89-095D-509B-8D9F-A766B36FAFCB},-71.063658247999967,42.381583225000043,354 (STREET_FEA 2795),STREET_FEA 2795,31,derived_0_50_ft,boston-sam,167573,334 Medford St,Medford St,42.38149862,-71.06366087,Cook Street & Medford Street,110,nearest_address
7345,28KH118,Elm St,99 Elm St,IS,,2811740077,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=733; METERED_FL=U; PLACEMENT=MIGRATED,28KH118,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1220918400000,{93737523-70A7-5F6B-A30C-D44AA8D23EF7},-71.061957853999957,42.379828667000027,97 (STREET_FEA 1498),STREET_FEA 1498,43,derived_0_50_ft,boston-sam,394383,99 Elm St,Elm St,42.37992290,-71.06185916,Polk Street & Walford Way,307,nearest_address
7350,28KH98,Tufts St,15-33 Tufts St,IS,1181260800000,2811740178,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3115; METERED_FL=U; PLACEMENT=MIGRATED,28KH98,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1220832000000,{EAC6EAAB-E728-5501-9E40-8915E826E6D0},-71.056979017999936,42.377908962000049,18 (STREET_FEA 4234),STREET_FEA 4234,47,derived_0_50_ft,boston-sam,346894,15-33 Tufts St,Tufts St,42.37787689,-71.05681014,O'Reilly Way & Tufts Street,125,nearest_address
7397,28LH26,Sixteenth Street,Near Sixteenth Street & Third Avenue,IS,315532800000,2812740020,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4156; METERED_FL=U; PLACEMENT=MIGRATED,28LH26,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{884F1690-FD4D-5D29-A6A9-18DE51F8D990},-71.050589114999980,42.378874224000072,STREET_FEA 3912,STREET_FEA 3912,218,intersection_preferred_150_plus_ft,boston-sam,127491,114 Sixteenth St,Sixteenth St,42.37935368,-71.05107459,Sixteenth Street & Third Avenue,120,nearest_intersection
7445,27KH261,Constitution Rd,267 Constitution Rd,IS,1393891200000,2711740285,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=1661; METERED_FL=U; PLACEMENT=samayoa-galvisr,27KH261,,,U,U,,,,,1,,1442880000000,samayoa-galvisr,1442880000000,{71490AF8-9840-580D-ABA9-B5AC2CD55AF4},-71.057212102999983,42.373120997000058,2 (STREET_FEA 4403),STREET_FEA 4403,62,derived_50_100_ft,boston-sam,459778,267 Constitution Rd,Constitution Rd,42.37308588,-71.05743798,First Avenue & Third Street,182,nearest_address
7448,27KH251,Baxter Rd,125 Baxter Rd,IS,1393891200000,2711740275,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=1661; METERED_FL=U; PLACEMENT=samayoa-galvisr,27KH251,,,U,U,,,,,1,,1442880000000,samayoa-galvisr,1442880000000,{33581D6A-8251-5943-830F-26BD62E33A76},-71.054362104999939,42.373460958000067,2 (STREET_FEA 4403),STREET_FEA 4403,111,derived_100_150_ft,boston-sam,352759,125 Baxter Rd,Baxter Rd,42.37318935,-71.05417788,Baxter Road & Fifth Street,417,nearest_address
7489,29JH64,Mystic Ave,1-1A Mystic Ave,IS,,2910740031,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2989; METERED_FL=U; PLACEMENT=MIGRATED,29JH64,,,MU,MUCENT,2001,,,,1,,1177632000000,hoffmanr,1457308800000,{3AB6F5FE-7D36-50B3-B98C-5E98BCA507DF},-71.076003310999965,42.385780248000060,1 OPP (STREET_FEA 1364),STREET_FEA 1364,59,derived_50_100_ft,boston-sam,99934,1-1A Mystic Ave,Mystic Ave,42.38592868,-71.07609060,Dorrance Street & Main Street,48,nearest_address
7520,27LH12,Eighth Street,Near Eighth Street & First Avenue,IS,,2712740060,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1664; METERED_FL=U; PLACEMENT=MIGRATED,27LH12,,,US,USSEN,1982,,,,1,,1177632000000,digiornom,1441152000000,{4B1174C6-CF92-5357-B201-EE114CA32448},-71.052928538999936,42.375038261000043,STREET_FEA 1466,STREET_FEA 1466,160,intersection_preferred_150_plus_ft,boston-sam,51681,42 Eighth St,Eighth St,42.37483968,-71.05239959,Eighth Street & First Avenue,229,nearest_intersection
7538,27KH16,Washington St,48 Washington St,IS,,2711740189,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4390; METERED_FL=U; PLACEMENT=MIGRATED,27KH16,,,MH,MH929,1988,,,,1,,1177632000000,chalmersh,1221177600000,{E3BA6DE0-3BEE-5E79-B6B4-EF1FE2EA3AD8},-71.065409154999941,42.373246609000034,50 (STREET_FEA 4393),STREET_FEA 4393,34,derived_0_50_ft,boston-sam,145833,48 Washington St,Washington St,42.37316868,-71.06534059,Washington Place & Washington Street,69,nearest_address
7549,27KH158,Second Ave,120 Second Ave,IS,,2711740082,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3913; METERED_FL=U; PLACEMENT=MIGRATED,27KH158,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1221177600000,{E0F8E4C6-62F1-5BBF-9E1C-743062298CAF},-71.055234446999975,42.375479313000028,33 OPP (STREET_FEA 4156),STREET_FEA 4156,112,derived_100_150_ft,boston-sam,169584,120 Second Ave,Second Ave,42.37517558,-71.05529194,Sixth Street & Third Avenue,27,nearest_address
7558,27KH102,Winthrop St,44 Winthrop St,IS,,2711740139,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1089; METERED_FL=U; PLACEMENT=MIGRATED,27KH102,,,MU,MUCENT,1993,,,,1,,1177632000000,mulline,1250035200000,{E745A031-638E-5B45-B3DD-1D0EEF87E65F},-71.060594324999954,42.374373949000073,44 OPP (STREET_FEA 4583),STREET_FEA 4583,69,derived_50_100_ft,boston-sam,150941,44 Winthrop St,Winthrop St,42.37451268,-71.06076759,Common Street & Winthrop Street,59,nearest_address
7561,28KH10,Salem Street Ave,10 Salem Street Ave,IS,,2811740182,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2133; METERED_FL=U; PLACEMENT=MIGRATED,28KH10,,,MU,MUCENT,1974,,,,1,,1177632000000,blundonr,1255478400000,{01EE4789-E687-5D6D-AD4E-EC692D8A2154},-71.066256512999985,42.377926229000025,8 (STREET_FEA 3776),STREET_FEA 3776,27,derived_0_50_ft,boston-sam,121982,10 Salem Street Ave,Salem Street Ave,42.37799868,-71.06623059,High Street & Salem Street Avenue,111,nearest_address
7595,29JH96,Alford St,75 Alford St,IS,,2910740036,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2652; METERED_FL=U; PLACEMENT=MIGRATED,29JH96,,,KE,KEK81-A,2008,,,,1,,1177632000000,mulline,1250121600000,{A9E7773B-BA5B-5101-BD9C-C786ACFECBA7},-71.072484670999984,42.385645872000055,STREET_FEA 179,STREET_FEA 179,50,derived_0_50_ft,boston-sam,342631,75 Alford St,Alford St,42.38558768,-71.07231580,Alford Street & Arlington Avenue,279,nearest_address
7649,27KH256,Second Avenue,Near Second Avenue & Third Street,IS,1393891200000,2711740280,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=1661; METERED_FL=U; PLACEMENT=samayoa-galvisr,27KH256,,,U,U,,,,,1,,1442880000000,samayoa-galvisr,1442880000000,{9758FEAF-203B-575F-AEB4-0A7C66FBC29B},-71.056554088999974,42.374225480000064,2 (STREET_FEA 4403),STREET_FEA 4403,171,intersection_preferred_150_plus_ft,boston-sam,352765,23 Second Ave,Second Ave,42.37446875,-71.05709951,Second Avenue & Third Street,216,nearest_intersection
7726,29JH48,Baldwin St,82 Baldwin St,IS,,2910740137,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=390; METERED_FL=U; PLACEMENT=MIGRATED,29JH48,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1221004800000,{F71510C1-A1A6-5166-9585-29050EB8A453},-71.070059278999963,42.382565831000079,436 (STREET_FEA 733),STREET_FEA 733,67,derived_50_100_ft,boston-sam,419762,82 Baldwin St,Baldwin St,42.38271977,-71.06992490,Baldwin Street & Bunker Hill Street,39,nearest_address
7735,27KH18,Washington St,30-36 Washington St,IS,,2711740198,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3725; METERED_FL=U; PLACEMENT=MIGRATED,27KH18,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1221177600000,{287695E6-0F46-58C2-A20B-73688ADD0D24},-71.064674645999958,42.372922963000065,32 (STREET_FEA 4393),STREET_FEA 4393,18,derived_0_50_ft,boston-sam,145796,30-36 Washington St,Washington St,42.37287682,-71.06469357,Arrow Street & Lynde Street,130,nearest_address
7745,26KH730,Chelsea St,1 Chelsea St,IS,,2611740007,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=44; METERED_FL=U; PLACEMENT=MIGRATED,26KH730,,,MU,MUCENT,2005,,,,1,,1177632000000,mulline,1250035200000,{8823EEF9-B11A-509F-A113-B22F78AEE611},-71.061425944999939,42.371360524000067,STREET_FEA 946,STREET_FEA 946,65,derived_50_100_ft,boston-sam,163254,1 Chelsea St,Chelsea St,42.37118414,-71.06138600,Chelsea Street & New Rutherford Avenue,159,nearest_address
7762,29JH86,Dorrance St,18 Dorrance St,IS,896227200000,2910740017,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4123; METERED_FL=U; PLACEMENT=MIGRATED,29JH86,,,KE,KEK81,1998,,,,1,,1177632000000,hoffmanr,1457308800000,{375E481A-ECC3-5A19-AF98-B88869FA1CB6},-71.075138798999944,42.386792159000038,12 (STREET_FEA 1364),STREET_FEA 1364,126,derived_100_150_ft,boston-sam,439418,18 Dorrance St,Dorrance St,42.38694682,-71.07555887,Arlington Avenue & Dorrance Street,174,nearest_address
7805,29JH56,Main St,550 Main St,IS,,2910740070,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2643; METERED_FL=U; PLACEMENT=MIGRATED,29JH56,,,DA,ADB-84-B,2006,,,,1,,1177632000000,denapolipd,1221004800000,{B070DEAF-78E0-5262-95F1-52CE8FF5CF17},-71.073033314999975,42.384193253000035,STREET_FEA 179,STREET_FEA 179,138,derived_100_150_ft,boston-sam,88663,550 Main St,Main St,42.38381968,-71.07295660,Alford Street & Main Street,40,nearest_address
7806,28JH96,Franklin St,14 Franklin St,IS,,2810740129,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2133; METERED_FL=U; PLACEMENT=MIGRATED,28JH96,,,MU,MUCENT,1974,,,,1,,1177632000000,chalmersh,1221177600000,{4E38FED5-F7A3-5E76-B8DE-6716981173A6},-71.066991247999965,42.378444033000051,12 (STREET_FEA 1728),STREET_FEA 1728,23,derived_0_50_ft,boston-sam,60693,14 Franklin St,Franklin St,42.37847419,-71.06706813,Franklin Street & High Street,122,nearest_address
7853,26KH757,Charles River Ave,44 Charles River Ave,IS,1053388800000,2611740191,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4403; METERED_FL=U; PLACEMENT=MIGRATED,26KH757,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1255478400000,{B6607919-BC1C-5F80-BC49-F6F058B6CE83},-71.060542789999943,42.370242056000052,44 (STREET_FEA 915),STREET_FEA 915,136,derived_100_150_ft,boston-sam,29583,44 Charles River Ave,Charles River Ave,42.37061568,-71.06050259,Charles River Avenue & Constitution Road,263,nearest_address
7878,28JH82,Essex St,13-15 Essex St,IS,,2810740110,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4174; METERED_FL=U; PLACEMENT=MIGRATED,28JH82,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{49201004-9B87-505E-B4C9-E02CE75625F0},-71.069505854999989,42.379087678000076,11 (STREET_FEA 1552),STREET_FEA 1552,26,derived_0_50_ft,boston-sam,54347,13-15 Essex St,Essex St,42.37915868,-71.06951060,Essex Street & Lyndeboro Street,126,nearest_address
7907,27KH185,Tremont St,70 Tremont St,IS,,2711740067,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=733; METERED_FL=U; PLACEMENT=MIGRATED,27KH185,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1221177600000,{3A2BB164-979F-5E2E-9891-E7344B082BA6},-71.057043356999941,42.375739750000037,70 (STREET_FEA 4212),STREET_FEA 4212,19,derived_0_50_ft,boston-sam,136750,70 Tremont St,Tremont St,42.37578868,-71.05702059,Lowney Way & Tremont Street,137,nearest_address
7962,28LH34,Chelsea Street,Near Chelsea Street & Terminal Street,IS,1369958400000,2812740011,,,AS BUILT,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2920; METERED_FL=U; PLACEMENT=MIGRATED,28LH34,,,KE,KEK81-A,2010,,,,1,,1177632000000,mulline,1425427200000,{382724A3-2704-5832-852E-5CCEC25CEBA8},-71.052616523999973,42.381254177000073,STREET_FEA 4134,STREET_FEA 4134,724,intersection_preferred_150_plus_ft,boston-sam,134472,190 Terminal St,Terminal St,42.38309068,-71.05158159,Chelsea Street & Terminal Street,288,nearest_intersection
7966,27KH216,Chelsea Street,Near Chelsea Street & Vine Street,IS,,2711740024,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=946; METERED_FL=U; PLACEMENT=MIGRATED,27KH216,,,US,USSEN,1982,,,,1,,1177632000000,chalmersh,1221091200000,{6046A424-C289-5418-9002-B26C0078ED2F},-71.055268624999940,42.376339585000039,STREET_FEA 4313,STREET_FEA 4313,198,intersection_preferred_150_plus_ft,boston-sam,172957,20 Vine St,Vine St,42.37647174,-71.05598152,Chelsea Street & Vine Street,43,nearest_intersection
7968,28LH32,Chelsea Street,Near Chelsea Street & Terminal Street,IS,1369958400000,2812740014,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2920; METERED_FL=U; PLACEMENT=MIGRATED,28LH32,,,KE,MUCENT,1991,,,,1,,1177632000000,denapolipd,1412208000000,{BDBBB621-8059-53F1-8B40-613809B00B71},-71.051710501999935,42.381097829000055,STREET_FEA 4134,STREET_FEA 4134,657,intersection_preferred_150_plus_ft,boston-sam,127491,114 Sixteenth St,Sixteenth St,42.37935368,-71.05107459,Chelsea Street & Terminal Street,76,nearest_intersection
7985,29KH16,Terminal St,100 Terminal St,IS,,2911740018,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,29KH16,,,MH,U,,,,,1,,1177632000000,blundonr,1282694400000,{E332E25D-6304-5738-B0E2-B959E481CFA3},-71.055448767999962,42.383110639000051,STREET_FEA 1990,STREET_FEA 1990,77,derived_50_100_ft,boston-sam,343911,100 Terminal St,Terminal St,42.38290784,-71.05536464,Chelsea Street & Terminal Street,1299,nearest_address
7993,30JH16,Alford Street,Near Alford Street & Sullivan Square Underpass,IS,,3010740014,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,30JH16,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{96BC57FF-9E81-59AF-996A-CC11A8C05051},-71.073524227999940,42.389653203000080,STREET_FEA 2729,STREET_FEA 2729,395,intersection_preferred_150_plus_ft,boston-sam,2035,70-80 Alford St,Alford St,42.38871868,-71.07426860,Alford Street & Sullivan Square Underpass,835,nearest_intersection
8016,27KH156,First Ave,1 First Ave,IS,,2711740104,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3856; METERED_FL=U; PLACEMENT=MIGRATED,27KH156,,,MU,MUCENT,1979,,,,1,,1177632000000,blundonr,1255478400000,{21CEE55B-F144-5796-AF67-389217C42B55},-71.054260916999965,42.375100395000061,34 (STREET_FEA 1664),STREET_FEA 1664,87,derived_50_100_ft,boston-sam,157198,1 First Ave,First Ave,42.37527291,-71.05448568,First Avenue & Seventh Street,120,nearest_address
8032,27KH82,Warren St,109 Warren St,IS,,2711740109,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4384; METERED_FL=U; PLACEMENT=MIGRATED,27KH82,,,KE,KEK81-A,1982,,,,1,,1177632000000,chalmersh,1221177600000,{89F040B4-CC69-5A7A-ACAB-3AB212A900B2},-71.063676430999976,42.375030865000042,10 (STREET_FEA 2652),STREET_FEA 2652,50,derived_0_50_ft,boston-sam,170943,109 Warren St,Warren St,42.37512206,-71.06353587,Church Court & Warren Street,26,nearest_address
8191,27KH208,Bunker Hill St,15 Bunker Hill St,IS,,2711740034,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2236; METERED_FL=U; PLACEMENT=MIGRATED,27KH208,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1221091200000,{94645AF5-D2A5-5CCE-A775-1BDFF492832F},-71.056442647999972,42.376233116000037,25 OPP (STREET_FEA 4313),STREET_FEA 4313,48,derived_0_50_ft,boston-sam,340910,15 Bunker Hill St,Bunker Hill St,42.37625375,-71.05626774,Bunker Hill Street & Hunter Street,60,nearest_address
8199,27KH64,Harvard St,32-36 Harvard St,IS,,2711740209,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2052; METERED_FL=U; PLACEMENT=MIGRATED,27KH64,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{C49FBBD7-6EEB-5999-8AF6-CCDF8E2A7A81},-71.063422322999941,42.372707243000036,2 (STREET_FEA 4393),STREET_FEA 4393,19,derived_0_50_ft,boston-sam,166072,32-36 Harvard St,Harvard St,42.37266292,-71.06338666,Prescott Street & Washington Street,62,nearest_address
8221,30JH6,Arlington Avenue,Near Arlington Avenue & Sherman Street,IS,,3010740024,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,30JH6,,,PO,U,,,,,1,,1177632000000,blundonr,1282694400000,{71F95D1A-081A-56E1-96CB-98E1A22F73EB},-71.075373372999934,42.388527099000044,STREET_FEA 2028,STREET_FEA 2028,305,intersection_preferred_150_plus_ft,boston-sam,2035,70-80 Alford St,Alford St,42.38871868,-71.07426860,Arlington Avenue & Sherman Street,294,nearest_intersection
8270,27JH26,Austin Street,Near Austin Street & New Rutherford Avenue,IS,,2710740027,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3395; METERED_FL=U; PLACEMENT=MIGRATED,27JH26,,,KE,KEK81-A,2008,,,,1,,1177632000000,blundonr,1255478400000,{95B2D30C-0D2F-5BA8-8D15-1B63995E8FBE},-71.068270759999962,42.374578141000029,STREET_FEA 3725,STREET_FEA 3725,335,intersection_preferred_150_plus_ft,boston-sam,459646,150-168 New Rutherford Ave,New Rutherford Ave,42.37366427,-71.06841038,Austin Street & New Rutherford Avenue,152,nearest_intersection
8273,28LH38,Chelsea Street,Near Chelsea Street & Terminal Street,IS,,2812740004,,,MANUAL,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=946; METERED_FL=U; PLACEMENT=MIGRATED,28LH38,,,MH,MH129,1972,,,,1,,1177632000000,chalmersh,1431043200000,{9B017CC0-0347-54B7-BA38-7641A8CD20A1},-71.050030718999949,42.382201485000053,STREET_FEA 2993,STREET_FEA 2993,356,intersection_preferred_150_plus_ft,boston-sam,134473,200 Terminal St,Terminal St,42.38317868,-71.05003059,Chelsea Street & Terminal Street,648,nearest_intersection
8279,30JH24,Alford St,180 Alford St,IS,,3010740001,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1334; METERED_FL=U; PLACEMENT=MIGRATED,30JH24,,,MU,MUCENT,1993,,,,1,,1177632000000,mulline,1250208000000,{05E34CF6-FE80-50F8-9BCA-5A92D8C9C86D},-71.068378003999953,42.393292966000047,STREET_FEA 179,STREET_FEA 179,149,derived_100_150_ft,boston-sam,350506,180 Alford St,Alford St,42.39370269,-71.06838659,Alford Street & Broadway,437,nearest_address
8314,29KH14,Chelsea Street,Near Chelsea Street & Terminal Street,IS,,2911740001,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,29KH14,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{63864EF7-B78F-574A-80AD-40DE965AE06A},-71.055841837999935,42.384215126000072,STREET_FEA 1502,STREET_FEA 1502,481,intersection_preferred_150_plus_ft,boston-sam,343062,80 Terminal St,Terminal St,42.38411340,-71.05762665,Chelsea Street & Terminal Street,1651,nearest_intersection
8447,27LH47,Shipway Pl,3 Shipway Pl,IS,,2712740062,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3892; METERED_FL=U; PLACEMENT=MIGRATED,27LH47,,,KE,KEK81,1994,,,,1,,1177632000000,blundonr,1255478400000,{09744822-F633-568C-BA6A-105B9714CFDF},-71.051863826999977,42.376400204000049,105 OPP (STREET_FEA 1664),STREET_FEA 1664,130,derived_100_150_ft,boston-sam,343599,3 Shipway Pl,Shipway Pl,42.37613816,-71.05153352,First Avenue & Ninth Street,184,nearest_address
8513,28LH54,Chelsea Street,Near Chelsea Street & Terminal Street,IS,,2812740066,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=dorleansr,28LH54,,,U,U,,,,,1,,1239840000000,blundonr,1244419200000,{3246FCC9-6320-594A-95B0-5B3D2287A2B5},-71.050121707999949,42.381578146000038,STREET_FEA 0,STREET_FEA 0,583,intersection_preferred_150_plus_ft,boston-sam,134473,200 Terminal St,Terminal St,42.38317868,-71.05003059,Chelsea Street & Terminal Street,484,nearest_intersection
8543,28JH64,Rutherford Avenue,Near Rutherford Avenue & Supertest Street,IS,,2810740029,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3725; METERED_FL=U; PLACEMENT=MIGRATED,28JH64,,,MU,MUCENT,1998,,,,1,,1177632000000,blundonr,1255478400000,{5EB3BE18-77DA-5597-8F23-04C074ACBE8E},-71.072573907999981,42.381804914000043,500-510 (STREET_FEA 3043),STREET_FEA 3043,181,intersection_preferred_150_plus_ft,boston-sam,355362,500 Rutherford Ave,Rutherford Ave,42.38139881,-71.07296098,Rutherford Avenue & Supertest Street,240,nearest_intersection
8559,27KH22,Rutherford Ave,88 Rutherford Ave,IS,,2711740184,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4285; METERED_FL=U; PLACEMENT=MIGRATED,27KH22,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1255478400000,{F5B6D853-BBD9-5EE2-AA59-41920F4C286E},-71.064336834999949,42.373373260000051,88 (STREET_FEA 3725),STREET_FEA 3725,19,derived_0_50_ft,boston-sam,352192,88 Rutherford Ave,Rutherford Ave,42.37336594,-71.06440714,Devens Street & Rutherford Avenue,50,nearest_address
8564,28IH2,Crescent St,1-5 Crescent St,IS,757382400000,2809740006,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1181; METERED_FL=U; PLACEMENT=MIGRATED,28IH2,,,MU,MUCENT,2002,,,,1,,1177632000000,chalmersh,1221177600000,{C5754EE0-077A-5404-94A4-7FC86C2B04A1},-71.080371001999936,42.381518831000051,66 (STREET_FEA 3660),STREET_FEA 3660,87,derived_50_100_ft,boston-sam,44239,1-5 Crescent St,Crescent St,42.38171268,-71.08055760,Crescent Street & Roland Street,76,nearest_address
8605,28JH130,Bunker Hill Industrial Park,6 Bunker Hill Industrial Park,IS,,2810740169,,,GPS,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=3725; METERED_FL=U; PLACEMENT=MIGRATED,28JH130,,,MU,MUCENT,1994,,,,1,,1177632000000,blundonr,1244419200000,{C2B50F97-0110-5713-B115-16B1935A7431},-71.072653873999968,42.378218499000070,440 OPP (STREET_FEA 734),STREET_FEA 734,91,derived_50_100_ft,boston-sam,352843,6 Bunker Hill Industrial Park,Bunker Hill Industrial Park,42.37820249,-71.07231674,Bunker Hill Industrial Park & Half Pint Way,431,nearest_address
