objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
11807,27MH158,Airport Road,Near Airport Road & Cottage Street,IS,1193875200000,2713740194,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=connorsm,27MH158,,,U,U,,,,,1,,1301443200000,connorsm,1301443200000,{B17900B4-6CB6-5950-A994-ACC2BD0AE3AE},-71.029675228999963,42.374973131000047,STREET_FEA 2,STREET_FEA 2,281,intersection_preferred_150_plus_ft,boston-sam,347661,1 Transportation Way,Transportation Way,42.37433129,-71.03025547,Airport Road & Cottage Street,201,nearest_intersection
11809,27MH112,Chelsea St,219 Chelsea St,IS,,2713740066,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=701; METERED_FL=U; PLACEMENT=MIGRATED,27MH112,,,MU,MUCENT,1977,,,,1,,1177632000000,denapolipd,1217894400000,{3D746CDE-194D-5FAE-BEFE-8803270AFC80},-71.032572979999941,42.375129789000027,219 (STREET_FEA 947),STREET_FEA 947,39,derived_0_50_ft,boston-sam,30411,219 Chelsea St,Chelsea St,42.37504868,-71.03248058,Brooks Street & Chelsea Street,280,nearest_address
11813,25NH50,Airport Way,Near Airport Way & Central Parking Access Road,IS,,2514740001,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,25NH50,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{8FE7A5B3-1437-55F9-9DFD-01A92D169828},-71.018105403999982,42.365714181000044,STREET_FEA 3404,STREET_FEA 3404,350,intersection_preferred_150_plus_ft,boston-sam,343937,450 Terminal Rd,Terminal Rd,42.36614204,-71.01927082,Airport Way & Central Parking Access Road,665,nearest_intersection
11824,27MH149,Bremen Street,Near Bremen Street & Marion Street,IS,,2713740185,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,27MH149,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{0E1EA1EF-304E-57ED-8654-CCAD11FB1C3F},-71.031009347999941,42.373480989000029,STREET_FEA 3404,STREET_FEA 3404,181,intersection_preferred_150_plus_ft,boston-sam,352356,5 Service Rd,Service Rd,42.37347170,-71.03033518,Bremen Street & Marion Street,538,nearest_intersection
11825,27MH154,Frankfort Street,Near Frankfort Street & Porter Street,IS,1193875200000,2713740190,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=3171; METERED_FL=U; PLACEMENT=connorsm,27MH154,,,U,U,,,,,1,,1301443200000,connorsm,1301443200000,{96CBB917-75D5-5CF1-A000-67E87395314F},-71.032838856999945,42.372205740000027,156 (STREET_FEA 3360),STREET_FEA 3360,319,intersection_preferred_150_plus_ft,boston-sam,168862,155 Porter St,Porter St,42.37170048,-71.03380600,Frankfort Street & Porter Street,279,nearest_intersection
11882,29PH38,Shawsheen Rd,82 Shawsheen Rd,IS,,2916740017,,,MANUAL,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=3750; METERED_FL=U; PLACEMENT=MIGRATED,29PH38,,,MH,MH929,2007,,,,1,,1177632000000,blundonr,1249430400000,{5896FC99-BA92-56D1-9174-5DC009C54941},-70.999897263999969,42.385465480000050,STREET_FEA 411,STREET_FEA 411,108,derived_100_150_ft,boston-sam,456787,82 Shawsheen Rd,Shawsheen Rd,42.38523846,-71.00015716,Barnes Avenue & Shawsheen Road,128,nearest_address
11912,27MH54,Chelsea St,93 Chelsea St,IS,,2713740147,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1374; METERED_FL=U; PLACEMENT=MIGRATED,27MH54,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1217894400000,{8465B30E-EB58-5997-99F9-DDE8C4EBC38F},-71.035921631999940,42.372242036000046,95 (STREET_FEA 947),STREET_FEA 947,39,derived_0_50_ft,boston-sam,30635,93 Chelsea St,Chelsea St,42.37214568,-71.03585858,Chelsea Street & Drake Place,46,nearest_address
11921,29OH56,Bennington St,1012-1016 Bennington St,IS,,2915740018,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=658; METERED_FL=U; PLACEMENT=MIGRATED,29OH56,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1217980800000,{02ABE2E4-6A33-576D-9B2A-9492219ABFD0},-71.006227007999939,42.386957559000052,1012-1016 (STREET_FEA 503),STREET_FEA 503,49,derived_0_50_ft,boston-sam,14519,1012-1016 Bennington St,Bennington St,42.38707868,-71.00631057,Bennington Street & Breed Street,56,nearest_address
11923,27LH46,Liverpool St,77-81 Liverpool St,IS,1022889600000,2712740070,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1128; METERED_FL=U; PLACEMENT=MIGRATED,27LH46,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1217894400000,{4D611604-9D0F-5DF7-856D-BEB9B03D59EE},-71.041079200999945,42.372090501000059,80 (STREET_FEA 2573),STREET_FEA 2573,65,derived_50_100_ft,boston-sam,343452,77-81 Liverpool St,Liverpool St,42.37194583,-71.04094009,Decatur Street & Liverpool Street,277,nearest_address
11927,29OH16,Trustman Ter,71-79 Trustman Ter,IS,1217203200000,2915740031,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=652; METERED_FL=U; PLACEMENT=MIGRATED,29OH16,,,KE,KEK81-A,2008,,,,1,,1177632000000,chings,1458777600000,{604C2FA4-F061-53B8-BB23-A0269CAAB2F8},-71.014471077999985,42.386789450000038,79 (STREET_FEA 4229),STREET_FEA 4229,61,derived_50_100_ft,boston-sam,342713,71-79 Trustman Ter,Trustman Ter,42.38686376,-71.01467623,Brandywyne Drive & Trustman Terrace,299,nearest_address
11928,27MH3,Havre St,139 Havre St,IS,,2713740121,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3360; METERED_FL=U; PLACEMENT=MIGRATED,27MH3,,,US,USMET250,1989,,,,1,,1177632000000,mulline,1250121600000,{4EA16585-2F53-5FE7-A0C0-A76CC2BA067A},-71.037845676999950,42.373333717000037,139 OPP (STREET_FEA 2078),STREET_FEA 2078,65,derived_50_100_ft,boston-sam,71397,139 Havre St,Havre St,42.37316868,-71.03775059,Callahan Tunnel & East Boston Expressway,82,nearest_address
11946,25MH44,Webster St,182 Webster St,IS,,2513740003,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=671; METERED_FL=U; PLACEMENT=MIGRATED,25MH44,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{FBDE226F-ACCE-57BA-A6E4-B32082FB25DC},-71.034382075999986,42.365629866000063,182 (STREET_FEA 4422),STREET_FEA 4422,48,derived_0_50_ft,boston-sam,146801,182 Webster St,Webster St,42.36574868,-71.03430058,Brigham Street & Webster Street,22,nearest_address
11991,25MH24,Marginal St,148 Marginal St,IS,675734400000,2513740030,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1154; METERED_FL=U; PLACEMENT=MIGRATED,25MH24,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1244505600000,{A099A63F-8B9B-533B-9EFD-E9A47E190177},-71.034954582999944,42.364954964000049,STREET_FEA 2702,STREET_FEA 2702,42,derived_0_50_ft,boston-sam,342663,148 Marginal St,Marginal St,42.36506854,-71.03497039,Brigham Street & Webster Street,272,nearest_address
11992,26MH8,Marginal St,80 Marginal St,IS,959817600000,2613740159,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3171; METERED_FL=U; PLACEMENT=MIGRATED,26MH8,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1244505600000,{DFA875C5-4152-528A-AE11-B226621BE85E},-71.038209762999941,42.366391976000045,90 (STREET_FEA 2702),STREET_FEA 2702,30,derived_0_50_ft,boston-sam,419717,80 Marginal St,Marginal St,42.36646271,-71.03815445,Marginal Street & Piers Park Lane,96,nearest_address
12059,25MH38,Webster St,258 Webster St,IS,,2513740036,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4062; METERED_FL=U; PLACEMENT=MIGRATED,25MH38,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{5D724E7E-0627-5FD9-B4A2-B9BF0FA6D0E3},-71.031344350999973,42.364786390000063,258 (STREET_FEA 4422),STREET_FEA 4422,29,derived_0_50_ft,boston-sam,146865,258 Webster St,Webster St,42.36485868,-71.03130058,Sumner Street & Webster Street,169,nearest_address
12068,25MH61,East Pier Drive,Near East Pier Drive & Piers Park Lane,IS,,2513740085,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,25MH61,,,U,U,,,,,1,,1255651200000,mulline,1255651200000,{3B5AEAEF-E3D6-5AEE-B2CA-3AB7CEE52E9C},-71.038307899999950,42.365077725000049,73C (STREET_FEA 2702),STREET_FEA 2702,178,intersection_preferred_150_plus_ft,boston-sam,437880,95 Marginal St,Marginal St,42.36482138,-71.03774522,East Pier Drive & Piers Park Lane,338,nearest_intersection
12102,29PH6,Nancia St,5 Nancia St,IS,502934400000,2916740047,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3742; METERED_FL=U; PLACEMENT=MIGRATED,29PH6,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1414972800000,{25186E31-3412-566A-981A-30BB8F438B54},-70.999284110999952,42.382759129000078,9 (STREET_FEA 2997),STREET_FEA 2997,37,derived_0_50_ft,boston-sam,452078,5 Nancia St,Nancia St,42.38285921,-70.99931164,Nancia Street & Saint Andrew Road,173,nearest_address
12137,24NH5,John E. Pfeifer Way,Near John E. Pfeifer Way & Marginal Street,IS,,2414740008,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,24NH5,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{DED2D53A-45C1-5E9B-9698-9D215BBE09B3},-71.025233791999938,42.359114045000069,STREET_FEA 1240,STREET_FEA 1240,331,intersection_preferred_150_plus_ft,boston-sam,347632,112 Harborside Dr,Harborside Dr,42.36000976,-71.02501555,John E. Pfeifer Way & Marginal Street,1908,nearest_intersection
12147,24NH3,Harborside Dr,91 Harborside Dr,IS,,2414740006,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,24NH3,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{5A5931AD-87BF-5F6F-8C94-57593469125B},-71.027579342999957,42.359735189000048,STREET_FEA 1220,STREET_FEA 1220,55,derived_50_100_ft,boston-sam,341283,91 Harborside Dr,Harborside Dr,42.35960479,-71.02747775,John E. Pfeifer Way & Marginal Street,1455,nearest_address
12154,26MH84,Maverick Sq,41-45 Maverick Sq,IS,,2613740057,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2763; METERED_FL=U; PLACEMENT=MIGRATED,26MH84,,,MH,MH929,1988,,,,1,,1177632000000,denapolipd,1217894400000,{820F8062-834A-594B-B5C6-884F2B1B5F5F},-71.038979444999939,42.369479928000032,47-47A (STREET_FEA 2762),STREET_FEA 2762,41,derived_0_50_ft,boston-sam,92886,41-45 Maverick Sq,Maverick Sq,42.36937868,-71.03891058,Maverick Square & Winthrop Street,115,nearest_address
12156,26MH36,S Bremen St,22-24 S Bremen St,IS,,2613740097,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2702; METERED_FL=U; PLACEMENT=MIGRATED,26MH36,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1264377600000,{FC92CDFC-ABE5-55DF-A874-8CCDCA0F7907},-71.040168224999945,42.368076821000045,30 BACK (STREET_FEA 46),STREET_FEA 46,87,derived_50_100_ft,boston-sam,343039,22-24 S Bremen St,S Bremen St,42.36823462,-71.03992323,Lewis Street & Marginal Street,288,nearest_address
12197,26NH8,Airport Road - Arrivals Level,Near Airport Road - Arrivals Level & Central Parking Access Road,IS,,2614740019,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26NH8,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{926CE946-5723-58FD-A07B-EB792C8C4DD7},-71.018888408999942,42.369475777000048,STREET_FEA 3404,STREET_FEA 3404,217,intersection_preferred_150_plus_ft,boston-sam,341351,500 Terminal Rd,Terminal Rd,42.36991288,-71.01943985,Airport Road - Arrivals Level & Central Parking Access Road,697,nearest_intersection
12202,27MH150,Bremen Street,Near Bremen Street & Marion Street,IS,,2713740186,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,27MH150,,,AM,U,,,,,1,,1177632000000,blundonr,1247961600000,{4A80290C-EED5-5EA0-BFD3-BE1AAEF257EF},-71.031833268999947,42.372736564000036,STREET_FEA 5101,STREET_FEA 5101,447,intersection_preferred_150_plus_ft,boston-sam,162544,215 Bremen St,Bremen St,42.37349136,-71.03314644,Bremen Street & Marion Street,570,nearest_intersection
12206,28NH20,Bremen St,464 Bremen St,IS,,2814740070,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3026; METERED_FL=U; PLACEMENT=MIGRATED,28NH20,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1217894400000,{25888DCB-1877-5A6A-A0C5-4848E811D670},-71.026362792999976,42.380282019000049,491-493 (STREET_FEA 3793),STREET_FEA 3793,62,derived_50_100_ft,boston-sam,162550,464 Bremen St,Bremen St,42.38013400,-71.02624646,Chelsea Street & Saratoga Street,74,nearest_address
12209,25NH28,Airport Way,Near Airport Way & Central Parking Access Road,IS,,2514740039,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,25NH28,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{64D15E55-D00F-5987-B33B-A265558755CE},-71.019292390999965,42.364003276000062,STREET_FEA 3404,STREET_FEA 3404,285,intersection_preferred_150_plus_ft,boston-sam,459228,31 Terminal Rd,Terminal Rd,42.36472590,-71.01969804,Airport Way & Central Parking Access Road,1159,nearest_intersection
12211,29OH103,Thurston St,3 Thurston St,IS,935366400000,2915740067,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=411; METERED_FL=U; PLACEMENT=MIGRATED,29OH103,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{D9E0DE0A-3CFE-590B-9375-939B467C6274},-71.006695169999944,42.385660609000070,3 (STREET_FEA 4172),STREET_FEA 4172,43,derived_0_50_ft,boston-sam,135928,3 Thurston St,Thurston St,42.38558868,-71.00657058,Barnes Avenue & Constitution Beach Road,19,nearest_address
12218,29NH1,Chelsea Street,Near Chelsea Street & East Eagle Street,IS,,2914740100,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,29NH1,,,US,U,,,,,1,,1177632000000,blundonr,1244419200000,{E69896C3-CE6E-59F8-BA6A-89501AB2F8DB},-71.025532830999964,42.382454737000046,STREET_FEA 0,STREET_FEA 0,360,intersection_preferred_150_plus_ft,boston-sam,341959,465-467 Chelsea St,Chelsea St,42.38163575,-71.02478515,Chelsea Street & East Eagle Street,436,nearest_intersection
12220,25MH16,Alna Place,Near Alna Place & Webster Street,IS,1117584000000,2513740046,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2308; METERED_FL=U; PLACEMENT=MIGRATED,25MH16,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1249430400000,{B08B70AD-4101-5287-8FE7-C0D6B899C155},-71.033128878999946,42.364237993000074,240 (STREET_FEA 2702),STREET_FEA 2702,156,intersection_preferred_150_plus_ft,boston-sam,156128,256 Marginal St,Marginal St,42.36423635,-71.03255040,Alna Place & Webster Street,260,nearest_intersection
12228,29PH26,Saratoga St,1301 Saratoga St,IS,,2916740043,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=258; METERED_FL=U; PLACEMENT=MIGRATED,29PH26,,,MU,MUCENT,1985,,,,1,,1177632000000,mulline,1414713600000,{892A9EB3-722D-57CA-9993-4777EED7EAE3},-70.996245924999982,42.382996937000030,1257 (STREET_FEA 3793),STREET_FEA 3793,62,derived_50_100_ft,boston-sam,423091,1301 Saratoga St,Saratoga St,42.38284423,-70.99635032,Main Street & Saratoga Street,436,nearest_address
12240,24NH11,John E. Pfeifer Way,Near John E. Pfeifer Way & Marginal Street,IS,,2414740014,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,24NH11,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{B24CF67B-4443-5C7E-8FE2-09BD8FCADE96},-71.024346681999987,42.358388377000040,STREET_FEA 2010,STREET_FEA 2010,342,intersection_preferred_150_plus_ft,boston-sam,341284,132 Harborside Dr,Harborside Dr,42.35884634,-71.02323638,John E. Pfeifer Way & Marginal Street,2258,nearest_intersection
12262,25MH26,Marginal St,142 Marginal St,IS,675734400000,2513740019,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=1154; METERED_FL=U; PLACEMENT=MIGRATED,25MH26,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1244505600000,{F9D7FD30-A0DA-56CF-9BCE-9DF817D3E54B},-71.035892929999989,42.365364164000027,142 (STREET_FEA 2702),STREET_FEA 2702,31,derived_0_50_ft,boston-sam,89794,142 Marginal St,Marginal St,42.36543867,-71.03584058,Cottage Street & Marginal Street,283,nearest_address
12269,27MH24,Meridian St,79-89 Meridian St,IS,,2713740152,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2078; METERED_FL=U; PLACEMENT=MIGRATED,27MH24,,,KE,KEK81-A,1997,,,,1,,1177632000000,connorsm,1217894400000,{411CE11F-7CCD-5157-83EB-37873596485A},-71.038934579999989,42.372220905000063,89-79 (STREET_FEA 2824),STREET_FEA 2824,47,derived_0_50_ft,boston-sam,94642,79-89 Meridian St,Meridian St,42.37214868,-71.03879059,Decatur Street & Meridian Street,38,nearest_address
12305,25MH60,Marginal St,116 Marginal St,IS,,2513740084,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,25MH60,,,U,U,,,,,1,,1239926400000,blundonr,1244419200000,{5D14C3AC-40CB-5059-B2E5-324C60553743},-71.037094574999969,42.365536270000064,STREET_FEA 2702,STREET_FEA 2702,148,derived_100_150_ft,boston-sam,89788,116 Marginal St,Marginal St,42.36591868,-71.03691058,Cottage Street & Marginal Street,99,nearest_address
12309,24NH6,John E. Pfeifer Way,Near John E. Pfeifer Way & Marginal Street,IS,,2414740009,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,24NH6,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{11DDF664-275B-5ECA-8B13-BA2748A7B113},-71.024876850999988,42.358959835000064,STREET_FEA 3672,STREET_FEA 3672,348,intersection_preferred_150_plus_ft,boston-sam,347635,122 Harborside Dr,Harborside Dr,42.35969042,-71.02404357,John E. Pfeifer Way & Marginal Street,2006,nearest_intersection
12310,24NH9,John E. Pfeifer Way,Near John E. Pfeifer Way & Marginal Street,IS,,2414740012,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,24NH9,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{B4BD3F0D-2B28-525B-83ED-C7D2A7876DA3},-71.023987548999969,42.358566746000065,STREET_FEA 148,STREET_FEA 148,226,intersection_preferred_150_plus_ft,boston-sam,341284,132 Harborside Dr,Harborside Dr,42.35884634,-71.02323638,John E. Pfeifer Way & Marginal Street,2259,nearest_intersection
12311,26MH60,S Bremen St,22-24 S Bremen St,IS,,2613740084,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2762; METERED_FL=U; PLACEMENT=MIGRATED,26MH60,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1250035200000,{E12B5200-DB26-546E-B194-6C0611B90B39},-71.040032320999956,42.368412182000043,STREET_FEA 4062,STREET_FEA 4062,71,derived_50_100_ft,boston-sam,343039,22-24 S Bremen St,S Bremen St,42.36823462,-71.03992323,Maverick Square & Sumner Street,188,nearest_address
12351,30PH34,Walley St,11 Walley St,IS,,3016740021,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4341; METERED_FL=U; PLACEMENT=MIGRATED,30PH34,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1217894400000,{04B1297B-430C-5EF1-95D2-5B5C9E5D281F},-70.998522516999969,42.389874099000053,9-11 (STREET_FEA 4355),STREET_FEA 4355,46,derived_0_50_ft,boston-sam,424166,11 Walley St,Walley St,42.38975394,-70.99847145,Orient Avenue & Waldemar Avenue,87,nearest_address
12367,27MH6,Decatur St,34 Decatur St,IS,,2713740143,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2587; METERED_FL=U; PLACEMENT=MIGRATED,27MH6,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1217894400000,{22C1D937-FFE7-5443-A4AE-5A07BDF3C222},-71.039795080999966,42.372564744000044,30 (STREET_FEA 1290),STREET_FEA 1290,18,derived_0_50_ft,boston-sam,46848,34 Decatur St,Decatur St,42.37259208,-71.03985258,Decatur Street & London Street,51,nearest_address
12368,29PH14,Saint Andrew Rd,156 Saint Andrew Rd,IS,483753600000,2916740041,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=258; METERED_FL=U; PLACEMENT=MIGRATED,29PH14,,,MU,MUCENT,1985,,,,1,,1177632000000,mulline,1414972800000,{ABBD70FC-B507-5220-81A9-DF8FEF19D326},-70.998135321999939,42.383098839000070,156 (STREET_FEA 3742),STREET_FEA 3742,39,derived_0_50_ft,boston-sam,120559,156 Saint Andrew Rd,Saint Andrew Rd,42.38310868,-70.99828057,Annavoy Street & Saint Andrew Road,75,nearest_address
12369,29PH16,Saint Andrew Rd,148 Saint Andrew Rd,IS,473385600000,2916740037,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2997; METERED_FL=U; PLACEMENT=MIGRATED,29PH16,,,MU,MUCENT,1985,,,,1,,1177632000000,palaciolv,1217894400000,{695E0430-B023-51D5-8543-E38949B9E729},-70.998982445999957,42.383209772000043,148 (STREET_FEA 3742),STREET_FEA 3742,55,derived_50_100_ft,boston-sam,120555,148 Saint Andrew Rd,Saint Andrew Rd,42.38334868,-70.99890057,Nancia Street & Saint Andrew Road,23,nearest_address
12375,29PH28,Saratoga St,1127 Saratoga St,IS,483753600000,2916740026,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3870; METERED_FL=U; PLACEMENT=MIGRATED,29PH28,,,MU,MUCENT,1985,,,,1,,1177632000000,mulline,1414972800000,{3A452BF0-38E7-5751-864F-732A18BBD645},-71.001048071999946,42.384536222000065,1127 (STREET_FEA 3793),STREET_FEA 3793,35,derived_0_50_ft,boston-sam,122455,1127 Saratoga St,Saratoga St,42.38446868,-71.00114057,Saratoga Street & Shawsheen Road,78,nearest_address
12388,29PH40,Barnes Ave,130 Barnes Ave,IS,502934400000,2916740021,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3750; METERED_FL=U; PLACEMENT=MIGRATED,29PH40,,,MU,MUCENT,1985,,,,1,,1177632000000,mulline,1414972800000,{F92C3BF7-A2CA-5D75-A423-4A89943954C7},-71.000463068999977,42.385369031000039,130 (STREET_FEA 411),STREET_FEA 411,35,derived_0_50_ft,boston-sam,8249,130 Barnes Ave,Barnes Ave,42.38542868,-71.00036057,Barnes Avenue & Shawsheen Road,67,nearest_address
12389,27MH62,London St,117 London St,IS,,2713740129,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2587; METERED_FL=U; PLACEMENT=MIGRATED,27MH62,,,KE,KEK81-A,1998,,,,1,,1177632000000,connorsm,1217894400000,{82CEB565-101A-51C4-855E-64ACA5B59705},-71.038957780999965,42.373145011000076,121-127 (STREET_FEA 2824),STREET_FEA 2824,40,derived_0_50_ft,boston-sam,167131,117 London St,London St,42.37321637,-71.03884692,London Street & Meridian Street,43,nearest_address
12417,30PH2,Bennington St,1141 Bennington St,IS,877478400000,3016740049,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=353; METERED_FL=U; PLACEMENT=MIGRATED,30PH2,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1217894400000,{B307E6EC-E12D-5EF7-98B4-CC70AC3CEF4B},-71.000033304999988,42.388079966000078,1141 REAR (STREET_FEA 503),STREET_FEA 503,149,derived_100_150_ft,boston-sam,14578,1141 Bennington St,Bennington St,42.38797868,-71.00057057,Bennington Street & Walley Street,157,nearest_address
12424,30PH10,Leverett Ave,15 Leverett Ave,IS,,3016740028,,,GPS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=4087; METERED_FL=U; PLACEMENT=MIGRATED,30PH10,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1217894400000,{2AA2BA82-8ADC-5B78-B07B-EE1F45641FC7},-70.996282926999982,42.389355008000052,15 (STREET_FEA 2524),STREET_FEA 2524,35,derived_0_50_ft,boston-sam,85306,15 Leverett Ave,Leverett Ave,42.38925868,-70.99630057,Leverett Avenue & Swan Avenue,50,nearest_address
12430,25MH62,East Pier Drive,Near East Pier Drive & Piers Park Lane,IS,,2513740086,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,25MH62,,,U,U,,,,,1,,1255651200000,mulline,1255651200000,{5E3BCE58-B51B-5236-AB49-9666E0F19FF8},-71.039291463999973,42.365339990000052,73B (STREET_FEA 2702),STREET_FEA 2702,221,intersection_preferred_150_plus_ft,boston-sam,421283,80 Piers Park Ln,Piers Park Ln,42.36594748,-71.03928862,East Pier Drive & Piers Park Lane,57,nearest_intersection
12448,24NH7,Harborside Dr,112 Harborside Dr,IS,,2414740010,,,U,,,,,PRIV,SERVICE_AR=NL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,24NH7,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{7E137CC9-F2DE-56F9-BE0B-4AB48AB95F8C},-71.024797696999940,42.359805398000049,STREET_FEA 3019,STREET_FEA 3019,95,derived_50_100_ft,boston-sam,347632,112 Harborside Dr,Harborside Dr,42.36000976,-71.02501555,John E. Pfeifer Way & Marginal Street,1767,nearest_address
