objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
11404,24JH51,Charles River Sq,23 Charles River Sq,IS,,2410740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4021; METERED_FL=U; PLACEMENT=MIGRATED,24JH51,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1439251200000,{C745759C-C7EE-596C-ABD5-63EF9D966C00},-71.072388289999935,42.359548102000076,STREET_FEA 5196,STREET_FEA 5196,143,derived_100_150_ft,boston-sam,29604,23 Charles River Sq,Charles River Sq,42.35959867,-71.07186060,Revere Street & Storrow Drive,79,nearest_address
11464,24JH6,Beaver Pl,37-41 Beaver Pl,IS,,2410740158,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=964; METERED_FL=U; PLACEMENT=MIGRATED,24JH6,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1224806400000,{CA0AD026-1083-5600-8F68-BD944ADBD4CB},-71.073048963999952,42.356051649000051,41 (STREET_FEA 456),STREET_FEA 456,82,derived_50_100_ft,boston-sam,161957,37-41 Beaver Pl,Beaver Pl,42.35607402,-71.07274713,Beaver Place & David G. Mugar Way,9,nearest_address
11582,24JH60,Charles St,25-29 Charles St,IS,,2410740119,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=964; METERED_FL=U; PLACEMENT=MIGRATED,24JH60,,,MU,MUCENT,1982,,,,1,,1177632000000,palaciolv,1224806400000,{92468551-8FCE-593C-9C6C-605D204C0F20},-71.069691164999938,42.356889858000045,29 (STREET_FEA 908),STREET_FEA 908,18,derived_0_50_ft,boston-sam,29144,25-29 Charles St,Charles St,42.35692867,-71.06965059,Branch Street & Charles Street,67,nearest_address
11614,24JH32,Beacon Street,Near Beacon Street & Charles Street,IS,,2410740166,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=908; METERED_FL=U; PLACEMENT=MIGRATED,24JH32,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1224806400000,{79D9F710-CE79-5822-9E5B-D090416CD987},-71.069484755999952,42.355971540000041,67 OPP (STREET_FEA 445),STREET_FEA 445,154,intersection_preferred_150_plus_ft,boston-sam,161882,67-69 Beacon St,Beacon St,42.35634137,-71.06976279,Beacon Street & Charles Street,34,nearest_intersection
11731,24JH38,Chestnut St,94 Chestnut St,IS,,2410740123,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3602; METERED_FL=U; PLACEMENT=MIGRATED,24JH38,,,DA,ADB-84-B,1990,,,,1,,1177632000000,dorleansr,1231718400000,{8E9EA6E6-DA1C-5903-86E2-346C25A8F339},-71.070648038999934,42.356784821000076,92 (STREET_FEA 964),STREET_FEA 964,35,derived_0_50_ft,boston-sam,31516,94 Chestnut St,Chestnut St,42.35670467,-71.07071659,Chestnut Street & River Street,107,nearest_address
12289,24JH48,Brimmer St,2 Brimmer St,IS,,2410740067,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5196; METERED_FL=U; PLACEMENT=MIGRATED,24JH48,,,MU,MUCENT,1992,,,,1,,1177632000000,mulline,1439251200000,{DC98383E-9B55-52DF-A81C-C2E80E497615},-71.071598171999938,42.358719683000061,2 (STREET_FEA 3309),STREET_FEA 3309,24,derived_0_50_ft,boston-sam,20250,2 Brimmer St,Brimmer St,42.35868867,-71.07152060,Brimmer Street & Pinckney Street,37,nearest_address
12413,24JH90,Louisburg Sq,22 Louisburg Sq,IS,,2410740058,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2615; METERED_FL=U; PLACEMENT=MIGRATED,24JH90,,,MU,MUCENT,1989,,,,1,,1177632000000,mulline,1250035200000,{B9373850-CA5A-5FB1-B3D5-321B45BA0D16},-71.069077377999974,42.358790924000061,91 OPP (STREET_FEA 3309),STREET_FEA 3309,41,derived_0_50_ft,boston-sam,87607,22 Louisburg Sq,Louisburg Sq,42.35874867,-71.06922059,Louisburg Square & Pinckney Street,24,nearest_address
12518,24KH52,Beacon St,22B-22 Beacon St,IS,1028937600000,2411740293,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3210; METERED_FL=U; PLACEMENT=MIGRATED,24KH52,,,KE,KEK81-A,1994,,,,1,,1177632000000,dorleansr,1231804800000,{D5E55B1E-6590-5991-87B3-4FFA6C2FDD23},-71.063076990999946,42.357835832000035,22-22B OP (STREET_FEA 445),STREET_FEA 445,66,derived_50_100_ft,boston-sam,161879,22B-22 Beacon St,Beacon St,42.35772630,-71.06288231,Beacon Street & Park Street,57,nearest_address
12681,24JH16,David G. Mugar Way,Near David G. Mugar Way & Mount Vernon Street,IS,,2410740098,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4021; METERED_FL=U; PLACEMENT=MIGRATED,24JH16,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1250035200000,{4DF3BC99-A54C-5401-B15F-B66D5E81FDB0},-71.072980687999973,42.357505085000071,STREET_FEA 5196,STREET_FEA 5196,168,intersection_preferred_150_plus_ft,boston-sam,167915,170 Mount Vernon St,Mount Vernon St,42.35721627,-71.07249314,David G. Mugar Way & Mount Vernon Street,114,nearest_intersection
12825,24KH13,Joy St,6 Joy St,IS,,2411740260,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2342; METERED_FL=U; PLACEMENT=MIGRATED,24KH13,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{1E701635-EE4E-5A09-BE4A-FCBA75DE3A28},-71.064709311999934,42.358081401000049,6 OPP (STREET_FEA 2956),STREET_FEA 2956,73,derived_50_100_ft,boston-sam,80183,6 Joy St,Joy St,42.35824867,-71.06486059,Joy Street & Mount Vernon Place,104,nearest_address
12848,24JH118,Myrtle St,89-91 Myrtle St,IS,,2410740031,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=247; METERED_FL=U; PLACEMENT=MIGRATED,24JH118,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1230076800000,{19FB57FD-6AF2-528C-B45E-F9FAD70B84D0},-71.067617710999968,42.359514137000076,37 OPP (STREET_FEA 3560),STREET_FEA 3560,33,derived_0_50_ft,boston-sam,167960,89-91 Myrtle St,Myrtle St,42.35942376,-71.06760554,Anderson Street & Revere Street,31,nearest_address
12852,24KH15,Myrtle St,50 Myrtle St,IS,,2411740106,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=57; METERED_FL=U; PLACEMENT=MIGRATED,24KH15,,,KE,KEK81-A,2007,,,,1,,1177632000000,dorleansr,1231804800000,{F38CA261-739B-56F6-AF13-2F1A3149F3FC},-71.065975861999959,42.359297062000053,36 (STREET_FEA 2986),STREET_FEA 2986,34,derived_0_50_ft,boston-sam,342540,50 Myrtle St,Myrtle St,42.35927073,-71.06609727,Myrtle Street & South Russell Street,11,nearest_address
12936,24JH44,Mount Vernon Sq,2 Mount Vernon Sq,IS,,2410740199,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3602; METERED_FL=U; PLACEMENT=MIGRATED,24JH44,,,CL,CLF2500,1984,,,,1,,1177632000000,chalmersh,1430784000000,{1B2D4D21-1C69-5B18-B867-57AF8B315D8B},-71.071271226999954,42.358134687000074,2 (STREET_FEA 2957),STREET_FEA 2957,47,derived_0_50_ft,boston-sam,99066,2 Mount Vernon Sq,Mount Vernon Sq,42.35804867,-71.07114059,Mount Vernon Square & River Street,73,nearest_address
13165,24JH18,Beacon St,84 Beacon St,IS,1075939200000,2410740170,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=674; METERED_FL=U; PLACEMENT=MIGRATED,24JH18,,,KE,KEK81-A,1982,,,,1,,1177632000000,chings,1452729600000,{3331D077-AF77-5C20-BE58-E4687A759DAE},-71.071255758999939,42.355847880000056,84 (STREET_FEA 445),STREET_FEA 445,53,derived_50_100_ft,boston-sam,155676,84 Beacon St,Beacon St,42.35599040,-71.07129985,Beacon Street & Brimmer Street,37,nearest_address
13183,24JH42,Mount Vernon St,136 Mount Vernon St,IS,,2410740093,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3602; METERED_FL=U; PLACEMENT=MIGRATED,24JH42,,,KE,KEK81,2012,,,,1,,1177632000000,blundonr,1255478400000,{E986E37C-17E2-53C1-BA10-974D9F3401FD},-71.071084376999977,42.357572452000056,136 (STREET_FEA 2959),STREET_FEA 2959,30,derived_0_50_ft,boston-sam,98518,136 Mount Vernon St,Mount Vernon St,42.35752867,-71.07099059,Mount Vernon Street & River Street,110,nearest_address
13198,24JH8,Beacon St,92 Beacon St,IS,1075939200000,2410740176,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=457; METERED_FL=U; PLACEMENT=MIGRATED,24JH8,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1224806400000,{D3EDDE19-D5F3-5316-9707-759DBBF558D4},-71.072199049999938,42.355600727000080,92 (STREET_FEA 445),STREET_FEA 445,69,derived_50_100_ft,boston-sam,12424,92 Beacon St,Beacon St,42.35577867,-71.07229059,Arlington Street & Beacon Street,28,nearest_address
13231,24JH30,David G. Mugar Way,Near David G. Mugar Way & Storrow Drive,IS,,2410740075,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4021; METERED_FL=U; PLACEMENT=MIGRATED,24JH30,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{53A73270-2059-57DD-BA0D-481C12005445},-71.072817985999961,42.358159683000054,STREET_FEA 5196,STREET_FEA 5196,198,intersection_preferred_150_plus_ft,boston-sam,20254,23 Brimmer St,Brimmer St,42.35803867,-71.07210060,David G. Mugar Way & Storrow Drive,129,nearest_intersection
13241,24JH80,Spruce St,2 Spruce St,IS,,2410740110,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3976; METERED_FL=U; PLACEMENT=MIGRATED,24JH80,,,KE,KEK81-A,2011,,,,1,,1177632000000,mulline,1439164800000,{90AC7415-A153-53C9-BD0C-3B093983F65C},-71.067888892999974,42.357152862000078,1 (STREET_FEA 3977),STREET_FEA 3977,43,derived_0_50_ft,boston-sam,130061,2 Spruce St,Spruce St,42.35725867,-71.06796059,Spruce Place & Spruce Street,20,nearest_address
13271,24JH92,Myrtle St,133 Myrtle St,IS,,2410740038,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3560; METERED_FL=U; PLACEMENT=MIGRATED,24JH92,,,KE,KEK81-A,1982,,,,1,,1177632000000,dorleansr,1231718400000,{CB5B81E3-9E85-5490-8E61-53269FE1192D},-71.069625995999957,42.359295419000034,132 OPP (STREET_FEA 2986),STREET_FEA 2986,26,derived_0_50_ft,boston-sam,99686,133 Myrtle St,Myrtle St,42.35933867,-71.06955059,Myrtle Street & Revere Street,82,nearest_address
13413,24KH21,S Russell St,46 S Russell St,IS,,2411740038,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2986; METERED_FL=U; PLACEMENT=MIGRATED,24KH21,,,MU,MUCENT,1989,,,,1,,1177632000000,orrda,1458259200000,{C8E1CDD1-0748-5160-A08C-1759EC7AEDFE},-71.065937327999961,42.359905105000053,38-38A (STREET_FEA 57),STREET_FEA 57,28,derived_0_50_ft,boston-sam,119784,46 S Russell St,S Russell St,42.35988567,-71.06583559,Irving Street & Revere Street,164,nearest_address
