objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
12951,13KH44,Centervale Park,2 Centervale Park,IS,,1311740135,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=872; METERED_FL=U; PLACEMENT=MIGRATED,13KH44,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{DF473E89-FBA8-57D5-A0E5-CF50B39256BE},-71.064514467999970,42.296206431000030,10 OPP (STREET_FEA 4263),STREET_FEA 4263,69,derived_50_100_ft,boston-sam,27258,2 Centervale Park,Centervale Park,42.29635866,-71.06436059,Centervale Park & Upland Avenue,28,nearest_address
12952,12JH50,Ferndale St,28 Ferndale St,IS,,1210740188,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3947; METERED_FL=U; PLACEMENT=MIGRATED,12JH50,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1233792000000,{497BF255-E9D3-549A-8A91-AFD98E53FE7F},-71.077600674999985,42.289243498000076,28 (STREET_FEA 1648),STREET_FEA 1648,51,derived_50_100_ft,boston-sam,165247,28 Ferndale St,Ferndale St,42.28912920,-71.07770884,Ferndale Street & Southern Avenue,120,nearest_address
12954,11JH68,Armandine St,58 Armandine St,IS,,1110740155,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4399; METERED_FL=U; PLACEMENT=MIGRATED,11JH68,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1233187200000,{430F6F49-108A-55D5-988D-153A1B41DD0D},-71.073634483999967,42.284368689000075,58 (STREET_FEA 305),STREET_FEA 305,43,derived_0_50_ft,boston-sam,4973,58 Armandine St,Armandine St,42.28426866,-71.07355059,Armandine Street & Washington Street,568,nearest_address
12958,18KH32,Baker Ct,16 Baker Ct,IS,,1811740141,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4548; METERED_FL=U; PLACEMENT=MIGRATED,18KH32,,,KE,KEK81-A,1999,,,,1,,1177632000000,mulline,1435708800000,{82261286-DABF-5D27-8ED6-91849E54154F},-71.063321078999934,42.325200149000068,101 (STREET_FEA 382),STREET_FEA 382,51,derived_50_100_ft,boston-sam,7609,16 Baker Ct,Baker Ct,42.32528030,-71.06347848,Allstate Road & District Avenue,246,nearest_address
12959,18KH115,Enterprise St,59 Enterprise St,IS,1354492800000,1811740159,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4548; METERED_FL=U; PLACEMENT=mulline,18KH115,,,U,KEK81-A,2010,,,,1,,1435708800000,mulline,1435708800000,{D253CEF0-2980-5E22-A062-9EF8ABA89E9E},-71.063145152999937,42.324692329000072,4 (STREET_FEA 1657),STREET_FEA 1657,114,derived_100_150_ft,boston-sam,54142,59 Enterprise St,Enterprise St,42.32445260,-71.06287440,Fields Court & Willow Court,169,nearest_address
12962,11IH128,Norfolk St,247 Norfolk St,IS,846806400000,1109740178,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=807; METERED_FL=U; PLACEMENT=MIGRATED,11IH128,,,MH,MH929,1988,,,,1,,1177632000000,connorsm,1233014400000,{43D63875-CD0D-50C4-9AEE-D37938D9867B},-71.080929889999936,42.284568171000046,247 (STREET_FEA 3083),STREET_FEA 3083,42,derived_0_50_ft,boston-sam,103238,247 Norfolk St,Norfolk St,42.28462866,-71.08106059,Capen Street & Norfolk Street,128,nearest_address
12966,18KH52,Saint Margaret St,12 Saint Margaret St,IS,,1811740135,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=589; METERED_FL=U; PLACEMENT=MIGRATED,18KH52,,,WA,WAWB67P,1987,,,,1,,1177632000000,chalmersh,1436918400000,{3438A30C-1BDC-5CD3-9B2E-A127999230B0},-71.060285096999962,42.322242983000081,12 (STREET_FEA 3760),STREET_FEA 3760,30,derived_0_50_ft,boston-sam,121305,12 Saint Margaret St,Saint Margaret St,42.32231867,-71.06024059,Boston Street & Clapp Street,213,nearest_address
12970,13KH28,Geneva Ave,466-476 Geneva Ave,IS,,1311740023,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4340; METERED_FL=U; PLACEMENT=MIGRATED,13KH28,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1224633600000,{FA5F57A4-6C90-5E16-9119-03C5E6FE562A},-71.065044652999973,42.299552447000053,466 OPP (STREET_FEA 1800),STREET_FEA 1800,68,derived_50_100_ft,boston-sam,165598,466-476 Geneva Ave,Geneva Ave,42.29960855,-71.06480360,Charles Street & Geneva Avenue,44,nearest_address
12972,16JH52,Quincy St,222-226 Quincy St,IS,631152000000,1610740154,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2649; METERED_FL=U; PLACEMENT=MIGRATED,16JH52,,,KE,KEK81,2000,,,,1,,1177632000000,mulline,1396656000000,{F4BEAD83-F9B3-518C-8C77-D1BF2829711D},-71.073982863999959,42.312501254000040,215 (STREET_FEA 3493),STREET_FEA 3493,81,derived_50_100_ft,boston-sam,343950,222-226 Quincy St,Quincy St,42.31260044,-71.07371540,Mascoma Street & Quincy Street,207,nearest_address
12974,13JH174,Claybourne St,46-48 Claybourne St,IS,,1310740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1239; METERED_FL=U; PLACEMENT=MIGRATED,13JH174,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1231459200000,{3F2155A8-1A84-582E-8245-A2A6945B07F6},-71.071779260999961,42.298209580000048,43 OPP (STREET_FEA 1019),STREET_FEA 1019,44,derived_0_50_ft,boston-sam,33622,46-48 Claybourne St,Claybourne St,42.29817866,-71.07162059,Bloomfield Street & Greenbrier Street,207,nearest_address
12977,12JH82,Norfolk St,15-31 Norfolk St,IS,,1210740163,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4505; METERED_FL=U; PLACEMENT=MIGRATED,12JH82,,,MU,MUCENT,2003,,,,1,,1177632000000,connorsm,1233792000000,{88809629-70BE-5225-B473-C0B221F144FD},-71.072618931999955,42.289777018000052,15-31 (STREET_FEA 3085),STREET_FEA 3085,59,derived_50_100_ft,boston-sam,103182,15-31 Norfolk St,Norfolk St,42.28993840,-71.07265090,Epping Street & Norfolk Street,24,nearest_address
12978,12IH114,Talbot Ave,148 Talbot Ave,IS,,1209740048,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2101; METERED_FL=U; PLACEMENT=MIGRATED,12IH114,,,US,USSEN,1983,,,,1,,1177632000000,blundonr,1244505600000,{19C3FBEB-4D9A-5637-94C6-D7CD00AAB3FF},-71.080467702999954,42.292781016000049,148 (STREET_FEA 4104),STREET_FEA 4104,37,derived_0_50_ft,boston-sam,133665,148 Talbot Ave,Talbot Ave,42.29287866,-71.08051059,Helen Street & Talbot Avenue,167,nearest_address
12981,17KH222,Humphreys St,6 Humphreys St,IS,,1711740237,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2234; METERED_FL=U; PLACEMENT=MIGRATED,17KH222,,,MH,MH929,1999,,,,1,,1177632000000,denapolipd,1220918400000,{DB41AB0D-451B-5CCB-9041-9BF335018596},-71.065100130999951,42.321241285000042,120 (STREET_FEA 8),STREET_FEA 8,126,derived_100_150_ft,boston-sam,76090,6 Humphreys St,Humphreys St,42.32090767,-71.06522959,East Cottage Street & Humphreys Street,76,nearest_address
12982,17JH92,Alexander St,5-7 Alexander St,IS,770428800000,1710740220,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1390; METERED_FL=U; PLACEMENT=MIGRATED,17JH92,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1292803200000,{A02F92DA-8C64-58EB-B7C7-59FC669BC1C1},-71.069361241999957,42.318321169000058,36 OPP (STREET_FEA 178),STREET_FEA 178,40,derived_0_50_ft,boston-sam,1981,5-7 Alexander St,Alexander St,42.31841867,-71.06943059,Alexander Street & Dudley Street,163,nearest_address
12985,12JH116,Hopestill St,11 Hopestill St,IS,,1210740127,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3947; METERED_FL=U; PLACEMENT=MIGRATED,12JH116,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1250035200000,{C9561786-0B3D-5F2A-8773-2C94DF65552B},-71.072854743999983,42.290840963000051,11 (STREET_FEA 2200),STREET_FEA 2200,38,derived_0_50_ft,boston-sam,75242,11 Hopestill St,Hopestill St,42.29085713,-71.07299604,Hopestill Street & Southern Avenue,46,nearest_address
12986,14KH4,Geneva Ave,451 Geneva Ave,IS,,1411740195,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=562; METERED_FL=U; PLACEMENT=MIGRATED,14KH4,,,KE,KEK81-A,1995,,,,1,,1177632000000,chalmersh,1233273600000,{7EAE34E8-E3E5-5704-AB46-233268C804C4},-71.065956455999981,42.300087341000051,451 (STREET_FEA 1800),STREET_FEA 1800,37,derived_0_50_ft,boston-sam,63345,451 Geneva Ave,Geneva Ave,42.29998866,-71.06599059,Geneva Avenue & Josephine Street,48,nearest_address
12987,11IH20,Blue Hill Ave,1140-1158A Blue Hill Ave,IS,,1109740162,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1754; METERED_FL=U; PLACEMENT=MIGRATED,11IH20,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1233014400000,{978FD4AA-7983-5438-90CB-840F9FB47BC4},-71.090860907999968,42.284785307000050,1158A (STREET_FEA 567),STREET_FEA 567,86,derived_50_100_ft,boston-sam,162227,1140-1158A Blue Hill Ave,Blue Hill Ave,42.28502231,-71.09088341,Blue Hill Avenue & Frontenac Street,82,nearest_address
12988,13KH32,Geneva Ave,491 Geneva Ave,IS,,1311740044,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4317; METERED_FL=U; PLACEMENT=MIGRATED,13KH32,,,KE,KEK81-A,2005,,,,1,,1177632000000,denapolipd,1224633600000,{D5BAB9FC-25FB-54DE-AE6E-F187078AE570},-71.064165676999949,42.299035709000066,491 (STREET_FEA 1800),STREET_FEA 1800,16,derived_0_50_ft,boston-sam,63355,491 Geneva Ave,Geneva Ave,42.29901849,-71.06422030,Fields Corner Busway & Geneva Avenue,90,nearest_address
12989,13IH54,Vesta Rd,7 Vesta Rd,IS,,1309740109,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,13IH54,,,MU,MUCENT,2000,,,,1,,1177632000000,chings,1456704000000,{2B8BA960-E396-5733-9EAC-66F12C4D7B82},-71.086693481999987,42.296035242000073,7 (STREET_FEA 4298),STREET_FEA 4298,51,derived_50_100_ft,boston-sam,140160,7 Vesta Rd,Vesta Rd,42.29604866,-71.08688060,Blue Hill Avenue & Calder Street,271,nearest_address
12990,13KH154,Neponset Ave,33 Neponset Ave,IS,,1311740132,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3060; METERED_FL=U; PLACEMENT=MIGRATED,13KH154,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1225324800000,{6023D325-0070-51C2-A3D7-E901A6F2D1F0},-71.055208102999984,42.296346543000027,31 (STREET_FEA 3020),STREET_FEA 3020,46,derived_0_50_ft,boston-sam,100859,33 Neponset Ave,Neponset Ave,42.29623866,-71.05530059,Neponset Avenue & Newkirk Street,58,nearest_address
12992,17KH88,Dawes St,27 Dawes St,IS,1337212800000,1711740159,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4543; METERED_FL=U; PLACEMENT=MIGRATED,17KH88,,,KE,KEK81-A,2010,,,,1,,1177632000000,hoffmanr,1455840000000,{638B7BBB-41FF-5C27-9A08-4EFD7F7A70F7},-71.060806708999962,42.318196880000073,27 (STREET_FEA 1274),STREET_FEA 1274,52,derived_50_100_ft,boston-sam,46669,27 Dawes St,Dawes St,42.31832867,-71.06088059,Dawes Street & Willis Street,23,nearest_address
12993,13KH152,Neponset Ave,61 Neponset Ave,IS,,1311740152,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4305; METERED_FL=U; PLACEMENT=MIGRATED,13KH152,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1224633600000,{9A9E9160-70D2-5F19-B43C-EDCB86F2A9CD},-71.054298668999934,42.295700748000058,61 (STREET_FEA 3020),STREET_FEA 3020,40,derived_0_50_ft,boston-sam,100906,61 Neponset Ave,Neponset Ave,42.29563866,-71.05442059,Neponset Avenue & Victory Road,101,nearest_address
13001,13KH156,Neponset Ave,9 Neponset Ave,IS,725846400000,1311740111,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3736; METERED_FL=U; PLACEMENT=MIGRATED,13KH156,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1224633600000,{D5BAE6AD-AF75-5914-AAD6-FEB486F3A1CA},-71.056042067999954,42.296946889000026,9 (STREET_FEA 3020),STREET_FEA 3020,56,derived_50_100_ft,boston-sam,100914,9 Neponset Ave,Neponset Ave,42.29693866,-71.05625059,Neponset Avenue & Saco Street,59,nearest_address
13008,16KH172,Saint William St,9 Saint William St,IS,1347235200000,1611740079,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=350; METERED_FL=U; PLACEMENT=MIGRATED,16KH172,,,KE,KEK81-A,2010,,,,1,,1177632000000,hoffmanr,1455667200000,{F049BA90-764D-5FED-98F6-5A01F765F8DF},-71.056045080999979,42.314743634000081,9 (STREET_FEA 3771),STREET_FEA 3771,32,derived_0_50_ft,boston-sam,121671,9 Saint William St,Saint William St,42.31466867,-71.05611059,Auckland Street & Saint William Street,165,nearest_address
13012,15LH2,S Sydney St,24-140 S Sydney St,IS,686361600000,1512740008,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=59; METERED_FL=U; PLACEMENT=MIGRATED,15LH2,,,MU,MUCENT,1991,,,,1,,1177632000000,denapolipd,1224720000000,{CC09F951-B631-5979-8644-F987AF69E6EB},-71.053918968999938,42.310548747000041,65 (STREET_FEA 434),STREET_FEA 434,98,derived_50_100_ft,boston-sam,169868,24-140 S Sydney St,S Sydney St,42.31068808,-71.05360869,Bay Street & South Sydney Street,53,nearest_address
13020,11LH54,Rosaria St,19-21 Rosaria St,IS,1354233600000,1112740065,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3134; METERED_FL=U; PLACEMENT=MIGRATED,11LH54,,,KE,KEK81-A,2010,,,,1,,1177632000000,hoffmanr,1455667200000,{33FAE7E3-70D1-5B27-82D0-14CBAC808A7B},-71.049764972999981,42.286560359000077,19-21 (STREET_FEA 3667),STREET_FEA 3667,41,derived_0_50_ft,boston-sam,118247,19-21 Rosaria St,Rosaria St,42.28659866,-71.04962058,Oakton Avenue & Rosaria Street,246,nearest_address
13037,18KH6,Boston Street,Near Boston Street & Mayhew Street,IS,1350345600000,1811740128,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1002; METERED_FL=U; PLACEMENT=MIGRATED,18KH6,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1439769600000,{73AFBC2C-B0BB-51D6-A6F3-8817238ADE12},-71.062995736999937,42.322348271000067,1230 (STREET_FEA 2744),STREET_FEA 2744,155,intersection_preferred_150_plus_ft,boston-sam,91950,1230-1244 Massachusetts Ave,Massachusetts Ave,42.32277367,-71.06303259,Boston Street & Mayhew Street,506,nearest_intersection
13040,13KH76,Dorchester Ave,1532-1532B Dorchester Ave,IS,1002067200000,1311740067,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3214; METERED_FL=U; PLACEMENT=MIGRATED,13KH76,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1271808000000,{978B02C8-C970-5E9C-8DE5-53BC46AD3D4A},-71.060786877999988,42.298403897000071,1532 OPP (STREET_FEA 1360),STREET_FEA 1360,82,derived_50_100_ft,boston-sam,459466,1532-1532B Dorchester Ave,Dorchester Ave,42.29831350,-71.06050883,Christopher Street & Dorchester Avenue,83,nearest_address
13041,10KH112,Milwood St,49 Milwood St,IS,1435190400000,1011740113,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=130; METERED_FL=U; PLACEMENT=MIGRATED,10KH112,,,MU,KEK81-A,2012,,,,1,,1177632000000,mulline,1440633600000,{E96D13FB-4778-5876-9620-F60E1B2C7992},-71.057885309999961,42.280075529000044,42 (STREET_FEA 2866),STREET_FEA 2866,75,derived_50_100_ft,boston-sam,95972,49 Milwood St,Milwood St,42.28025866,-71.05776059,Milton Street & Milwood Street,102,nearest_address
13043,13JH64,Merlin St,9 Merlin St,IS,,1310740193,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3214; METERED_FL=U; PLACEMENT=MIGRATED,13JH64,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1231804800000,{1F16499D-ACE4-5954-8E27-D6E49826F9E2},-71.074977124999975,42.295655337000028,9 (STREET_FEA 2825),STREET_FEA 2825,40,derived_0_50_ft,boston-sam,94655,9 Merlin St,Merlin St,42.29569866,-71.07484059,Elwyn Road & Kenberma Road,196,nearest_address
13044,15LH40,Grampian Way,131 Grampian Way,IS,953596800000,1512740020,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3801; METERED_FL=U; PLACEMENT=MIGRATED,15LH40,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1244505600000,{E7E5B6C4-7A42-5116-ABA5-D3B5AB744229},-71.048802648999981,42.309850739000069,131 (STREET_FEA 1886),STREET_FEA 1886,43,derived_0_50_ft,boston-sam,65659,131 Grampian Way,Grampian Way,42.30993866,-71.04891058,Alpine Way & Grampian Way,25,nearest_address
13045,15KH48,Adams St,83 Adams St,IS,,1511740137,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2636; METERED_FL=U; PLACEMENT=MIGRATED,15KH48,,,KE,KEK81-A,1998,,,,1,,1177632000000,chalmersh,1233705600000,{594D5C20-71CE-5269-B002-A73A82D5D886},-71.061860133999971,42.306036219000077,79 (STREET_FEA 130),STREET_FEA 130,49,derived_0_50_ft,boston-sam,977,83 Adams St,Adams St,42.30594866,-71.06200059,Adams Street & Lyon Street,23,nearest_address
13047,17KH114,Taft St,9 Taft St,IS,-94694400000,1711740199,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1358; METERED_FL=U; PLACEMENT=MIGRATED,17KH114,,,MH,MH929,1986,,,,1,,1177632000000,denapolipd,1220918400000,{94F42680-4954-5E50-92FF-25130407DCFC},-71.057336117999967,42.317245853000031,9 (STREET_FEA 4100),STREET_FEA 4100,50,derived_0_50_ft,boston-sam,133619,9 Taft St,Taft St,42.31736866,-71.05725059,Dorchester Avenue & Taft Street,174,nearest_address
13048,17LH20,Mount Vernon Street,Near Mount Vernon Street & William J. Day Boulevard,IS,,1712740049,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3410; METERED_FL=U; PLACEMENT=MIGRATED,17LH20,,,KE,KEK81-A,1900,,,,1,,1177632000000,connorsm,1225152000000,{1C329B12-7CFE-5BC9-9E81-B5CFC2EFE3CB},-71.050541864999957,42.319495590000031,2 OPP (STREET_FEA 4537),STREET_FEA 4537,244,intersection_preferred_150_plus_ft,boston-sam,149912,25 William T Morrissey Blvd,William T Morrissey Blvd,42.31991410,-71.05124907,Mount Vernon Street & William J. Day Boulevard,395,nearest_intersection
13051,8KH8,Bearse Ave,19 Bearse Ave,IS,,811740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2796; METERED_FL=U; PLACEMENT=MIGRATED,8KH8,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1231891200000,{F1A75E5C-AA75-5D17-AD5A-BA4CD2B8B03A},-71.063204919999976,42.271267910000063,19 (STREET_FEA 451),STREET_FEA 451,40,derived_0_50_ft,boston-sam,12844,19 Bearse Ave,Bearse Ave,42.27115866,-71.06319059,Bearse Avenue & Butler Street,300,nearest_address
13058,17JH196,Groom St,19 Groom St,IS,874454400000,1710740069,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2164; METERED_FL=U; PLACEMENT=MIGRATED,17JH196,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{B096F35D-7887-581A-83AD-4B3469C3E02F},-71.066899781999950,42.320303350000074,19 (STREET_FEA 1944),STREET_FEA 1944,45,derived_0_50_ft,boston-sam,67278,19 Groom St,Groom St,42.32041867,-71.06684059,Groom Street & Hillsboro Street,32,nearest_address
13062,12JH201,Bernard St,128-136 Bernard St,IS,1076630400000,1210740204,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4104; METERED_FL=U; PLACEMENT=MIGRATED,12JH201,,,KE,KEK81-A,2002,,,,1,,1177632000000,denapolipd,1250035200000,{93939360-67E0-5BED-8F77-AF7415025575},-71.079059678999954,42.290960298000073,128-136 (STREET_FEA 513),STREET_FEA 513,65,derived_50_100_ft,boston-sam,354176,128-136 Bernard St,Bernard St,42.29082398,-71.07890614,Mallard Avenue & New England Avenue,326,nearest_address
13078,15KH6,Draper St,125 Draper St,IS,1131494400000,1511740146,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=609; METERED_FL=U; PLACEMENT=MIGRATED,15KH6,,,MU,MUCENT,2005,,,,1,,1177632000000,chings,1459209600000,{D6DCC41C-0E2F-5C8E-B271-F5138C66DE88},-71.065606017999983,42.305740171000025,125 (STREET_FEA 1376),STREET_FEA 1376,54,derived_50_100_ft,boston-sam,49398,125 Draper St,Draper St,42.30575166,-71.06540459,Fox Street & Mount Ida Road,206,nearest_address
13080,11LH124,Neponset Ave,353 Neponset Ave,IS,725846400000,1112740041,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=975; METERED_FL=U; PLACEMENT=MIGRATED,11LH124,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{75E3647A-6D85-556F-89CB-5A64D022FE36},-71.046326299999976,42.287369985000055,345-345A (STREET_FEA 3020),STREET_FEA 3020,45,derived_0_50_ft,boston-sam,100864,353 Neponset Ave,Neponset Ave,42.28724555,-71.04631112,Chickatawbut Street & Neponset Avenue,290,nearest_address
13095,16MH30,Mount Vernon Street,Near Mount Vernon Street & University Drive North,IS,1416182400000,1613740026,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=digiornom,16MH30,,,KE,KEK81-A,,,,,1,,1444089600000,digiornom,1444089600000,{1261F5E8-FCCA-5089-BAF8-2F22B05B8F12},-71.040425013999936,42.313591450000047,100 (STREET_FEA 3410),STREET_FEA 3410,350,intersection_preferred_150_plus_ft,boston-sam,155810,100 William T Morrissey Blvd,William T Morrissey Blvd,42.31415497,-71.03937291,Mount Vernon Street & University Drive North,1239,nearest_intersection
13097,15KH82,Linden St,34 Linden St,IS,1099526400000,1511740141,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1360; METERED_FL=U; PLACEMENT=MIGRATED,15KH82,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1233705600000,{A8579D9E-9F80-5AE9-9E0C-804D039019E3},-71.059042278999982,42.305938230000038,STREET_FEA 2560,STREET_FEA 2560,80,derived_50_100_ft,boston-sam,86492,34 Linden St,Linden St,42.30578866,-71.05926059,Dorchester Avenue & Linden Street,71,nearest_address
13120,12JH164,Brent St,66 Brent St,IS,,1210740169,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4105; METERED_FL=U; PLACEMENT=MIGRATED,12JH164,,,DA,ADB-84-B,1990,,,,1,,1177632000000,connorsm,1233792000000,{29725BD3-A534-55C8-803B-FADD97C2B3C7},-71.068177783999943,42.289695547000065,64 (STREET_FEA 661),STREET_FEA 661,54,derived_50_100_ft,boston-sam,19930,66 Brent St,Brent St,42.28983866,-71.06812059,Brent Street & Talbot Avenue,56,nearest_address
13126,15JH185,Olney St,85 Olney St,IS,1129248000000,1510740169,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=7708; METERED_FL=U; PLACEMENT=mulline,15JH185,,,US,USMET250,1985,,,,1,,1188518400000,blundonr,1431388800000,{B6C3A4BC-C1D2-5B94-9F3C-6056541BFD0F},-71.074016133999976,42.305824147000067,85 REAR (STREET_FEA 3155),STREET_FEA 3155,86,derived_50_100_ft,boston-sam,157476,85 Olney St,Olney St,42.30561813,-71.07385902,Everton Street & Olney Street,271,nearest_address
13128,15KH56,Bowdoin St,368 Bowdoin St,IS,,1511740063,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2108; METERED_FL=U; PLACEMENT=MIGRATED,15KH56,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1220918400000,{6D57D4CE-80FC-54F0-9FFC-119BD73E5A91},-71.064231004999954,42.308937835000052,368 (STREET_FEA 608),STREET_FEA 608,37,derived_0_50_ft,boston-sam,17734,368 Bowdoin St,Bowdoin St,42.30896022,-71.06436636,Adams Street & Bowdoin Street,42,nearest_address
13130,16JH48,Quincy St,259 Quincy St,IS,252460800000,1610740171,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=890; METERED_FL=U; PLACEMENT=MIGRATED,16JH48,,,KE,KEK81-A,2008,,,,1,,1177632000000,blundonr,1255478400000,{54BECE89-E053-5641-ACAC-62242B2FA44F},-71.072225895999964,42.311994974000072,259 (STREET_FEA 3493),STREET_FEA 3493,110,derived_100_150_ft,boston-sam,114050,259 Quincy St,Quincy St,42.31177966,-71.07251059,Ceylon Street & Quincy Street,78,nearest_address
13131,10KH126,Milton St,68 Milton St,IS,1435190400000,1011740111,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2868; METERED_FL=U; PLACEMENT=MIGRATED,10KH126,,,KE,KEK81-A,2012,,,,1,,1177632000000,mulline,1440633600000,{73F14A5B-580E-59A0-A820-E7D83010EEED},-71.056813662999957,42.280155185000069,68 (STREET_FEA 2866),STREET_FEA 2866,61,derived_50_100_ft,boston-sam,95848,68 Milton St,Milton St,42.28030866,-71.05690058,Granville Street & Milton Street,67,nearest_address
13132,13JH154,Waldeck St,28 Waldeck St,IS,,1310740227,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=212; METERED_FL=U; PLACEMENT=MIGRATED,13JH154,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1231804800000,{6BD4F875-6EA4-5311-8B58-890E0DC51AD8},-71.067216896999980,42.296139428000060,28 (STREET_FEA 4340),STREET_FEA 4340,50,derived_0_50_ft,boston-sam,353002,28 Waldeck St,Waldeck St,42.29608310,-71.06738495,Alpha Road & Waldeck Street,36,nearest_address
