objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
6875,21NH41,Black Falcon Ave,88 Black Falcon Ave,IS,,2114740001,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21NH41,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{961E935D-2560-59E5-AA07-7C3F539DF485},-71.022023267999941,42.343750685000032,STREET_FEA 4023,STREET_FEA 4023,143,derived_100_150_ft,boston-sam,155126,88 Black Falcon Ave,Black Falcon Ave,42.34390867,-71.02251058,Dolphin Way & Fid Kennedy Avenue,1313,nearest_address
7003,22LH120,Iron Street,Near Iron Street & Medallion Avenue,IS,,2212740198,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22LH120,,,MU,U,,,,,1,,1177632000000,blundonr,1247961600000,{DFA45DDC-21F7-59A3-9532-3E6913C683E6},-71.050487482999984,42.344616072000065,STREET_FEA 2069,STREET_FEA 2069,353,intersection_preferred_150_plus_ft,boston-sam,28978,5 Channel Center St,Channel Center St,42.34491670,-71.05173497,Iron Street & Medallion Avenue,284,nearest_intersection
7042,22NH28,Dolphin Way,Near Dolphin Way & Fid Kennedy Avenue,IS,,2214740037,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22NH28,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{92A5358C-2434-554D-83A6-7D203A2EE8BF},-71.022963441999934,42.344472286000041,STREET_FEA 4635,STREET_FEA 4635,239,intersection_preferred_150_plus_ft,boston-sam,155126,88 Black Falcon Ave,Black Falcon Ave,42.34390867,-71.02251058,Dolphin Way & Fid Kennedy Avenue,952,nearest_intersection
7078,22LH135,Channel Center St,9 Channel Center St,IS,1054512000000,2212740213,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5518; METERED_FL=U; PLACEMENT=MIGRATED,22LH135,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{B74E5700-279F-5410-912D-067892A10E7E},-71.051201244999959,42.345185565000065,STREET_FEA 5519,STREET_FEA 5519,77,derived_50_100_ft,boston-sam,343135,9 Channel Center St,Channel Center St,42.34530029,-71.05144174,Iron Street & Medallion Avenue,225,nearest_address
7105,23LH48,Seaport Blvd,162-200 Seaport Blvd,IS,,2312740178,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5494; METERED_FL=U; PLACEMENT=MIGRATED,23LH48,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1244505600000,{83BB5D36-16AA-5C1A-BD80-33B398075596},-71.041175562999967,42.349909807000074,182-188 (STREET_FEA 3834),STREET_FEA 3834,67,derived_50_100_ft,boston-sam,341425,162-200 Seaport Blvd,Seaport Blvd,42.35008549,-71.04125398,Seaport Boulevard & Seaport Lane,162,nearest_address
7107,22LH172,W Service Rd,22 W Service Rd,IS,,2212740250,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4051; METERED_FL=U; PLACEMENT=mulline,22LH172,,,U,U,,,,,1,,1386028800000,blundonr,1398470400000,{3A2446EF-9800-5370-B66A-74C69E730DA9},-71.047996496999986,42.348586040000043,319R (STREET_FEA 112),STREET_FEA 112,116,derived_100_150_ft,boston-sam,448508,22 W Service Rd,W Service Rd,42.34834333,-71.04771971,Pastene Alley & West Service Road,28,nearest_address
7211,22LH164,D Street,Near D Street & Summer Street,IS,,2212740242,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1235; METERED_FL=U; PLACEMENT=chalmersh,22LH164,,,MU,MUCENT,2003,,,,1,,1225670400000,blundonr,1264377600000,{381CDC7D-13B4-5C49-AB36-BC5C9AF85A10},-71.041307491999987,42.347129494000058,601 BACK (STREET_FEA 1103),STREET_FEA 1103,174,intersection_preferred_150_plus_ft,boston-sam,421123,500 D St,D St,42.34745576,-71.04178054,D Street & Summer Street,368,nearest_intersection
7219,22LH119,Haul Road,Near Haul Road & West Service Road,IS,,2212740197,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22LH119,,,KE,U,,,,,1,,1177632000000,blundonr,1247961600000,{07B8F464-7E86-5C6E-B873-A0987C02DEC8},-71.047749141999986,42.346946075000062,STREET_FEA 2069,STREET_FEA 2069,509,intersection_preferred_150_plus_ft,boston-sam,448508,22 W Service Rd,W Service Rd,42.34834333,-71.04771971,Haul Road & West Service Road,283,nearest_intersection
7242,23MH2,D Street,Near D Street & Fish Pier Road,IS,,2313740002,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,23MH2,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{771227C9-2CD2-5405-80B9-36C6673EE476},-71.039077135999946,42.349812912000061,STREET_FEA 1666,STREET_FEA 1666,213,intersection_preferred_150_plus_ft,boston-sam,168264,212-234 Northern Ave,Northern Ave,42.35013388,-71.03841544,D Street & Fish Pier Road,287,nearest_intersection
7302,23LH50,Seaport Blvd,157 Seaport Blvd,IS,882403200000,2312740185,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=368; METERED_FL=U; PLACEMENT=MIGRATED,23LH50,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{B4986D81-AEF4-5F9F-A08F-6B91595350AF},-71.041843783999980,42.349925317000043,182-188 OP (STREET_FEA 3834),STREET_FEA 3834,64,derived_50_100_ft,boston-sam,351518,157 Seaport Blvd,Seaport Blvd,42.34981099,-71.04202213,B Street & Seaport Boulevard,311,nearest_address
7340,22LH165,D Street,Near D Street & Summer Street,IS,,2212740243,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4051; METERED_FL=U; PLACEMENT=chalmersh,22LH165,,,MU,MUCENT,2000,,,,1,,1225670400000,blundonr,1264377600000,{D6A6050A-0A4A-591A-9619-8A6570A5A912},-71.041930595999986,42.346610655000063,STREET_FEA 1235,STREET_FEA 1235,269,intersection_preferred_150_plus_ft,boston-sam,132017,481-483 Summer St,Summer St,42.34589467,-71.04217558,D Street & Summer Street,116,nearest_intersection
7543,23LH702,Bond Drive,Near Bond Drive & Marina Park Drive,IS,1236211200000,2312740270,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,23LH702,,,U,U,,,,,1,,1259280000000,mulline,1264464000000,{0F7A1D52-2A7E-51E3-B726-A1F8B0A22185},-71.044854803999954,42.353075621000073,1 (STREET_FEA 7689),STREET_FEA 7689,159,intersection_preferred_150_plus_ft,boston-sam,341652,1-5 Marina Park Dr,Marina Park Dr,42.35322418,-71.04541064,Bond Drive & Marina Park Drive,100,nearest_intersection
7585,23LH685,Bond Drive,Near Bond Drive & Marina Park Drive,IS,,2312740253,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,23LH685,,,U,U,,,,,1,,1214956800000,blundonr,1244419200000,{4DF6EED2-844D-544A-BE55-2BC4FADDC5D0},-71.043940384999985,42.353026269000054,STREET_FEA 3099,STREET_FEA 3099,154,intersection_preferred_150_plus_ft,boston-sam,351937,1-9 Harbor Shore Dr,Harbor Shore Dr,42.35261602,-71.04408034,Bond Drive & Marina Park Drive,240,nearest_intersection
7639,22KH152,A Street,Near A Street & Richards Street,IS,,2211740157,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22KH152,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{1741C358-FC75-5EAC-86CF-1F80139F815B},-71.054970497999989,42.344913241000029,STREET_FEA 3868,STREET_FEA 3868,481,intersection_preferred_150_plus_ft,boston-sam,414615,168 A St,A St,42.34471867,-71.05320059,A Street & Richards Street,534,nearest_intersection
7694,23LH130,Sleeper St,70 Sleeper St,IS,,2312740035,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1163; METERED_FL=U; PLACEMENT=MIGRATED,23LH130,,,US,USMET250,2000,,,,1,,1177632000000,palaciolv,1224806400000,{40295C07-9C28-50DB-AC7C-6333A77F9F34},-71.047923848999972,42.353625911000051,STREET_FEA 3099,STREET_FEA 3099,103,derived_100_150_ft,boston-sam,350594,70 Sleeper St,Sleeper St,42.35370027,-71.04829435,Northern Avenue & Sleeper Street,102,nearest_address
7740,22MH42,Northern Avenue,Near Northern Avenue & Shellfish Way,IS,378691200000,2213740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4176; METERED_FL=U; PLACEMENT=MIGRATED,22MH42,,,MH,MH129,1979,,,,1,,1177632000000,blundonr,1244505600000,{0B815877-857E-5230-A92E-A3705D79948E},-71.032988563999936,42.345725568000034,STREET_FEA 3099,STREET_FEA 3099,256,intersection_preferred_150_plus_ft,boston-sam,437994,316-318 Northern Ave,Northern Ave,42.34577278,-71.03203926,Northern Avenue & Shellfish Way,41,nearest_intersection
7964,21NH34,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2114740049,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=1388; METERED_FL=U; PLACEMENT=MIGRATED,21NH34,,,U,U,,,,,1,,1177632000000,blundonr,1244419200000,{9086EF52-EF78-5693-A0F1-06162CECD770},-71.023836727999935,42.343585156000074,88 (STREET_FEA 6273),STREET_FEA 6273,376,intersection_preferred_150_plus_ft,boston-sam,155126,88 Black Falcon Ave,Black Falcon Ave,42.34390867,-71.02251058,Black Falcon Avenue & Drydock Avenue,902,nearest_intersection
7990,22LH150,Summer St,412-430 Summer St,IS,,2212740228,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22LH150,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{2C670E9C-F1D5-58BD-BF44-B55E42C4A1F8},-71.045103299999937,42.348495317000072,STREET_FEA 3037,STREET_FEA 3037,121,derived_100_150_ft,boston-sam,437958,412-430 Summer St,Summer St,42.34828596,-71.04475405,Congress Street & Pier Four Boulevard,259,nearest_address
8024,23LH718,Summer St,320 Summer St,IS,1226880000000,2312740286,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=111; METERED_FL=U; PLACEMENT=chalmersh,23LH718,,,KE,KEK81-A,2008,,,,1,,1456185600000,chalmersh,1456185600000,{80A3871C-ED87-5650-9BD1-720F21E7FE4F},-71.048456154999940,42.349538870000060,322 (STREET_FEA 4051),STREET_FEA 4051,40,derived_0_50_ft,boston-sam,354017,320 Summer St,Summer St,42.34964695,-71.04843315,Congress Street & Stillings Street,230,nearest_address
8104,22MH26,Harbor Street,Near Harbor Street & Northern Avenue,IS,,2213740061,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3099; METERED_FL=U; PLACEMENT=MIGRATED,22MH26,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1259884800000,{16FC3026-EB10-56FB-88A2-D55EDFDDD214},-71.035813746999963,42.345930863000035,19 OPP (STREET_FEA 6118),STREET_FEA 6118,193,intersection_preferred_150_plus_ft,boston-sam,443113,2 Harbor St,Harbor St,42.34643775,-71.03560395,Harbor Street & Northern Avenue,313,nearest_intersection
8122,22LH155,Summer St,412-430 Summer St,IS,865555200000,2212740233,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22LH155,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{547F0F80-AB52-5127-ADC9-11812C760042},-71.044405921999953,42.348310479000077,STREET_FEA 1595,STREET_FEA 1595,94,derived_50_100_ft,boston-sam,437958,412-430 Summer St,Summer St,42.34828596,-71.04475405,B Street & Congress Street,409,nearest_address
8135,22LH144,A St,288-304 A St,IS,1077148800000,2212740222,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22LH144,,,KE,U,,,,,1,,1177632000000,blundonr,1247961600000,{94219ABF-82A7-5B0C-872C-95EEB3917145},-71.050491035999983,42.348380973000076,STREET_FEA 3414,STREET_FEA 3414,76,derived_50_100_ft,boston-sam,25,288-304 A St,A St,42.34841167,-71.05021159,A Street & Necco Street,115,nearest_address
8217,22LH162,Gillette Park,20 Gillette Park,IS,1117584000000,2212740240,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,22LH162,,,U,U,,,,,1,,1219104000000,blundonr,1244419200000,{62F60189-7B91-52DE-9405-3EFE8A8B68E8},-71.052918089999935,42.346377233000055,STREET_FEA 0,STREET_FEA 0,135,derived_100_150_ft,boston-sam,63685,20 Gillette Park,Gillette Park,42.34639687,-71.05341963,A Street & Mount Washington Avenue,391,nearest_address
8253,23LH716,Pier 4 Blvd,43-61 Pier 4 Blvd,IS,,2312740284,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=orrda,23LH716,,,U,U,,,,,1,,1428969600000,,,{61291669-AC69-59A3-B31D-66D2C2ECAD1A},-71.044779800999947,42.350155814000061,STREET_FEA 0,STREET_FEA 0,66,derived_50_100_ft,boston-sam,439658,43-61 Pier 4 Blvd,Pier 4 Blvd,42.35007537,-71.04499948,Autumn Lane & Pier Four Boulevard,100,nearest_address
8290,22MH24,Design Center Place,Near Design Center Place & Drydock Avenue,IS,,2213740161,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1662; METERED_FL=U; PLACEMENT=MIGRATED,22MH24,,,MH,MH129,1979,,,,1,,1177632000000,connorsm,1364428800000,{4D7351EA-6DE3-5FE1-BB6C-9A9FE6675F15},-71.035202391999974,42.344718163000039,STREET_FEA 1388,STREET_FEA 1388,247,intersection_preferred_150_plus_ft,boston-sam,341291,12 Dry Dock Ave,Dry Dock Ave,42.34505829,-71.03440703,Design Center Place & Drydock Avenue,232,nearest_intersection
8318,22LH153,Summer Street,Near Summer Street & World Trade Center Avenue,IS,1042502400000,2212740231,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22LH153,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{F7682902-2225-5482-9ACE-50758C330464},-71.043551187999981,42.347506495000061,STREET_FEA 6424,STREET_FEA 6424,275,intersection_preferred_150_plus_ft,boston-sam,424270,440-460 Summer St,Summer St,42.34705510,-71.04273118,Summer Street & World Trade Center Avenue,134,nearest_intersection
8432,22LH148,Congress Street,Near Congress Street & Pier Four Boulevard,IS,1042502400000,2212740226,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22LH148,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{B716CA35-36CC-5FDE-A242-AD6BB5BF3C3C},-71.045525080999937,42.348598968000033,STREET_FEA 1251,STREET_FEA 1251,237,intersection_preferred_150_plus_ft,boston-sam,437958,412-430 Summer St,Summer St,42.34828596,-71.04475405,Congress Street & Pier Four Boulevard,210,nearest_intersection
8452,22KH150,A Street,Near A Street & Richards Street,IS,,2211740186,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22KH150,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{30339F89-04B6-567B-97F2-9620EA461BC5},-71.055010922999941,42.344487018000052,STREET_FEA 4976,STREET_FEA 4976,494,intersection_preferred_150_plus_ft,boston-sam,414615,168 A St,A St,42.34471867,-71.05320059,A Street & Richards Street,512,nearest_intersection
8484,23LH711,Liberty Drive,Near Liberty Drive & Marina Park Drive,IS,1260230400000,2312740279,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=7969; METERED_FL=U; PLACEMENT=BlundoNR,23LH711,,,KE,KEK81-A,2009,,,,1,,1328745600000,blundonr,1372118400000,{F6F56410-8C2B-5167-95DB-15DFA3F9E893},-71.044405319999953,42.353777019000063,STREET_FEA 7689,STREET_FEA 7689,159,intersection_preferred_150_plus_ft,boston-sam,437853,10 Fan Pier Blvd,Fan Pier Blvd,42.35377675,-71.04499708,Liberty Drive & Marina Park Drive,42,nearest_intersection
8565,23LH676,Courthouse Way,1 Courthouse Way,IS,1068595200000,2312740244,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1163; METERED_FL=U; PLACEMENT=MIGRATED,23LH676,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{9177D29D-0F83-584C-B796-D2F140D0E4A6},-71.047306678999973,42.353723705000050,12 (STREET_FEA 3099),STREET_FEA 3099,125,derived_100_150_ft,boston-sam,343182,1 Courthouse Way,Courthouse Way,42.35400495,-71.04703869,Courthouse Way & Northern Avenue,145,nearest_address
8636,23LH46,Seaport Ln,1 Seaport Ln,IS,,2312740222,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5494; METERED_FL=U; PLACEMENT=MIGRATED,23LH46,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1244505600000,{9694C941-5E53-5B7E-816F-1C4CAA3B49EC},-71.040709289999938,42.349481276000063,STREET_FEA 3834,STREET_FEA 3834,143,derived_100_150_ft,boston-sam,124057,1 Seaport Ln,Seaport Ln,42.34941077,-71.04123237,Seaport Boulevard & Seaport Lane,32,nearest_address
8701,22NH20,Fid Kennedy Ave,25 Fid Kennedy Ave,IS,,2214740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=6446; METERED_FL=U; PLACEMENT=MIGRATED,22NH20,,,KE,KEK81,2011,,,,1,,1177632000000,connorsm,1364428800000,{073DCE37-59C2-549D-8F0B-A0EEF4EA1E68},-71.026133859999959,42.346582476000037,16 (STREET_FEA 1652),STREET_FEA 1652,133,derived_100_150_ft,boston-sam,340990,25 Fid Kennedy Ave,Fid Kennedy Ave,42.34631893,-71.02647758,Dolphin Way & Fid Kennedy Avenue,306,nearest_address
8720,22MH36,Fid Kennedy Avenue,Near Fid Kennedy Avenue & Northern Avenue,IS,,2213740158,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2069; METERED_FL=U; PLACEMENT=MIGRATED,22MH36,,,MU,MUCENT,1986,,,,1,,1177632000000,blundonr,1259884800000,{E89F3DA2-6EEB-597D-A7BA-840893E50F98},-71.035761945999980,42.347559289000060,STREET_FEA 3099,STREET_FEA 3099,171,intersection_preferred_150_plus_ft,boston-sam,156522,300 Northern Ave,Northern Ave,42.34802631,-71.03583662,Fid Kennedy Avenue & Northern Avenue,100,nearest_intersection
8741,22MH32,Black Falcon Avenue,Near Black Falcon Avenue & Design Center Place,IS,,2213740138,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1322; METERED_FL=U; PLACEMENT=MIGRATED,22MH32,,,DA,ADB-84-B,1988,,,,1,,1177632000000,blundonr,1392681600000,{E12FED0F-01FB-5C60-8B90-D2481406F16B},-71.034034543999951,42.344010482000044,STREET_FEA 6273,STREET_FEA 6273,394,intersection_preferred_150_plus_ft,boston-sam,341291,12 Dry Dock Ave,Dry Dock Ave,42.34505829,-71.03440703,Black Falcon Avenue & Design Center Place,87,nearest_intersection
8749,22MH37,Drydock Avenue,Near Drydock Avenue & Tide Street,IS,,2213740134,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1322; METERED_FL=U; PLACEMENT=MIGRATED,22MH37,,,DA,ADB-84-B,1983,,,,1,,1177632000000,blundonr,1392681600000,{FF335D7D-65AC-5E93-874B-670F0418AF01},-71.031996845999970,42.344050818000028,STREET_FEA 6273,STREET_FEA 6273,165,intersection_preferred_150_plus_ft,boston-sam,132047,666R Summer St,Summer St,42.34370567,-71.03159958,Drydock Avenue & Tide Street,244,nearest_intersection
8771,22NH24,Dolphin Way,Near Dolphin Way & Fid Kennedy Avenue,IS,,2214740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1652; METERED_FL=U; PLACEMENT=MIGRATED,22NH24,,,KE,KEK81-A,2003,,,,1,,1177632000000,connorsm,1364428800000,{FAF11085-87E6-5949-A1BE-7FA4AADA927F},-71.024968477999948,42.345884648000037,STREET_FEA 6446,STREET_FEA 6446,301,intersection_preferred_150_plus_ft,boston-sam,352863,3 Dolphin Way,Dolphin Way,42.34643025,-71.02412981,Dolphin Way & Fid Kennedy Avenue,265,nearest_intersection
8920,22MH35,Dry Dock Ave,17-19 Dry Dock Ave,IS,,2213740136,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1322; METERED_FL=U; PLACEMENT=MIGRATED,22MH35,,,DA,ADB-84-B,1983,,,,1,,1177632000000,blundonr,1392681600000,{259FDD93-3D3E-5313-859C-1C0D67A224CE},-71.033015101999979,42.344027898000036,STREET_FEA 6273,STREET_FEA 6273,133,derived_100_150_ft,boston-sam,439196,17-19 Dry Dock Ave,Dry Dock Ave,42.34421454,-71.03259081,Drydock Avenue & Tide Street,341,nearest_address
8940,22MH87,Terminal St,7 Terminal St,IS,,2213740143,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1322; METERED_FL=U; PLACEMENT=MIGRATED,22MH87,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1392681600000,{F2196995-08CD-51D7-9AC2-7B898664F2EE},-71.036375976999977,42.343929999000068,STREET_FEA 4135,STREET_FEA 4135,91,derived_50_100_ft,boston-sam,437802,7 Terminal St,Terminal St,42.34373224,-71.03616966,Drydock Avenue & Harbor Street,303,nearest_address
8951,22MH60,Dry Dock Ave,25 Dry Dock Ave,IS,,2213740127,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1388; METERED_FL=U; PLACEMENT=MIGRATED,22MH60,,,DA,ADB-84-B,1981,,,,1,,1177632000000,blundonr,1392681600000,{115C88FE-2DA5-52F4-A6E7-346E9E8D9F2A},-71.028970323999943,42.344122719000040,STREET_FEA 6273,STREET_FEA 6273,57,derived_50_100_ft,boston-sam,341360,25 Dry Dock Ave,Dry Dock Ave,42.34427237,-71.02903328,Black Falcon Avenue & Drydock Avenue,493,nearest_address
8957,21MH40,Black Falcon Avenue,Near Black Falcon Avenue & Drydock Avenue,IS,,2113740014,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1388; METERED_FL=U; PLACEMENT=MIGRATED,21MH40,,,U,U,,,,,1,,1177632000000,mulline,1396656000000,{1AD4582E-1249-5561-A7A0-C40CA6835E8F},-71.029648423999959,42.343510778000052,4 (STREET_FEA 6273),STREET_FEA 6273,285,intersection_preferred_150_plus_ft,boston-sam,340976,23 Dry Dock Ave,Dry Dock Ave,42.34426609,-71.02992586,Black Falcon Avenue & Drydock Avenue,698,nearest_intersection
9025,22MH148,Congress Street,Near Congress Street & Harborview Lane,IS,,2213740191,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=6427; METERED_FL=U; PLACEMENT=connorsm,22MH148,,,MU,MUCENT,2002,,,,1,,1230595200000,blundonr,1264377600000,{B7A008CD-0AE3-51B3-8A8B-BE886DD8A841},-71.038645900999938,42.347561371000040,STREET_FEA 1103,STREET_FEA 1103,211,intersection_preferred_150_plus_ft,boston-sam,422537,45 Silver Line Way,Silver Line Way,42.34699196,-71.03878804,Congress Street & Harborview Lane,63,nearest_intersection
9100,21LH490,E St,380 E St,IS,1354838400000,2112740178,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=83; METERED_FL=U; PLACEMENT=chalmersh,21LH490,,,KE,KEK81-A,,,,,1,,1382659200000,mulline,1396656000000,{075C01B6-F14D-5511-ACB6-C3B80C093B97},-71.045933342999945,42.340757489000055,380 (STREET_FEA 1421),STREET_FEA 1421,136,derived_100_150_ft,boston-sam,50648,380 E St,E St,42.34084416,-71.04642619,E Street & New Cypher Street,218,nearest_address
9116,21MH30,Black Falcon Avenue,Near Black Falcon Avenue & Design Center Place,IS,,2113740005,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1322; METERED_FL=U; PLACEMENT=MIGRATED,21MH30,,,U,U,,,,,1,,1177632000000,blundonr,1392681600000,{44C044BD-7276-50CA-82FE-CBAE5313E02D},-71.034143406999988,42.343409970000039,STREET_FEA 6273,STREET_FEA 6273,510,intersection_preferred_150_plus_ft,boston-sam,439196,17-19 Dry Dock Ave,Dry Dock Ave,42.34421454,-71.03259081,Black Falcon Avenue & Design Center Place,182,nearest_intersection
9125,21MH28,Black Falcon Avenue,Near Black Falcon Avenue & Design Center Place,IS,,2113740053,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1322; METERED_FL=U; PLACEMENT=MIGRATED,21MH28,,,U,U,,,,,1,,1177632000000,mulline,1396656000000,{8E19E752-7F6E-54A3-B95F-DFBD917845FE},-71.034589616999938,42.343420216000027,4 (STREET_FEA 4135),STREET_FEA 4135,440,intersection_preferred_150_plus_ft,boston-sam,437802,7 Terminal St,Terminal St,42.34373224,-71.03616966,Black Falcon Avenue & Design Center Place,187,nearest_intersection
9132,22MH70,Dry Dock Ave,27 Dry Dock Ave,IS,,2213740126,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1388; METERED_FL=U; PLACEMENT=MIGRATED,22MH70,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1392681600000,{7769F60E-9AA2-568F-A219-2C29B3652FF5},-71.028118347999964,42.344144914000026,STREET_FEA 6273,STREET_FEA 6273,56,derived_50_100_ft,boston-sam,49599,27 Dry Dock Ave,Dry Dock Ave,42.34428220,-71.02802403,Black Falcon Avenue & Drydock Avenue,267,nearest_address
9271,21LH484,F Street,Near F Street & West First Street,IS,,2112740172,,,MANUAL,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=0; METERED_FL=U; PLACEMENT=BlundoNR,21LH484,,,KE,KEK11,1979,,,,1,,1298592000000,BlundoNR,1298592000000,{39E821F2-B366-52C7-82BA-98805A753BA1},-71.044873375999941,42.339577813000062,STREET_FEA 0,STREET_FEA 0,198,intersection_preferred_150_plus_ft,boston-sam,58450,300 W First St,W First St,42.33956867,-71.04561059,F Street & West First Street,357,nearest_intersection
9323,23LH713,Sleeper St,30 Sleeper St,IS,,2312740281,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3834; METERED_FL=U; PLACEMENT=BlundoNR,23LH713,,,MU,MUCENT,1999,,,,1,,1330387200000,BlundoNR,1330992000000,{92871EEB-D2CE-58A1-9838-75FC6663DC59},-71.048890271999937,42.352674170000057,51 (STREET_FEA 3916),STREET_FEA 3916,90,derived_50_100_ft,boston-sam,422429,30 Sleeper St,Sleeper St,42.35250364,-71.04913118,Seaport Boulevard & Sleeper Street,211,nearest_address
