objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
3591,23LH76,Stillings St,17-21 Stillings St,IS,1172620800000,2312740156,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1104; METERED_FL=U; PLACEMENT=MIGRATED,23LH76,,,KE,KEK81-A,2007,,,,1,,1177632000000,chings,1457654400000,{9E6C73DB-441E-5E27-9D72-131FF35D3D01},-71.047389560999989,42.350527310000075,11-23 OPP (STREET_FEA 4005),STREET_FEA 4005,77,derived_50_100_ft,boston-sam,130541,17-21 Stillings St,Stillings St,42.35051158,-71.04710570,Congress Street & Stillings Street,241,nearest_address
3597,22MH34,Dry Dock Ave,12 Dry Dock Ave,IS,,2213740162,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1322; METERED_FL=U; PLACEMENT=MIGRATED,22MH34,,,MH,MH129,1979,,,,1,,1177632000000,blundonr,1412640000000,{FE700BB6-0EE2-548E-A2C0-1E886C5A735D},-71.034204091999982,42.344747480000080,STREET_FEA 1388,STREET_FEA 1388,126,derived_100_150_ft,boston-sam,341291,12 Dry Dock Ave,Dry Dock Ave,42.34505829,-71.03440703,Design Center Place & Drydock Avenue,45,nearest_address
3617,22NH36,Dolphin Way,Near Dolphin Way & Fid Kennedy Avenue,IS,,2214740054,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=4176; METERED_FL=U; PLACEMENT=MIGRATED,22NH36,,,MH,MH929,1998,,,,1,,1177632000000,blundonr,1259884800000,{AAA9BD4F-FA9A-5D7D-B125-320218F1DEE0},-71.024512533999939,42.347185914000079,STREET_FEA 1652,STREET_FEA 1652,294,intersection_preferred_150_plus_ft,boston-sam,352863,3 Dolphin Way,Dolphin Way,42.34643025,-71.02412981,Dolphin Way & Fid Kennedy Avenue,246,nearest_intersection
3645,22LH36,A St,239-241 A St,IS,,2212740074,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=112; METERED_FL=U; PLACEMENT=MIGRATED,22LH36,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1271808000000,{5CC7C28F-D6AB-5CFA-822F-C377588335A0},-71.050978495999971,42.346799086000033,6 OPP (STREET_FEA 531),STREET_FEA 531,95,derived_50_100_ft,boston-sam,340982,239-241 A St,A St,42.34659891,-71.05120619,A Street & Binford Street,69,nearest_address
3653,23LH22,Summer St,292-302 Summer St,IS,441763200000,2312740180,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=111; METERED_FL=U; PLACEMENT=MIGRATED,23LH22,,,MU,MUCENT,1984,,,,1,,1177632000000,blundonr,1255478400000,{48655D2F-9858-5462-BAD0-5A267FA0D617},-71.048903473999985,42.349924237000039,302 (STREET_FEA 4051),STREET_FEA 4051,97,derived_50_100_ft,boston-sam,131997,292-302 Summer St,Summer St,42.35003867,-71.04923059,A Street & Congress Street,200,nearest_address
3686,22LH102,Summer Street,Near Summer Street & World Trade Center Avenue,IS,,2212740061,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1235; METERED_FL=U; PLACEMENT=MIGRATED,22LH102,,,MU,MUCENT,2001,,,,1,,1177632000000,palaciolv,1224806400000,{E484246C-C650-5FD5-A6D1-3372F8209693},-71.043742915999985,42.346963511000070,415 (STREET_FEA 4051),STREET_FEA 4051,274,intersection_preferred_150_plus_ft,boston-sam,424270,440-460 Summer St,Summer St,42.34705510,-71.04273118,Summer Street & World Trade Center Avenue,49,nearest_intersection
3691,21LH98,D Street,Near D Street & New Cypher Street,IS,880416000000,2112740060,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1231; METERED_FL=U; PLACEMENT=MIGRATED,21LH98,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{557D3E74-7E0B-55DF-879D-4135A20F1283},-71.047170100999949,42.341857841000035,371 (STREET_FEA 1235),STREET_FEA 1235,191,intersection_preferred_150_plus_ft,boston-sam,45498,371-377 D St,D St,42.34213386,-71.04656837,D Street & New Cypher Street,292,nearest_intersection
3726,23LH659,Courthouse Way,1 Courthouse Way,IS,833587200000,2312740227,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3099; METERED_FL=U; PLACEMENT=MIGRATED,23LH659,,,MU,MUCENT,1996,,,,1,,1177632000000,blundonr,1271808000000,{57686DF4-BC34-59F3-AB5E-FAEEF5E6151E},-71.046523168999954,42.353976341000077,1 (STREET_FEA 1163),STREET_FEA 1163,139,derived_100_150_ft,boston-sam,343182,1 Courthouse Way,Courthouse Way,42.35400495,-71.04703869,Bond Drive & Courthouse Way,62,nearest_address
3733,22LH122,A St,261-275 A St,IS,,2212740200,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4640; METERED_FL=U; PLACEMENT=MIGRATED,22LH122,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1224806400000,{C1FCD5EB-2CE5-5C1B-8A6B-C04B9C349287},-71.050152900999933,42.348091925000062,261 (STREET_FEA 112),STREET_FEA 112,87,derived_50_100_ft,boston-sam,24,261-275 A St,A St,42.34786033,-71.05006955,A Street & Necco Street,29,nearest_address
3763,23LH673,Seaport Blvd,150 Seaport Blvd,IS,,2312740241,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3834; METERED_FL=U; PLACEMENT=MIGRATED,23LH673,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{12965C66-FD45-5E93-92A4-D2C070B121DB},-71.043238928999983,42.350793900000042,146 (STREET_FEA 3099),STREET_FEA 3099,71,derived_50_100_ft,boston-sam,349861,150 Seaport Blvd,Seaport Blvd,42.35086096,-71.04299063,B Street & Seaport Boulevard,144,nearest_address
3766,22MH131,Northern Ave,329 Northern Ave,IS,,2213740174,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=6428; METERED_FL=U; PLACEMENT=MIGRATED,22MH131,,,DA,ADB-84-B,2001,,,,1,,1177632000000,blundonr,1259884800000,{6DE4E3D9-E169-577E-A310-D1109EE516AC},-71.037561968999967,42.346422351000058,STREET_FEA 2069,STREET_FEA 2069,133,derived_100_150_ft,boston-sam,347457,329 Northern Ave,Northern Ave,42.34611026,-71.03730741,Massachusetts Turnpike & Ted Williams Tunnel,93,nearest_address
3847,22MH85,Drydock Avenue,Near Drydock Avenue & Harbor Street,IS,,2213740116,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3857; METERED_FL=U; PLACEMENT=MIGRATED,22MH85,,,MH,MH929,1979,,,,1,,1177632000000,connorsm,1364428800000,{8323AA9B-EC4A-5E5D-9227-3932ADA562AC},-71.036776006999958,42.344556304000037,STREET_FEA 1388,STREET_FEA 1388,201,intersection_preferred_150_plus_ft,boston-sam,340824,1 Harbor St,Harbor St,42.34501665,-71.03636013,Drydock Avenue & Harbor Street,62,nearest_intersection
3898,22MH155,Haul Road,Near Haul Road & South Boston Piers Transitway,IS,,2213740198,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2069; METERED_FL=U; PLACEMENT=denapolipd,22MH155,,,MU,MUCENT,2002,,,,1,,1247529600000,blundonr,1259884800000,{70A38C20-8C5B-598E-AD6D-3D376D785419},-71.037321674999987,42.346690939000041,STREET_FEA 6428,STREET_FEA 6428,211,intersection_preferred_150_plus_ft,boston-sam,347457,329 Northern Ave,Northern Ave,42.34611026,-71.03730741,Haul Road & South Boston Piers Transitway,85,nearest_intersection
3900,22LH111,Wormwood St,2 Wormwood St,IS,,2212740045,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=112; METERED_FL=U; PLACEMENT=MIGRATED,22LH111,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1224806400000,{FC3EB89E-79A0-55EF-8459-B7083AF7132A},-71.049920379999946,42.347309605000078,23-27 OPP (STREET_FEA 4640),STREET_FEA 4640,38,derived_0_50_ft,boston-sam,435401,2 Wormwood St,Wormwood St,42.34740443,-71.04986494,A Street & Wormwood Street,216,nearest_address
3925,22MH72,Au Bon Pain Way,Near Au Bon Pain Way & Bollard Way,IS,,2213740093,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4176; METERED_FL=U; PLACEMENT=MIGRATED,22MH72,,,MH,MH129,1979,,,,1,,1177632000000,connorsm,1364428800000,{15DD5F36-46C4-542A-987F-82CC7E5162C8},-71.028849365999974,42.344889934000037,STREET_FEA 1388,STREET_FEA 1388,203,intersection_preferred_150_plus_ft,boston-sam,347746,28 Dry Dock Ave,Dry Dock Ave,42.34492072,-71.02960109,Au Bon Pain Way & Bollard Way,391,nearest_intersection
3940,22MH125,Haul Road,Near Haul Road & Pumphouse Road,IS,,2213740168,,,GIS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=6428; METERED_FL=U; PLACEMENT=MIGRATED,22MH125,,,DA,ADB-84-B,2003,,,,1,,1177632000000,blundonr,1259884800000,{AF26BE8B-C6EF-522A-97B7-F345A9A99D44},-71.039059944999963,42.345677253000076,STREET_FEA 2069,STREET_FEA 2069,220,intersection_preferred_150_plus_ft,boston-sam,353667,100 South Boston Haul Rd,South Boston Haul Rd,42.34608729,-71.03965996,Haul Road & Pumphouse Road,178,nearest_intersection
3945,22MH147,Haul Road,Near Haul Road & Pumphouse Road,IS,,2213740190,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=6428; METERED_FL=U; PLACEMENT=chalmersh,22MH147,,,MU,MUCENT,2002,,,,1,,1225756800000,blundonr,1259884800000,{BA9A7F83-5E00-5289-83F1-EA54C7C07F4B},-71.040329298999950,42.346364524000080,STREET_FEA 2069,STREET_FEA 2069,206,intersection_preferred_150_plus_ft,boston-sam,353667,100 South Boston Haul Rd,South Boston Haul Rd,42.34608729,-71.03965996,Haul Road & Pumphouse Road,253,nearest_intersection
4014,22LH74,D St,451 D St,IS,,2212740121,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=1608; METERED_FL=U; PLACEMENT=MIGRATED,22LH74,,,KE,U,,,,,1,,1177632000000,blundonr,1282694400000,{FD026E9D-1424-59F2-ADDD-2C80A2C2801D},-71.043050479999977,42.345689610000079,STREET_FEA 1235,STREET_FEA 1235,140,derived_100_150_ft,boston-sam,45546,451 D St,D St,42.34557867,-71.04255058,D Street & Fargo Street,42,nearest_address
4065,22MH152,Park Ln,1 Park Ln,IS,1136419200000,2213740195,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,22MH152,,,U,U,,,,,1,,1240444800000,blundonr,1244419200000,{307B3426-909F-5A16-BF9F-233474EB6441},-71.038507915999958,42.348067988000025,STREET_FEA 1104,STREET_FEA 1104,110,derived_100_150_ft,boston-sam,340156,1 Park Ln,Park Ln,42.34803759,-71.03810206,Harborview Lane & Park Lane,24,nearest_address
4086,22MH149,Congress St,606 Congress St,IS,,2213740192,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1104; METERED_FL=U; PLACEMENT=connorsm,22MH149,,,MU,MUCENT,2005,,,,1,,1230595200000,blundonr,1264377600000,{2139B5FB-961E-5105-8F99-BF3E1D21A6BD},-71.039679167999964,42.347846920000052,606 (STREET_FEA 1235),STREET_FEA 1235,59,derived_50_100_ft,boston-sam,42120,606 Congress St,Congress St,42.34795082,-71.03951314,Congress Street & Port Lane,99,nearest_address
4088,22MH20,Northern Ave,220 Northern Ave,IS,952041600000,2213740156,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1235; METERED_FL=U; PLACEMENT=MIGRATED,22MH20,,,KE,KEK81-A,2009,,,,1,,1177632000000,mulline,1311120000000,{1F15512E-6AB1-5B78-AA66-4E320D75EB66},-71.038965405999988,42.349002768000048,220 (STREET_FEA 3099),STREET_FEA 3099,45,derived_0_50_ft,boston-sam,342823,220 Northern Ave,Northern Ave,42.34911213,-71.03888978,D Street & Northern Avenue,41,nearest_address
4153,23MH9,Northern Ave,212 Northern Ave,IS,,2313740009,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,23MH9,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{7C46D16E-E5F4-5E59-B658-86D1284151AD},-71.037606976999939,42.351850248000062,STREET_FEA 1666,STREET_FEA 1666,51,derived_50_100_ft,boston-sam,340132,212 Northern Ave,Northern Ave,42.35191225,-71.03743495,D Street & Fish Pier Road,1128,nearest_address
4156,21LH116,D St,420 D St,IS,880416000000,2112740007,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1608; METERED_FL=U; PLACEMENT=MIGRATED,21LH116,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{0124A8DA-00BF-514D-91C4-5077E2C77054},-71.045401276999939,42.343594251000070,400 (STREET_FEA 1235),STREET_FEA 1235,86,derived_50_100_ft,boston-sam,354122,420 D St,D St,42.34383098,-71.04538258,Anchor Street & D Street,46,nearest_address
4161,22KH156,A Street,Near A Street & Iron Street,IS,,2211740125,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22KH156,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{9C488384-0606-5334-B8F6-CB6F6C39007F},-71.054296775999944,42.345680182000081,STREET_FEA 369,STREET_FEA 369,297,intersection_preferred_150_plus_ft,boston-sam,128257,44-48 Sobin Park,Sobin Park,42.34561167,-71.05319659,A Street & Iron Street,510,nearest_intersection
4167,21LH467,Haul Road,Near Haul Road & New Cypher Street,IS,691545600000,2112740155,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21LH467,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{10182171-9A52-58DC-9397-7BCCD52BDD44},-71.051444256999957,42.343794401000025,STREET_FEA 2069,STREET_FEA 2069,181,intersection_preferred_150_plus_ft,boston-sam,421798,5 New Cypher St,New Cypher St,42.34333446,-71.05118606,Haul Road & New Cypher Street,28,nearest_intersection
4270,23LH90,Farnsworth St,34-36 Farnsworth St,IS,1165363200000,2312740093,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3834; METERED_FL=U; PLACEMENT=MIGRATED,23LH90,,,KE,KEK81-A,2007,,,,1,,1177632000000,chings,1457568000000,{F1D731D0-8B94-5B80-BD2C-BEC357758620},-71.048241795999957,42.351811286000043,34-36 (STREET_FEA 1612),STREET_FEA 1612,56,derived_50_100_ft,boston-sam,56396,34-36 Farnsworth St,Farnsworth St,42.35191867,-71.04839059,Calvin Place & Thomson Place,289,nearest_address
4331,22KH794,A Street,Near A Street & Richards Street,IS,,2211740266,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,22KH794,,,U,U,,,,,1,,1218585600000,blundonr,1244419200000,{509D2A42-1620-59CA-A7C0-8D36A52228B1},-71.054119855999943,42.344433950000052,STREET_FEA 0,STREET_FEA 0,268,intersection_preferred_150_plus_ft,boston-sam,414615,168 A St,A St,42.34471867,-71.05320059,A Street & Richards Street,271,nearest_intersection
4343,21KH184,Dorchester Avenue,Near Dorchester Avenue & West Second Street,IS,,2111740277,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1818; METERED_FL=U; PLACEMENT=MIGRATED,21KH184,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{61743909-8B15-564C-BE66-C338FB7B38DE},-71.057142185999965,42.343812438000043,STREET_FEA 1359,STREET_FEA 1359,284,intersection_preferred_150_plus_ft,boston-sam,350637,6 W Broadway,W Broadway,42.34303557,-71.05703048,Dorchester Avenue & West Second Street,109,nearest_intersection
4348,22MH2,Congress Street,Near Congress Street & D Street,IS,,2213740160,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1103; METERED_FL=U; PLACEMENT=MIGRATED,22MH2,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{3301A130-591A-5BE6-9894-FD6F8FC0CAA9},-71.040164294999954,42.348418612000046,STREET_FEA 1235,STREET_FEA 1235,244,intersection_preferred_150_plus_ft,boston-sam,42120,606 Congress St,Congress St,42.34795082,-71.03951314,Congress Street & D Street,122,nearest_intersection
4359,22LH70,E Street,Near E Street & Fargo Street,IS,1082332800000,2212740190,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1421; METERED_FL=U; PLACEMENT=MIGRATED,22LH70,,,MU,MUCENT,2000,,,,1,,1177632000000,palaciolv,1224806400000,{4CC9F5CD-1340-5622-8985-581F2267442B},-71.041611353999940,42.344760410000049,84 (STREET_FEA 1608),STREET_FEA 1608,240,intersection_preferred_150_plus_ft,boston-sam,50655,560 E St,E St,42.34457332,-71.04246538,E Street & Fargo Street,90,nearest_intersection
4381,22MH150,Fargo Street,Near Fargo Street & Summer Street,IS,,2213740193,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,22MH150,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{B0213436-2FCC-50DE-BAEE-2EDAD40ADD79},-71.039851618999933,42.344350926000061,95 (STREET_FEA 1608),STREET_FEA 1608,213,intersection_preferred_150_plus_ft,boston-sam,349862,636 Summer St,Summer St,42.34473227,-71.03925231,Fargo Street & Summer Street,104,nearest_intersection
4406,23LH74,Northern Ave,85 Northern Ave,IS,754704000000,2312740065,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3834; METERED_FL=U; PLACEMENT=MIGRATED,23LH74,,,KE,KEK81-A,2008,,,,1,,1177632000000,pullenn,1273104000000,{B1B05E33-A0BB-5430-9AE8-A154729904A7},-71.044786543999976,42.352576433000081,60 (STREET_FEA 7689),STREET_FEA 7689,128,derived_100_150_ft,boston-sam,344021,85 Northern Ave,Northern Ave,42.35227380,-71.04502962,Marina Park Drive & Northern Avenue,141,nearest_address
4429,22LH174,Iron St,1 Iron St,IS,,2212740252,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5519; METERED_FL=U; PLACEMENT=blundonr,22LH174,,,KE,KEK81-A,2011,,,,1,,1423008000000,blundonr,1423008000000,{E591DBC7-E586-581D-B78D-C415AC802B0B},-71.051855485999965,42.344712650000076,1 (STREET_FEA 5518),STREET_FEA 5518,71,derived_50_100_ft,boston-sam,344250,1 Iron St,Iron St,42.34474433,-71.05211591,Channel Center Street & Iron Street,83,nearest_address
4468,22MH77,Drydock Avenue,Near Drydock Avenue & Tide Street,IS,,2213740099,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1662; METERED_FL=U; PLACEMENT=MIGRATED,22MH77,,,MH,MH129,1979,,,,1,,1177632000000,connorsm,1364428800000,{DE19D4F3-F411-58A3-A41E-DCE99EA39CEA},-71.033201551999980,42.344763984000053,STREET_FEA 1388,STREET_FEA 1388,242,intersection_preferred_150_plus_ft,boston-sam,459193,331-339 Northern Ave,Northern Ave,42.34495906,-71.03234314,Drydock Avenue & Tide Street,285,nearest_intersection
4473,22MH50,Anchor Way,Near Anchor Way & Bollard Way,IS,,2213740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4176; METERED_FL=U; PLACEMENT=MIGRATED,22MH50,,,MH,MH929,1979,,,,1,,1177632000000,connorsm,1364428800000,{0789C1F1-8C14-5EB8-814F-4C1A999DF097},-71.030179603999954,42.344852300000070,STREET_FEA 1388,STREET_FEA 1388,158,intersection_preferred_150_plus_ft,boston-sam,347746,28 Dry Dock Ave,Dry Dock Ave,42.34492072,-71.02960109,Anchor Way & Bollard Way,407,nearest_intersection
4515,21LH493,W First St,361 W First St,IS,1318550400000,2112740181,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1587; METERED_FL=U; PLACEMENT=chalmersh,21LH493,,,KE,KEK81-A,2010,,,,1,,1400198400000,chalmersh,1400198400000,{A526ABC7-3A89-5C75-867A-5941785C1F92},-71.045292666999956,42.338649991000068,361 (STREET_FEA 83),STREET_FEA 83,76,derived_50_100_ft,boston-sam,58455,361 W First St,W First St,42.33846867,-71.04543059,F Street & West First Street,74,nearest_address
4533,22LH50,Binford Street,Near Binford Street & Wormwood Street,IS,,2212740062,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=112; METERED_FL=U; PLACEMENT=MIGRATED,22LH50,,,MU,MUCENT,1986,,,,1,,1177632000000,palaciolv,1224806400000,{117995CD-89DD-55A3-BBB1-75FF340136C0},-71.049177223999948,42.346989941000061,41 (STREET_FEA 4640),STREET_FEA 4640,168,intersection_preferred_150_plus_ft,boston-sam,420038,27-43 Wormwood St,Wormwood St,42.34677811,-71.04973271,Binford Street & Wormwood Street,289,nearest_intersection
4537,22MH40,Northern Ave,331-339 Northern Ave,IS,,2213740097,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1662; METERED_FL=U; PLACEMENT=MIGRATED,22MH40,,,SM,SMH205,1971,,,,1,,1177632000000,connorsm,1364428800000,{3106763D-E596-58EB-89E8-8C307B779F52},-71.032243633999940,42.344805146000056,STREET_FEA 1388,STREET_FEA 1388,62,derived_50_100_ft,boston-sam,459193,331-339 Northern Ave,Northern Ave,42.34495906,-71.03234314,Drydock Avenue & Tide Street,43,nearest_address
4636,22MH68,Fid Kennedy Ave,19 Fid Kennedy Ave,IS,,2213740044,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1652; METERED_FL=U; PLACEMENT=MIGRATED,22MH68,,,MH,MH929,1982,,,,1,,1177632000000,blundonr,1244505600000,{71308C39-DC53-5B3C-92E8-CD6ADA562001},-71.029930480999951,42.346435218000067,54 (STREET_FEA 244),STREET_FEA 244,135,derived_100_150_ft,boston-sam,165257,19 Fid Kennedy Ave,Fid Kennedy Ave,42.34623008,-71.02951217,Anchor Way & Fid Kennedy Avenue,52,nearest_address
4695,22LH63,A St,324 A St,IS,,2212740013,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2801; METERED_FL=U; PLACEMENT=MIGRATED,22LH63,,,DA,ADB-84-B,1990,,,,1,,1177632000000,louisjamey,1441929600000,{659B7872-8298-5AE5-B440-89637764448E},-71.049278070999947,42.349169867000057,319-321 (STREET_FEA 112),STREET_FEA 112,77,derived_50_100_ft,boston-sam,30,324 A St,A St,42.34928330,-71.04952126,A Street & Pastene Alley,35,nearest_address
4729,22LH134,Channel Center St,25 Channel Center St,IS,1054512000000,2212740212,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=531; METERED_FL=U; PLACEMENT=MIGRATED,22LH134,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{76237CCD-C2C3-59C2-AFF1-281C1E3C2E3B},-71.050691562999987,42.345833373000062,STREET_FEA 5519,STREET_FEA 5519,100,derived_50_100_ft,boston-sam,28854,25 Channel Center St,Channel Center St,42.34609767,-71.05079759,Channel Center Street & Mount Washington Way,188,nearest_address
4734,22LH178,Medallion Avenue,Near Medallion Avenue & Richards Street,IS,1366761600000,2212740256,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5519; METERED_FL=U; PLACEMENT=blundonr,22LH178,,,KE,KEK81-A,2011,,,,1,,1423008000000,blundonr,1423008000000,{283E6CEA-67F5-54A3-B5C1-88E9D48F9F2F},-71.051702216999956,42.343949302000055,STREET_FEA 3571,STREET_FEA 3571,177,intersection_preferred_150_plus_ft,boston-sam,344251,116 W First St,W First St,42.34353438,-71.05204279,Medallion Avenue & Richards Street,88,nearest_intersection
4754,22LH175,A St,172-174 A St,IS,1374537600000,2212740253,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3571; METERED_FL=U; PLACEMENT=blundonr,22LH175,,,KE,KEK81-A,2011,,,,1,,1423008000000,blundonr,1423008000000,{6AF0FCBA-0F16-5666-AD82-0884FEC5F9C2},-71.052770247999945,42.344705006000027,STREET_FEA 112,STREET_FEA 112,114,derived_100_150_ft,boston-sam,16,172-174 A St,A St,42.34484567,-71.05314859,A Street & Iron Street,141,nearest_address
4766,22LH8,A St,176-178 A St,IS,,2212740146,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5518; METERED_FL=U; PLACEMENT=MIGRATED,22LH8,,,MU,MUCENT,1988,,,,1,,1177632000000,blundonr,1255478400000,{5614C6A2-ECFE-5F2D-A0E8-51CFD9BC520B},-71.052674431999947,42.345066922000058,182 (STREET_FEA 2849),STREET_FEA 2849,110,derived_100_150_ft,boston-sam,17,176-178 A St,A St,42.34496667,-71.05306059,A Street & Iron Street,23,nearest_address
4802,23LH2,Melcher St,29-37 Melcher St,IS,1182729600000,2312740221,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3014; METERED_FL=U; PLACEMENT=MIGRATED,23LH2,,,KE,KEK81-A,2007,,,,1,,1177632000000,chings,1457568000000,{BAC2EDB6-3098-53B9-8F82-51B7B73F130E},-71.050733187999981,42.349461127000041,25-45 OPP (STREET_FEA 3015),STREET_FEA 3015,73,derived_50_100_ft,boston-sam,93872,29-37 Melcher St,Melcher St,42.34965967,-71.05077859,Necco Court & Necco Street,35,nearest_address
4823,23LH661,Courthouse Way,Near Courthouse Way & Liberty Drive,IS,833587200000,2312740229,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3099; METERED_FL=U; PLACEMENT=MIGRATED,23LH661,,,MU,MUCENT,1996,,,,1,,1177632000000,blundonr,1255478400000,{E94A8B3E-0828-523B-85CA-80CBFB73AC46},-71.045740211999941,42.354897741000059,STREET_FEA 1163,STREET_FEA 1163,169,intersection_preferred_150_plus_ft,boston-sam,347405,20-22 Liberty Dr,Liberty Dr,42.35453485,-71.04534696,Courthouse Way & Liberty Drive,126,nearest_intersection
4861,21LH92,D St,346 D St,IS,659491200000,2112740075,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1231; METERED_FL=U; PLACEMENT=MIGRATED,21LH92,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{F23A6BBB-D969-5A4A-B0A0-8A3375734CAD},-71.048094912999943,42.341279886000052,346 (STREET_FEA 1235),STREET_FEA 1235,39,derived_0_50_ft,boston-sam,45497,346 D St,D St,42.34126867,-71.04824059,D Street & New Cypher Street,43,nearest_address
4872,23LH8,A St,326 A St,IS,,2312740212,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2801; METERED_FL=U; PLACEMENT=MIGRATED,23LH8,,,MU,MUCENT,2004,,,,1,,1177632000000,louisjamey,1441929600000,{63C931D8-4A2C-5BD1-AC10-B5868BF07C27},-71.049259547999952,42.349624697000081,285-297 (STREET_FEA 112),STREET_FEA 112,80,derived_50_100_ft,boston-sam,31,326 A St,A St,42.34945467,-71.04944759,A Street & Pastene Alley,134,nearest_address
