objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
1282,11FH90,Basile St,14-16 Basile St,IS,,1106740041,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,11FH90,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{4EEC4C2A-2C9D-529F-9DD3-B5485B9B8B6A},-71.126831054999968,42.286696155000072,10-20 OPP (STREET_FEA 423),STREET_FEA 423,83,derived_50_100_ft,boston-sam,8555,14-16 Basile St,Basile St,42.28684366,-71.12659561,Basile Street & South Street,223,nearest_address
1305,12EH120,Sheffield Rd,8 Sheffield Rd,IS,,1205740147,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4366; METERED_FL=U; PLACEMENT=MIGRATED,12EH120,,,MU,MUCENT,1971,,,,1,,1177632000000,blundonr,1255478400000,{72C85794-A597-5783-B929-87F6D6DCE70F},-71.133797167999944,42.289875800000061,8 (STREET_FEA 3874),STREET_FEA 3874,40,derived_0_50_ft,boston-sam,126623,8 Sheffield Rd,Sheffield Rd,42.28982866,-71.13393061,Sheffield Road & Walter Street,119,nearest_address
1322,11EH122,Haslet St,15 Haslet St,IS,1222300800000,1105740143,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2063; METERED_FL=U; PLACEMENT=MIGRATED,11EH122,,,KE,KEK81-A,2008,,,,1,,1177632000000,chings,1458691200000,{0D783942-67D5-5B36-93A3-AE4B2DBFAE8F},-71.134658430999934,42.284942949000026,15 (STREET_FEA 3318),STREET_FEA 3318,34,derived_0_50_ft,boston-sam,71097,15 Haslet St,Haslet St,42.28501866,-71.13473061,Haslet Street & Pinehurst Street,50,nearest_address
1329,11EH24,Rexhame St,39 Rexhame St,IS,,1105740138,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1052; METERED_FL=U; PLACEMENT=MIGRATED,11EH24,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{3D43A892-8996-5642-A04A-88704DCCDCC1},-71.142089595999948,42.284979418000034,39 (STREET_FEA 3564),STREET_FEA 3564,35,derived_0_50_ft,boston-sam,115573,39 Rexhame St,Rexhame St,42.28496866,-71.14222061,Colberg Avenue & Rexhame Street,71,nearest_address
1331,10FH132,Cummins Hwy,222-224 Cummins Hwy,IS,,1006740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3693; METERED_FL=U; PLACEMENT=MIGRATED,10FH132,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1239667200000,{E63BD78A-4277-5E1F-89B7-16AB814F0136},-71.120863653999947,42.280888524000034,222-224 (STREET_FEA 1213),STREET_FEA 1213,39,derived_0_50_ft,boston-sam,44842,222-224 Cummins Hwy,Cummins Hwy,42.28099166,-71.12082061,Cummins Highway & Rowe Street,90,nearest_address
1375,10GH36,Stella Rd,55 Stella Rd,IS,1156204800000,1007740055,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4003; METERED_FL=U; PLACEMENT=MIGRATED,10GH36,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1238371200000,{93374D47-C31F-5FD0-8FCC-6DFB748C2C64},-71.116333064999935,42.280615803000046,806 OPP (STREET_FEA 231),STREET_FEA 231,77,derived_50_100_ft,boston-sam,130491,55 Stella Rd,Stella Rd,42.28068866,-71.11660060,American Legion Highway & Stella Road,33,nearest_address
1381,10EH156,Hillock St,4 Hillock St,IS,,1005740019,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2158; METERED_FL=U; PLACEMENT=MIGRATED,10EH156,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1236124800000,{75E58427-897D-5A04-B4E0-7E0998A5B287},-71.137524396999936,42.283432424000068,111 (STREET_FEA 4369),STREET_FEA 4369,41,derived_0_50_ft,boston-sam,74078,4 Hillock St,Hillock St,42.28351866,-71.13762061,Alder Street & Hillock Street,85,nearest_address
1407,9GH4,Navarre St,128 Navarre St,IS,631152000000,907740070,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=6278; METERED_FL=U; PLACEMENT=MIGRATED,9GH4,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{062168EB-2B83-5726-8FD4-839030505946},-71.117741242999955,42.274233347000063,131 OPP (STREET_FEA 3006),STREET_FEA 3006,67,derived_50_100_ft,boston-sam,100405,128 Navarre St,Navarre St,42.27435866,-71.11756061,Navarre Place & Navarre Street,480,nearest_address
1433,9FH74,Arborfield Rd,38 Arborfield Rd,IS,,906740143,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1016; METERED_FL=U; PLACEMENT=MIGRATED,9FH74,,,KE,KEK81-A,1900,,,,1,,1177632000000,blundonr,1247788800000,{EC11380A-11E6-5873-BB3F-16B7B468747A},-71.122382941999945,42.273017321000054,17 (STREET_FEA 2070),STREET_FEA 2070,31,derived_0_50_ft,boston-sam,4251,38 Arborfield Rd,Arborfield Rd,42.27304865,-71.12249061,Arborfield Road & Mansur Street,289,nearest_address
1441,9GH30,Navarre St,47 Navarre St,IS,,907740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4558; METERED_FL=U; PLACEMENT=MIGRATED,9GH30,,,MU,MUCENT,2003,,,,1,,1177632000000,chalmersh,1240963200000,{69891E14-985B-542E-8A5E-07EA519A7EEF},-71.117438288999949,42.276844244000074,47 (STREET_FEA 3007),STREET_FEA 3007,40,derived_0_50_ft,boston-sam,100421,47 Navarre St,Navarre St,42.27690866,-71.11756060,Navarre Street & Wilmot Street,83,nearest_address
1510,10EH84,Colberg Ave,103 Colberg Ave,IS,,1005740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2606; METERED_FL=U; PLACEMENT=MIGRATED,10EH84,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1236124800000,{D1717F92-3C55-5886-A560-CE12CEA2EA64},-71.143629056999941,42.283445595000046,103 (STREET_FEA 1052),STREET_FEA 1052,64,derived_50_100_ft,boston-sam,34329,103 Colberg Ave,Colberg Ave,42.28361866,-71.14367061,Colberg Avenue & Lorraine Street,30,nearest_address
1522,9EH108,Cornell St,144 Cornell St,IS,707356800000,905740010,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2410; METERED_FL=U; PLACEMENT=MIGRATED,9EH108,,,KE,KEK81-A,2009,,,,1,,1177632000000,pullenn,1273104000000,{C0EDFEB1-ECC4-5192-AA6D-C3429909C401},-71.133523146999948,42.277984713000080,144 (STREET_FEA 1144),STREET_FEA 1144,31,derived_0_50_ft,boston-sam,42933,144 Cornell St,Cornell St,42.27803866,-71.13361061,Cornell Street & Kittredge Street,51,nearest_address
1524,9FH126,Hyde Park Ave,742 Hyde Park Ave,IS,906681600000,906740155,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3510; METERED_FL=U; PLACEMENT=MIGRATED,9FH126,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1250553600000,{3FDF58C9-87B5-5342-90D1-8F4953082F37},-71.119779260999962,42.274844349000034,742 (STREET_FEA 2249),STREET_FEA 2249,68,derived_50_100_ft,boston-sam,77548,742 Hyde Park Ave,Hyde Park Ave,42.27498865,-71.11962061,Cliffmont Street & Grew Avenue,458,nearest_address
1526,12FH26,Cotton St,36 Cotton St,IS,,1206740065,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4366; METERED_FL=U; PLACEMENT=MIGRATED,12FH26,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{7E630CFA-1990-537A-8ED2-B0FC6394DD6D},-71.129999773999941,42.291449442000044,36 (STREET_FEA 1157),STREET_FEA 1157,31,derived_0_50_ft,boston-sam,43751,36 Cotton St,Cotton St,42.29136866,-71.13003061,Cotton Street & Walter Street,239,nearest_address
1541,9GH44,Clare Ave,8 Clare Ave,IS,1061856000000,907740003,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=804; METERED_FL=U; PLACEMENT=MIGRATED,9GH44,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{4A334BF0-D797-568A-B92F-65F4E1C733E0},-71.118158443999960,42.277859512000077,6 (STREET_FEA 1004),STREET_FEA 1004,38,derived_0_50_ft,boston-sam,33002,8 Clare Ave,Clare Ave,42.27781866,-71.11803061,Canterbury Street & Clare Avenue,233,nearest_address
1562,9FH132,Clare Ave,119 Clare Ave,IS,,906740119,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=229; METERED_FL=U; PLACEMENT=MIGRATED,9FH132,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1236211200000,{8D65142B-CE3E-5C9C-B722-733D9960FA3C},-71.119023315999982,42.273924639000029,119 (STREET_FEA 1003),STREET_FEA 1003,39,derived_0_50_ft,boston-sam,32914,119 Clare Ave,Clare Ave,42.27398866,-71.11914060,American Legion Highway & Clare Avenue,485,nearest_address
1579,12EH24,Bradfield Ave,76-78 Bradfield Ave,IS,1002844800000,1205740137,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=629; METERED_FL=U; PLACEMENT=MIGRATED,12EH24,,,KE,KEK81-A,1989,,,,1,,1177632000000,blundonr,1255478400000,{B2E44F2B-3905-5E7F-AF8A-0496E24F854A},-71.141023451999956,42.290093273000025,1551 OPP (STREET_FEA 883),STREET_FEA 883,27,derived_0_50_ft,boston-sam,18913,76-78 Bradfield Ave,Bradfield Ave,42.29002866,-71.14097061,Bradfield Avenue & Centre Street,51,nearest_address
1589,12EH80,Farquhar St,48 Farquhar St,IS,,1205740145,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3850; METERED_FL=U; PLACEMENT=MIGRATED,12EH80,,,MU,MUCENT,1990,,,,1,,1177632000000,blundonr,1255478400000,{25A8CA32-53D7-5359-AE66-27A298ABF3A5},-71.136522680999974,42.290008944000078,48 (STREET_FEA 1613),STREET_FEA 1613,34,derived_0_50_ft,boston-sam,56433,48 Farquhar St,Farquhar St,42.28991866,-71.13655061,Farquhar Street & Selwyn Street,29,nearest_address
1595,11FH160,Harrison St,11 Harrison St,IS,,1106740023,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1677; METERED_FL=U; PLACEMENT=MIGRATED,11FH160,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{C9B14F20-B519-5C9E-A83C-26BB846F2C8D},-71.120840290999979,42.287612985000067,11 (STREET_FEA 2033),STREET_FEA 2033,41,derived_0_50_ft,boston-sam,70102,11 Harrison St,Harrison St,42.28752866,-71.12074061,Harrison Street & Marion Street,183,nearest_address
1596,11FH168,Stellman Rd,42 Stellman Rd,IS,,1106740004,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3833; METERED_FL=U; PLACEMENT=MIGRATED,11FH168,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{B6AE5AF2-A912-5C44-936C-25410A9D3909},-71.122160389999976,42.289053537000029,42 (STREET_FEA 4004),STREET_FEA 4004,38,derived_0_50_ft,boston-sam,130531,42 Stellman Rd,Stellman Rd,42.28914866,-71.12210061,Fawndale Road & Stellman Road,208,nearest_address
1597,11EH6,Montvale St,56 Montvale St,IS,-315619200000,1105740152,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1052; METERED_FL=U; PLACEMENT=MIGRATED,11EH6,,,KE,KEK81-A,2008,,,,1,,1177632000000,blundonr,1255478400000,{CFF708FF-9F2C-5A7D-9349-2721C43042FF},-71.143952409999940,42.284503619000077,56 (STREET_FEA 2907),STREET_FEA 2907,55,derived_50_100_ft,boston-sam,96806,56 Montvale St,Montvale St,42.28463866,-71.14386061,Colberg Avenue & Montvale Street,336,nearest_address
1644,10FH68,Poplar St,246 Poplar St,IS,,1006740082,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1301; METERED_FL=U; PLACEMENT=MIGRATED,10FH68,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{9902AD5E-F089-50C3-94BC-AAE12A34D6A5},-71.125792726999975,42.280980348000071,246 (STREET_FEA 3358),STREET_FEA 3358,50,derived_0_50_ft,boston-sam,111818,246 Poplar St,Poplar St,42.28109866,-71.12570061,Delano Park & Poplar Street,142,nearest_address
1657,11FH123,Fawndale Rd,106A Fawndale Rd,IS,,1106740092,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=3833; METERED_FL=U; PLACEMENT=MIGRATED,11FH123,,,MU,MUCENT,1995,,,,1,,1177632000000,denapolipd,1253491200000,{BC6758A0-296B-5B0A-90F8-930D184A67A3},-71.121081177999940,42.288639672000045,130 BACK (STREET_FEA 1624),STREET_FEA 1624,71,derived_50_100_ft,boston-sam,341306,106A Fawndale Rd,Fawndale Rd,42.28877187,-71.12088623,Fawndale Road & Stellman Road,121,nearest_address
1682,12EH56,Fletcher St,94 Fletcher St,IS,,1205740171,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=883; METERED_FL=U; PLACEMENT=MIGRATED,12EH56,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{B5D8AE8D-EA96-526E-83CD-9A6136FC5795},-71.138950670999975,42.290710967000052,94 (STREET_FEA 1672),STREET_FEA 1672,44,derived_0_50_ft,boston-sam,58763,94 Fletcher St,Fletcher St,42.29064866,-71.13909061,Centre Street & Fletcher Street,303,nearest_address
1685,11FH112,Washington St,4175 Washington St,IS,,1106740022,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2980; METERED_FL=U; PLACEMENT=MIGRATED,11FH112,,,US,USMET250,1988,,,,1,,1177632000000,blundonr,1255478400000,{AED5FE20-6F24-5DEC-A31D-4C6C46B493EB},-71.126872809999952,42.287737452000044,4175 (STREET_FEA 4397),STREET_FEA 4397,73,derived_50_100_ft,boston-sam,145143,4175 Washington St,Washington St,42.28791632,-71.12699814,Murray Hill Road & Washington Street,35,nearest_address
1695,11EH58,Tyndale St,105 Tyndale St,IS,1003708800000,1105740073,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1952; METERED_FL=U; PLACEMENT=MIGRATED,11EH58,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{978FC6E3-0065-51F0-AEA9-3FFE934CEC62},-71.141934634999984,42.287185309000051,105 (STREET_FEA 4245),STREET_FEA 4245,34,derived_0_50_ft,boston-sam,138892,105 Tyndale St,Tyndale St,42.28726866,-71.14188061,Edgemont Street & South Street,230,nearest_address
1701,12FH34,Mendum St,44-46 Mendum St,IS,,1206740048,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4366; METERED_FL=U; PLACEMENT=MIGRATED,12FH34,,,US,USSEN,1983,,,,1,,1177632000000,blundonr,1255478400000,{9EF45CE3-9916-5BA7-B1A6-2372C025CAE9},-71.129784561999941,42.292216332000066,48 (STREET_FEA 2816),STREET_FEA 2816,41,derived_0_50_ft,boston-sam,94207,44-46 Mendum St,Mendum St,42.29211866,-71.12986061,Cotton Street & Walter Street,239,nearest_address
1708,10FH118,Hawthorne St,61 Hawthorne St,IS,,1006740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3885; METERED_FL=U; PLACEMENT=MIGRATED,10FH118,,,KE,KEK81,2010,,,,1,,1177632000000,palaciolv,1236211200000,{4CBD9FED-EA41-5443-B639-1AEB6AA719B2},-71.126120327999956,42.282896689000040,61 OPP (STREET_FEA 2082),STREET_FEA 2082,69,derived_50_100_ft,boston-sam,72037,61 Hawthorne St,Hawthorne St,42.28278866,-71.12633061,Hawthorne Street & Sherman Street,58,nearest_address
1714,10EH122,Wellsmere Rd,19 Wellsmere Rd,IS,,1005740109,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3683; METERED_FL=U; PLACEMENT=MIGRATED,10EH122,,,MU,MUCENT,1991,,,,1,,1177632000000,BlundoNR,1301875200000,{5BF07BD8-0D62-57DF-97DF-245039D91DC0},-71.136554170999943,42.281108064000080,19 (STREET_FEA 4440),STREET_FEA 4440,40,derived_0_50_ft,boston-sam,147575,19 Wellsmere Rd,Wellsmere Rd,42.28112866,-71.13670061,Cornell Street & Leniston Street,235,nearest_address
1716,10EH200,Cornell St,265-267 Cornell St,IS,,1005740115,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4369; METERED_FL=U; PLACEMENT=MIGRATED,10EH200,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{6DB382AC-9B15-51B1-BF24-95E0DC6519F5},-71.137308069999960,42.280894947000036,265 BACK (STREET_FEA 1144),STREET_FEA 1144,13,derived_0_50_ft,boston-sam,163918,265-267 Cornell St,Cornell St,42.28089838,-71.13735714,Cornell Street & Leniston Street,76,nearest_address
1732,12FH28,Arborough Rd,55 Arborough Rd,IS,,1206740087,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1116; METERED_FL=U; PLACEMENT=MIGRATED,12FH28,,,MU,MUCENT,1987,,,,1,,1177632000000,blundonr,1255478400000,{B74D2E19-9F14-5150-8269-E9E4A0C9D87B},-71.127119809999954,42.290582140000026,55 (STREET_FEA 275),STREET_FEA 275,38,derived_0_50_ft,boston-sam,4288,55 Arborough Rd,Arborough Rd,42.29047866,-71.12709061,Fairview Street & Mendum Street,273,nearest_address
1745,10FH74,Poplar St,198-200 Poplar St,IS,,1006740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3885; METERED_FL=U; PLACEMENT=MIGRATED,10FH74,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1239926400000,{1AA61D01-ABA0-599D-85A0-82272D63F3FE},-71.127344596999933,42.282063729000072,192 (STREET_FEA 3358),STREET_FEA 3358,60,derived_50_100_ft,boston-sam,111800,198-200 Poplar St,Poplar St,42.28207766,-71.12712161,Augustus Avenue & Poplar Street,83,nearest_address
1774,9FH80,Poplar St,396-396A Poplar St,IS,,906740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4506; METERED_FL=U; PLACEMENT=MIGRATED,9FH80,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1240876800000,{B5E206A2-F6E3-5F1F-9253-D6A51CC8153A},-71.125050210999973,42.277138269000034,396 OPP (STREET_FEA 3358),STREET_FEA 3358,103,derived_100_150_ft,boston-sam,111865,396-396A Poplar St,Poplar St,42.27709866,-71.12467061,Maynard Street & Poplar Street,174,nearest_address
1775,11GH126,Hyde Park Ave,472-474 Hyde Park Ave,IS,896140800000,1107740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1325; METERED_FL=U; PLACEMENT=MIGRATED,11GH126,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{46AF7178-F9FC-5182-8598-D8E459730D1C},-71.118836116999944,42.284254911000062,474 (STREET_FEA 2250),STREET_FEA 2250,45,derived_0_50_ft,boston-sam,455309,472-474 Hyde Park Ave,Hyde Park Ave,42.28429529,-71.11867701,Destefano Road & Hyde Park Avenue,52,nearest_address
1780,10FH126,Hyde Park Ave,624 Hyde Park Ave,IS,896140800000,1006740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=804; METERED_FL=U; PLACEMENT=MIGRATED,10FH126,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1239926400000,{09C40B5A-1AB2-5BE9-AC5C-2ACA1DE46C11},-71.118935665999970,42.279129091000073,624 (STREET_FEA 2250),STREET_FEA 2250,55,derived_50_100_ft,boston-sam,77448,624 Hyde Park Ave,Hyde Park Ave,42.27903166,-71.11878160,Canterbury Street & Hyde Park Avenue,191,nearest_address
1785,9FH140,Grew Ave,119A-137B Grew Ave,IS,,906740164,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=1035; METERED_FL=U; PLACEMENT=MIGRATED,9FH140,,,US,USSEN,1985,,,,1,,1177632000000,BlundoNR,1300233600000,{C53325F5-9F48-5F29-B2A7-657FAAB2D43E},-71.122020842999973,42.274451905000035,9-10 (STREET_FEA 1935),STREET_FEA 1935,42,derived_0_50_ft,boston-sam,354759,119A-137B Grew Ave,Grew Ave,42.27456133,-71.12206463,Cliffmont Street & Grew Avenue,169,nearest_address
1833,10EH1,Denton Ter,1 Denton Ter,IS,,1005740123,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,10EH1,,,US,USMET250,1989,,,,1,,1177632000000,blundonr,1255478400000,{E827D543-7B35-512B-AB1D-F1217849A310},-71.134051189999980,42.280748450000033,1 (STREET_FEA 1318),STREET_FEA 1318,45,derived_0_50_ft,boston-sam,47404,1 Denton Ter,Denton Ter,42.28063866,-71.13413061,Denton Terrace & Washington Street,46,nearest_address
1877,9EH16,Highcrest Rd,115-129 Highcrest Rd,IS,,905740133,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=570; METERED_FL=U; PLACEMENT=MIGRATED,9EH16,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{643423A6-0F5E-5609-8B37-A408CCDE59CB},-71.138567074999969,42.273099133000073,115-129 (STREET_FEA 2136),STREET_FEA 2136,51,derived_50_100_ft,boston-sam,342041,115-129 Highcrest Rd,Highcrest Rd,42.27301699,-71.13872037,Blue Ledge Drive & Highcrest Road,327,nearest_address
1878,11EH100,Pinehurst St,77-79 Pinehurst St,IS,1222300800000,1105740158,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1414; METERED_FL=U; PLACEMENT=MIGRATED,11EH100,,,KE,KEK81-A,2008,,,,1,,1177632000000,chings,1458691200000,{F5EF3C2D-68C4-511E-A495-B98AA101314A},-71.135370412999976,42.284342176000052,77-79 (STREET_FEA 3318),STREET_FEA 3318,43,derived_0_50_ft,boston-sam,110931,77-79 Pinehurst St,Pinehurst St,42.28442866,-71.13548061,Durnell Avenue & Pinehurst Street,149,nearest_address
1882,10EH70,Roslindale Ave,230 Roslindale Ave,IS,1222905600000,1005740133,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=465; METERED_FL=U; PLACEMENT=MIGRATED,10EH70,,,KE,KEK81-A,2008,,,,1,,1177632000000,chings,1458691200000,{42A6CC64-13E1-59AC-A1C6-FFA193C09303},-71.138655022999956,42.280455793000044,230 (STREET_FEA 3683),STREET_FEA 3683,32,derived_0_50_ft,boston-sam,118665,230 Roslindale Ave,Roslindale Ave,42.28037866,-71.13860061,Beech Street & Roslindale Avenue,301,nearest_address
1890,11DH130,Belgrade Ave,362-364 Belgrade Ave,IS,,1104740115,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=96; METERED_FL=U; PLACEMENT=MIGRATED,11DH130,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{8EF36E9C-2F47-5316-B810-D67F37321B63},-71.147363532999975,42.285921269000028,362-364 (STREET_FEA 478),STREET_FEA 478,16,derived_0_50_ft,boston-sam,13675,362-364 Belgrade Ave,Belgrade Ave,42.28587866,-71.14735062,Belgrade Avenue & West Roxbury Parkway,115,nearest_address
1918,10FH104,Delore Cir,3 Delore Cir,IS,1056672000000,1006740059,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1311; METERED_FL=U; PLACEMENT=MIGRATED,10FH104,,,WA,WAWB67P,1987,,,,1,,1177632000000,chalmersh,1239840000000,{94F4D91A-A2AF-5521-B35A-1D4261D67664},-71.122261828999967,42.280133622000051,29 OPP (STREET_FEA 3860),STREET_FEA 3860,49,derived_0_50_ft,boston-sam,47254,3 Delore Cir,Delore Cir,42.28026866,-71.12228061,Delore Circle & Seymour Street,74,nearest_address
1922,10FH24,Hillview Ave,1-3 Hillview Ave,IS,,1006740062,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2163; METERED_FL=U; PLACEMENT=MIGRATED,10FH24,,,KE,KEK81-A,2007,,,,1,,1177632000000,chalmersh,1239840000000,{82752F55-9C61-5363-AB20-BE634DAB3C9F},-71.127661183999976,42.279940288000034,61 OPP (STREET_FEA 4506),STREET_FEA 4506,48,derived_0_50_ft,boston-sam,74289,1-3 Hillview Ave,Hillview Ave,42.28006966,-71.12770161,Hillview Avenue & Whitford Street,100,nearest_address
1927,9FH8,Beech St,571 Beech St,IS,,906740129,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3357; METERED_FL=U; PLACEMENT=MIGRATED,9FH8,,,WA,WAWB67P,1987,,,,1,,1177632000000,blundonr,1273795200000,{BE564A8A-D567-590A-B7DA-28118EC7F5B4},-71.130008650999969,42.273785010000040,571 (STREET_FEA 465),STREET_FEA 465,35,derived_0_50_ft,boston-sam,13277,571 Beech St,Beech St,42.27371865,-71.13010061,Beech Street & Poplar Street,191,nearest_address
1931,11EH48,South St,1078 South St,IS,,1105740041,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=883; METERED_FL=U; PLACEMENT=MIGRATED,11EH48,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{551C7032-3783-55D3-BA72-7001F39ACC5A},-71.144048294999948,42.288041549000070,1078 (STREET_FEA 3937),STREET_FEA 3937,48,derived_0_50_ft,boston-sam,128680,1078 South St,South St,42.28790866,-71.14404062,Centre Street & South Street,159,nearest_address
1938,11EH84,South St,996 South St,IS,,1105740059,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=147; METERED_FL=U; PLACEMENT=MIGRATED,11EH84,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{887AC452-E135-5723-A462-7733FE90D698},-71.139852340999937,42.287594592000062,996 (STREET_FEA 3937),STREET_FEA 3937,52,derived_50_100_ft,boston-sam,129041,996 South St,South St,42.28745866,-71.13991061,Ainsworth Street & South Street,45,nearest_address
1941,11EH98,Durnell Ave,121 Durnell Ave,IS,,1105740159,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1747; METERED_FL=U; PLACEMENT=MIGRATED,11EH98,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{C0EFC8C4-F76B-543D-BC06-1489D40D9028},-71.135899933999951,42.284324676000040,121 (STREET_FEA 1414),STREET_FEA 1414,53,derived_50_100_ft,boston-sam,50206,121 Durnell Ave,Durnell Ave,42.28420866,-71.13602061,Durnell Avenue & Fresno Street,65,nearest_address
