objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
2830,10EH5,Havey St,14 Havey St,IS,,1005740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=172; METERED_FL=U; PLACEMENT=MIGRATED,10EH5,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1271808000000,{A33EE8CD-AC71-5D52-8590-D3E2562EBD89},-71.136145172999989,42.283093374000032,14 (STREET_FEA 2076),STREET_FEA 2076,38,derived_0_50_ft,boston-sam,71351,14 Havey St,Havey St,42.28298866,-71.13614061,Alder Street & Havey Street,82,nearest_address
2859,9EH96,Beech St,476 Beech St,IS,,905740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4587; METERED_FL=U; PLACEMENT=MIGRATED,9EH96,,,DA,ADB-84-B,1990,,,,1,,1177632000000,denapolipd,1250467200000,{DE18F50C-3CEF-5888-A6EF-02E04BD23B73},-71.133336190999955,42.276030583000079,477 OPP (STREET_FEA 465),STREET_FEA 465,41,derived_0_50_ft,boston-sam,424109,476 Beech St,Beech St,42.27611904,-71.13324325,Beech Street & Grandview Street,135,nearest_address
2896,10EH202,Newburg St,105 Newburg St,IS,,1005740218,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1144; METERED_FL=U; PLACEMENT=BlundoNR,10EH202,,,DA,ADB-84-B,1986,,,,1,,1322524800000,BlundoNR,1322784000000,{7B591DF0-8BAB-517E-BC4B-809B0EC94E50},-71.141844415999969,42.283083373000068,105 (STREET_FEA 3049),STREET_FEA 3049,54,derived_50_100_ft,boston-sam,101235,105 Newburg St,Newburg St,42.28310866,-71.14204061,Cornell Street & Newburg Street,176,nearest_address
2905,9EH68,Mendelssohn St,11 Mendelssohn St,IS,1249603200000,905740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,9EH68,,,KE,KEK81-A,1980,,,,1,,1177632000000,denapolipd,1302739200000,{0E25A06D-87D1-5FF3-9CCB-226952E5998A},-71.138339421999945,42.278202255000053,11 (STREET_FEA 2815),STREET_FEA 2815,44,derived_0_50_ft,boston-sam,94161,11 Mendelssohn St,Mendelssohn St,42.27822866,-71.13818061,Mendelssohn Street & Washington Street,253,nearest_address
2924,11EH154,Fletcher St,20 Fletcher St,IS,,1105740010,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3937; METERED_FL=U; PLACEMENT=MIGRATED,11EH154,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{47CDFD47-D5B8-5F9F-8933-D77EE91C4427},-71.136389280999936,42.288910922000071,20 (STREET_FEA 1672),STREET_FEA 1672,39,derived_0_50_ft,boston-sam,58721,20 Fletcher St,Fletcher St,42.28886866,-71.13652061,Fletcher Street & South Street,287,nearest_address
2930,10DH158,West Roxbury Pkwy,674 West Roxbury Pkwy,IS,1069027200000,1004740033,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3042; METERED_FL=U; PLACEMENT=MIGRATED,10DH158,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1271808000000,{F098962A-E9FB-53EA-BAFA-0B1587ED8CB9},-71.146099086999982,42.282705937000060,674 (STREET_FEA 95),STREET_FEA 95,75,derived_50_100_ft,boston-sam,119242,674 West Roxbury Pkwy,West Roxbury Pkwy,42.28274757,-71.14582495,New Park Avenue & West Roxbury Parkway,97,nearest_address
2941,12EH162,Robken Rd,29 Robken Rd,IS,,1205740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1470; METERED_FL=U; PLACEMENT=MIGRATED,12EH162,,,DA,ADB-84-B,1986,,,,1,,1177632000000,blundonr,1255478400000,{6A8653EC-6BC8-528F-87D8-99813222D636},-71.134562892999952,42.293788510000070,29 (STREET_FEA 3633),STREET_FEA 3633,68,derived_50_100_ft,boston-sam,117520,29 Robken Rd,Robken Rd,42.29379866,-71.13431061,Eldon Street & Robken Road,126,nearest_address
2950,11FH98,Gardenside St,15 Gardenside St,IS,,1106740064,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=709; METERED_FL=U; PLACEMENT=MIGRATED,11FH98,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{9F0A11DD-122A-5E8B-827F-FF92422673F4},-71.121359205999966,42.285072527000068,15 (STREET_FEA 1778),STREET_FEA 1778,47,derived_0_50_ft,boston-sam,62590,15 Gardenside St,Gardenside St,42.28518866,-71.12128061,Gardenside Street & Sherwood Street,177,nearest_address
2952,10EH36,Westbourne St,14 Westbourne St,IS,,1005740107,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=95; METERED_FL=U; PLACEMENT=MIGRATED,10EH36,,,MU,MUCENT,1991,,,,1,,1177632000000,palaciolv,1236124800000,{87D91934-FE7A-5E92-A5BC-5DAF134C312D},-71.142938251999965,42.281188937000024,14 (STREET_FEA 4462),STREET_FEA 4462,44,derived_0_50_ft,boston-sam,148023,14 Westbourne St,Westbourne St,42.28124866,-71.14308061,West Roxbury Parkway & Westbourne Street,231,nearest_address
2961,10GH78,American Legion Highway,Near American Legion Highway & Mount Hope Street,IS,,1007740010,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2950; METERED_FL=U; PLACEMENT=MIGRATED,10GH78,,,MH,MH929,1988,,,,1,,1177632000000,palaciolv,1236211200000,{B4953506-FDEE-5C17-A2EA-A9E7AAD27F6B},-71.113400473999945,42.283293763000074,710 (STREET_FEA 231),STREET_FEA 231,164,intersection_preferred_150_plus_ft,boston-sam,347466,728 American Legion Hwy,American Legion Hwy,42.28286849,-71.11359738,American Legion Highway & Mount Hope Street,519,nearest_intersection
2962,12EH100,Hewlett St,82 Hewlett St,IS,,1205740118,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3850; METERED_FL=U; PLACEMENT=MIGRATED,12EH100,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{6FE488B4-5E2E-5A51-AD04-3D5128466C2C},-71.136815029999980,42.291157608000049,86 (STREET_FEA 2128),STREET_FEA 2128,58,derived_50_100_ft,boston-sam,73203,82 Hewlett St,Hewlett St,42.29099866,-71.13680061,Hewlett Street & Selwyn Street,307,nearest_address
2994,8FH106,Metropolitan Ave,445 Metropolitan Ave,IS,,806740043,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2249; METERED_FL=U; PLACEMENT=MIGRATED,8FH106,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{1A8EAC82-34E4-5D7B-837E-4FCBDDA38295},-71.121159211999952,42.270782887000053,445 OPP (STREET_FEA 2833),STREET_FEA 2833,98,derived_50_100_ft,boston-sam,94907,445 Metropolitan Ave,Metropolitan Ave,42.27051865,-71.12123061,Hyde Park Avenue & Metropolitan Avenue,220,nearest_address
3032,10GH2,Canterbury St,973 Canterbury St,IS,,1007740089,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1004; METERED_FL=U; PLACEMENT=MIGRATED,10GH2,,,KE,KEK81-A,1998,,,,1,,1177632000000,chalmersh,1240272000000,{05DEB065-4455-5E0A-9AA5-074F39B25ED3},-71.118376227999988,42.278408850000062,973 OPP (STREET_FEA 804),STREET_FEA 804,77,derived_50_100_ft,boston-sam,25544,973 Canterbury St,Canterbury St,42.27861866,-71.11841061,Canterbury Street & Clare Avenue,103,nearest_address
3037,12EH114,Zeller St,18-20 Zeller St,IS,,1205740104,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3850; METERED_FL=U; PLACEMENT=MIGRATED,12EH114,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{E50E800D-ED26-5CCE-9290-0F2B5A1041BD},-71.136005572999977,42.291576907000035,18-20 (STREET_FEA 4663),STREET_FEA 4663,41,derived_0_50_ft,boston-sam,153343,18-20 Zeller St,Zeller St,42.29152466,-71.13613961,Selwyn Street & Sheffield Road,243,nearest_address
3066,12FH96,Colgate Rd,35 Colgate Rd,IS,,1206740011,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4397; METERED_FL=U; PLACEMENT=MIGRATED,12FH96,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{0947C454-436C-5AF5-A312-603C1F6C16E0},-71.122060788999988,42.294089856000028,37 (STREET_FEA 1063),STREET_FEA 1063,42,derived_0_50_ft,boston-sam,34770,35 Colgate Rd,Colgate Rd,42.29413866,-71.12192061,Archdale Road & South Street,280,nearest_address
3096,9FH33,Chisholm Rd,43 Chisholm Rd,IS,1028764800000,906740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=6430; METERED_FL=U; PLACEMENT=MIGRATED,9FH33,,,MU,MUCENT,2000,,,,1,,1177632000000,chalmersh,1237507200000,{CF3CA030-9036-5493-8AFD-3F0120EA38A9},-71.127963578999982,42.275547207000045,43 (STREET_FEA 981),STREET_FEA 981,39,derived_0_50_ft,boston-sam,32278,43 Chisholm Rd,Chisholm Rd,42.27560866,-71.12808061,Chisholm Road & Chisholm Terrace,220,nearest_address
3100,10DH169,Beech St,155 Beech St,IS,930268800000,1004740172,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3042; METERED_FL=U; PLACEMENT=BlundoNR,10DH169,,,KE,KEK81-A,1994,,,,1,,1179878400000,blundonr,1244505600000,{35C25D61-5F26-5C1B-BE69-60517734DA36},-71.145330151999985,42.283521067000038,155 (STREET_FEA 465),STREET_FEA 465,40,derived_0_50_ft,boston-sam,13126,155 Beech St,Beech St,42.28343866,-71.14543061,Beech Street & New Park Avenue,144,nearest_address
3109,11EH146,Congreve St,41 Congreve St,IS,,1105740001,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3937; METERED_FL=U; PLACEMENT=MIGRATED,11EH146,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1271808000000,{19BF558A-82CD-5BFC-862C-7D4A1FF03358},-71.138039718999948,42.289283414000067,41 (STREET_FEA 1105),STREET_FEA 1105,52,derived_50_100_ft,boston-sam,42144,41 Congreve St,Congreve St,42.28940866,-71.13795061,Farquhar Street & Selwyn Street,503,nearest_address
3118,10GH6,Cummins Hwy,342 Cummins Hwy,IS,,1007740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=804; METERED_FL=U; PLACEMENT=MIGRATED,10GH6,,,KE,KEK81-A,2008,,,,1,,1177632000000,denapolipd,1250035200000,{03D234B0-389A-5B41-95E2-98B4F5844736},-71.116208163999943,42.278831021000030,342 (STREET_FEA 1211),STREET_FEA 1211,54,derived_50_100_ft,boston-sam,44868,342 Cummins Hwy,Cummins Hwy,42.27880866,-71.11601061,Canterbury Street & Cummins Highway,47,nearest_address
3150,10EH42,Colberg Ave,133 Colberg Ave,IS,,1005740213,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=465; METERED_FL=U; PLACEMENT=MIGRATED,10EH42,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{E4836FA0-D1B0-5417-9B29-93BACD44E105},-71.144732935999969,42.282482691000041,133 (STREET_FEA 1052),STREET_FEA 1052,53,derived_50_100_ft,boston-sam,34341,133 Colberg Ave,Colberg Ave,42.28255866,-71.14490062,Beech Street & Colberg Avenue,200,nearest_address
3165,9EH38,Highcrest Ter,30-40 Highcrest Ter,IS,,905740123,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2136; METERED_FL=U; PLACEMENT=MIGRATED,9EH38,,,KE,KEK81-A,1998,,,,1,,1177632000000,denapolipd,1250467200000,{723DD9AC-95F9-534E-8AF3-808D5C755F64},-71.137151014999972,42.273932439000077,42-80 (STREET_FEA 2137),STREET_FEA 2137,92,derived_50_100_ft,boston-sam,354591,30-40 Highcrest Ter,Highcrest Ter,42.27418211,-71.13708976,Blue Ledge Drive & Blue Ledge Terrace,338,nearest_address
3172,10GH52,American Legion Hwy,771 American Legion Hwy,IS,,1007740044,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4003; METERED_FL=U; PLACEMENT=MIGRATED,10GH52,,,KE,KEK81,2011,,,,1,,1177632000000,chalmersh,1240272000000,{0A3B2888-3A45-5EAB-8658-ADABC1466700},-71.115805943999987,42.281148446000032,780 (STREET_FEA 231),STREET_FEA 231,110,derived_100_150_ft,boston-sam,3199,771 American Legion Hwy,American Legion Hwy,42.28129866,-71.11616061,American Legion Highway & Stella Road,209,nearest_address
3182,12EH132,Ardale St,36 Ardale St,IS,,1205740109,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3850; METERED_FL=U; PLACEMENT=MIGRATED,12EH132,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{1E1270A9-5B88-5AD7-895B-E99B7D9D2EC8},-71.134249809999972,42.291284740000037,38 (STREET_FEA 288),STREET_FEA 288,41,derived_0_50_ft,boston-sam,4630,36 Ardale St,Ardale St,42.29117866,-71.13430061,Ardale Street & Selwyn Street,190,nearest_address
3199,9EH119,Beechland Cir,2-14 Beechland Cir,IS,1253664000000,905740142,,,U,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=470; METERED_FL=U; PLACEMENT=chalmersh,9EH119,,,KE,U,2009,,,,1,,1267056000000,chalmersh,1267056000000,{A99C8D6B-2B68-55EF-93A1-81E6449D038C},-71.137370595999982,42.277440565000063,STREET_FEA 4397,STREET_FEA 4397,41,derived_0_50_ft,boston-sam,341641,2-14 Beechland Cir,Beechland Cir,42.27755103,-71.13739325,Beechland Circle & Beechland Street,50,nearest_address
3206,11FH96,Brown Ave,158 Brown Ave,IS,,1106740073,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1778; METERED_FL=U; PLACEMENT=MIGRATED,11FH96,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1271808000000,{576E7DF0-E4E0-51EF-99F9-7330986D23AB},-71.120689138999978,42.284813399000029,158 (STREET_FEA 709),STREET_FEA 709,59,derived_50_100_ft,boston-sam,22735,158 Brown Ave,Brown Ave,42.28494866,-71.12081061,Brown Avenue & Rowe Street,12,nearest_address
3208,12EH112,Zeller St,44 Zeller St,IS,,1205740086,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3850; METERED_FL=U; PLACEMENT=MIGRATED,12EH112,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{FB7BEC39-1C0E-5AA4-9E2A-AEB2ED3A78AC},-71.136853648999988,42.292125750000025,44 (STREET_FEA 4663),STREET_FEA 4663,38,derived_0_50_ft,boston-sam,153357,44 Zeller St,Zeller St,42.29207866,-71.13698061,Centre Street & Colby Road,383,nearest_address
3209,12EH3,Eldon St,37 Eldon St,IS,,1205740040,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3633; METERED_FL=U; PLACEMENT=MIGRATED,12EH3,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{8ABF8849-E201-5360-A248-F7E82B98C392},-71.132812035999962,42.293653634000066,37 (STREET_FEA 1470),STREET_FEA 1470,46,derived_0_50_ft,boston-sam,52611,37 Eldon St,Eldon St,42.29377866,-71.13283061,Robken Road & Selwyn Street,307,nearest_address
3221,11EH102,Roslindale Ave,95 Roslindale Ave,IS,,1105740161,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2063; METERED_FL=U; PLACEMENT=MIGRATED,11EH102,,,US,USMET250,1988,,,,1,,1177632000000,blundonr,1271808000000,{A23A7A39-EA24-5EEA-ADBE-8F95B0A4F826},-71.134192502999952,42.284346183000025,95 (STREET_FEA 3683),STREET_FEA 3683,47,derived_0_50_ft,boston-sam,118708,95 Roslindale Ave,Roslindale Ave,42.28439866,-71.13435061,Haslet Street & Roslindale Avenue,31,nearest_address
3222,11EH20,Belgrade Ave,300 Belgrade Ave,IS,,1105740106,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3564; METERED_FL=U; PLACEMENT=MIGRATED,11EH20,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{97B86340-9501-57A9-BB54-EDBD8F6A4138},-71.143692941999973,42.285992058000033,300 (STREET_FEA 478),STREET_FEA 478,39,derived_0_50_ft,boston-sam,13648,300 Belgrade Ave,Belgrade Ave,42.28589866,-71.14376061,Belgrade Avenue & Rexhame Street,130,nearest_address
3228,9FH30,Dale St,1 Dale St,IS,,906740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1240; METERED_FL=U; PLACEMENT=MIGRATED,9FH30,,,MU,MUCENT,2002,,,,1,,1177632000000,denapolipd,1250553600000,{8E7340EA-5301-573C-A2E5-18B4B847A131},-71.128090801999974,42.274298603000034,479 OPP (STREET_FEA 3358),STREET_FEA 3358,91,derived_50_100_ft,boston-sam,45663,1 Dale St,Dale St,42.27404866,-71.12811061,Dale Street & Poplar Street,46,nearest_address
3238,11EH140,Pinehurst St,33 Pinehurst St,IS,,1105740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3318; METERED_FL=U; PLACEMENT=MIGRATED,11EH140,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{71B71CA3-9412-5721-9377-401900154398},-71.133893250999961,42.285636465000039,44 OPP (STREET_FEA 3275),STREET_FEA 3275,53,derived_50_100_ft,boston-sam,110907,33 Pinehurst St,Pinehurst St,42.28577866,-71.13385061,Penfield Street & Pinehurst Street,30,nearest_address
3300,11EH92,Walworth St,51 Walworth St,IS,,1105740110,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1414; METERED_FL=U; PLACEMENT=MIGRATED,11EH92,,,KE,KEK11,1974,,,,1,,1177632000000,blundonr,1244505600000,{EBA8DC40-5812-5DF4-9425-3AD5CA9320D9},-71.137703327999986,42.285926183000072,51 (STREET_FEA 4369),STREET_FEA 4369,38,derived_0_50_ft,boston-sam,142621,51 Walworth St,Walworth St,42.28585866,-71.13781061,Durnell Avenue & Walworth Street,37,nearest_address
3303,9FH42,Hemman St,85 Hemman St,IS,,906740047,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2138; METERED_FL=U; PLACEMENT=MIGRATED,9FH42,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1237507200000,{2BE247EE-B0C3-584F-8AF2-C38C707FE084},-71.129878629999951,42.276702855000053,85 (STREET_FEA 2105),STREET_FEA 2105,23,derived_0_50_ft,boston-sam,72789,85 Hemman St,Hemman St,42.27663865,-71.12988061,Ethel Street & Granada Avenue,278,nearest_address
3350,9EH56,Blue Ledge Dr,160-162 Blue Ledge Dr,IS,,905740125,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=571; METERED_FL=U; PLACEMENT=MIGRATED,9EH56,,,KE,KEK81-A,1995,,,,1,,1177632000000,denapolipd,1250553600000,{3071C5C9-E210-583A-9E8B-ABD47C9E30B0},-71.135754284999962,42.273676789000035,160-162 (STREET_FEA 570),STREET_FEA 570,39,derived_0_50_ft,boston-sam,162285,160-162 Blue Ledge Dr,Blue Ledge Dr,42.27358339,-71.13568230,Blue Ledge Drive & Blue Ledge Terrace,49,nearest_address
3377,11FH106,Murray Hill Rd,48 Murray Hill Rd,IS,691545600000,1106740039,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2555; METERED_FL=U; PLACEMENT=MIGRATED,11FH106,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{1465941A-6BFA-52C2-8634-53EEE3B30FC7},-71.125302268999974,42.286769092000043,48 (STREET_FEA 2980),STREET_FEA 2980,38,derived_0_50_ft,boston-sam,99577,48 Murray Hill Rd,Murray Hill Rd,42.28685866,-71.12523061,Lindall Street & Murray Hill Road,20,nearest_address
3379,11EH178,South St,866 South St,IS,1098057600000,1105740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4109; METERED_FL=U; PLACEMENT=MIGRATED,11EH178,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{9B65198D-5080-5AE4-850B-4122FA9BDF6E},-71.133544030999985,42.288700102000064,866 (STREET_FEA 3937),STREET_FEA 3937,37,derived_0_50_ft,boston-sam,128989,866 South St,South St,42.28860866,-71.13360061,South Street & Tappan Street,90,nearest_address
3380,11FH2,Washington St,4325 Washington St,IS,,1106740088,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=157; METERED_FL=U; PLACEMENT=MIGRATED,11FH2,,,US,USMET250,1988,,,,1,,1177632000000,blundonr,1255478400000,{0E0E76DC-DA44-5620-866C-4FF5D29D3B49},-71.130989697999951,42.283904525000025,4325 (STREET_FEA 4397),STREET_FEA 4397,51,derived_50_100_ft,boston-sam,145185,4325 Washington St,Washington St,42.28399866,-71.13113061,Albano Street & Washington Street,206,nearest_address
3419,11EH14,Bradwood St,85 Bradwood St,IS,,1105740156,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1052; METERED_FL=U; PLACEMENT=MIGRATED,11EH14,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{59CCF345-D863-54AE-941D-7B809A0393A1},-71.142569781999953,42.284353110000040,85 (STREET_FEA 641),STREET_FEA 641,33,derived_0_50_ft,boston-sam,19169,85 Bradwood St,Bradwood St,42.28434866,-71.14269061,Bradwood Street & Colberg Avenue,41,nearest_address
3420,10FH142,Sherwood St,8 Sherwood St,IS,,1006740011,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3889; METERED_FL=U; PLACEMENT=MIGRATED,10FH142,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1236211200000,{52CCC929-5559-5136-AE0B-6A2A9B872647},-71.124038100999940,42.283224096000026,129 OPP (STREET_FEA 1213),STREET_FEA 1213,60,derived_50_100_ft,boston-sam,127002,8 Sherwood St,Sherwood St,42.28334166,-71.12388161,Cummins Highway & Sherwood Street,111,nearest_address
3447,8FH66,Beech St,612 Beech St,IS,,806740003,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=213; METERED_FL=U; PLACEMENT=MIGRATED,8FH66,,,US,USMET250,1989,,,,1,,1177632000000,denapolipd,1250467200000,{51522171-8546-5EC5-B981-E4A291108668},-71.128021428999944,42.272591291000026,608 (STREET_FEA 464),STREET_FEA 464,43,derived_0_50_ft,boston-sam,13298,612 Beech St,Beech St,42.27270865,-71.12801061,Alpheus Road & Beech Street,13,nearest_address
3468,10EH194,Wellsmere Park,18 Wellsmere Park,IS,,1005740165,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4440; METERED_FL=U; PLACEMENT=MIGRATED,10EH194,,,US,USMET250,1987,,,,1,,1177632000000,blundonr,1271808000000,{9C381BE5-30B8-5099-9307-C2709E5C9153},-71.132835921999970,42.279559648000031,18 OPP (STREET_FEA 4439),STREET_FEA 4439,66,derived_50_100_ft,boston-sam,147565,18 Wellsmere Park,Wellsmere Park,42.27965866,-71.13304061,Kittredge Court & Kittredge Street,164,nearest_address
3488,10FH36,Cliftondale St,57-59 Cliftondale St,IS,,1006740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3672; METERED_FL=U; PLACEMENT=MIGRATED,10FH36,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1239667200000,{FB7F56BA-46DF-5345-A48B-7C927BF70D6E},-71.131045324999945,42.282111540000074,57 (STREET_FEA 1040),STREET_FEA 1040,45,derived_0_50_ft,boston-sam,34037,57-59 Cliftondale St,Cliftondale St,42.28215866,-71.13120061,Cliftondale Street & Rosecliff Street,233,nearest_address
3514,11FH20,Hawthorne St,20 Hawthorne St,IS,,1106740080,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1677; METERED_FL=U; PLACEMENT=MIGRATED,11FH20,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{4122BEC5-DFC6-5981-B8B5-59D752BA081A},-71.126859739999986,42.284237319000056,20 (STREET_FEA 2082),STREET_FEA 2082,46,derived_0_50_ft,boston-sam,72019,20 Hawthorne St,Hawthorne St,42.28423866,-71.12669061,Florence Street & Hawthorne Street,254,nearest_address
3527,11GH48,Byrd Ave,35 Byrd Ave,IS,,1107740098,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3994; METERED_FL=U; PLACEMENT=MIGRATED,11GH48,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{C1964D85-BB35-5663-9773-2D567D43E638},-71.114618700999984,42.285082669000076,35 (STREET_FEA 766),STREET_FEA 766,46,derived_0_50_ft,boston-sam,24553,35 Byrd Ave,Byrd Ave,42.28511866,-71.11478060,Byrd Avenue & Starbird Avenue,47,nearest_address
3538,12EH38,Congreve St,75 Congreve St,IS,,1205740164,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=883; METERED_FL=U; PLACEMENT=MIGRATED,12EH38,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{1EC588B2-C49C-55B4-AE17-02FBF375678C},-71.139449929999955,42.290199873000063,75 (STREET_FEA 1105),STREET_FEA 1105,45,derived_0_50_ft,boston-sam,42165,75 Congreve St,Congreve St,42.29023866,-71.13929061,Centre Street & Congreve Street,325,nearest_address
3549,11FH62,Tafthill Ter,11 Tafthill Ter,IS,,1106740024,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3358; METERED_FL=U; PLACEMENT=MIGRATED,11FH62,,,MU,MUCENT,1989,,,,1,,1177632000000,blundonr,1255478400000,{D9A4D6D3-22A6-5FDB-8C08-C2CE04067E2C},-71.128279483999961,42.287540559000036,11 OPP (STREET_FEA 4102),STREET_FEA 4102,66,derived_50_100_ft,boston-sam,133624,11 Tafthill Ter,Tafthill Ter,42.28744630,-71.12806978,Tafthill Park & Tafthill Terrace,28,nearest_address
3550,11DH156,Rhoda St,19 Rhoda St,IS,,1104740078,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=95; METERED_FL=U; PLACEMENT=MIGRATED,11DH156,,,MU,MUCENT,1989,,,,1,,1177632000000,connorsm,1412035200000,{2B18FD1E-54BD-5116-9AF4-EBA732D5966D},-71.146983056999943,42.286993174000031,19 (STREET_FEA 3567),STREET_FEA 3567,31,derived_0_50_ft,boston-sam,115592,19 Rhoda St,Rhoda St,42.28700866,-71.14687062,Colbert Street & Rhoda Street,252,nearest_address
