objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
10820,10IH86,Landor Rd,16 Landor Rd,IS,,1009740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2521; METERED_FL=U; PLACEMENT=MIGRATED,10IH86,,,KE,KEK81-A,1997,,,,1,,1177632000000,palaciolv,1236211200000,{1A421F75-9350-5531-8CB3-CCC7F61F0F14},-71.090558865999981,42.283215234000068,16 (STREET_FEA 2446),STREET_FEA 2446,43,derived_0_50_ft,boston-sam,83819,16 Landor Rd,Landor Rd,42.28332866,-71.09060060,Landor Road & Leston Street,85,nearest_address
10856,9GH86,Livermore St,110 Livermore St,IS,-220924800000,907740068,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1212; METERED_FL=U; PLACEMENT=MIGRATED,9GH86,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{389100C5-B94B-5B9E-9F02-A263CF880A96},-71.107372120999969,42.274246419000065,101 (STREET_FEA 2572),STREET_FEA 2572,135,derived_100_150_ft,boston-sam,86798,110 Livermore St,Livermore St,42.27392866,-71.10711060,Canaan Street & Livermore Street,342,nearest_address
10875,8IH93,Blue Hill Avenue,Near Blue Hill Avenue & Blue Hills Parkway,IS,,809740091,,,AS BUILT,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=3409; METERED_FL=U; PLACEMENT=BlundoNR,8IH93,,,U,U,2005,,,,1,,1348185600000,BlundoNR,1348790400000,{9869FCFC-2119-54D6-86E6-9A316ABA6781},-71.091951973999983,42.267358907000073,1672R (STREET_FEA 567),STREET_FEA 567,298,intersection_preferred_150_plus_ft,boston-sam,169145,500-510H River St,River St,42.26780560,-71.09287723,Blue Hill Avenue & Blue Hills Parkway,485,nearest_intersection
10878,10IH22,Clarkwood St,12 Clarkwood St,IS,,1009740110,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,10IH22,,,US,USSEN,1980,,,,1,,1177632000000,blundonr,1255478400000,{0E039FA3-B498-5897-A649-0D9CD6369886},-71.092048611999985,42.280780727000035,12 (STREET_FEA 1015),STREET_FEA 1015,50,derived_0_50_ft,boston-sam,33550,12 Clarkwood St,Clarkwood St,42.28083866,-71.09188060,Blue Hill Avenue & Clarkwood Street,126,nearest_address
10931,9IH82,W Selden St,133 W Selden St,IS,1163635200000,909740041,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4610; METERED_FL=U; PLACEMENT=MIGRATED,9IH82,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1235779200000,{A611E967-9018-59FC-8A42-D570E5BDAA9F},-71.086621403999970,42.276686017000031,133 (STREET_FEA 102),STREET_FEA 102,37,derived_0_50_ft,boston-sam,124960,133 W Selden St,W Selden St,42.27671866,-71.08675060,West Selden Street & Wooddale Avenue,317,nearest_address
10977,10IH28,Norfolk St,495 Norfolk St,IS,567993600000,1009740144,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1015; METERED_FL=U; PLACEMENT=MIGRATED,10IH28,,,KE,KEK81,2010,,,,1,,1177632000000,blundonr,1255478400000,{8E3D7660-5B1E-59D2-8725-61316B4CECBB},-71.089181408999934,42.279465468000069,495 (STREET_FEA 3083),STREET_FEA 3083,54,derived_50_100_ft,boston-sam,103353,495 Norfolk St,Norfolk St,42.27960166,-71.08926260,Clarkwood Street & Norfolk Street,33,nearest_address
11051,11HH82,W Main St,11-29 W Main St,IS,1249516800000,1108740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4460; METERED_FL=U; PLACEMENT=mulline,11HH82,,,U,U,,,,,1,,1247616000000,dorleansr,1277078400000,{8DF5FAC9-556E-5016-9E36-D277610E39BB},-71.095186421999983,42.288176758000077,STREET_FEA 1699,STREET_FEA 1699,41,derived_0_50_ft,boston-sam,352270,11-29 W Main St,W Main St,42.28821121,-71.09503983,Blue Jay Circle & West Main Street,16,nearest_address
11055,12HH30,Hummingbird Ln,1 Hummingbird Ln,IS,,1208740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2931; METERED_FL=U; PLACEMENT=mulline,12HH30,,,U,U,,,,,1,,1247616000000,dorleansr,1277078400000,{FC53BB06-95D6-5EBE-9410-A84B5F202C10},-71.095310904999963,42.289305910000053,100 (STREET_FEA 7819),STREET_FEA 7819,38,derived_0_50_ft,boston-sam,172746,1 Hummingbird Ln,Hummingbird Ln,42.28920399,-71.09534530,Hummingbird Lane & Lark Drive,91,nearest_address
11109,9JH85,Gallivan Blvd,85 Gallivan Blvd,IS,974937600000,910740004,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3133; METERED_FL=U; PLACEMENT=MIGRATED,9JH85,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{FCEF35E1-7A27-5A4B-AB82-C605D4750C40},-71.074435024999957,42.278016786000080,85 (STREET_FEA 1771),STREET_FEA 1771,26,derived_0_50_ft,boston-sam,62413,85 Gallivan Blvd,Gallivan Blvd,42.27795866,-71.07449059,Gallivan Boulevard & Oakridge Street,98,nearest_address
11142,12HH18,Canterbury St,430 Canterbury St,IS,,1208740022,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=2932; METERED_FL=U; PLACEMENT=MIGRATED,12HH18,,,US,USMET250,2001,,,,1,,1177632000000,blundonr,1256083200000,{F3E860A6-F182-5073-A63C-8ADD59547A72},-71.101805913999954,42.292611883000063,430 (STREET_FEA 803),STREET_FEA 803,125,derived_100_150_ft,boston-sam,25456,430 Canterbury St,Canterbury St,42.29244811,-71.10139647,Canterbury Street & Morton Street,1483,nearest_address
11144,9IH139,River St,227-229 River St,IS,,909740147,,,GPS,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=4605; METERED_FL=U; PLACEMENT=mulline,9IH139,,,MU,MUCENT,2007,,,,1,,1247616000000,blundonr,1264377600000,{D1481878-C27F-59EA-87F0-5977716E069F},-71.083125391999943,42.274860963000037,51 BACK (STREET_FEA 4623),STREET_FEA 4623,83,derived_50_100_ft,boston-sam,340974,227-229 River St,River St,42.27500642,-71.08336481,Donwood Terrace & Ridgeview Avenue,476,nearest_address
11221,9IH66,Ridgeview Ave,56 Ridgeview Ave,IS,,909740109,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1354; METERED_FL=U; PLACEMENT=MIGRATED,9IH66,,,KE,KEK81-A,2004,,,,1,,1177632000000,palaciolv,1236211200000,{E37F1798-698B-5A78-A7EB-B401A9F3C685},-71.084750996999958,42.273778720000053,56 (STREET_FEA 3588),STREET_FEA 3588,38,derived_0_50_ft,boston-sam,115967,56 Ridgeview Ave,Ridgeview Ave,42.27381866,-71.08488059,Donwood Terrace & Ridgeview Avenue,114,nearest_address
11276,9HH22,Favre St,74 Favre St,IS,,908740116,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2831; METERED_FL=U; PLACEMENT=MIGRATED,9HH22,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231891200000,{819B6FE8-6B01-5DC3-B546-F094076EA02D},-71.098251640999933,42.273098351000044,74 (STREET_FEA 1623),STREET_FEA 1623,43,derived_0_50_ft,boston-sam,56777,74 Favre St,Favre St,42.27315866,-71.09839060,Favre Street & Messinger Street,113,nearest_address
11311,10HH80,Duke St,20 Duke St,IS,,1008740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4438; METERED_FL=U; PLACEMENT=MIGRATED,10HH80,,,US,USMET250,1987,,,,1,,1177632000000,palaciolv,1236211200000,{C70AAF50-0729-5632-B3E4-F8793F634E2D},-71.094728733999943,42.281139542000062,20 (STREET_FEA 1392),STREET_FEA 1392,41,derived_0_50_ft,boston-sam,49863,20 Duke St,Duke St,42.28102866,-71.09470060,Duke Street & Wellington Hill Street,294,nearest_address
11322,11HH34,Wellington Hill St,133 Wellington Hill St,IS,,1108740052,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4438; METERED_FL=U; PLACEMENT=MIGRATED,11HH34,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{737F6E60-3136-5B8A-948E-C1D38C3D89E3},-71.094822913999963,42.284366234000061,80 OPP (STREET_FEA 1866),STREET_FEA 1866,27,derived_0_50_ft,boston-sam,340294,133 Wellington Hill St,Wellington Hill St,42.28443938,-71.09480705,Goodale Road & Wellington Hill Street,88,nearest_address
11360,8HH26,Greenfield Rd,191 Greenfield Rd,IS,1245715200000,808740049,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3845; METERED_FL=U; PLACEMENT=MIGRATED,8HH26,,,KE,KEK81-A,2009,,,,1,,1177632000000,chings,1456704000000,{6E98626A-1A44-543A-86AF-CD3D78229D20},-71.105964598999947,42.271018482000045,191 (STREET_FEA 1913),STREET_FEA 1913,50,derived_0_50_ft,boston-sam,66564,191 Greenfield Rd,Greenfield Rd,42.27102865,-71.10578060,Greenfield Road & Ridlon Road,208,nearest_address
11399,9HH112,Blue Hill Ave,1339 Blue Hill Ave,IS,,908740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2091; METERED_FL=U; PLACEMENT=MIGRATED,9HH112,,,US,USMET250,1990,,,,1,,1177632000000,denapolipd,1231891200000,{85AB4438-EE43-5544-BFFD-2DBDFB6A8833},-71.093598452999970,42.277917244000037,1339-1339C (STREET_FEA 567),STREET_FEA 567,66,derived_50_100_ft,boston-sam,16243,1339 Blue Hill Ave,Blue Hill Ave,42.27805866,-71.09375060,Blue Hill Avenue & Hazleton Street,187,nearest_address
11411,9HH8,Orlando St,151 Orlando St,IS,1005609600000,908740122,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3053; METERED_FL=U; PLACEMENT=MIGRATED,9HH8,,,MU,MUCENT,2000,,,,1,,1177632000000,denapolipd,1231891200000,{BAA90C6A-1162-5104-A767-9490DF28F603},-71.100785994999967,42.273014922000073,151 (STREET_FEA 3170),STREET_FEA 3170,38,derived_0_50_ft,boston-sam,439482,151 Orlando St,Orlando St,42.27311815,-71.10079816,Newcastle Street & Orlando Street,30,nearest_address
11418,12HH17,Canterbury Street,Near Canterbury Street & Morton Street,IS,1053388800000,1208740021,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,12HH17,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{55477F41-73BB-5361-AD64-22A50E5581CD},-71.101174831999970,42.292056467000066,STREET_FEA 884,STREET_FEA 884,155,intersection_preferred_150_plus_ft,boston-sam,25456,430 Canterbury St,Canterbury St,42.29244811,-71.10139647,Canterbury Street & Morton Street,1342,nearest_intersection
11452,9HH38,Itasca St,105 Itasca St,IS,,908740070,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2831; METERED_FL=U; PLACEMENT=MIGRATED,9HH38,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231891200000,{0CAECA57-DE62-508C-9613-1971F135E06B},-71.100289909999958,42.275735190000034,105 (STREET_FEA 2287),STREET_FEA 2287,30,derived_0_50_ft,boston-sam,79088,105 Itasca St,Itasca St,42.27572866,-71.10040060,Monterey Avenue & Savannah Avenue,407,nearest_address
11491,10HH78,Ormond St,18-20 Ormond St,IS,1160524800000,1008740060,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4438; METERED_FL=U; PLACEMENT=MIGRATED,10HH78,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1235779200000,{9E2D59E3-7F3C-5C89-9DF6-4219CCE2305B},-71.093737613999963,42.280529406000028,20-18 (STREET_FEA 3172),STREET_FEA 3172,53,derived_50_100_ft,boston-sam,105992,18-20 Ormond St,Ormond St,42.28050866,-71.09393060,Ormond Street & Wellington Hill Street,249,nearest_address
11515,9JH32,Maryknoll St,23 Maryknoll St,IS,725846400000,910740063,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2735; METERED_FL=U; PLACEMENT=MIGRATED,9JH32,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{99747E4C-A8B1-565B-BBE2-E207256312C1},-71.078194607999933,42.276108150000027,23 (STREET_FEA 2734),STREET_FEA 2734,45,derived_0_50_ft,boston-sam,91784,23 Maryknoll St,Maryknoll St,42.27617866,-71.07833059,Maryknoll Street & Maryknoll Terrace,150,nearest_address
11564,8IH48,River St,343 River St,IS,,809740057,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1824; METERED_FL=U; PLACEMENT=MIGRATED,8IH48,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1237420800000,{AC544995-3B3B-5946-A915-27FF9F8EB5E7},-71.086999675999948,42.270502766000050,347 (STREET_FEA 3604),STREET_FEA 3604,56,derived_50_100_ft,boston-sam,116584,343 River St,River St,42.27064866,-71.08693060,Gladeside Avenue & River Street,172,nearest_address
11571,9IH112,Woodruff Way,50-52 Woodruff Way,IS,,909740076,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4605; METERED_FL=U; PLACEMENT=MIGRATED,9IH112,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1236211200000,{611CA90A-C960-5315-A9BB-0BD538E9217F},-71.081385632999968,42.275193660000070,50-52 (STREET_FEA 4623),STREET_FEA 4623,35,derived_0_50_ft,boston-sam,342105,50-52 Woodruff Way,Woodruff Way,42.27524669,-71.08127787,Woodbole Avenue & Woodruff Way,149,nearest_address
11627,10IH24,Clarkwood St,32 Clarkwood St,IS,,1009740183,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,10IH24,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{470F80C3-9EBD-5EBA-99B9-B47A9C7C2FED},-71.091136378999977,42.280353940000055,32 (STREET_FEA 1015),STREET_FEA 1015,46,derived_0_50_ft,boston-sam,33560,32 Clarkwood St,Clarkwood St,42.28047866,-71.09110060,Blue Hill Avenue & Clarkwood Street,415,nearest_address
11633,10IH4,Fessenden St,19-21 Fessenden St,IS,,1009740157,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=567; METERED_FL=U; PLACEMENT=MIGRATED,10IH4,,,US,USSEN,1980,,,,1,,1177632000000,blundonr,1255478400000,{3FD71623-13D2-5A15-B246-7CE6CE03C156},-71.092419883999980,42.278934261000074,14 (STREET_FEA 1651),STREET_FEA 1651,68,derived_50_100_ft,boston-sam,57701,19-21 Fessenden St,Fessenden St,42.27876223,-71.09251788,Blue Hill Avenue & Fessenden Street,209,nearest_address
11711,10HH18,Fottler Rd,14 Fottler Rd,IS,,1008740090,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1707; METERED_FL=U; PLACEMENT=MIGRATED,10HH18,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1236211200000,{EAB45585-EEF5-553A-91BD-A06F5C582778},-71.095276230999957,42.278607704000081,674 (STREET_FEA 4349),STREET_FEA 4349,71,derived_50_100_ft,boston-sam,165395,14 Fottler Rd,Fottler Rd,42.27870615,-71.09505012,Fottler Road & Walk Hill Street,41,nearest_address
11744,8JH16,River St,121 River St,IS,694224000000,810740043,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2258; METERED_FL=U; PLACEMENT=MIGRATED,8JH16,,,MH,MH929,1970,,,,1,,1177632000000,blundonr,1255478400000,{6526DC74-6127-5C01-85A9-A665A869A40F},-71.076151502999949,42.271595440000056,121 (STREET_FEA 3604),STREET_FEA 3604,62,derived_50_100_ft,boston-sam,116340,121 River St,River St,42.27175866,-71.07609059,Idaho Street & River Street,45,nearest_address
11778,9JH148,Avondale St,38 Avondale St,IS,,910740098,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2348; METERED_FL=U; PLACEMENT=MIGRATED,9JH148,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{2233B777-A2C1-5A7D-AB4E-ED7278AE2B81},-71.068819312999949,42.275091923000048,38 (STREET_FEA 365),STREET_FEA 365,35,derived_0_50_ft,boston-sam,7294,38 Avondale St,Avondale St,42.27515866,-71.06891059,Avondale Street & Mother Julia Road,97,nearest_address
11816,9IH64,Donwood Ter,10 Donwood Ter,IS,,909740099,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3588; METERED_FL=U; PLACEMENT=MIGRATED,9IH64,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1236211200000,{C114DBC9-4ABE-56C4-8B2D-C2E0F5623433},-71.084988626999973,42.274348817000032,10 (STREET_FEA 1354),STREET_FEA 1354,46,derived_0_50_ft,boston-sam,48077,10 Donwood Ter,Donwood Ter,42.27443866,-71.08487059,Donwood Terrace & Ridgeview Avenue,191,nearest_address
11830,9IH4,Babson St,37 Babson St,IS,,909740079,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2850; METERED_FL=U; PLACEMENT=MIGRATED,9IH4,,,KE,KEK81-A,1998,,,,1,,1177632000000,denapolipd,1231891200000,{5732223A-6EF4-5490-A7F8-5672269E885B},-71.092263880999951,42.274760805000028,45 (STREET_FEA 373),STREET_FEA 373,95,derived_50_100_ft,boston-sam,7444,37 Babson St,Babson St,42.27452122,-71.09240354,Babson Street & Crossman Street,264,nearest_address
11853,9IH98,Woodruff Way,66-68 Woodruff Way,IS,,909740101,,,GIS,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=3604; METERED_FL=U; PLACEMENT=MIGRATED,9IH98,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244419200000,{7E6FFFD7-10F4-5415-8735-6AFC2DACCBC8},-71.081309450999981,42.274282082000070,249 (STREET_FEA 2733),STREET_FEA 2733,85,derived_50_100_ft,boston-sam,342109,66-68 Woodruff Way,Woodruff Way,42.27447467,-71.08112940,Woodbole Avenue & Woodruff Way,482,nearest_address
11867,10IH68,Leston St,27 Leston St,IS,,1009740043,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4634; METERED_FL=U; PLACEMENT=MIGRATED,10IH68,,,MU,MUCENT,2003,,,,1,,1177632000000,palaciolv,1236211200000,{A480B0E9-118A-5A90-9CE5-C66118C01FC8},-71.090839826999968,42.282669806000058,26 OPP (STREET_FEA 2521),STREET_FEA 2521,36,derived_0_50_ft,boston-sam,167029,27 Leston St,Leston St,42.28273748,-71.09093706,Landor Road & Leston Street,225,nearest_address
11875,8IH68,Ledgebrook Rd,15 Ledgebrook Rd,IS,,809740070,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3948; METERED_FL=U; PLACEMENT=MIGRATED,8IH68,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1237420800000,{0699C56B-0A1D-58E6-AF8A-85C0FC8BA1A9},-71.083439851999970,42.270102590000079,15 (STREET_FEA 2489),STREET_FEA 2489,35,derived_0_50_ft,boston-sam,84800,15 Ledgebrook Rd,Ledgebrook Rd,42.27010866,-71.08357059,Ledgebrook Road & Southmere Road,70,nearest_address
11897,8HH146,Blue Hill Ave,1578 Blue Hill Ave,IS,,808740086,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=373; METERED_FL=U; PLACEMENT=MIGRATED,8HH146,,,MU,MUCENT,2005,,,,1,,1177632000000,denapolipd,1231891200000,{4B9CCC6C-2018-507E-91A9-C63C4D936D9D},-71.093277766999961,42.270050574000038,1576 (STREET_FEA 567),STREET_FEA 567,36,derived_0_50_ft,boston-sam,448809,1578 Blue Hill Ave,Blue Hill Ave,42.27012488,-71.09318803,Babson Street & Blue Hill Avenue,89,nearest_address
11959,9GH82,Harvard St,1000 Harvard St,IS,,907740040,,,GIS,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=1212; METERED_FL=U; PLACEMENT=MIGRATED,9GH82,,,KE,KEK81-A,2008,,,,1,,1177632000000,blundonr,1255564800000,{C964A345-E016-540C-B184-D50A09F174BC},-71.107871643999943,42.275686452000059,1000-1018 (STREET_FEA 2053),STREET_FEA 2053,128,derived_100_150_ft,boston-sam,70751,1000 Harvard St,Harvard St,42.27563866,-71.10740060,Canaan Street & Livermore Street,450,nearest_address
12034,9IH114,Standard St,103-105 Standard St,IS,,909740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4613; METERED_FL=U; PLACEMENT=MIGRATED,9IH114,,,MU,MUCENT,1992,,,,1,,1177632000000,palaciolv,1236211200000,{9CED9CD2-14E7-5086-BE8C-80A12C1CFC44},-71.080427806999978,42.275270802000080,105-103 (STREET_FEA 3983),STREET_FEA 3983,39,derived_0_50_ft,boston-sam,342401,103-105 Standard St,Standard St,42.27520308,-71.08031628,Standard Street & Woodbole Avenue,99,nearest_address
12050,8IH86,River St,224-226 River St,IS,,809740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1417; METERED_FL=U; PLACEMENT=MIGRATED,8IH86,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1237420800000,{A490FF21-12E7-5833-845B-2E31AD3321EC},-71.080427671999985,42.271441725000045,224 OPP (STREET_FEA 3604),STREET_FEA 3604,85,derived_50_100_ft,boston-sam,116561,224-226 River St,River St,42.27120866,-71.08044059,Duxbury Road & River Street,42,nearest_address
12051,7HH118,Topalian St,21 Topalian St,IS,,708740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3604; METERED_FL=U; PLACEMENT=MIGRATED,7HH118,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1231804800000,{022B755D-B5FD-5357-BAF4-1C177DB415CB},-71.096973110999954,42.265530208000030,21 OPP (STREET_FEA 4190),STREET_FEA 4190,64,derived_50_100_ft,boston-sam,136212,21 Topalian St,Topalian St,42.26539865,-71.09713060,Edgewater Drive & Topalian Street,182,nearest_address
12067,10HH88,Outlook Rd,19 Outlook Rd,IS,1249344000000,1008740024,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2159; METERED_FL=U; PLACEMENT=MIGRATED,10HH88,,,MU,MUCENT,1991,,,,1,,1177632000000,orrda,1288656000000,{7D88EA55-E184-56A5-9561-ED1C19A90D10},-71.094571315999985,42.282625583000026,19 (STREET_FEA 3182),STREET_FEA 3182,49,derived_0_50_ft,boston-sam,106123,19 Outlook Rd,Outlook Rd,42.28269866,-71.09442060,Hillsboro Road & Outlook Road,325,nearest_address
12139,11HH80,Hummingbird Ln,1 Hummingbird Ln,IS,1249516800000,1108740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4184; METERED_FL=U; PLACEMENT=mulline,11HH80,,,U,U,,,,,1,,1247616000000,dorleansr,1277078400000,{68600CE4-B4EC-5542-8F4F-A2A3DAA2E5A0},-71.095637045999979,42.289022086000045,STREET_FEA 3409,STREET_FEA 3409,103,derived_100_150_ft,boston-sam,172746,1 Hummingbird Ln,Hummingbird Ln,42.28920399,-71.09534530,Hummingbird Lane & Lark Drive,126,nearest_address
12164,8HH164,Blue Hill Ave,1509-1517 Blue Hill Ave,IS,,808740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4615; METERED_FL=U; PLACEMENT=MIGRATED,8HH164,,,US,USMET250,1989,,,,1,,1177632000000,denapolipd,1231891200000,{8AFDFC44-0F1B-543C-A0D0-325B0657B727},-71.093811193999954,42.272381006000046,1509-1517 (STREET_FEA 567),STREET_FEA 567,22,derived_0_50_ft,boston-sam,16298,1509-1517 Blue Hill Ave,Blue Hill Ave,42.27238866,-71.09389060,Blue Hill Avenue & Fremont Street,203,nearest_address
12170,10HH34,Walk Hill St,562 Walk Hill St,IS,,1008740103,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2053; METERED_FL=U; PLACEMENT=MIGRATED,10HH34,,,MU,MUCENT,2005,,,,1,,1177632000000,palaciolv,1236211200000,{657E0E83-5763-58C9-B269-6D0ADECBF0EF},-71.098831958999938,42.281967098000052,566 (STREET_FEA 4349),STREET_FEA 4349,55,derived_50_100_ft,boston-sam,141655,562 Walk Hill St,Walk Hill St,42.28211866,-71.09885060,Hazleton Street & Westmore Road,224,nearest_address
12183,8HH30,Richmere Rd,59 Richmere Rd,IS,770428800000,808740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1913; METERED_FL=U; PLACEMENT=MIGRATED,8HH30,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1231891200000,{2EF052FF-7283-520F-A6D1-475FA12E9584},-71.101944440999944,42.268686285000058,53 (STREET_FEA 3575),STREET_FEA 3575,45,derived_0_50_ft,boston-sam,115730,59 Richmere Rd,Richmere Rd,42.26868865,-71.10211060,Greenfield Road & Rosebery Road,302,nearest_address
12191,10IH52,Woolson St,15 Woolson St,IS,,1009740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2521; METERED_FL=U; PLACEMENT=MIGRATED,10IH52,,,DA,ADB-84-B,1990,,,,1,,1177632000000,dorleansr,1236038400000,{AE8C545F-1549-569D-97E2-29CFDAC52389},-71.091233243999966,42.281999051000071,15 (STREET_FEA 4634),STREET_FEA 4634,35,derived_0_50_ft,boston-sam,152124,15 Woolson St,Woolson St,42.28195866,-71.09135060,Leston Street & Woolson Street,40,nearest_address
12194,10IH56,Woolson St,51 Woolson St,IS,,1009740096,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4085; METERED_FL=U; PLACEMENT=MIGRATED,10IH56,,,US,USSEN,1985,,,,1,,1177632000000,blundonr,1255478400000,{00D91A48-3F31-588C-A57A-F883774185E0},-71.089627600999961,42.281254338000053,52 OPP (STREET_FEA 4634),STREET_FEA 4634,24,derived_0_50_ft,boston-sam,152145,51 Woolson St,Woolson St,42.28121559,-71.08970146,Sutton Street & Woolson Street,50,nearest_address
12204,8IH56,River St,303 River St,IS,,809740046,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3588; METERED_FL=U; PLACEMENT=MIGRATED,8IH56,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1237420800000,{441CFD8D-D648-530A-A3F8-3B3291F61804},-71.085915690999968,42.270857700000079,303 (STREET_FEA 3604),STREET_FEA 3604,49,derived_0_50_ft,boston-sam,116574,303 River St,River St,42.27098866,-71.08588059,Ridgeview Avenue & River Street,145,nearest_address
12214,8HH92,Favre St,14-16 Favre St,IS,1005868800000,808740045,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1212; METERED_FL=U; PLACEMENT=MIGRATED,8HH92,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1231891200000,{2F43D8F7-3172-5DA2-88AB-DD289DF768AB},-71.100200225999970,42.271027527000058,15 OPP (STREET_FEA 1623),STREET_FEA 1623,51,derived_50_100_ft,boston-sam,56746,14-16 Favre St,Favre St,42.27115866,-71.10027060,Cummins Highway & Favre Street,235,nearest_address
