objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
11649,9EH22,Bellevue Hill Rd,19 Bellevue Hill Rd,IS,,905740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4027; METERED_FL=U; PLACEMENT=MIGRATED,9EH22,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1237507200000,{52579C84-DDA8-5922-A6A0-96B3FA2DA3F1},-71.142492325999967,42.277823422000040,19 (STREET_FEA 487),STREET_FEA 487,61,derived_50_100_ft,boston-sam,13980,19 Bellevue Hill Rd,Bellevue Hill Rd,42.27791865,-71.14268061,Bellevue Hill Road & Stratford Street,163,nearest_address
11650,6DH38,Edgemere Rd,74 Edgemere Rd,IS,,604740046,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4222; METERED_FL=U; PLACEMENT=MIGRATED,6DH38,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1236643200000,{09FCBA2C-0C05-5C8B-9322-1F8F156C79B7},-71.153030497999964,42.260204488000056,74 (STREET_FEA 1444),STREET_FEA 1444,40,derived_0_50_ft,boston-sam,51138,74 Edgemere Rd,Edgemere Rd,42.26029865,-71.15295062,Edgemere Road & Trevore Street,23,nearest_address
11665,7CH52,Glenellen Rd,135 Glenellen Rd,IS,,703740035,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1595; METERED_FL=U; PLACEMENT=MIGRATED,7CH52,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1240790400000,{BA04CD74-F3DD-5B58-9758-842619041D59},-71.164027799999985,42.265659467000035,135 (STREET_FEA 1840),STREET_FEA 1840,33,derived_0_50_ft,boston-sam,64322,135 Glenellen Rd,Glenellen Rd,42.26570865,-71.16413062,Fairlane Road & Glenellen Road,112,nearest_address
11669,7DH2,Freeman Ave,42 Freeman Ave,IS,,704740057,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1740; METERED_FL=U; PLACEMENT=MIGRATED,7DH2,,,US,USMET250,1990,,,,1,,1177632000000,blundonr,1255478400000,{4AEDB5E3-8B96-5481-8D65-EF03FFFD2813},-71.157567669999935,42.263535029000025,175 OPP (STREET_FEA 1948),STREET_FEA 1948,43,derived_0_50_ft,boston-sam,60819,42 Freeman Ave,Freeman Ave,42.26360865,-71.15744062,Freeman Avenue & Grove Street,80,nearest_address
11677,7CH80,Dana Rd,16 Dana Rd,IS,,703740039,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2685; METERED_FL=U; PLACEMENT=MIGRATED,7CH80,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240790400000,{0919ECF3-FDD4-542C-AB09-133081BD169C},-71.162213692999956,42.265557286000046,16 OPP (STREET_FEA 1251),STREET_FEA 1251,63,derived_50_100_ft,boston-sam,46071,16 Dana Rd,Dana Rd,42.26551881,-71.16198591,Dana Road & Maple Road,35,nearest_address
11710,11DH176,Centre St,1890-1896 Centre St,IS,997056000000,1104740125,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2064; METERED_FL=U; PLACEMENT=MIGRATED,11DH176,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{93013AED-4ECA-5122-91FB-2E6036E412E4},-71.155813186999978,42.285570874000030,1880-1898 (STREET_FEA 886),STREET_FEA 886,37,derived_0_50_ft,boston-sam,27750,1890-1896 Centre St,Centre St,42.28548866,-71.15573062,Centre Street & Hastings Street,40,nearest_address
11718,8CH62,Northdale Rd,30 Northdale Rd,IS,,803740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3201; METERED_FL=U; PLACEMENT=MIGRATED,8CH62,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1240876800000,{2BD1A101-1C26-50A3-B0A1-6E1AE6727CB5},-71.164009694999947,42.268295222000063,26-28 (STREET_FEA 3097),STREET_FEA 3097,29,derived_0_50_ft,boston-sam,438991,30 Northdale Rd,Northdale Rd,42.26826307,-71.16410644,Northdale Road & Paragon Road,54,nearest_address
11720,9BH18,VFW Pkwy,1245 VFW Pkwy,IS,,902740010,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1781; METERED_FL=U; PLACEMENT=MIGRATED,9BH18,,,MU,MUCENT,1992,,,,1,,1177632000000,denapolipd,1250467200000,{7AE7D1EB-8311-5608-A8C8-5541DF6B90BC},-71.172382136999943,42.277543583000067,1245 (STREET_FEA 4300),STREET_FEA 4300,80,derived_50_100_ft,boston-sam,140285,1245 VFW Pkwy,VFW Pkwy,42.27744865,-71.17265062,Gardner Street & Veterans of Foreign Wars Parkway,72,nearest_address
11733,9BH2,Charles Park Road,Near Charles Park Road & Gardner Street,IS,,902740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1781; METERED_FL=U; PLACEMENT=MIGRATED,9BH2,,,MU,MUCENT,2000,,,,1,,1177632000000,connorsm,1240876800000,{6D1E3DB2-48F7-588A-A083-35AFC40F23E4},-71.180002622999950,42.277832340000032,151 (STREET_FEA 3610),STREET_FEA 3610,404,intersection_preferred_150_plus_ft,boston-sam,116824,155 Rivermoor St,Rivermoor St,42.27855865,-71.17887062,Charles Park Road & Gardner Street,1267,nearest_intersection
11758,8BH34,VFW Pkwy,1440 VFW Pkwy,IS,,802740010,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=777; METERED_FL=U; PLACEMENT=MIGRATED,8BH34,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240963200000,{C5A812E9-5D59-5260-B335-426B79101707},-71.172005038999941,42.270578033000049,1440 (STREET_FEA 4300),STREET_FEA 4300,60,derived_50_100_ft,boston-sam,140292,1440 VFW Pkwy,VFW Pkwy,42.27057865,-71.17178062,Caledonian Avenue & Veterans of Foreign Wars Parkway,39,nearest_address
11766,8BH16,Spring Street,Near Spring Street & Veterans of Foreign Wars Parkway,IS,,802740008,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4300; METERED_FL=U; PLACEMENT=MIGRATED,8BH16,,,MU,MUCENT,2002,,,,1,,1177632000000,BlundoNR,1291248000000,{8A28237E-FAB9-556A-811F-49DD1D51ADDD},-71.173101078999935,42.271158602000071,STREET_FEA 669,STREET_FEA 669,170,intersection_preferred_150_plus_ft,boston-sam,140290,1435 VFW Pkwy,VFW Pkwy,42.27083865,-71.17264062,Spring Street & Veterans of Foreign Wars Parkway,149,nearest_intersection
11773,8BH8,VFW Pkwy,1465 VFW Pkwy,IS,,802740018,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=667; METERED_FL=U; PLACEMENT=MIGRATED,8BH8,,,MH,MH129,1974,,,,1,,1177632000000,blundonr,1255478400000,{AE3A8F8C-8437-532D-A977-A92FCB0F6308},-71.172176944999933,42.269419818000074,1465 (STREET_FEA 4300),STREET_FEA 4300,133,derived_100_150_ft,boston-sam,350480,1465 VFW Pkwy,VFW Pkwy,42.26905458,-71.17222178,Dedham Street & Veterans of Foreign Wars Parkway,183,nearest_address
11788,7CH8,VFW Pkwy,1630 VFW Pkwy,IS,,703740063,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=777; METERED_FL=U; PLACEMENT=MIGRATED,7CH8,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1240790400000,{AB4EA38A-AB69-548D-A896-2E95827954B3},-71.167959406999955,42.264859378000040,1650 (STREET_FEA 4300),STREET_FEA 4300,99,derived_50_100_ft,boston-sam,140327,1630 VFW Pkwy,VFW Pkwy,42.26502865,-71.16767062,Crosstown Avenue & Stimson Street,626,nearest_address
11792,5CH3,Carrolton Rd,56 Carrolton Rd,IS,,503740005,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3814; METERED_FL=U; PLACEMENT=MIGRATED,5CH3,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{FD321DA8-9D52-5F46-9280-498BDD226E91},-71.158125169999948,42.255431671000053,56 (STREET_FEA 825),STREET_FEA 825,50,derived_0_50_ft,boston-sam,26094,56 Carrolton Rd,Carrolton Rd,42.25556865,-71.15812062,Goethe Street & Schortmanns Terrace,438,nearest_address
11808,12CH50,Dwinell St,55 Dwinell St,IS,,1203740108,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=586; METERED_FL=U; PLACEMENT=MIGRATED,12CH50,,,KE,KEK81-A,1982,,,,1,,1177632000000,chalmersh,1240444800000,{7FDF8366-BCDC-5551-9070-6E5C3445E769},-71.162503607999952,42.290750900000035,55 (STREET_FEA 1419),STREET_FEA 1419,40,derived_0_50_ft,boston-sam,50463,55 Dwinell St,Dwinell St,42.29075866,-71.16265062,Bonair Street & Dwinell Street,28,nearest_address
11814,13CH4,Corey St,409 Corey St,IS,,1303740014,,,GPS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3417; METERED_FL=U; PLACEMENT=MIGRATED,13CH4,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1240444800000,{421351F0-C371-588A-9FD4-9DFE0C550C72},-71.168824103999953,42.298021264000056,STREET_FEA 1138,STREET_FEA 1138,109,derived_100_150_ft,boston-sam,347704,409 Corey St,Corey St,42.29802646,-71.16842092,Bryon Road & Westgate Road,1060,nearest_address
11818,12CH12,Newfield St,35 Newfield St,IS,754704000000,1203740126,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2462; METERED_FL=U; PLACEMENT=MIGRATED,12CH12,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1240444800000,{03FC16E8-4580-55E1-9311-C47588191AEE},-71.166261873999986,42.290007777000028,35 (STREET_FEA 3056),STREET_FEA 3056,55,derived_50_100_ft,boston-sam,102074,35 Newfield St,Newfield St,42.29003866,-71.16606062,Lasell Street & Newfield Street,172,nearest_address
11819,8DH6,Washington St,4935 Washington St,IS,,804740052,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=5386; METERED_FL=U; PLACEMENT=MIGRATED,8DH6,,,MU,MUCENT,2004,,,,1,,1177632000000,connorsm,1240876800000,{B2F23B4A-69A6-5758-BE88-4FE3011DCA8B},-71.149626790999946,42.268292522000081,4945 (STREET_FEA 4401),STREET_FEA 4401,112,derived_100_150_ft,boston-sam,145403,4935 Washington St,Washington St,42.26858865,-71.14951061,Carol Circle & Washington Street,142,nearest_address
11847,9CH16,Moville St,50 Moville St,IS,933897600000,903740080,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2881; METERED_FL=U; PLACEMENT=MIGRATED,9CH16,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1271808000000,{2BFC4508-EF59-56EB-AACB-0A7B50CE19F1},-71.170211973999983,42.275433422000049,50 (STREET_FEA 2968),STREET_FEA 2968,49,derived_0_50_ft,boston-sam,99183,50 Moville St,Moville St,42.27541865,-71.17003062,Moloney Street & Moville Street,292,nearest_address
11850,9CH138,Bogandale Rd,46 Bogandale Rd,IS,,903740163,,,U,,,,,PRIV,SERVICE_AR=SEH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,9CH138,,,U,U,,,,,1,,1239926400000,blundonr,1244419200000,{7B04F8E6-3962-59C4-BD2E-42DA22AD2F08},-71.157765672999972,42.275564576000079,101 (STREET_FEA 3769),STREET_FEA 3769,132,derived_100_150_ft,boston-sam,16739,46 Bogandale Rd,Bogandale Rd,42.27547865,-71.15824062,Churchill Road & Saint Theresa Avenue,603,nearest_address
11860,12EH92,Weld St,183 Weld St,IS,1160611200000,1205740038,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2922; METERED_FL=U; PLACEMENT=MIGRATED,12EH92,,,MU,MUCENT,1998,,,,1,,1177632000000,blundonr,1235779200000,{B36736D4-E935-5F56-8D63-88710F00BA78},-71.140177578999953,42.293702781000036,183 (STREET_FEA 4430),STREET_FEA 4430,40,derived_0_50_ft,boston-sam,147074,183 Weld St,Weld St,42.29377866,-71.14007061,Morey Road & Weld Street,45,nearest_address
11863,12EH174,Weld St,175 Weld St,IS,675734400000,1205740173,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=225; METERED_FL=U; PLACEMENT=denapolipd,12EH174,,,MU,MUCENT,1991,,,,1,,1193184000000,blundonr,1235779200000,{508CACA5-520A-5098-ADE9-3C4BBD4E6443},-71.139284295999971,42.293737926000063,175 (STREET_FEA 4430),STREET_FEA 4430,60,derived_50_100_ft,boston-sam,147068,175 Weld St,Weld St,42.29388866,-71.13937061,Alward Road & Weld Street,50,nearest_address
11864,12DH187,Garth Rd,56 Garth Rd,IS,859852800000,1204740187,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1787; METERED_FL=U; PLACEMENT=MIGRATED,12DH187,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{30200E14-D1CA-5061-92FB-973C4A2A6542},-71.154089299999953,42.289989533000039,117 OPP (STREET_FEA 4550),STREET_FEA 4550,41,derived_0_50_ft,boston-sam,62939,56 Garth Rd,Garth Rd,42.28998866,-71.15424062,Garth Road & Willow Street,35,nearest_address
11866,10DH102,Park St,201 Park St,IS,,1004740035,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=5538; METERED_FL=U; PLACEMENT=MIGRATED,10DH102,,,US,USSEN,1985,,,,1,,1177632000000,palaciolv,1236211200000,{37C9B88A-3B5D-5058-99A6-B1C4102A4E63},-71.151623895999933,42.282682849000025,201 (STREET_FEA 3215),STREET_FEA 3215,54,derived_50_100_ft,boston-sam,107473,201 Park St,Park St,42.28253866,-71.15167062,Park Street & Perabo Terrace,99,nearest_address
11868,10DH42,Centre St,1952-1954 Centre St,IS,997056000000,1004740015,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5271; METERED_FL=U; PLACEMENT=MIGRATED,10DH42,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1236211200000,{09A8395E-84AA-5F1F-8146-DF5F704999A4},-71.156954522999968,42.283396519000064,1961 OPP (STREET_FEA 886),STREET_FEA 886,30,derived_0_50_ft,boston-sam,163093,1952-1954 Centre St,Centre St,42.28342595,-71.15685176,Bellevue Street & Bird Place,113,nearest_address
11877,13EH4,Morey Rd,37 Morey Rd,IS,1160611200000,1305740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4311; METERED_FL=U; PLACEMENT=MIGRATED,13EH4,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1235779200000,{61B9BEF9-EDF5-5B27-BD50-D760222B0DD5},-71.141304472999934,42.295038858000055,37 (STREET_FEA 2922),STREET_FEA 2922,37,derived_0_50_ft,boston-sam,97458,37 Morey Rd,Morey Rd,42.29513866,-71.14128061,Morey Road & Vincent Road,115,nearest_address
11894,13DH43,Parklawn Rd,102 Parklawn Rd,IS,,1304740040,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4300; METERED_FL=U; PLACEMENT=blundonr,13DH43,,,MU,MUCENT,1996,,,,1,,1247616000000,chings,1456358400000,{D1B0B41E-7E1D-5181-BBFC-5783BD16243C},-71.145934813999986,42.296032743000069,102 (STREET_FEA 96),STREET_FEA 96,66,derived_50_100_ft,boston-sam,108010,102 Parklawn Rd,Parklawn Rd,42.29602866,-71.14618062,West Roxbury Parkway & West Roxbury VFW Parkway Rotary,79,nearest_address
11917,10CH22,Cotuit St,25 Cotuit St,IS,1210723200000,1003740023,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=384; METERED_FL=U; PLACEMENT=MIGRATED,10CH22,,,KE,KEK81-A,2008,,,,1,,1177632000000,chalmersh,1273622400000,{C3452700-5C0D-5307-8959-5597BC4CA7E4},-71.170428123999955,42.283205844000065,25 (STREET_FEA 1159),STREET_FEA 1159,45,derived_0_50_ft,boston-sam,43776,25 Cotuit St,Cotuit St,42.28328865,-71.17055062,Baker Street & Cotuit Street,275,nearest_address
11929,9DH124,Larkhill Rd,5 Larkhill Rd,IS,,904740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2426; METERED_FL=U; PLACEMENT=MIGRATED,9DH124,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1237420800000,{52D3564A-A163-5C6C-A777-1EF0B5F9C98C},-71.147719028999973,42.276301337000064,5 (STREET_FEA 2460),STREET_FEA 2460,35,derived_0_50_ft,boston-sam,84115,5 Larkhill Rd,Larkhill Rd,42.27625865,-71.14760062,Lagrange Street & Larkhill Road,229,nearest_address
11940,12CH62,Vermont St,21 Vermont St,IS,,1203740122,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1138; METERED_FL=U; PLACEMENT=MIGRATED,12CH62,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{054F6714-9CC4-55F7-B76F-D4A96BDDCD07},-71.160951606999959,42.290395381000053,21 (STREET_FEA 4289),STREET_FEA 4289,46,derived_0_50_ft,boston-sam,139982,21 Vermont St,Vermont St,42.29043866,-71.16111062,Vermont Street & Vesper Street,113,nearest_address
11956,13DH44,Garnet Rd,91 Garnet Rd,IS,,1304740041,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1610; METERED_FL=U; PLACEMENT=blundonr,13DH44,,,MU,MUCENT,1992,,,,1,,1247616000000,blundonr,1249430400000,{B11AF8E0-2516-5732-B857-FBA952F251E1},-71.157587191999937,42.295127474000026,91 (STREET_FEA 1785),STREET_FEA 1785,40,derived_0_50_ft,boston-sam,62821,91 Garnet Rd,Garnet Rd,42.29516866,-71.15745062,Farmington Road & Garnet Road,39,nearest_address
11962,13CH2,Corey St,367 Corey St,IS,,1303740035,,,GPS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1765; METERED_FL=U; PLACEMENT=MIGRATED,13CH2,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1240444800000,{6F874EFA-901C-5FF2-9D17-7D8B6A01B80A},-71.165444601999980,42.295034084000065,367 OPP (STREET_FEA 1138),STREET_FEA 1138,84,derived_50_100_ft,boston-sam,42821,367 Corey St,Corey St,42.29510866,-71.16515062,Corey Street & Furbush Road,38,nearest_address
11963,8CH129,Gould St,44 Gould St,IS,,803740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2468; METERED_FL=U; PLACEMENT=blundonr,8CH129,,,MU,MUCENT,1992,,,,1,,1247616000000,denapolipd,1250467200000,{B1E0189C-85BF-5433-820D-00EEE7B28BEC},-71.168419222999944,42.271487338000043,44 (STREET_FEA 1880),STREET_FEA 1880,82,derived_50_100_ft,boston-sam,65580,44 Gould St,Gould St,42.27166865,-71.16860062,Gould Street & Laurie Avenue,25,nearest_address
11972,12CH92,Cricket Ln,20 Cricket Ln,IS,,1203740001,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2492; METERED_FL=U; PLACEMENT=MIGRATED,12CH92,,,MU,MUCENT,1991,,,,1,,1177632000000,chalmersh,1240358400000,{2D6D428C-9E67-5290-9315-61C046332C49},-71.163486488999979,42.294817494000029,20 (STREET_FEA 1190),STREET_FEA 1190,44,derived_0_50_ft,boston-sam,44404,20 Cricket Ln,Cricket Ln,42.29492866,-71.16355062,Cricket Lane & Ledgewood Road,219,nearest_address
11982,8CH26,Hemlock Rd,15 Hemlock Rd,IS,,803740043,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=528; METERED_FL=U; PLACEMENT=MIGRATED,8CH26,,,MU,MUCENT,1993,,,,1,,1177632000000,connorsm,1240963200000,{CEE330C1-55F5-526D-AEFE-C7DB2C928769},-71.169849250999960,42.271125631000075,15 (STREET_FEA 2104),STREET_FEA 2104,41,derived_0_50_ft,boston-sam,72732,15 Hemlock Rd,Hemlock Rd,42.27122865,-71.16991062,Billings Street & Hemlock Road,42,nearest_address
11989,12DH168,Parklawn Rd,48 Parklawn Rd,IS,859852800000,1204740033,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3228; METERED_FL=U; PLACEMENT=MIGRATED,12DH168,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{E98FEF3C-CBC0-523E-BDED-B90437257804},-71.146660826999948,42.293795746000058,340 (STREET_FEA 4430),STREET_FEA 4430,54,derived_50_100_ft,boston-sam,108025,48 Parklawn Rd,Parklawn Rd,42.29364866,-71.14669062,Parklawn Road & Weld Street,68,nearest_address
12008,11CH80,Atlantis St,50 Atlantis St,IS,976838400000,1103740012,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4300; METERED_FL=U; PLACEMENT=MIGRATED,11CH80,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{85657E48-0B66-5EB8-B223-EDB53CEFDF71},-71.169538477999936,42.289300973000024,50 (STREET_FEA 343),STREET_FEA 343,34,derived_0_50_ft,boston-sam,6396,50 Atlantis St,Atlantis St,42.28921866,-71.16960062,Atlantis Street & Veterans of Foreign Wars Parkway,59,nearest_address
12014,7CH110,Overlook Rd,30 Overlook Rd,IS,,703740111,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3896; METERED_FL=U; PLACEMENT=MIGRATED,7CH110,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{A4EACE2B-A023-567F-B5EA-081C0C19326F},-71.157885714999964,42.262509106000039,30 OPP (STREET_FEA 3184),STREET_FEA 3184,60,derived_50_100_ft,boston-sam,106147,30 Overlook Rd,Overlook Rd,42.26239865,-71.15772062,Overlook Road & Short Road,194,nearest_address
12022,7CH94,Stimson Rd,2 Stimson Rd,IS,,703740118,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1251; METERED_FL=U; PLACEMENT=MIGRATED,7CH94,,,US,USMET250,1991,,,,1,,1177632000000,connorsm,1240963200000,{A43614FC-5277-53FD-9752-449A77515E54},-71.159456012999954,42.262218138000037,231 OPP (STREET_FEA 1153),STREET_FEA 1153,53,derived_50_100_ft,boston-sam,130634,2 Stimson Rd,Stimson Rd,42.26229865,-71.15929062,Cottage Road & Dana Road,57,nearest_address
12042,9CH54,Baker St,186-192 Baker St,IS,,903740061,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=384; METERED_FL=U; PLACEMENT=MIGRATED,9CH54,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1240876800000,{E5B71DDD-FEDF-5FEE-ACEA-868DD7229BDC},-71.166834873999960,42.276133411000046,156-160 OP (STREET_FEA 3967),STREET_FEA 3967,120,derived_100_150_ft,boston-sam,7658,186-192 Baker St,Baker St,42.27601865,-71.16725062,Baker Street & Wycliff Avenue,96,nearest_address
12047,9CH121,Bogandale Rd,49 Bogandale Rd,IS,,903740087,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=886; METERED_FL=U; PLACEMENT=MIGRATED,9CH121,,,MU,MUCENT,1987,,,,1,,1177632000000,connorsm,1240876800000,{51D589CA-B268-5B46-B87C-5ABC2AE010C6},-71.158313482999972,42.275265959000080,49 (STREET_FEA 579),STREET_FEA 579,34,derived_0_50_ft,boston-sam,16741,49 Bogandale Rd,Bogandale Rd,42.27519865,-71.15840062,Cass Street & Centre Street,543,nearest_address
12053,11CH110,Potomac St,39 Potomac St,IS,,1103740133,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4657; METERED_FL=U; PLACEMENT=MIGRATED,11CH110,,,US,USMET250,1987,,,,1,,1177632000000,chalmersh,1240358400000,{784ED064-8A1C-54FA-A390-67D2B5D93B15},-71.162601340999970,42.285801234000076,58 OPP (STREET_FEA 3367),STREET_FEA 3367,72,derived_50_100_ft,boston-sam,112388,39 Potomac St,Potomac St,42.28584866,-71.16286062,Potomac Street & Yorktown Street,48,nearest_address
12062,9CH84,Jacqueline Rd,3 Jacqueline Rd,IS,694224000000,903740120,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=263; METERED_FL=U; PLACEMENT=MIGRATED,9CH84,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240876800000,{9E2AE593-5A48-5E97-9EB4-E988F392D2DD},-71.161845417999984,42.274013721000074,3 (STREET_FEA 2293),STREET_FEA 2293,45,derived_0_50_ft,boston-sam,79241,3 Jacqueline Rd,Jacqueline Rd,42.27412865,-71.16178062,Acacia Road & Ansonia Road,86,nearest_address
12073,8CH125,Wedgemere Rd,22 Wedgemere Rd,IS,,803740126,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=886; METERED_FL=U; PLACEMENT=MIGRATED,8CH125,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{3C7B2AE1-FC20-514C-B60A-BF95DD9838CD},-71.160361121999983,42.271623652000073,22 (STREET_FEA 4424),STREET_FEA 4424,34,derived_0_50_ft,boston-sam,146986,22 Wedgemere Rd,Wedgemere Rd,42.27168865,-71.16027062,Centre Lane & Waverly Road,295,nearest_address
12086,9CH134,Alaric Ter,10 Alaric Ter,IS,,903740046,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=153; METERED_FL=U; PLACEMENT=MIGRATED,9CH134,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240876800000,{7A610861-9256-58DC-B995-2FC3A2CAC12B},-71.162160375999974,42.276671916000055,11 OPP (STREET_FEA 154),STREET_FEA 154,42,derived_0_50_ft,boston-sam,457942,10 Alaric Ter,Alaric Ter,42.27662802,-71.16201530,Alaric Street & Alaric Terrace,144,nearest_address
12090,7DH29,Kershaw Rd,7 Kershaw Rd,IS,,704740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4401; METERED_FL=U; PLACEMENT=MIGRATED,7DH29,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{DD1BC043-899F-5016-8A53-9DFECCE4C775},-71.154065667999987,42.264938618000031,15 OPP (STREET_FEA 2387),STREET_FEA 2387,42,derived_0_50_ft,boston-sam,81440,7 Kershaw Rd,Kershaw Rd,42.26497865,-71.15392062,Kershaw Road & Washington Street,168,nearest_address
12096,8DH2,Washington St,4965 Washington St,IS,,804740055,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=69; METERED_FL=U; PLACEMENT=MIGRATED,8DH2,,,US,USMET250,1985,,,,1,,1177632000000,blundonr,1255478400000,{3BF09F27-C6F6-50D7-88EE-D6624C2505C7},-71.150198569999986,42.267707485000074,4965 (STREET_FEA 4401),STREET_FEA 4401,97,derived_50_100_ft,boston-sam,145406,4965 Washington St,Washington St,42.26796865,-71.15027062,Washington Street & West Boundary Road,13,nearest_address
