objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
7080,6DH94,Fensmere Rd,2 Fensmere Rd,IS,,604740019,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4530; METERED_FL=U; PLACEMENT=MIGRATED,6DH94,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{77EBE8EA-6976-570D-A752-9490906232A8},-71.150368131999983,42.261236869000072,30 BACK (STREET_FEA 1638),STREET_FEA 1638,79,derived_50_100_ft,boston-sam,356011,2 Fensmere Rd,Fensmere Rd,42.26121465,-71.15065899,Running Brook Road & Woodley Avenue,366,nearest_address
7083,12DH52,Rickerhill Rd,6 Rickerhill Rd,IS,912470400000,1204740023,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2678; METERED_FL=U; PLACEMENT=MIGRATED,12DH52,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{D911C9EE-CAB0-5287-9E68-9C2B9F8772E1},-71.154718127999956,42.294016389000035,6 (STREET_FEA 3582),STREET_FEA 3582,34,derived_0_50_ft,boston-sam,115889,6 Rickerhill Rd,Rickerhill Rd,42.29409866,-71.15478062,Brucewood Street & Rickerhill Road,101,nearest_address
7100,7DH64,Stearns Rd,23 Stearns Rd,IS,1022889600000,704740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4401; METERED_FL=U; PLACEMENT=MIGRATED,7DH64,,,MU,MUCENT,2002,,,,1,,1177632000000,connorsm,1237852800000,{08D5D224-3D8C-541D-A2CA-F553C4027AAA},-71.153129237999963,42.266250367000055,23 (STREET_FEA 4001),STREET_FEA 4001,34,derived_0_50_ft,boston-sam,130445,23 Stearns Rd,Stearns Rd,42.26632865,-71.15306062,Stearns Road & Washington Street,277,nearest_address
7117,8DH155,Washington St,4975 Washington St,IS,,804740061,,,U,,,,,PRIV,SERVICE_AR=SEH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,8DH155,,,U,U,,,,,1,,1239926400000,blundonr,1244419200000,{0AE3B75A-A3CF-50B7-84F5-2012755AA6BC},-71.151097204999985,42.267806278000080,4971 (STREET_FEA 4401),STREET_FEA 4401,71,derived_50_100_ft,boston-sam,145407,4975 Washington St,Washington St,42.26799865,-71.15106062,Washington Street & West Boundary Road,243,nearest_address
7130,9CH10,Spring St,223 Spring St,IS,,903740112,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2924; METERED_FL=U; PLACEMENT=MIGRATED,9CH10,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240876800000,{7DEFD28B-1DF9-574C-921E-D9CA815A4451},-71.169293034999953,42.274325499000042,223 (STREET_FEA 3967),STREET_FEA 3967,53,derived_50_100_ft,boston-sam,129567,223 Spring St,Spring St,42.27447165,-71.16928562,Spring Street & Webster Street,39,nearest_address
7140,11CH78,Atlantis St,18 Atlantis St,IS,723168000000,1103740034,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2462; METERED_FL=U; PLACEMENT=MIGRATED,11CH78,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{3F6FF53A-2BF8-51B4-802D-1CED7395A233},-71.168580477999967,42.288497740000025,18 (STREET_FEA 343),STREET_FEA 343,39,derived_0_50_ft,boston-sam,6386,18 Atlantis St,Atlantis St,42.28844866,-71.16871062,Atlantis Street & Lasell Street,220,nearest_address
7150,8CH38,Belle Ave,89 Belle Ave,IS,,803740073,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1880; METERED_FL=U; PLACEMENT=MIGRATED,8CH38,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{AD301DEB-EDA8-5B33-9502-6F80FC2D71CE},-71.166215953999938,42.270161123000037,89 (STREET_FEA 483),STREET_FEA 483,55,derived_50_100_ft,boston-sam,13834,89 Belle Ave,Belle Ave,42.27020865,-71.16641062,Belle Avenue & Gould Street,334,nearest_address
7170,10BH51,Charles Park Road,Near Charles Park Road & Gardner Street,IS,,1002740066,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=BlundoNR,10BH51,,,U,U,1965,,,,1,,1322006400000,BlundoNR,1322006400000,{8484B747-6B4C-51A9-8CB1-18E06C761F0D},-71.177746525999964,42.279497109000033,99 (STREET_FEA 0),STREET_FEA 0,309,intersection_preferred_150_plus_ft,boston-sam,116828,99 Rivermoor St,Rivermoor St,42.27914865,-71.17670063,Charles Park Road & Gardner Street,598,nearest_intersection
7188,10DH148,West Roxbury Pkwy,651 West Roxbury Pkwy,IS,1069027200000,1004740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3271; METERED_FL=U; PLACEMENT=MIGRATED,10DH148,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1236211200000,{315BF18C-5254-5AD1-8DF7-079456841F80},-71.147413103999952,42.283023596000078,651 (STREET_FEA 96),STREET_FEA 96,53,derived_50_100_ft,boston-sam,119230,651 West Roxbury Pkwy,West Roxbury Pkwy,42.28310866,-71.14757062,Pelton Street & West Roxbury Parkway,32,nearest_address
7189,7DH16,De Soto Rd,18 De Soto Rd,IS,,704740082,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4401; METERED_FL=U; PLACEMENT=MIGRATED,7DH16,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1240963200000,{FE28F9D1-F9FB-56E3-ACCD-A8066FAD04F8},-71.154868014999977,42.262497633000066,18 (STREET_FEA 1324),STREET_FEA 1324,40,derived_0_50_ft,boston-sam,46785,18 De Soto Rd,De Soto Rd,42.26256845,-71.15475516,De Soto Road & Washington Street,188,nearest_address
7194,12DH46,Redlands Rd,109 Redlands Rd,IS,1036195200000,1204740144,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3816; METERED_FL=U; PLACEMENT=MIGRATED,12DH46,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{714E7CC2-29DD-500E-9029-4562D7667669},-71.153306402999988,42.290462603000037,109 (STREET_FEA 3539),STREET_FEA 3539,46,derived_0_50_ft,boston-sam,115025,109 Redlands Rd,Redlands Rd,42.29054866,-71.15318062,Redlands Road & Schirmer Road,66,nearest_address
7224,8DH149,Thrush St,6 Thrush St,IS,,804740029,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1947; METERED_FL=U; PLACEMENT=MIGRATED,8DH149,,,WA,WAWB67P,1987,,,,1,,1177632000000,chalmersh,1237161600000,{A5F4DE18-A6BB-59BD-B978-4EDE1D415145},-71.150419224999951,42.271129972000040,51 (STREET_FEA 5387),STREET_FEA 5387,66,derived_50_100_ft,boston-sam,344912,6 Thrush St,Thrush St,42.27098262,-71.15056359,Grouse Street & Heron Street,18,nearest_address
7244,9DH155,Latin Road,Near Latin Road & Saint Theresa Avenue,IS,,904740155,,,U,,,,,PRIV,SERVICE_AR=SEH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,9DH155,,,U,U,,,,,1,,1239926400000,blundonr,1244419200000,{4DB4C641-4652-5739-A44E-EFA1D976949A},-71.155622105999953,42.276211042000057,101 (STREET_FEA 3769),STREET_FEA 3769,241,intersection_preferred_150_plus_ft,boston-sam,84244,3 Latin Rd,Latin Rd,42.27679865,-71.15521062,Latin Road & Saint Theresa Avenue,176,nearest_intersection
7253,11CH134,Mount Vernon St,182 Mount Vernon St,IS,504921600000,1103740074,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1903; METERED_FL=U; PLACEMENT=MIGRATED,11CH134,,,US,USMET250,1986,,,,1,,1177632000000,blundonr,1255478400000,{4090DA44-1226-5722-AD87-90FF00C4C748},-71.163096446999987,42.287454273000037,182 (STREET_FEA 2962),STREET_FEA 2962,63,derived_50_100_ft,boston-sam,99031,182 Mount Vernon St,Mount Vernon St,42.28729866,-71.16320062,Grayfield Avenue & Mount Vernon Street,42,nearest_address
7264,9DH108,Lagrange St,95 Lagrange St,IS,,904740087,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3835; METERED_FL=U; PLACEMENT=MIGRATED,9DH108,,,DA,ADB-84-B,1990,,,,1,,1177632000000,connorsm,1240876800000,{F6C25403-D71F-546D-BA16-DAB688A5B49C},-71.146359486999984,42.275560599000073,95 (STREET_FEA 2426),STREET_FEA 2426,49,derived_0_50_ft,boston-sam,82951,95 Lagrange St,Lagrange St,42.27567865,-71.14627061,Lagrange Street & Searle Road,79,nearest_address
7268,11CH94,Libbey St,20 Libbey St,IS,1177545600000,1103740070,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2362; METERED_FL=U; PLACEMENT=MIGRATED,11CH94,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1238371200000,{BC2C6E03-1B71-551B-915B-A5E4A588CD3C},-71.166410347999943,42.287662718000036,16 (STREET_FEA 2540),STREET_FEA 2540,40,derived_0_50_ft,boston-sam,85890,20 Libbey St,Libbey St,42.28765866,-71.16656062,Keith Street & Libbey Street,173,nearest_address
7328,9DH1,Quail St,50 Quail St,IS,,904740116,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3769; METERED_FL=U; PLACEMENT=MIGRATED,9DH1,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1237507200000,{0E448361-BDD6-565C-A600-D3D02E9CD074},-71.155656839999949,42.274596027000030,STREET_FEA 3486,STREET_FEA 3486,58,derived_50_100_ft,boston-sam,347364,50 Quail St,Quail St,42.27443825,-71.15567389,Redgate Road & Saint Theresa Avenue,723,nearest_address
7336,13EH6,Veterans Of Foreign Wars Parkway,Near Veterans Of Foreign Wars Parkway & West Roxbury VFW Parkway Rotary,IS,,1305740026,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4311; METERED_FL=U; PLACEMENT=MIGRATED,13EH6,,,WA,WAWB67P,1987,,,,1,,1177632000000,blundonr,1255478400000,{86DF43D9-4C11-5796-AA07-75F3FAB88B94},-71.143866686999957,42.296269457000051,STREET_FEA 4300,STREET_FEA 4300,374,intersection_preferred_150_plus_ft,boston-sam,44149,31 Crehore Rd,Crehore Rd,42.29728866,-71.14405062,Veterans Of Foreign Wars Parkway & West Roxbury VFW Parkway Rotary,396,nearest_intersection
7389,9DH62,Lagrange St,300 Lagrange St,IS,,904740008,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=1649; METERED_FL=U; PLACEMENT=MIGRATED,9DH62,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1237420800000,{0B458FEA-A89F-5A4A-8553-14DFC146E2FD},-71.154747446999977,42.278257201000031,300 (STREET_FEA 2426),STREET_FEA 2426,54,derived_50_100_ft,boston-sam,82733,300 Lagrange St,Lagrange St,42.27811865,-71.15482062,Fernwood Road & Lagrange Street,34,nearest_address
7426,8CH123,Gould St,16 Gould St,IS,,803740124,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3967; METERED_FL=U; PLACEMENT=MIGRATED,8CH123,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1271808000000,{26FFD1F5-C90E-5623-BBC4-1DBCF21268D2},-71.170103870999981,42.272352879000039,16 (STREET_FEA 1880),STREET_FEA 1880,58,derived_50_100_ft,boston-sam,65565,16 Gould St,Gould St,42.27250865,-71.17006062,Gould Street & Spring Street,309,nearest_address
7438,9DH110,Searle Rd,7-9 Searle Rd,IS,,904740104,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2426; METERED_FL=U; PLACEMENT=MIGRATED,9DH110,,,MU,MUCENT,1993,,,,1,,1177632000000,denapolipd,1250467200000,{20169E5A-D185-5D72-8968-02EC8A612063},-71.146678672999940,42.275019314000076,7-9 (STREET_FEA 3835),STREET_FEA 3835,43,derived_0_50_ft,boston-sam,124083,7-9 Searle Rd,Searle Rd,42.27511665,-71.14676661,Lagrange Street & Searle Road,188,nearest_address
7442,12DH122,Ardmore Rd,7 Ardmore Rd,IS,,1204740167,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3903; METERED_FL=U; PLACEMENT=MIGRATED,12DH122,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{D62D8B8F-2637-589D-B749-BECEA17B6259},-71.148251190999986,42.289817417000052,7 (STREET_FEA 292),STREET_FEA 292,55,derived_50_100_ft,boston-sam,4708,7 Ardmore Rd,Ardmore Rd,42.28996866,-71.14826062,Ardmore Road & Theodore Parker Road,126,nearest_address
7460,7DH68,Weymouth Ave,37 Weymouth Ave,IS,,704740001,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4401; METERED_FL=U; PLACEMENT=MIGRATED,7DH68,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{C6F005EC-1259-52F6-BFAA-9D096E4344C0},-71.152969742999971,42.267168676000040,37 (STREET_FEA 4492),STREET_FEA 4492,66,derived_50_100_ft,boston-sam,149036,37 Weymouth Ave,Weymouth Ave,42.26733865,-71.15288062,Washington Street & Weymouth Avenue,461,nearest_address
7478,12EH140,Ledgedale Rd,5 Ledgedale Rd,IS,,1205740011,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=722; METERED_FL=U; PLACEMENT=MIGRATED,12EH140,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{DDEFBDFF-A783-5E4D-8F05-13D5FAE28105},-71.137839645999975,42.294688459000042,8 OPP (STREET_FEA 2490),STREET_FEA 2490,66,derived_50_100_ft,boston-sam,84813,5 Ledgedale Rd,Ledgedale Rd,42.29485866,-71.13776061,Buchanan Road & Ledgedale Road,139,nearest_address
7487,10DH132,Stratford St,151 Stratford St,IS,757382400000,1004740072,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3271; METERED_FL=U; PLACEMENT=MIGRATED,10DH132,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1236211200000,{72276AAE-3D27-5351-9AEF-CD4A6E9EE83D},-71.147855157999970,42.281508696000060,151 (STREET_FEA 4027),STREET_FEA 4027,51,derived_50_100_ft,boston-sam,131171,151 Stratford St,Stratford St,42.28142866,-71.14801062,Pelton Street & Stratford Street,275,nearest_address
7491,12DH64,Manthorne Rd,78 Manthorne Rd,IS,,1204740171,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3305; METERED_FL=U; PLACEMENT=MIGRATED,12DH64,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{83144862-0574-5BED-BC34-DAB5B883AA59},-71.151826412999981,42.289684127000044,74 (STREET_FEA 2678),STREET_FEA 2678,57,derived_50_100_ft,boston-sam,89179,78 Manthorne Rd,Manthorne Rd,42.28963866,-71.15203062,Manthorne Road & Pierpont Road,38,nearest_address
7494,8BH4,VFW Pkwy,1545 VFW Pkwy,IS,,802740023,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3967; METERED_FL=U; PLACEMENT=MIGRATED,8BH4,,,MU,MUCENT,2003,,,,1,,1177632000000,connorsm,1240963200000,{DF553C24-5843-5B36-BF7B-0A7A3AC21A96},-71.171874572999968,42.268609543000025,STREET_FEA 4300,STREET_FEA 4300,108,derived_100_150_ft,boston-sam,437619,1545 VFW Pkwy,VFW Pkwy,42.26834685,-71.17206290,Dedham Street & Veterans of Foreign Wars Parkway,124,nearest_address
7501,7DH10,Washington St,5165 Washington St,IS,441763200000,704740091,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1740; METERED_FL=U; PLACEMENT=MIGRATED,7DH10,,,US,USSEN,1983,,,,1,,1177632000000,blundonr,1255478400000,{9D328ECA-125B-5E1D-A509-37A50D2CD0CB},-71.156341905999966,42.262120700000025,5170 OPP (STREET_FEA 4401),STREET_FEA 4401,105,derived_100_150_ft,boston-sam,343026,5165 Washington St,Washington St,42.26240696,-71.15640146,Edgemere Road & Freeman Avenue,199,nearest_address
7502,9DH8,Redgate Rd,60 Redgate Rd,IS,,904740064,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3769; METERED_FL=U; PLACEMENT=MIGRATED,9DH8,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1237420800000,{87309B8B-299F-5281-B8D4-5D5DB6DD47C0},-71.154728126999942,42.276482748000035,60 (STREET_FEA 3538),STREET_FEA 3538,51,derived_50_100_ft,boston-sam,115017,60 Redgate Rd,Redgate Rd,42.27656865,-71.15458062,Redgate Road & Saint Theresa Avenue,53,nearest_address
7511,10EH10,West Roxbury Pkwy,743 West Roxbury Pkwy,IS,1069027200000,1005740153,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4603; METERED_FL=U; PLACEMENT=MIGRATED,10EH10,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1236124800000,{0FC71F45-E42B-5508-836C-3318FF3E58A8},-71.143874415999960,42.279960858000038,743 (STREET_FEA 487),STREET_FEA 487,97,derived_50_100_ft,boston-sam,119264,743 West Roxbury Pkwy,West Roxbury Pkwy,42.27969865,-71.14394061,West Roxbury Parkway & Woodard Road,85,nearest_address
7527,6DH10,Grove St,345 Grove St,IS,473385600000,604740087,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2314; METERED_FL=U; PLACEMENT=MIGRATED,6DH10,,,US,USMET250,,,,,1,,1177632000000,connorsm,1240790400000,{D8125C42-83D9-56EB-BF0F-595EBD41CE82},-71.156243257999961,42.257985579000035,345 OPP (STREET_FEA 1948),STREET_FEA 1948,60,derived_50_100_ft,boston-sam,67447,345 Grove St,Grove St,42.25792865,-71.15645062,Grove Street & Jeshurun Street,213,nearest_address
7573,13DH22,Hollywood Rd,12 Hollywood Rd,IS,771984000000,1304740013,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=991; METERED_FL=U; PLACEMENT=MIGRATED,13DH22,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{A0770546-2979-54CD-83FA-87DEEBA03829},-71.149269187999948,42.295830947000070,12 (STREET_FEA 2186),STREET_FEA 2186,54,derived_50_100_ft,boston-sam,74737,12 Hollywood Rd,Hollywood Rd,42.29597866,-71.14928062,Church Street & Courtney Road,380,nearest_address
7618,10DH59,Oriole St,45 Oriole St,IS,,1004740108,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4643; METERED_FL=U; PLACEMENT=MIGRATED,10DH59,,,US,USSEN,1986,,,,1,,1177632000000,palaciolv,1236038400000,{976E87F0-0656-5AAB-A922-01DDEF28B574},-71.150683785999945,42.279970998000067,45 (STREET_FEA 3168),STREET_FEA 3168,62,derived_50_100_ft,boston-sam,105667,45 Oriole St,Oriole St,42.28010866,-71.15082062,Oriole Street & Wren Street,170,nearest_address
7645,7CH98,Grove St,71 Grove St,IS,,703740016,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1949; METERED_FL=U; PLACEMENT=MIGRATED,7CH98,,,US,USMET250,1990,,,,1,,1177632000000,connorsm,1240790400000,{126D5825-A823-59AC-B3CD-AAF36C2E8F0B},-71.160088722999944,42.266662445000065,71 OPP (STREET_FEA 1948),STREET_FEA 1948,118,derived_100_150_ft,boston-sam,67463,71 Grove St,Grove St,42.26645865,-71.16043062,Grove Street & Grove Terrace,78,nearest_address
7653,6CH56,Spring Rd,25 Spring Rd,IS,,603740019,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4008; METERED_FL=U; PLACEMENT=MIGRATED,6CH56,,,MU,MUCENT,1991,,,,1,,1177632000000,connorsm,1240790400000,{55B283E6-4102-544E-9FBE-4140A17EE057},-71.159094597999967,42.260999293000054,25 (STREET_FEA 3966),STREET_FEA 3966,66,derived_50_100_ft,boston-sam,129474,25 Spring Rd,Spring Rd,42.26117865,-71.15907062,Overlook Road & Spring Road,202,nearest_address
7656,7CH68,Centre St,2524 Centre St,IS,,703740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2685; METERED_FL=U; PLACEMENT=MIGRATED,7CH68,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240790400000,{AAFBD0C1-CFC8-5B9A-8502-6E9A1D28E231},-71.162852100999942,42.264387481000028,2524 (STREET_FEA 886),STREET_FEA 886,55,derived_50_100_ft,boston-sam,27912,2524 Centre St,Centre St,42.26436865,-71.16265062,Dana Road & Linden Road,345,nearest_address
7660,11DH4,Centre St,1906-1908 Centre St,IS,997056000000,1104740146,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3215; METERED_FL=U; PLACEMENT=MIGRATED,11DH4,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{DD189E1C-C1E7-5A78-B990-B9229049E524},-71.156450010999947,42.284962750000034,1908-1906 (STREET_FEA 886),STREET_FEA 886,40,derived_0_50_ft,boston-sam,27756,1906-1908 Centre St,Centre St,42.28488866,-71.15634062,Centre Street & Park Street,56,nearest_address
7662,11CH76,Lasell St,84 Lasell St,IS,,1103740040,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=343; METERED_FL=U; PLACEMENT=MIGRATED,11CH76,,,US,USMET250,1991,,,,1,,1177632000000,blundonr,1255478400000,{C2BD4E1D-5183-524B-8C1A-442AC374D07F},-71.167862764999938,42.288220597000077,84 (STREET_FEA 2462),STREET_FEA 2462,41,derived_0_50_ft,boston-sam,84224,84 Lasell St,Lasell St,42.28824866,-71.16801062,Atlantis Street & Lasell Street,74,nearest_address
7664,8CH88,Centre St,2368 Centre St,IS,,803740080,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1842; METERED_FL=U; PLACEMENT=MIGRATED,8CH88,,,DA,ADB-84-B,1990,,,,1,,1177632000000,connorsm,1240876800000,{187402A6-FD59-528B-943C-C710D6479D3E},-71.161892898999952,42.269941879000044,2368 (STREET_FEA 886),STREET_FEA 886,44,derived_0_50_ft,boston-sam,27866,2368 Centre St,Centre St,42.26998865,-71.16174062,Centre Street & Glenhaven Road,134,nearest_address
7673,9CH36,Gardner St,108 Gardner St,IS,,903740023,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4646; METERED_FL=U; PLACEMENT=MIGRATED,9CH36,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{03482325-BF69-5FF8-A890-0905555C77A4},-71.170390147999967,42.277398116000029,110 (STREET_FEA 1781),STREET_FEA 1781,48,derived_0_50_ft,boston-sam,62659,108 Gardner St,Gardner St,42.27727865,-71.17031062,Gardner Street & Wycliff Avenue,216,nearest_address
7676,10EH4,Stratford St,235 Stratford St,IS,,1005740176,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4603; METERED_FL=U; PLACEMENT=MIGRATED,10EH4,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1236124800000,{8D496849-F47E-5CC4-89B9-B5D66A788F33},-71.144717279999952,42.279312703000073,235 (STREET_FEA 4027),STREET_FEA 4027,94,derived_50_100_ft,boston-sam,131203,235 Stratford St,Stratford St,42.27905866,-71.14465061,Stratford Street & Woodard Road,26,nearest_address
7680,7CH64,Centre St,2480 Centre St,IS,,703740028,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1595; METERED_FL=U; PLACEMENT=MIGRATED,7CH64,,,MU,MUCENT,1992,,,,1,,1177632000000,connorsm,1240790400000,{D187CE69-749B-5DC9-A243-D948262BE531},-71.162824558999944,42.265971188000037,2470 (STREET_FEA 886),STREET_FEA 886,49,derived_0_50_ft,boston-sam,27894,2480 Centre St,Centre St,42.26588865,-71.16268062,Centre Street & Fairlane Road,28,nearest_address
7701,12DH96,Edgebrook Rd,19 Edgebrook Rd,IS,754704000000,1204740037,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3721; METERED_FL=U; PLACEMENT=MIGRATED,12DH96,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{52802E51-08FE-550C-9ACC-4C577189B1BE},-71.151708547999988,42.293529510000042,19 (STREET_FEA 1443),STREET_FEA 1443,47,derived_0_50_ft,boston-sam,51086,19 Edgebrook Rd,Edgebrook Rd,42.29364866,-71.15164062,Edgebrook Road & Russett Road,146,nearest_address
7705,8BH53,VFW Pkwy,1515 VFW Pkwy R48,IS,1213488000000,802740030,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=mulline,8BH53,,,U,U,,,,,1,,1227139200000,blundonr,1247961600000,{2847D821-6C6E-5A2B-903B-F9265A157635},-71.173013791999949,42.267547181000054,STREET_FEA 7938,STREET_FEA 7938,52,derived_50_100_ft,boston-sam,343835,1515 VFW Pkwy R48,VFW Pkwy,42.26742686,-71.17312126,A Street & Riverway Street,34,nearest_address
7712,11CH144,Atwill Rd,31 Atwill Rd,IS,770428800000,1103740150,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3580; METERED_FL=U; PLACEMENT=MIGRATED,11CH144,,,KE,KEK81-A,1994,,,,1,,1177632000000,denapolipd,1290124800000,{9EC4CFF8-1F06-5913-9940-CAA366DDBA45},-71.159333106999952,42.285286784000050,31 (STREET_FEA 344),STREET_FEA 344,74,derived_50_100_ft,boston-sam,6402,31 Atwill Rd,Atwill Rd,42.28548866,-71.15934062,Atwill Road & Richwood Street,257,nearest_address
7715,6DH42,Edgemere Rd,30 Edgemere Rd,IS,,604740015,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=949; METERED_FL=U; PLACEMENT=MIGRATED,6DH42,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1236643200000,{AB3FE9D9-FCCE-58AE-A34F-068650AE0E96},-71.154498556999954,42.261434042000076,30 (STREET_FEA 1444),STREET_FEA 1444,32,derived_0_50_ft,boston-sam,51121,30 Edgemere Rd,Edgemere Rd,42.26151865,-71.15446062,Cheriton Road & Edgemere Road,200,nearest_address
7721,6CH48,Washington St,5230 Washington St,IS,,603740029,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4009; METERED_FL=U; PLACEMENT=MIGRATED,6CH48,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{BFF44029-1B33-50DC-BDAE-9DA376648DC7},-71.158121922999953,42.260177724000073,5232 (STREET_FEA 4401),STREET_FEA 4401,56,derived_50_100_ft,boston-sam,145670,5230 Washington St,Washington St,42.26013865,-71.15792062,Stimson Street & Washington Street,85,nearest_address
