objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
9877,22CH50,N Crescent Cirt,40 N Crescent Cirt,IS,,2203740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3543; METERED_FL=U; PLACEMENT=MIGRATED,22CH50,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{D4AA8AA2-8936-5DEB-B21E-FFA57120E500},-71.166364951999981,42.348901218000037,40 (STREET_FEA 33),STREET_FEA 33,40,derived_0_50_ft,boston-sam,44258,40 N Crescent Cirt,N Crescent Cirt,42.34900867,-71.16640063,North Crescent Circuit & Regal Street,64,nearest_address
9885,23EH20,Cambridge St,630 Cambridge St,IS,865123200000,2305740128,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1474; METERED_FL=U; PLACEMENT=MIGRATED,23EH20,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1238371200000,{7A4AE81C-39E1-563D-8AC4-5B94E301D4CC},-71.143415291999986,42.351661682000042,630 OPP (STREET_FEA 787),STREET_FEA 787,122,derived_100_150_ft,boston-sam,25185,630 Cambridge St,Cambridge St,42.35132867,-71.14337062,Cambridge Street & Eleanor Street,115,nearest_address
9928,24EH170,Guest Street,Near Guest Street & West Street,IS,,2405740183,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,24EH170,,,U,U,,,,,1,,1240272000000,blundonr,1244419200000,{E0B4133B-B4CD-5C2B-BBDB-272D4EB80D97},-71.139781893999952,42.356222897000066,60 (STREET_FEA 1577),STREET_FEA 1577,165,intersection_preferred_150_plus_ft,boston-sam,423098,200 Guest St,Guest St,42.35661237,-71.14009509,Guest Street & West Street,205,nearest_intersection
9941,22DH80,Peaceable St,15-17 Peaceable St,IS,,2204740049,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=119; METERED_FL=U; PLACEMENT=MIGRATED,22DH80,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{4AF11375-DB9B-50BF-A092-D8882FADA2D4},-71.152300204999960,42.347959844000059,15-17 (STREET_FEA 3262),STREET_FEA 3262,32,derived_0_50_ft,boston-sam,108715,15-17 Peaceable St,Peaceable St,42.34802467,-71.15221762,Academy Hill Road & Peaceable Street,247,nearest_address
9976,23DH172,Cambridge St,667 Cambridge St,IS,,2304740134,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1415; METERED_FL=U; PLACEMENT=MIGRATED,23DH172,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{01C4D753-3443-55F4-8C1F-C18D1F5AE922},-71.144854510999949,42.351236619000076,667 (STREET_FEA 787),STREET_FEA 787,45,derived_0_50_ft,boston-sam,406851,667 Cambridge St,Cambridge St,42.35133867,-71.14495062,Cambridge Street & Rodney Street,59,nearest_address
9984,22CH90,Glenmont Rd,24 Glenmont Rd,IS,1152662400000,2203740120,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=261; METERED_FL=U; PLACEMENT=MIGRATED,22CH90,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1255478400000,{A9788A4E-BDF0-5372-AD19-1C555B160BAF},-71.159254090999980,42.345924085000036,24-26 (STREET_FEA 1845),STREET_FEA 1845,47,derived_0_50_ft,boston-sam,64468,24 Glenmont Rd,Glenmont Rd,42.34583167,-71.15913162,Glenmont Road & Trapelo Street,22,nearest_address
10027,23CH100,Brooks St,87 Brooks St,IS,,2303740029,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=526; METERED_FL=U; PLACEMENT=MIGRATED,23CH100,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{E6D288CF-4DFD-5CDE-A443-E703ED0BED76},-71.162911920999989,42.354530235000027,92 OPP (STREET_FEA 700),STREET_FEA 700,57,derived_50_100_ft,boston-sam,22409,87 Brooks St,Brooks St,42.35444867,-71.16309062,Bigelow Street & Brooks Street,116,nearest_address
10119,22CH16,Kenrick St,167 Kenrick St,IS,,2203740090,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2432; METERED_FL=U; PLACEMENT=MIGRATED,22CH16,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{3DBBE3E3-C79A-5D88-8E73-9E00A4D6F849},-71.169824076999987,42.346841536000056,167 (STREET_FEA 2379),STREET_FEA 2379,47,derived_0_50_ft,boston-sam,81325,167 Kenrick St,Kenrick St,42.34696867,-71.16985063,Kenrick Street & Lake Shore Road,134,nearest_address
10135,23CH160,Faneuil St,232-244 Faneuil St,IS,965347200000,2303740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=596; METERED_FL=U; PLACEMENT=MIGRATED,23CH160,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{3735013F-10AD-5E56-9780-93BCABA823A9},-71.159513869999955,42.353041700000063,226 (STREET_FEA 1606),STREET_FEA 1606,44,derived_0_50_ft,boston-sam,56188,232-244 Faneuil St,Faneuil St,42.35292267,-71.15949562,Bothwell Road & Faneuil Street,63,nearest_address
10153,23DH34,Faneuil St,163 Faneuil St,IS,965347200000,2304740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2641; METERED_FL=U; PLACEMENT=MIGRATED,23DH34,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{97F97432-4D53-5B81-A462-68873B9CD63F},-71.156892102999961,42.354697086000044,163 (STREET_FEA 1606),STREET_FEA 1606,43,derived_0_50_ft,boston-sam,56160,163 Faneuil St,Faneuil St,42.35476867,-71.15702062,Faneuil Street & Madeline Street,51,nearest_address
10212,24EH48,Litchfield St,18-20 Litchfield St,IS,,2405740068,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=313; METERED_FL=U; PLACEMENT=MIGRATED,24EH48,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1238371200000,{22EBB8E5-70E0-5565-BE05-5E5AAA6D9CCD},-71.141472985999940,42.358768992000080,20 (STREET_FEA 2569),STREET_FEA 2569,48,derived_0_50_ft,boston-sam,86702,18-20 Litchfield St,Litchfield St,42.35875867,-71.14165062,Ascot Street & Litchfield Street,31,nearest_address
10215,21CH4,Lake St,4 Lake St,IS,,2103740068,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1090; METERED_FL=U; PLACEMENT=MIGRATED,21CH4,,,WA,WAWB67P,1987,,,,1,,1177632000000,mulline,1250467200000,{02DAA7D4-3A04-57CD-9C64-3E14C75F0EC7},-71.166084075999947,42.340538936000030,4 OPP (STREET_FEA 2430),STREET_FEA 2430,69,derived_50_100_ft,boston-sam,83029,4 Lake St,Lake St,42.34053867,-71.16634063,Knowles Street & Lake Street,48,nearest_address
10265,22DH58,Chestnut Hill Ave,20 Chestnut Hill Ave,IS,970704000000,2204740043,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1341; METERED_FL=U; PLACEMENT=MIGRATED,22DH58,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{03A5D811-1978-5252-BA11-D5B21A8725E4},-71.153763546999983,42.348235972000055,24 (STREET_FEA 970),STREET_FEA 970,90,derived_50_100_ft,boston-sam,157643,20 Chestnut Hill Ave,Chestnut Hill Ave,42.34825451,-71.15342881,Academy Hill Road & Peaceable Street,168,nearest_address
10269,24DH48,N Beacon St,372 N Beacon St,IS,1054425600000,2404740048,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=3241; METERED_FL=U; PLACEMENT=MIGRATED,24DH48,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1249430400000,{22017215-58D7-5D8F-8901-52BD943FE0BA},-71.156957836999936,42.358178575000068,STREET_FEA 29,STREET_FEA 29,83,derived_50_100_ft,boston-sam,12781,372 N Beacon St,N Beacon St,42.35810867,-71.15725062,North Beacon Street & Parsons Street,342,nearest_address
10280,22CH128,Washington St,550 Washington St,IS,,2203740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3124; METERED_FL=U; PLACEMENT=MIGRATED,22CH128,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{2EF70D9E-AFEE-583A-908C-CEE5BE2EA809},-71.164206870999976,42.349499503000061,550 (STREET_FEA 4391),STREET_FEA 4391,35,derived_0_50_ft,boston-sam,143617,550 Washington St,Washington St,42.34941867,-71.16428062,Oak Square Avenue & Washington Street,63,nearest_address
10285,22DH18,Platt Rd,2-4 Platt Rd,IS,,2204740069,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5301; METERED_FL=U; PLACEMENT=MIGRATED,22DH18,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{1E211094-768C-5026-8B65-D1825C7945E6},-71.156437737999966,42.347110632000067,47 OPP (STREET_FEA 2958),STREET_FEA 2958,45,derived_0_50_ft,boston-sam,111020,2-4 Platt Rd,Platt Rd,42.34704867,-71.15658062,Eastburn Place & Mount Vernon Street,15,nearest_address
10294,24EH164,Antwerp Street,Near Antwerp Street & Lincoln Street,IS,,2405740096,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=266; METERED_FL=U; PLACEMENT=MIGRATED,24EH164,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{BA2E6450-F039-5C47-B359-5CC7088EB58C},-71.139514203999966,42.357848354000055,166 (STREET_FEA 2550),STREET_FEA 2550,184,intersection_preferred_150_plus_ft,boston-sam,459574,174-176 Lincoln St,Lincoln St,42.35810708,-71.13892732,Antwerp Street & Lincoln Street,353,nearest_intersection
10329,23DH183,Faneuil St,24-26 Faneuil St,IS,965347200000,2304740007,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3786; METERED_FL=U; PLACEMENT=MIGRATED,23DH183,,,KE,KEK81-A,2011,,,,1,,1177632000000,orrda,1435536000000,{6275D998-93A6-5E85-8874-CB6164E07824},-71.150876592999964,42.355086438000058,24 (STREET_FEA 1606),STREET_FEA 1606,43,derived_0_50_ft,boston-sam,56191,24-26 Faneuil St,Faneuil St,42.35501667,-71.15100762,Faneuil Street & Sanderson Place,116,nearest_address
10340,23CH120,Hobson St,66 Hobson St,IS,941068800000,2303740018,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1353; METERED_FL=U; PLACEMENT=MIGRATED,23CH120,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{BF5FC9C7-BABE-5E84-8F3C-3254575A6369},-71.161909675999937,42.354815489000032,66 (STREET_FEA 2169),STREET_FEA 2169,41,derived_0_50_ft,boston-sam,74418,66 Hobson St,Hobson St,42.35481867,-71.16206062,Donnybrook Road & Hobson Street,36,nearest_address
10350,23CH132,Brock St,62 Brock St,IS,1155772800000,2303740135,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3128; METERED_FL=U; PLACEMENT=MIGRATED,23CH132,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{0D8FE585-3C64-50A5-96B4-1CFD0A1CEDB9},-71.160409806999951,42.351223997000034,62 (STREET_FEA 683),STREET_FEA 683,42,derived_0_50_ft,boston-sam,21738,62 Brock St,Brock St,42.35119867,-71.16056062,Bennett Street & Oakland Street,254,nearest_address
10387,24CH14,Bigelow St,133 Bigelow St,IS,,2403740040,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=525; METERED_FL=U; PLACEMENT=MIGRATED,24CH14,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{C41FA250-B987-5262-A2B2-657DAFE0887A},-71.166033490999951,42.356293688000051,142 (STREET_FEA 526),STREET_FEA 526,72,derived_50_100_ft,boston-sam,15361,133 Bigelow St,Bigelow St,42.35609867,-71.16598063,Bigelow Circle & Bigelow Street,53,nearest_address
10389,21DH122,Kilsyth Rd,71-75 Kilsyth Rd,IS,,2104740150,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1065; METERED_FL=U; PLACEMENT=MIGRATED,21DH122,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{F1A2328F-B3D4-5D9C-9741-81731E4E9AFD},-71.144712998999978,42.339912370000036,73 (STREET_FEA 2395),STREET_FEA 2395,56,derived_50_100_ft,boston-sam,81626,71-75 Kilsyth Rd,Kilsyth Rd,42.33992567,-71.14450662,Colliston Road & Kilsyth Road,34,nearest_address
10396,24EH12,Everett St,52 Everett St,IS,,2405740150,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1034; METERED_FL=U; PLACEMENT=MIGRATED,24EH12,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{15B33153-7E64-5331-BC4B-7D9C043C954B},-71.138681354999960,42.355637170000080,52 (STREET_FEA 1577),STREET_FEA 1577,79,derived_50_100_ft,boston-sam,55002,52 Everett St,Everett St,42.35560867,-71.13897062,Everett Street & Harvester Street,413,nearest_address
10419,21EH8,Egremont Rd,9-15 Egremont Rd,IS,,2105740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1208; METERED_FL=U; PLACEMENT=MIGRATED,21EH8,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{7CD14CB8-9F8F-53D6-A2CD-30FB17A801A3},-71.144124581999961,42.341027673000042,9 (STREET_FEA 1465),STREET_FEA 1465,42,derived_0_50_ft,boston-sam,51473,9-15 Egremont Rd,Egremont Rd,42.34091867,-71.14407062,Cummings Road & Egremont Road,201,nearest_address
10428,22EH38,Corey Rd,244-246 Corey Rd,IS,1084406400000,2205740183,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2338; METERED_FL=U; PLACEMENT=MIGRATED,22EH38,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1271808000000,{8E6541FA-A20B-5FC0-A8EE-C682FEC4670E},-71.137331301999950,42.344951892000040,244-246 (STREET_FEA 1134),STREET_FEA 1134,47,derived_0_50_ft,boston-sam,42618,244-246 Corey Rd,Corey Rd,42.34500567,-71.13749062,Corey Road & Jordan Road,55,nearest_address
10441,22DH163,Hospital Drive,Near Hospital Drive & Nevins Street,IS,,2204740182,,,MANUAL,,,,,PRIV,SERVICE_AR=U; CROSS_STRE=2884; METERED_FL=U; PLACEMENT=BlundoNR,22DH163,,,MU,MUCENT,1980,,,,1,,1320710400000,BlundoNR,1320710400000,{B8600F98-41A7-5B77-B28E-528C4FF42A1B},-71.145793986999934,42.348231738000038,159 (STREET_FEA 4391),STREET_FEA 4391,174,intersection_preferred_150_plus_ft,boston-sam,423157,171-181 Washington St,Washington St,42.34780649,-71.14550060,Hospital Drive & Nevins Street,390,nearest_intersection
10453,21DH6,Commonwealth Ave,1945-1949 Commonwealth Ave,IS,,2104740170,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3934; METERED_FL=U; PLACEMENT=MIGRATED,21DH6,,,KE,KEK81-A,1982,,,,1,,1177632000000,blundonr,1255478400000,{8BF42A90-DB70-5B2D-9D18-E09D3523B30B},-71.156583421999983,42.339349840000068,1949 (STREET_FEA 1090),STREET_FEA 1090,124,derived_100_150_ft,boston-sam,39019,1945-1949 Commonwealth Ave,Commonwealth Ave,42.33944867,-71.15614062,Commonwealth Avenue & South Street,341,nearest_address
10454,22CH18,Brayton Rd,20 Brayton Rd,IS,,2203740083,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2379; METERED_FL=U; PLACEMENT=MIGRATED,22CH18,,,US,USMET250,1989,,,,1,,1177632000000,blundonr,1255478400000,{6D61A968-9D00-5F88-942B-A8FA221DB70F},-71.168428010999946,42.347082570000055,20 (STREET_FEA 656),STREET_FEA 656,32,derived_0_50_ft,boston-sam,19634,20 Brayton Rd,Brayton Rd,42.34702867,-71.16852063,Brayton Road & Kenrick Street,261,nearest_address
10481,22CH141,Greymere Rd,23 Greymere Rd,IS,1339632000000,2203740146,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4391; METERED_FL=U; PLACEMENT=chalmersh,22CH141,,,KE,KEK81-A,2009,,,,1,,1358899200000,mulline,1396656000000,{7370B95B-F0BB-52B1-B04E-C5414E76D1C8},-71.162959360999935,42.348210410000036,23 (STREET_FEA 1939),STREET_FEA 1939,33,derived_0_50_ft,boston-sam,67229,23 Greymere Rd,Greymere Rd,42.34828867,-71.16302062,Fairbanks Street & Washington Street,312,nearest_address
10500,22EH50,Commonwealth Ter,19 Commonwealth Ter,IS,1313452800000,2205740136,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1090; METERED_FL=U; PLACEMENT=MIGRATED,22EH50,,,KE,KEK81-A,2010,,,,1,,1177632000000,chalmersh,1342569600000,{7BAC3A1A-8E16-53F4-8624-931CEAE73A94},-71.139772644999937,42.346707105000064,19 (STREET_FEA 1095),STREET_FEA 1095,42,derived_0_50_ft,boston-sam,41462,19 Commonwealth Ter,Commonwealth Ter,42.34678867,-71.13966062,Commonwealth Avenue & Commonwealth Terrace,238,nearest_address
10503,22CH112,Foster St,96-98 Foster St,IS,757382400000,2203740072,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2958; METERED_FL=U; PLACEMENT=MIGRATED,22CH112,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1255478400000,{4F872C84-4B69-5995-A821-E044BC562892},-71.157472624999969,42.347491576000039,96-98 (STREET_FEA 1705),STREET_FEA 1705,67,derived_50_100_ft,boston-sam,59690,96-98 Foster St,Foster St,42.34749767,-71.15722362,Foster Street & Mount Vernon Street,37,nearest_address
10525,22DH88,Colborne Rd,89-91 Colborne Rd,IS,931996800000,2204740152,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2884; METERED_FL=U; PLACEMENT=MIGRATED,22DH88,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1271808000000,{439E389B-5A23-5FA5-851C-7B5A8865D793},-71.148535174999950,42.344509143000039,93 (STREET_FEA 1054),STREET_FEA 1054,55,derived_50_100_ft,boston-sam,34561,89-91 Colborne Rd,Colborne Rd,42.34461167,-71.14838562,Colborne Road & Monastery Road,219,nearest_address
10547,24EH104,Holton St,113-115 Holton St,IS,895536000000,2405740004,,,GIS,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=266; METERED_FL=U; PLACEMENT=MIGRATED,24EH104,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{18AEB43F-F99E-5A66-A24F-CF32DBB56CBE},-71.138354909999975,42.360542190000047,108 (STREET_FEA 2189),STREET_FEA 2189,67,derived_50_100_ft,boston-sam,421845,113-115 Holton St,Holton St,42.36072412,-71.13837912,Holton Street & Telford Street Extension,15,nearest_address
10566,22DH72,Union St,89-91 Union St,IS,1158796800000,2204740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3878; METERED_FL=U; PLACEMENT=MIGRATED,22DH72,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1238371200000,{501B05D3-F66E-5D70-9566-1B1488627320},-71.151369256999942,42.345902436000074,89-91 (STREET_FEA 4250),STREET_FEA 4250,37,derived_0_50_ft,boston-sam,139280,89-91 Union St,Union St,42.34597867,-71.15127562,Shepard Street & Union Street,49,nearest_address
10571,23CH172,Hobart St,69 Hobart St,IS,,2303740002,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3516; METERED_FL=U; PLACEMENT=MIGRATED,23CH172,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{8CB4CDFC-43F5-581C-BF54-3A844A62075A},-71.160644021999985,42.355231968000055,69 (STREET_FEA 2168),STREET_FEA 2168,43,derived_0_50_ft,boston-sam,74369,69 Hobart St,Hobart St,42.35534867,-71.16062062,Hobart Street & Ranelegh Road,104,nearest_address
10589,23CH124,Beechcroft St,55-57 Beechcroft St,IS,1157932800000,2303740140,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2124; METERED_FL=U; PLACEMENT=MIGRATED,23CH124,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{8C85D9ED-8E87-5797-9D90-B9319329549F},-71.161252035999951,42.350931991000039,50 (STREET_FEA 468),STREET_FEA 468,78,derived_50_100_ft,boston-sam,13383,55-57 Beechcroft St,Beechcroft St,42.35087867,-71.16097062,Beechcroft Street & Hester Street,74,nearest_address
10607,24DH20,Electric Ave,45 Electric Ave,IS,,2404740098,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1475; METERED_FL=U; PLACEMENT=MIGRATED,24DH20,,,KE,KEK81,2011,,,,1,,1177632000000,blundonr,1255478400000,{9F24F687-95E6-5C09-996D-BAC499718936},-71.154168216999949,42.356570388000080,20 (STREET_FEA 1867),STREET_FEA 1867,100,derived_50_100_ft,boston-sam,52682,45 Electric Ave,Electric Ave,42.35657867,-71.15454062,Electric Avenue & Goodenough Street,68,nearest_address
10642,25EH106,Litchfield St,115 Litchfield St,IS,,2505740143,,,U,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2569; METERED_FL=U; PLACEMENT=mulline,25EH106,,,U,U,,,,,1,,1389312000000,blundonr,1398470400000,{8183B10F-E9C1-5E38-99E0-80D83F0A8B45},-71.139467710999952,42.362070834000065,STREET_FEA 8358,STREET_FEA 8358,61,derived_50_100_ft,boston-sam,343301,115 Litchfield St,Litchfield St,42.36222551,-71.13938400,Justinian Way & Litchfield Street,55,nearest_address
10706,21DH44,Chiswick Rd,137-141 Chiswick Rd,IS,1121990400000,2104740108,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2608; METERED_FL=U; PLACEMENT=MIGRATED,21DH44,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{16F56AAB-B47F-5945-9AAD-E5909B1E6FD8},-71.153707706999967,42.340912408000065,137 (STREET_FEA 983),STREET_FEA 983,27,derived_0_50_ft,boston-sam,32329,137-141 Chiswick Rd,Chiswick Rd,42.34097867,-71.15366062,Chiswick Road & Lothian Road,28,nearest_address
10711,23DH78,Market St,238-242 Market St,IS,994723200000,2304740020,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1232; METERED_FL=U; PLACEMENT=MIGRATED,23DH78,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{D9481E0B-0C89-54A8-8D1D-B4789BCB7584},-71.149911937999946,42.354668218000029,234-236 (STREET_FEA 2713),STREET_FEA 2713,69,derived_50_100_ft,boston-sam,167412,238-242 Market St,Market St,42.35447790,-71.14992778,Cypress Road & Market Street,36,nearest_address
10728,23CH72,Dunboy St,56 Dunboy St,IS,599616000000,2303740045,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3289; METERED_FL=U; PLACEMENT=MIGRATED,23CH72,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{4955F978-990D-5582-A043-1ABDC2CC4693},-71.164744120999956,42.353863947000036,52 (STREET_FEA 1396),STREET_FEA 1396,88,derived_50_100_ft,boston-sam,49906,56 Dunboy St,Dunboy St,42.35409867,-71.16482063,Dunboy Street & Perthshire Road,71,nearest_address
10768,23CH34,Bigelow St,32 Bigelow St,IS,1254700800000,2303740076,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=526; METERED_FL=U; PLACEMENT=MIGRATED,23CH34,,,KE,USSEN,2009,,,,1,,1177632000000,chings,1458777600000,{FEAC72FA-2B8A-5AA8-BB1D-A4EBFF7C43B1},-71.167963759999964,42.352889360000063,32 (STREET_FEA 2353),STREET_FEA 2353,54,derived_50_100_ft,boston-sam,15425,32 Bigelow St,Bigelow St,42.35302867,-71.16803763,Bigelow Street & Justin Road,52,nearest_address
10797,22DH42,Washington St,434 Washington St,IS,865123200000,2204740020,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1705; METERED_FL=U; PLACEMENT=MIGRATED,22DH42,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1238371200000,{D59CC5BF-C89C-54BD-99FB-6AF1ED6D92B1},-71.156879422999964,42.349011627000039,434 (STREET_FEA 4391),STREET_FEA 4391,62,derived_50_100_ft,boston-sam,143544,434 Washington St,Washington St,42.34885739,-71.15698063,Foster Street & Washington Street,61,nearest_address
10803,21EH36,Commonwealth Ave,1560 Commonwealth Ave,IS,965952000000,2105740001,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4391; METERED_FL=U; PLACEMENT=MIGRATED,21EH36,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1271808000000,{0310D55F-CF4C-539F-9D7F-0DE2443D58AB},-71.142251992999945,42.344207611000058,1560 (STREET_FEA 1090),STREET_FEA 1090,68,derived_50_100_ft,boston-sam,348034,1560 Commonwealth Ave,Commonwealth Ave,42.34416939,-71.14200621,Commonwealth Avenue & Melvin Avenue,209,nearest_address
10805,25EH60,Everett Street,Near Everett Street & Western Avenue,IS,,2505740019,,,MANUAL,,,,,BWSC,SERVICE_AR=NL; CROSS_STRE=2778; METERED_FL=U; PLACEMENT=MIGRATED,25EH60,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{C0485F17-9820-5CC8-9450-55CD25117696},-71.135427931999970,42.363811253000051,STREET_FEA 1577,STREET_FEA 1577,185,intersection_preferred_150_plus_ft,boston-sam,128291,1230 Soldiers Field Rd,Soldiers Field Rd,42.36423867,-71.13580062,Everett Street & Western Avenue,228,nearest_intersection
10845,23CH66,Upcrest Rd,28 Upcrest Rd,IS,1258329600000,2303740071,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3289; METERED_FL=U; PLACEMENT=MIGRATED,23CH66,,,WA,WAWB67P,2009,,,,1,,1177632000000,blundonr,1273795200000,{AD35AA8C-8A36-50D7-A7FF-9F96D382CD50},-71.164960624999935,42.353035818000080,STREET_FEA 1396,STREET_FEA 1396,79,derived_50_100_ft,boston-sam,139471,28 Upcrest Rd,Upcrest Rd,42.35301349,-71.16467029,Dunboy Street & Perthshire Road,57,nearest_address
10883,24CH12,Bigelow St,160 Bigelow St,IS,,2403740053,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1396; METERED_FL=U; PLACEMENT=MIGRATED,24CH12,,,WA,WAWB67P,1988,,,,1,,1177632000000,blundonr,1255478400000,{9E465A4E-5180-5E06-9E83-7C67F4A99D25},-71.165023608999945,42.355985616000055,160 (STREET_FEA 526),STREET_FEA 526,26,derived_0_50_ft,boston-sam,15396,160 Bigelow St,Bigelow St,42.35604148,-71.16496110,Bigelow Street & Dunboy Street,276,nearest_address
