objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
4486,23GH28,Carlton Street,Near Carlton Street & Commonwealth Avenue,IS,,2307740061,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4259; METERED_FL=U; PLACEMENT=MIGRATED,23GH28,,,KE,KEK81-A,2007,,,,1,,1177632000000,BlundoNR,1291248000000,{F30B9EF8-9875-5016-AD12-5285D29D0301},-71.108907740999939,42.350088324000069,777 OPP (STREET_FEA 1090),STREET_FEA 1090,244,intersection_preferred_150_plus_ft,boston-sam,157395,775 Commonwealth Ave,Commonwealth Ave,42.35075244,-71.10903872,Carlton Street & Commonwealth Avenue,158,nearest_intersection
4503,23GH46,Commonwealth Ave,785-795 Commonwealth Ave,IS,1243382400000,2307740020,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=436; METERED_FL=U; PLACEMENT=MIGRATED,23GH46,,,KE,KEK81-A,2009,,,,1,,1177632000000,chalmersh,1314662400000,{31E6D9C1-881E-582A-B3BF-BB26FF3C3DF9},-71.109605705999968,42.351141369000061,STREET_FEA 4259,STREET_FEA 4259,133,derived_100_150_ft,boston-sam,41260,785-795 Commonwealth Ave,Commonwealth Ave,42.35132778,-71.11003219,Carlton Street & Commonwealth Avenue,243,nearest_address
4525,21HH64,Huntington Ave,444-452 Huntington Ave,IS,,2108740182,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3223; METERED_FL=U; PLACEMENT=MIGRATED,21HH64,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1255478400000,{2767AE6F-E92E-5A2F-A541-B51AC91B0B8E},-71.092774206999934,42.338680125000053,453-457 (STREET_FEA 2239),STREET_FEA 2239,49,derived_0_50_ft,boston-sam,76369,444-452 Huntington Ave,Huntington Ave,42.33854867,-71.09282060,Forsyth Way & Huntington Avenue,99,nearest_address
4587,21IH10,Forsyth St,17-23 Forsyth St,IS,,2109740275,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2239; METERED_FL=U; PLACEMENT=MIGRATED,21IH10,,,MH,MH129,1993,,,,1,,1177632000000,blundonr,1255478400000,{6F627C49-3040-5C32-817D-BDCD2AFAA585},-71.090634148999982,42.339941984000063,21 OPP (STREET_FEA 1700),STREET_FEA 1700,118,derived_100_150_ft,boston-sam,59510,17-23 Forsyth St,Forsyth St,42.34011567,-71.09100260,Forsyth Street & Huntington Avenue,60,nearest_address
4645,21HH40,Park Dr,211 Park Dr,IS,,2108740118,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3489; METERED_FL=U; PLACEMENT=MIGRATED,21HH40,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{3BE31A60-3B5B-5DA4-849E-2A812D712448},-71.100686595999946,42.341500368000027,207 (STREET_FEA 3206),STREET_FEA 3206,72,derived_50_100_ft,boston-sam,106780,211 Park Dr,Park Dr,42.34168867,-71.10061060,Park Drive & Queensberry Street,134,nearest_address
4664,23GH59,Commonwealth Ave,715 Commonwealth Ave,IS,1269561600000,2307740090,,,U,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3405; METERED_FL=U; PLACEMENT=denapolipd,23GH59,,,KE,U,2008,,,,1,,1325203200000,hoffmanr,1456272000000,{CFFC5E0E-3043-5175-8EDD-661DDD1E3D8B},-71.106447753999987,42.351022648000026,729 (STREET_FEA 436),STREET_FEA 436,129,derived_100_150_ft,boston-sam,354233,715 Commonwealth Ave,Commonwealth Ave,42.35067021,-71.10641466,Commonwealth Avenue & Saint Mary's Street,330,nearest_address
4693,22IH151,Boylston Street,Near Boylston Street & Massachusetts Avenue,IS,878342400000,2209740296,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3050; METERED_FL=U; PLACEMENT=MIGRATED,22IH151,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{EFE236CC-9BCE-562D-9D71-2EACEF1C55E8},-71.088177723999934,42.347840532000077,102 OPP (STREET_FEA 2742),STREET_FEA 2742,179,intersection_preferred_150_plus_ft,boston-sam,344710,375 Newbury St,Newbury St,42.34823880,-71.08856976,Boylston Street & Massachusetts Avenue,229,nearest_intersection
4716,22IH16,Boylston St,1154 Boylston St,IS,,2209740148,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1640; METERED_FL=U; PLACEMENT=MIGRATED,22IH16,,,MH,MH129,1979,,,,1,,1177632000000,mulline,1444003200000,{C6AEF7DF-A899-5B10-85F6-9BA7429C7A14},-71.089957882999954,42.346575903000030,1154 (STREET_FEA 620),STREET_FEA 620,50,derived_0_50_ft,boston-sam,18059,1154 Boylston St,Boylston St,42.34643867,-71.08993060,Boylston Street & Charlesgate East,113,nearest_address
4732,21IH80,Symphony Rd,4 Symphony Rd,IS,,2109740091,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5734; METERED_FL=U; PLACEMENT=MIGRATED,21IH80,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{383EEDFA-3036-5873-B2BA-EA878D1DB8C6},-71.087204329999963,42.342728194000074,4 (STREET_FEA 4097),STREET_FEA 4097,29,derived_0_50_ft,boston-sam,133505,4 Symphony Rd,Symphony Rd,42.34264867,-71.08720060,Saint Stephen Street & Symphony Road,163,nearest_address
4776,21IH4,Forsyth St,50 Forsyth St,IS,,2109740320,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2239; METERED_FL=U; PLACEMENT=MIGRATED,21IH4,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{C472C0D9-BE4C-5C57-BB9A-E147C83185D3},-71.090430598999944,42.339102904000072,STREET_FEA 1700,STREET_FEA 1700,71,derived_50_100_ft,boston-sam,155870,50 Forsyth St,Forsyth St,42.33924929,-71.09025873,Forsyth Street & Huntington Avenue,181,nearest_address
4847,23IH4,Beacon St,534-538 Beacon St,IS,,2309740160,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4678; METERED_FL=U; PLACEMENT=MIGRATED,23IH4,,,MU,MUCENT,1992,,,,1,,1177632000000,dorleansr,1231718400000,{BE7F7D56-D743-5322-886A-F9D46DEF9C80},-71.091504402999988,42.350380122000047,538 (STREET_FEA 445),STREET_FEA 445,103,derived_100_150_ft,boston-sam,161920,534-538 Beacon St,Beacon St,42.35064669,-71.09138044,Beacon Street & Charlesgate East,54,nearest_address
4871,22GH18,Park Dr,509 Park Dr,IS,725846400000,2207740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3405; METERED_FL=U; PLACEMENT=MIGRATED,22GH18,,,KE,KEK81,2011,,,,1,,1177632000000,blundonr,1255478400000,{3B511896-9632-5F01-AB12-A54199EA0EA7},-71.105585700999939,42.347779810000077,509 (STREET_FEA 3206),STREET_FEA 3206,53,derived_50_100_ft,boston-sam,106918,509 Park Dr,Park Dr,42.34784867,-71.10541061,Buswell Street & Park Drive,90,nearest_address
5143,20IH180,Huntington Ave,376 Huntington Ave,IS,,2009740257,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5061; METERED_FL=U; PLACEMENT=MIGRATED,20IH180,,,MH,MH929,1980,,,,1,,1177632000000,blundonr,1255478400000,{F17D742D-6E63-5122-8707-C83296B7332B},-71.087468049999984,42.338363339000068,360 BACK (STREET_FEA 1700),STREET_FEA 1700,136,derived_100_150_ft,boston-sam,157631,376 Huntington Ave,Huntington Ave,42.33844287,-71.08796068,Forsyth Street & Greenleaf Street,685,nearest_address
5242,23HH32,Bay State Rd,109 Bay State Rd,IS,,2308740009,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,23HH32,,,U,U,,,,,1,,1177632000000,blundonr,1247961600000,{59FA7C80-6BE0-5BA7-9847-21110A7F4E0D},-71.097762770999964,42.350827692000053,STREET_FEA 2302,STREET_FEA 2302,126,derived_100_150_ft,boston-sam,341549,109 Bay State Rd,Bay State Rd,42.35051001,-71.09795159,Bay State Road & Deerfield Street,261,nearest_address
5288,22HH66,Boylston St,1309-1315 Boylston St,IS,631152000000,2208740315,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2312; METERED_FL=U; PLACEMENT=MIGRATED,22HH66,,,US,USMET250,2000,,,,1,,1177632000000,blundonr,1255478400000,{AB3CE0C0-B531-5A8E-8DE6-E3A69E7105C2},-71.098644312999966,42.344442088000051,1309 (STREET_FEA 620),STREET_FEA 620,76,derived_50_100_ft,boston-sam,162465,1309-1315 Boylston St,Boylston St,42.34464924,-71.09867338,Boylston Street & Richard B. Ross Way,64,nearest_address
5303,21HH50,Park Drive,Near Park Drive & Riverway,IS,,2108740018,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=697; METERED_FL=U; PLACEMENT=MIGRATED,21HH50,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1244505600000,{A2D07C08-3B7B-5646-9359-2C40A454B3E6},-71.102931236999950,42.343647035000060,STREET_FEA 3206,STREET_FEA 3206,194,intersection_preferred_150_plus_ft,boston-sam,342002,300 Park Dr,Park Dr,42.34355717,-71.10364205,Park Drive & Riverway,53,nearest_intersection
5362,21HH82,Peterborough St,72 Peterborough St,IS,,2108740020,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2312; METERED_FL=U; PLACEMENT=MIGRATED,21HH82,,,US,USMET250,1992,,,,1,,1177632000000,blundonr,1255478400000,{7710127C-3BD1-56EF-871E-0FA06B960EA0},-71.098146764999967,42.343550288000074,75 (STREET_FEA 3291),STREET_FEA 3291,78,derived_50_100_ft,boston-sam,109875,72 Peterborough St,Peterborough St,42.34336867,-71.09799460,Jersey Street & Peterborough Street,209,nearest_address
5430,21IH207,Huntington Ave,334 Huntington Ave,IS,,2109740362,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,21IH207,,,U,U,,,,,1,,1239926400000,blundonr,1244419200000,{09802DDB-9094-5FAA-A746-77A3C47B7B96},-71.085837998999978,42.340052638000031,10 (STREET_FEA 0),STREET_FEA 0,128,derived_100_150_ft,boston-sam,341686,334 Huntington Ave,Huntington Ave,42.33979513,-71.08616110,Gainsborough Street & Saint Botolph Street,311,nearest_address
5447,22IH43,Edgerly Rd,24 Edgerly Rd,IS,,2209740188,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4017; METERED_FL=U; PLACEMENT=MIGRATED,22IH43,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{E651365E-66BC-51A8-AD7E-2E4120214A3F},-71.087823147999984,42.345745915000066,26 (STREET_FEA 1448),STREET_FEA 1448,34,derived_0_50_ft,boston-sam,51171,24 Edgerly Rd,Edgerly Rd,42.34580867,-71.08773060,Edgerly Road & Stoneholm Street,59,nearest_address
5522,22HH48,Fullerton Street,Near Fullerton Street & Miner Street,IS,,2208740254,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=697; METERED_FL=U; PLACEMENT=MIGRATED,22HH48,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{81055F7B-6D51-56B8-A78A-6151016BBE54},-71.101181666999935,42.346015389000058,STREET_FEA 741,STREET_FEA 741,228,intersection_preferred_150_plus_ft,boston-sam,352714,20 Overland St,Overland St,42.34663532,-71.10105254,Fullerton Street & Miner Street,249,nearest_intersection
5565,22IH22,Burbank St,44 Burbank St,IS,,2209740278,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1448; METERED_FL=U; PLACEMENT=MIGRATED,22IH22,,,KE,KEK11,1974,,,,1,,1177632000000,blundonr,1255478400000,{C19485BC-7E05-5F16-9D89-FE3257969D2D},-71.087980873999982,42.344389889000070,31 (STREET_FEA 736),STREET_FEA 736,62,derived_50_100_ft,boston-sam,173058,44 Burbank St,Burbank St,42.34422326,-71.08803243,Burbank Street & Edgerly Road,32,nearest_address
5605,21HH104,Park Dr,25 Park Dr,IS,,2108740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3291; METERED_FL=U; PLACEMENT=MIGRATED,21HH104,,,MU,MUCENT,1981,,,,1,,1177632000000,blundonr,1271808000000,{019C722E-E249-50FB-80C7-72BD905F60BD},-71.094973853999988,42.343928774000062,29 (STREET_FEA 3206),STREET_FEA 3206,116,derived_100_150_ft,boston-sam,168503,25 Park Dr,Park Dr,42.34392265,-71.09540442,Park Drive & Peterborough Street,164,nearest_address
5651,22HH132,Lansdowne St,2 Lansdowne St,IS,,2208740211,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5251; METERED_FL=U; PLACEMENT=MIGRATED,22HH132,,,MU,MUCENT,1973,,,,1,,1177632000000,blundonr,1255478400000,{B3B2AF3F-BB07-5044-AED1-F936516B37D3},-71.094876297999974,42.346830531000080,170 OPP (STREET_FEA 2276),STREET_FEA 2276,60,derived_50_100_ft,boston-sam,452071,2 Lansdowne St,Lansdowne St,42.34698666,-71.09494360,Ipswich Street & Lansdowne Street,150,nearest_address
5692,22HH96,Boylston St,1255-1261 Boylston St,IS,,2208740286,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2276; METERED_FL=U; PLACEMENT=MIGRATED,22HH96,,,US,USMET250,1990,,,,1,,1177632000000,blundonr,1255478400000,{0622AEAA-F4A0-5531-860B-7C3A6538FA37},-71.095989684999950,42.345160579000037,1255 (STREET_FEA 620),STREET_FEA 620,75,derived_50_100_ft,boston-sam,18074,1255-1261 Boylston St,Boylston St,42.34536367,-71.09604160,Boylston Street & Ipswich Street,178,nearest_address
5711,21IH138,Massachusetts Ave,333 Massachusetts Ave,IS,,2109740105,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2239; METERED_FL=U; PLACEMENT=MIGRATED,21IH138,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{D93230DF-9153-5DCA-96AC-3F91B370EB44},-71.084812478999936,42.342550094000046,STREET_FEA 2743,STREET_FEA 2743,105,derived_100_150_ft,boston-sam,352882,333 Massachusetts Ave,Massachusetts Ave,42.34227931,-71.08467362,Massachusetts Avenue & Saint Stephen Street,397,nearest_address
5770,21HH36,Park Dr,165 Park Dr,IS,,2108740137,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2394; METERED_FL=U; PLACEMENT=MIGRATED,21HH36,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{59C4A2FD-A9C5-552D-B065-B15DCA9E8DE0},-71.098781736999968,42.340852415000029,165 (STREET_FEA 3206),STREET_FEA 3206,103,derived_100_150_ft,boston-sam,106776,165 Park Dr,Park Dr,42.34111867,-71.09891060,Kilmarnock Street & Park Drive,76,nearest_address
5809,22HH148,Commonwealth Ave,490-496 Commonwealth Ave,IS,,2208740067,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2374; METERED_FL=U; PLACEMENT=MIGRATED,22HH148,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{2A695EB6-B873-585C-8A73-9B8CEF182032},-71.095110542999976,42.348719368000047,500 (STREET_FEA 1092),STREET_FEA 1092,119,derived_100_150_ft,boston-sam,163726,490-496 Commonwealth Ave,Commonwealth Ave,42.34855720,-71.09472440,Commonwealth Avenue & Kenmore Street,49,nearest_address
5816,22HH28,Cummington Mall,100-96 Cummington Mall,IS,901238400000,2208740037,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=370; METERED_FL=U; PLACEMENT=MIGRATED,22HH28,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{7B88E603-4B0A-5B8C-93F6-FA39F3DEF0B1},-71.105042940999965,42.349117923000051,96-110 OPP (STREET_FEA 1210),STREET_FEA 1210,98,derived_50_100_ft,boston-sam,44757,100-96 Cummington Mall,Cummington Mall,42.34890285,-71.10482681,Mountfort Street & Park Drive,369,nearest_address
5825,22HH160,Commonwealth Ave,461 Commonwealth Ave,IS,1369958400000,2208740013,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4680; METERED_FL=U; PLACEMENT=MIGRATED,22HH160,,,KE,KEK81-A,2011,,,,1,,1177632000000,obrienm,1431993600000,{3D07340A-89B6-5DCE-9DBC-88E185122A18},-71.092928105999988,42.349329781000051,461 (STREET_FEA 1092),STREET_FEA 1092,37,derived_0_50_ft,boston-sam,40839,461 Commonwealth Ave,Commonwealth Ave,42.34939867,-71.09303060,Charlesgate West & Commonwealth Avenue,63,nearest_address
5842,23HH38,Bay State Rd,31 Bay State Rd,IS,1269561600000,2308740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3505; METERED_FL=U; PLACEMENT=MIGRATED,23HH38,,,KE,USMET250,2009,,,,1,,1177632000000,hoffmanr,1456185600000,{C0346D23-65B9-5E19-AB0D-8801260C0EF4},-71.094285790999947,42.349994926000079,31 (STREET_FEA 436),STREET_FEA 436,60,derived_50_100_ft,boston-sam,9094,31 Bay State Rd,Bay State Rd,42.35015867,-71.09427060,Bay State Road & Raleigh Street,275,nearest_address
5920,21HH98,Fenway,Near Fenway & Forsyth Way,IS,,2108740155,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1640; METERED_FL=U; PLACEMENT=MIGRATED,21HH98,,,MH,MH129,1966,,,,1,,1177632000000,blundonr,1255478400000,{79E4775E-B018-5D18-ACB1-DC2C28D54283},-71.092950580999968,42.339870680000047,STREET_FEA 1701,STREET_FEA 1701,291,intersection_preferred_150_plus_ft,boston-sam,344774,225 Hemenway St,Hemenway St,42.34011007,-71.09191948,Fenway & Forsyth Way,93,nearest_intersection
5949,22HH40,Brookline Ave,132-138 Brookline Ave,IS,852076800000,2208740290,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1762; METERED_FL=U; PLACEMENT=MIGRATED,22HH40,,,KE,KEK81-A,2003,,,,1,,1177632000000,blundonr,1244505600000,{6AD48CE7-7D65-590A-B96F-DB6A056E0D8B},-71.101007855999967,42.344988070000056,STREET_FEA 697,STREET_FEA 697,125,derived_100_150_ft,boston-sam,22084,132-138 Brookline Ave,Brookline Ave,42.34506317,-71.10055577,Brookline Avenue & Fullerton Street,35,nearest_address
5951,22HH98,Ipswich St,200-202 Ipswich St,IS,,2208740280,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2276; METERED_FL=U; PLACEMENT=MIGRATED,22HH98,,,MU,MUCENT,1981,,,,1,,1177632000000,blundonr,1271808000000,{19C3A202-1BB4-5A26-A9A5-EE46063A44FC},-71.095249863999982,42.345345658000042,1250 OPP (STREET_FEA 620),STREET_FEA 620,92,derived_50_100_ft,boston-sam,78838,200-202 Ipswich St,Ipswich St,42.34552900,-71.09501434,Boylston Street & Ipswich Street,45,nearest_address
5956,22HH120,Beacon St,635-645 Beacon St,IS,,2208740079,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1092; METERED_FL=U; PLACEMENT=MIGRATED,22HH120,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{65728DFB-E253-5B12-B4CD-2C289900EF78},-71.097544552999977,42.348607328000071,645 (STREET_FEA 447),STREET_FEA 447,75,derived_50_100_ft,boston-sam,420528,635-645 Beacon St,Beacon St,42.34843376,-71.09769389,Beacon Street & Commonwealth Avenue,84,nearest_address
5957,22HH146,Commonwealth Ave,498-528 Commonwealth Ave,IS,,2208740066,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2374; METERED_FL=U; PLACEMENT=MIGRATED,22HH146,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{441C0123-F75D-59CC-B5F1-8936A4F0806A},-71.095890226999984,42.348714283000049,522 (STREET_FEA 1092),STREET_FEA 1092,80,derived_50_100_ft,boston-sam,343327,498-528 Commonwealth Ave,Commonwealth Ave,42.34850253,-71.09580900,Beacon Street & Commonwealth Avenue,137,nearest_address
5962,21HH76,Queensberry St,70 Queensberry St,IS,,2108740079,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2394; METERED_FL=U; PLACEMENT=MIGRATED,21HH76,,,MU,MUCENT,1979,,,,1,,1177632000000,blundonr,1255478400000,{D63332EB-A395-53C8-A92C-C1A4B54449CC},-71.098539893999941,42.342487046000031,66 OPP (STREET_FEA 3489),STREET_FEA 3489,102,derived_100_150_ft,boston-sam,347363,70 Queensberry St,Queensberry St,42.34222061,-71.09866135,Kilmarnock Street & Queensberry Street,190,nearest_address
5964,21HH66,Huntington Ave,454-460 Huntington Ave,IS,,2108740178,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3223; METERED_FL=U; PLACEMENT=MIGRATED,21HH66,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{2AB24AAD-C78E-551B-9070-0F536E874C53},-71.093240221999963,42.338795781000044,465 (STREET_FEA 2239),STREET_FEA 2239,131,derived_100_150_ft,boston-sam,76370,454-460 Huntington Ave,Huntington Ave,42.33848267,-71.09299860,Forsyth Way & Huntington Avenue,206,nearest_address
5972,22HH94,Boylston St,1282 Boylston St,IS,,2208740295,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2312; METERED_FL=U; PLACEMENT=MIGRATED,22HH94,,,US,USMET250,1990,,,,1,,1177632000000,blundonr,1255478400000,{5440F7A4-74B7-5C38-8C73-674BC025C5E7},-71.096875044999933,42.344917290000069,1271 (STREET_FEA 620),STREET_FEA 620,99,derived_50_100_ft,boston-sam,347565,1282 Boylston St,Boylston St,42.34465098,-71.09694032,Boylston Street & Jersey Street,285,nearest_address
5978,22HH152,Commonwealth Ave,533-545 Commonwealth Ave,IS,,2208740034,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1297; METERED_FL=U; PLACEMENT=MIGRATED,22HH152,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1244505600000,{B60AB04C-2BCF-5698-A903-54D4D508C311},-71.097098542999959,42.349172418000080,541 (STREET_FEA 1092),STREET_FEA 1092,92,derived_50_100_ft,boston-sam,438133,533-545 Commonwealth Ave,Commonwealth Ave,42.34918646,-71.09675627,Commonwealth Avenue & Deerfield Street,70,nearest_address
5982,21HH32,Fenway,230 Fenway,IS,,2108740174,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1640; METERED_FL=U; PLACEMENT=MIGRATED,21HH32,,,MU,MUCENT,1980,,,,1,,1177632000000,blundonr,1255478400000,{F3765E4E-EE72-5AC6-9ED9-430310CA098D},-71.096437960999936,42.338922401000048,STREET_FEA 2981,STREET_FEA 2981,98,derived_50_100_ft,boston-sam,57433,230 Fenway,Fenway,42.33869867,-71.09664060,Fenway & Museum Road,125,nearest_address
6029,20HH164,Huntington Ave,510 Huntington Ave,IS,,2008740026,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3709; METERED_FL=U; PLACEMENT=MIGRATED,20HH164,,,MU,MUCENT,2000,,,,1,,1177632000000,mulline,1231804800000,{81FC17E9-FFC0-5AFD-821F-034193D7B3A2},-71.094365206999953,42.338034460000074,STREET_FEA 2239,STREET_FEA 2239,109,derived_100_150_ft,boston-sam,352114,510 Huntington Ave,Huntington Ave,42.33779612,-71.09461341,Huntington Avenue & Museum Road,109,nearest_address
6118,23HH40,Beacon St,610 Beacon St,IS,1244592000000,2308740093,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3505; METERED_FL=U; PLACEMENT=MIGRATED,23HH40,,,KE,KEK81-A,2009,,,,1,,1177632000000,chalmersh,1283212800000,{49E7FCFC-FFB6-50B8-B4CA-53FDADF69E7C},-71.094172499999956,42.349661543000025,590 (STREET_FEA 447),STREET_FEA 447,93,derived_50_100_ft,boston-sam,351645,610 Beacon St,Beacon St,42.34971751,-71.09450956,Beacon Street & Kenmore Street,248,nearest_address
6182,22HH157,Commonwealth Ave,497 Commonwealth Ave,IS,,2208740016,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=447; METERED_FL=U; PLACEMENT=MIGRATED,22HH157,,,MU,MUCENT,1992,,,,1,,1177632000000,orrda,1464134400000,{DE313E61-1E0C-5E5A-B99B-E805B60061F8},-71.094763770999975,42.349334664000025,497 (STREET_FEA 1092),STREET_FEA 1092,13,derived_0_50_ft,boston-sam,41011,497 Commonwealth Ave,Commonwealth Ave,42.34931067,-71.09472960,Beacon Street & Kenmore Street,65,nearest_address
6209,21IH56,Hemenway St,128 Hemenway St,IS,,2109740108,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1769; METERED_FL=U; PLACEMENT=MIGRATED,21IH56,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{2BA2C88B-670E-549B-A1C0-8F513DC597C6},-71.090214246999949,42.342538014000070,122 (STREET_FEA 2103),STREET_FEA 2103,46,derived_0_50_ft,boston-sam,72608,128 Hemenway St,Hemenway St,42.34246867,-71.09007060,Gainsborough Street & Hemenway Street,40,nearest_address
6230,21IH16,Huntington Ave,370 Huntington Ave,IS,,2109740309,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21IH16,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{E698EB0A-A970-5938-8BF6-D3C3037403C1},-71.088100786999973,42.339358990000051,STREET_FEA 436,STREET_FEA 436,101,derived_100_150_ft,boston-sam,341685,370 Huntington Ave,Huntington Ave,42.33932107,-71.08847273,Huntington Avenue & Opera Place,454,nearest_address
6325,20HH142,Huntington Ave,528 Huntington Ave,IS,,2008740058,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2239; METERED_FL=U; PLACEMENT=MIGRATED,20HH142,,,US,USMET250,1989,,,,1,,1177632000000,blundonr,1249430400000,{CEBC39B1-39E5-5928-A2D4-55BEBD61C2A3},-71.094729764999954,42.337430116000064,STREET_FEA 3709,STREET_FEA 3709,82,derived_50_100_ft,boston-sam,343236,528 Huntington Ave,Huntington Ave,42.33765398,-71.09476782,Huntington Avenue & Louis Prang Street,206,nearest_address
6357,23HH8,Bay State Road,Near Bay State Road & Granby Street,IS,1180656000000,2308740006,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1889; METERED_FL=U; PLACEMENT=MIGRATED,23HH8,,,KE,KEK81-A,2007,,,,1,,1177632000000,denapolipd,1325203200000,{34A4C8B5-0C4F-5F27-984F-76B5E8414267},-71.104714145999935,42.350927659000035,STREET_FEA 436,STREET_FEA 436,158,intersection_preferred_150_plus_ft,boston-sam,161846,264 Bay State Rd,Bay State Rd,42.35074644,-71.10524841,Bay State Road & Granby Street,361,nearest_intersection
