objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
11057,25JH62,Cambridge St,317-325 Cambridge St,IS,,2510740123,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=789; METERED_FL=U; PLACEMENT=denapolipd,25JH62,,,MU,MUCENT,2005,,,,1,,1247702400000,blundonr,1249430400000,{0148D3C3-80F4-54FA-A083-5F24ED3CBFBE},-71.070197276999977,42.361314464000031,327 (STREET_FEA 793),STREET_FEA 793,137,derived_100_150_ft,boston-sam,25288,317-325 Cambridge St,Cambridge St,42.36133867,-71.06969059,Cambridge Street & Charles Street,119,nearest_address
11128,25KH86,Bowker Street,Near Bowker Street & New Chardon Street,IS,,2511740238,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=611; METERED_FL=U; PLACEMENT=MIGRATED,25KH86,,,KE,KEK81-A,1998,,,,1,,1177632000000,dorleansr,1231891200000,{B1BC7D91-995A-5E15-8045-943A2D32E3B7},-71.060845729999983,42.362843411000028,STREET_FEA 3033,STREET_FEA 3033,209,intersection_preferred_150_plus_ft,boston-sam,101078,31 New Chardon St,New Chardon St,42.36238867,-71.06132059,Bowker Street & New Chardon Street,41,nearest_intersection
11207,25KH90,Merrimac St,85 Merrimac St,IS,473385600000,2511740189,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5028; METERED_FL=U; PLACEMENT=MIGRATED,25KH90,,,MU,MUCENT,2003,,,,1,,1177632000000,dorleansr,1231891200000,{04F14630-679A-5DE8-A96D-3F48053BB220},-71.061401461999935,42.363542045000031,142 BACK (STREET_FEA 3364),STREET_FEA 3364,49,derived_0_50_ft,boston-sam,341233,85 Merrimac St,Merrimac St,42.36366735,-71.06133538,Merrimac Street & Valenti Way,35,nearest_address
11346,25KH836,Canal St,1 Canal St,IS,1244592000000,2511740539,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=801; METERED_FL=U; PLACEMENT=chalmersh,25KH836,,,KE,KEK81-A,2009,,,,1,,1303689600000,mulline,1396828800000,{099D7015-880B-514B-9E9A-E454CA230AC6},-71.058856489999982,42.363384622000069,50 (STREET_FEA 1196),STREET_FEA 1196,138,derived_100_150_ft,boston-sam,342962,1 Canal St,Canal St,42.36375720,-71.05895958,Canal Street & New Chardon Street,73,nearest_address
11349,26JH9,Nashua Street,Near Nashua Street & Storrow Drive,IS,865123200000,2610740010,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2585; METERED_FL=U; PLACEMENT=MIGRATED,26JH9,,,DA,ADB-84-B,1987,,,,1,,1177632000000,blundonr,1255478400000,{5BBC7E5B-DB15-500C-867B-FA2F8B98D2C0},-71.066825756999947,42.367311520000044,STREET_FEA 3003,STREET_FEA 3003,168,intersection_preferred_150_plus_ft,boston-sam,340057,200 Nashua St,Nashua St,42.36720278,-71.06622037,Nashua Street & Storrow Drive,46,nearest_intersection
11387,26KH755,Whittier Pl,6 Whittier Pl,IS,919641600000,2611740189,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3003; METERED_FL=U; PLACEMENT=MIGRATED,26KH755,,,KE,KEK81-A,1994,,,,1,,1177632000000,dorleansr,1231891200000,{C069B776-E008-5574-ACC3-B296482F7D79},-71.066302048999944,42.365976477000061,STREET_FEA 2727,STREET_FEA 2727,127,derived_100_150_ft,boston-sam,153372,6 Whittier Pl,Whittier Pl,42.36576414,-71.06667734,Amy Court & Martha Road,47,nearest_address
11494,25KH96,Portland St,169 Portland St,IS,1257984000000,2511740131,,,AS BUILT,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5028; METERED_FL=U; PLACEMENT=MIGRATED,25KH96,,,KE,KEK81-A,2009,,,,1,,1177632000000,BlundoNR,1303862400000,{C67F1DEA-8860-5812-83AA-57C606C3B230},-71.061550666999949,42.364202302000081,171-169 (STREET_FEA 3364),STREET_FEA 3364,23,derived_0_50_ft,boston-sam,445181,169 Portland St,Portland St,42.36426464,-71.06154839,Lancaster Street & Merrimac Street,243,nearest_address
11828,25KH22,Cambridge St,141 Cambridge St,IS,884908800000,2511740360,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2628; METERED_FL=U; PLACEMENT=MIGRATED,25KH22,,,KE,KEK81-A,1998,,,,1,,1177632000000,chalmersh,1239235200000,{91C4F225-2EFE-587A-BC1F-9F04C6F23ED0},-71.064470307999954,42.361315352000076,144-154 OP (STREET_FEA 789),STREET_FEA 789,93,derived_50_100_ft,boston-sam,162840,141 Cambridge St,Cambridge St,42.36154894,-71.06460920,Cambridge Street & Lynde Street,28,nearest_address
12020,26JH8,Martha Road,Near Martha Road & Whittier Place,IS,,2610740002,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3003; METERED_FL=U; PLACEMENT=MIGRATED,26JH8,,,DA,ADB-62-B,1987,,,,1,,1177632000000,blundonr,1244505600000,{6FA39059-2CA0-5F71-84E3-B1D5F2DA3D22},-71.066302061999977,42.366649998000071,STREET_FEA 2585,STREET_FEA 2585,202,intersection_preferred_150_plus_ft,boston-sam,340057,200 Nashua St,Nashua St,42.36720278,-71.06622037,Martha Road & Whittier Place,225,nearest_intersection
12037,25JH50,Cambridge St,193-209 Cambridge St,IS,,2510740095,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=789; METERED_FL=U; PLACEMENT=MIGRATED,25JH50,,,MU,MUCENT,2000,,,,1,,1177632000000,dorleansr,1231891200000,{C35B4EB0-770C-51E0-A4BA-D38EA70EA5EB},-71.067032619999964,42.361573269000075,5 OPP (STREET_FEA 566),STREET_FEA 566,142,derived_100_150_ft,boston-sam,340673,193-209 Cambridge St,Cambridge St,42.36136545,-71.06658492,Blossom Street & Cambridge Street,124,nearest_address
12048,26KH756,Lovejoy Place,Near Lovejoy Place & Lovejoy Wharf,IS,1085356800000,2611740190,,,MANUAL,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=4841; METERED_FL=U; PLACEMENT=MIGRATED,26KH756,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1269388800000,{01612E3E-2FC2-5C2E-B9F0-FDBDA1F7B6DC},-71.061099345999935,42.367961538000031,2-40 (STREET_FEA 2324),STREET_FEA 2324,434,intersection_preferred_150_plus_ft,boston-sam,422508,100 Lovejoy Whf,Lovejoy Whf,42.36704289,-71.06006829,Lovejoy Place & Lovejoy Wharf,563,nearest_intersection
12076,26KH740,Legends Way,100R Legends Way,IS,1241136000000,2611740174,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=846; METERED_FL=U; PLACEMENT=MIGRATED,26KH740,,,MU,KEK81-A,2007,,,,1,,1177632000000,mulline,1288742400000,{8FF7294C-8934-547E-B3ED-CB42DF978679},-71.062214948999952,42.367289831000051,42 (STREET_FEA 6452),STREET_FEA 6452,134,derived_100_150_ft,boston-sam,352658,100R Legends Way,Legends Way,42.36693105,-71.06211197,Lovejoy Place & Lovejoy Wharf,608,nearest_address
12423,26KH739,Lomasney Way,Near Lomasney Way & Martha Road,IS,,2611740173,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,26KH739,,,AM,U,,,,,1,,1177632000000,blundonr,1282694400000,{9899CC42-21AC-52B1-9625-58D90EF49141},-71.063554805999956,42.366582911000080,STREET_FEA 3757,STREET_FEA 3757,169,intersection_preferred_150_plus_ft,boston-sam,167985,99 Nashua St,Nashua St,42.36677383,-71.06412702,Lomasney Way & Martha Road,491,nearest_intersection
12509,26KH762,Lomasney Way,Near Lomasney Way & Martha Road,IS,,2611740196,,,MANUAL,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=2585; METERED_FL=U; PLACEMENT=denapolipd,26KH762,,,MU,MUCENT,2000,,,,1,,1247702400000,blundonr,1249430400000,{A7104409-5FE8-5C00-BCDF-6CFE8888E1B0},-71.063958017999937,42.367533729000058,125 (STREET_FEA 3003),STREET_FEA 3003,250,intersection_preferred_150_plus_ft,boston-sam,100243,100 Nashua St,Nashua St,42.36717454,-71.06474815,Lomasney Way & Martha Road,763,nearest_intersection
12706,25KH99,Merrimac St,105-121 Merrimac St,IS,,2511740162,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2829; METERED_FL=U; PLACEMENT=MIGRATED,25KH99,,,US,USSEN,1984,,,,1,,1177632000000,blundonr,1255478400000,{0669D7B3-5315-5C4E-A3A0-E1B89CD8D46E},-71.062223420999942,42.363759485000060,121-105 (STREET_FEA 2444),STREET_FEA 2444,67,derived_50_100_ft,boston-sam,167651,105-121 Merrimac St,Merrimac St,42.36389052,-71.06239910,Lancaster Street & Merrimac Street,62,nearest_address
12792,25KH833,Lancaster St,26-28 Lancaster St,IS,1239062400000,2511740536,,,AS BUILT,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=BlundoNR,25KH833,,,KE,KEK81-A,2009,,,,1,,1302652800000,BlundoNR,1302652800000,{FD9E7C84-5FBA-5B08-B392-0E52C21DE63E},-71.062460563999934,42.364051867000057,OPP 25 (STREET_FEA 2444),STREET_FEA 2444,50,derived_0_50_ft,boston-sam,445178,26-28 Lancaster St,Lancaster St,42.36413567,-71.06260647,Lancaster Street & Merrimac Street,184,nearest_address
12818,25KH124,Anthony Rip Valenti Way,23 Anthony Rip Valenti Way,IS,,2511740157,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5028; METERED_FL=U; PLACEMENT=MIGRATED,25KH124,,,MU,MUCENT,2003,,,,1,,1177632000000,dorleansr,1231891200000,{DA16A624-F482-5942-9728-CD68DA22604C},-71.060455531999935,42.363881857000081,192 (STREET_FEA 1748),STREET_FEA 1748,27,derived_0_50_ft,boston-sam,448743,23 Anthony Rip Valenti Way,Anthony Rip Valenti Way,42.36386279,-71.06055270,Friend Street & Valenti Way,37,nearest_address
12937,25KH799,Beverly Street,Near Beverly Street & Valenti Way,IS,1058486400000,2511740502,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4841; METERED_FL=U; PLACEMENT=MIGRATED,25KH799,,,MU,MUCENT,2003,,,,1,,1177632000000,dorleansr,1231891200000,{C6C43E31-8E5D-5E41-963B-611BB530CFBA},-71.059150395999950,42.364834817000030,STREET_FEA 5028,STREET_FEA 5028,162,intersection_preferred_150_plus_ft,boston-sam,25421,183 Canal St,Canal St,42.36439967,-71.05927459,Beverly Street & Valenti Way,50,nearest_intersection
12941,25KH807,N Washington St,78 N Washington St,IS,1058486400000,2511740510,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=5028; METERED_FL=U; PLACEMENT=MIGRATED,25KH807,,,DA,ADB-62-B,1990,,,,1,,1177632000000,connorsm,1391644800000,{D568BD1A-7B3D-54EA-99BB-374D258256B0},-71.058513902999948,42.364840595000032,57 (STREET_FEA 44),STREET_FEA 44,67,derived_50_100_ft,boston-sam,438879,78 N Washington St,N Washington St,42.36502385,-71.05853246,Beverly Street & Valenti Way,127,nearest_address
13035,26KH98,Causeway St,226-250 Causeway St,IS,,2611740119,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=4698; METERED_FL=U; PLACEMENT=MIGRATED,26KH98,,,DA,ADB-62-B,1990,,,,1,,1177632000000,blundonr,1244505600000,{5A68BBF4-1499-5449-AED2-7F5E7860C18D},-71.059454031999962,42.366496384000072,228-250 (STREET_FEA 846),STREET_FEA 846,56,derived_50_100_ft,boston-sam,26499,226-250 Causeway St,Causeway St,42.36664867,-71.05943059,Causeway Street & Medford Street,42,nearest_address
13122,25KH723,Merrimac Street,Near Merrimac Street & Staniford Street,IS,,2511740470,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2829; METERED_FL=U; PLACEMENT=MIGRATED,25KH723,,,KE,KEK81-A,,,,,1,,1177632000000,blundonr,1456876800000,{5891CC9A-98DC-5B56-B88E-40D0498E76B5},-71.063581059999933,42.363893200000064,150 (STREET_FEA 3988),STREET_FEA 3988,170,intersection_preferred_150_plus_ft,boston-sam,355340,151 Merrimac St,Merrimac St,42.36419394,-71.06309901,Merrimac Street & Staniford Street,44,nearest_intersection
13190,25KH44,Staniford St,150 Staniford St,IS,694224000000,2511740104,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=846; METERED_FL=U; PLACEMENT=MIGRATED,25KH44,,,MH,MH129,2002,,,,1,,1177632000000,blundonr,1255478400000,{3987B98F-9DDA-527D-A6B4-BBC436353288},-71.063457522999954,42.364615776000051,STREET_FEA 3003,STREET_FEA 3003,140,derived_100_150_ft,boston-sam,347193,150 Staniford St,Staniford St,42.36445078,-71.06392679,Lomasney Way & Staniford Street,42,nearest_address
13262,26KH763,Lovejoy Place,Near Lovejoy Place & Lovejoy Wharf,IS,1086048000000,2611740197,,,U,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=5773; METERED_FL=U; PLACEMENT=chalmersh,26KH763,,,U,U,,,,,1,,1271808000000,mulline,1396828800000,{759F7723-B2C8-5FA4-A9A0-C1E6BC6D93FD},-71.060206704999985,42.366503784000031,131 (STREET_FEA 8619),STREET_FEA 8619,200,intersection_preferred_150_plus_ft,boston-sam,422508,100 Lovejoy Whf,Lovejoy Whf,42.36704289,-71.06006829,Lovejoy Place & Lovejoy Wharf,28,nearest_intersection
13307,26KH742,Lovejoy Place,Near Lovejoy Place & Lovejoy Wharf,IS,1085356800000,2611740176,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=846; METERED_FL=U; PLACEMENT=MIGRATED,26KH742,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1271808000000,{48F8DD58-99BC-53D6-9E74-FBD3B386FBF3},-71.061206345999949,42.366651161000050,80 (STREET_FEA 6452),STREET_FEA 6452,264,intersection_preferred_150_plus_ft,boston-sam,340814,100 Legends Way,Legends Way,42.36617190,-71.06194115,Lovejoy Place & Lovejoy Wharf,280,nearest_intersection
13309,26KH770,Causeway Street,Near Causeway Street & Legends Way,IS,,2611740204,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=846; METERED_FL=U; PLACEMENT=BlundoNR,26KH770,,,MU,MUCENT,1998,,,,1,,1291852800000,samayoa-galvisr,1437004800000,{7D56E854-8B2B-5ACE-AD79-511D1D3B1F85},-71.060790028999975,42.365914398000029,STREET_FEA 6452,STREET_FEA 6452,199,intersection_preferred_150_plus_ft,boston-sam,340676,50-150 Causeway St,Causeway St,42.36571708,-71.06147886,Causeway Street & Legends Way,46,nearest_intersection
13331,25KH214,N Washington St,86-88 N Washington St,IS,1086048000000,2511740035,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=5028; METERED_FL=U; PLACEMENT=MIGRATED,25KH214,,,KE,KEK81,1999,,,,1,,1177632000000,chalmersh,1271376000000,{B4905C30-2C27-5492-9A0B-413177CA3AB6},-71.058518809999953,42.365263778000042,95 OPP (STREET_FEA 44),STREET_FEA 44,17,derived_0_50_ft,boston-sam,146275,86-88 N Washington St,N Washington St,42.36526620,-71.05858343,North Washington Street & Thacher Street,35,nearest_address
13349,25KH211,N Washington St,98 N Washington St,IS,1086048000000,2511740006,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=2794; METERED_FL=U; PLACEMENT=MIGRATED,25KH211,,,DA,ADB-62-B,1990,,,,1,,1177632000000,chalmersh,1271721600000,{7B6409C9-8327-582A-A006-12FA1B8AA42B},-71.058547955999984,42.365768090000074,119-127 OP (STREET_FEA 44),STREET_FEA 44,77,derived_50_100_ft,boston-sam,168247,98 N Washington St,N Washington St,42.36563261,-71.05876704,Medford Street & North Washington Street,119,nearest_address
13352,26KH95,Causeway Street,Near Causeway Street & Medford Street,IS,,2611740092,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=44; METERED_FL=U; PLACEMENT=MIGRATED,26KH95,,,DA,ADB-62-B,2003,,,,1,,1177632000000,blundonr,1244505600000,{2E7A7905-4696-5FD7-A710-CE182CB4FDF9},-71.058851591999940,42.366833853000060,228-250 (STREET_FEA 846),STREET_FEA 846,161,intersection_preferred_150_plus_ft,boston-sam,162916,249-267 Causeway St,Causeway St,42.36639470,-71.05891172,Causeway Street & Medford Street,232,nearest_intersection
13422,25KH724,Merrimac St,105-121 Merrimac St,IS,,2511740472,,,MANUAL,,,,,BWSC,SERVICE_AR=HPFS; CROSS_STRE=2829; METERED_FL=U; PLACEMENT=MIGRATED,25KH724,,,KE,KEK81-A,2002,,,,1,,1177632000000,mulline,1250035200000,{304F05B6-4B77-56D8-A478-BA6C62913FA6},-71.062361455999962,42.363561342000025,105-121 OP (STREET_FEA 2444),STREET_FEA 2444,120,derived_100_150_ft,boston-sam,167651,105-121 Merrimac St,Merrimac St,42.36389052,-71.06239910,Lancaster Street & Merrimac Street,89,nearest_address
