objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
5917,21IH142,Massachusetts Ave,300 Massachusetts Ave,IS,807667200000,2109740074,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2238; METERED_FL=U; PLACEMENT=MIGRATED,21IH142,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{CB80159E-5006-5F12-ACC0-BBC46D5DAD97},-71.085099426999989,42.343023216000063,300 (STREET_FEA 2743),STREET_FEA 2743,93,derived_50_100_ft,boston-sam,167466,300 Massachusetts Ave,Massachusetts Ave,42.34327458,-71.08515150,Huntington Avenue & Massachusetts Avenue,71,nearest_address
5973,21IH186,Huntington Ave,200-220 Huntington Ave,IS,,2109740008,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1207; METERED_FL=U; PLACEMENT=MIGRATED,21IH186,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1255478400000,{D116DE8E-5E30-5F2D-823B-13A4A84162F7},-71.083513350999965,42.343821518000027,200-220 (STREET_FEA 2238),STREET_FEA 2238,65,derived_50_100_ft,boston-sam,76244,200-220 Huntington Ave,Huntington Ave,42.34364441,-71.08352785,Cumberland Street & Huntington Avenue,222,nearest_address
6068,23JH60,Commonwealth Ave,82 Commonwealth Ave,IS,,2310740181,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,23JH60,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{AC34D949-BFE7-5740-9285-1410B76027F9},-71.075444983999944,42.352483108000058,82 OPP (STREET_FEA 1091),STREET_FEA 1091,101,derived_100_150_ft,boston-sam,41270,82 Commonwealth Ave,Commonwealth Ave,42.35220867,-71.07538060,Clarendon Street & Commonwealth Avenue,165,nearest_address
6078,23JH28,Beacon St,255 Beacon St,IS,,2310740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=445; METERED_FL=U; PLACEMENT=MIGRATED,23JH28,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1250208000000,{747CA8DF-D7A1-5C67-B80A-DBFEC725A4F0},-71.078900600999987,42.353485373000069,330 OPP (STREET_FEA 1265),STREET_FEA 1265,41,derived_0_50_ft,boston-sam,10582,255 Beacon St,Beacon St,42.35349567,-71.07874760,Beacon Street & Dartmouth Street,81,nearest_address
6126,22IH106,Boylston St,927-939 Boylston St,IS,852076800000,2209740093,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=618; METERED_FL=U; PLACEMENT=MIGRATED,22IH106,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{498E633B-38A1-5ECD-8D00-412EBF96ADA7},-71.085259625999981,42.348137242000064,108 (STREET_FEA 2118),STREET_FEA 2118,67,derived_50_100_ft,boston-sam,18423,927-939 Boylston St,Boylston St,42.34823867,-71.08505060,Boylston Street & Hereford Street,62,nearest_address
6168,22JH94,Stuart St,441 Stuart St,IS,770428800000,2210740094,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4041; METERED_FL=U; PLACEMENT=MIGRATED,22JH94,,,KE,KEK81-A,2007,,,,1,,1177632000000,blundonr,1255478400000,{5E57F145-16B2-5983-9613-5042816BB242},-71.076429365999957,42.348524925000049,181-185 (STREET_FEA 1265),STREET_FEA 1265,129,derived_100_150_ft,boston-sam,131663,441 Stuart St,Stuart St,42.34863267,-71.07597260,Dartmouth Street & Stuart Street,77,nearest_address
6312,23IH24,Beacon St,484 Beacon St,IS,1075939200000,2309740104,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2742; METERED_FL=U; PLACEMENT=MIGRATED,23IH24,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1271808000000,{557EDF8A-8AE4-5F8C-8D43-F8E35A60C751},-71.088790358999972,42.351116184000034,486 (STREET_FEA 445),STREET_FEA 445,63,derived_50_100_ft,boston-sam,11729,484 Beacon St,Beacon St,42.35128867,-71.08881060,Beacon Street & Massachusetts Avenue,210,nearest_address
6370,22IH138,Belvidere Street,Near Belvidere Street & Huntington Avenue,IS,,2209740294,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=496; METERED_FL=U; PLACEMENT=MIGRATED,22IH138,,,WA,WAWB67P,1987,,,,1,,1177632000000,blundonr,1255478400000,{347D3770-27FF-5CF1-A64D-B1DBE14D4D76},-71.081219598999951,42.345986178000032,120 OPP (STREET_FEA 2238),STREET_FEA 2238,175,intersection_preferred_150_plus_ft,boston-sam,76242,120-140 Huntington Ave,Huntington Ave,42.34551867,-71.08107060,Belvidere Street & Huntington Avenue,261,nearest_intersection
6397,23JH62,Commonwealth Ave,65 Commonwealth Ave,IS,,2310740172,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,23JH62,,,MH,MH129,1979,,,,1,,1177632000000,palaciolv,1224806400000,{D354B3F2-71B9-5924-8A94-4268E5B1BDD4},-71.076054731999989,42.352568049000070,65 OPP (STREET_FEA 1091),STREET_FEA 1091,143,derived_100_150_ft,boston-sam,41198,65 Commonwealth Ave,Commonwealth Ave,42.35295867,-71.07609060,Clarendon Street & Commonwealth Avenue,39,nearest_address
6400,23JH46,Commonwealth Ave,127 Commonwealth Ave,IS,,2310740194,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1265; METERED_FL=U; PLACEMENT=MIGRATED,23JH46,,,MH,MH129,1979,,,,1,,1177632000000,palaciolv,1224806400000,{3CCAAFED-21C4-58A2-8CD8-F85EFFD1CBFE},-71.077530334999949,42.352199092000035,127 OPP (STREET_FEA 1091),STREET_FEA 1091,105,derived_100_150_ft,boston-sam,37256,127 Commonwealth Ave,Commonwealth Ave,42.35246867,-71.07767060,Commonwealth Avenue & Dartmouth Street,216,nearest_address
6420,23IH42,Beacon St,414 Beacon St,IS,1075939200000,2309740063,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1857; METERED_FL=U; PLACEMENT=MIGRATED,23IH42,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1271808000000,{5FBFB447-C375-57EF-8F02-3B8EFF8C47FE},-71.086143135999976,42.351829461000079,414 (STREET_FEA 445),STREET_FEA 445,69,derived_50_100_ft,boston-sam,11421,414 Beacon St,Beacon St,42.35199867,-71.08626060,Beacon Street & Gloucester Street,178,nearest_address
6428,23IH22,Marlborough St,399 Marlborough St,IS,,2309740162,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2742; METERED_FL=U; PLACEMENT=MIGRATED,23IH22,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{B89EF4BE-2F30-5C05-8E62-305C84393446},-71.088299072999973,42.350329384000077,401 (STREET_FEA 2715),STREET_FEA 2715,66,derived_50_100_ft,boston-sam,91230,399 Marlborough St,Marlborough St,42.35050867,-71.08833060,Marlborough Street & Massachusetts Avenue,233,nearest_address
6506,22JH14,Garrison St,30 Garrison St,IS,,2210740265,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3743; METERED_FL=U; PLACEMENT=MIGRATED,22JH14,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{A1C2A000-00B8-5814-ADF1-BEA94ECFA188},-71.079226792999975,42.345741593000071,32 (STREET_FEA 1786),STREET_FEA 1786,67,derived_50_100_ft,boston-sam,62828,30 Garrison St,Garrison St,42.34570867,-71.07898060,Garrison Street & Studio Place,20,nearest_address
6517,22IH76,Saint Germain St,16-18 Saint Germain St,IS,,2209740163,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3746; METERED_FL=U; PLACEMENT=MIGRATED,22IH76,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{6383D693-7B2C-5B2A-ACF2-6AF7F092C3DB},-71.086151754999946,42.346241544000065,41 (STREET_FEA 496),STREET_FEA 496,106,derived_100_150_ft,boston-sam,341887,16-18 Saint Germain St,Saint Germain St,42.34595881,-71.08625084,Belvidere Street & Saint Cecilia Street,155,nearest_address
6678,22JH70,Huntington Ave,47-51 Huntington Ave,IS,,2210740141,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2238; METERED_FL=U; PLACEMENT=MIGRATED,22JH70,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{F16A8EE9-8BC6-5BFF-9DDA-F4E6F83D9026},-71.078755423999951,42.348174261000054,96 (STREET_FEA 1586),STREET_FEA 1586,79,derived_50_100_ft,boston-sam,76377,47-51 Huntington Ave,Huntington Ave,42.34836255,-71.07861083,Exeter Street & Huntington Avenue,118,nearest_address
6727,22JH120,Clarendon St,130 Clarendon St,IS,,2210740114,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3458; METERED_FL=U; PLACEMENT=MIGRATED,22JH120,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1271808000000,{D6B3F565-97EC-5B3F-8913-24548002E732},-71.074085638999975,42.348226572000044,127 OPP (STREET_FEA 1008),STREET_FEA 1008,73,derived_50_100_ft,boston-sam,33137,130 Clarendon St,Clarendon St,42.34828467,-71.07434560,Cahners Place & Stanhope Street,262,nearest_address
6865,23IH30,Marlborough St,362 Marlborough St,IS,,2309740149,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3446; METERED_FL=U; PLACEMENT=MIGRATED,23IH30,,,MU,MUCENT,1989,,,,1,,1177632000000,palaciolv,1224806400000,{F8A73D6B-621C-5BB7-A6E5-89BFCF8AE263},-71.086418393999963,42.350484576000042,27 OPP (STREET_FEA 2118),STREET_FEA 2118,40,derived_0_50_ft,boston-sam,91067,362 Marlborough St,Marlborough St,42.35058867,-71.08637060,Hereford Street & Marlborough Street,104,nearest_address
7043,23JH37,Clarendon Street,Near Clarendon Street & Saint James Avenue,IS,,2310740388,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3755; METERED_FL=U; PLACEMENT=MIGRATED,23JH37,,,KE,KEK11,1974,,,,1,,1177632000000,palaciolv,1224806400000,{538121A1-55A3-570C-90A8-D97474C9587B},-71.074567354999942,42.349666785000068,197 (STREET_FEA 1008),STREET_FEA 1008,169,intersection_preferred_150_plus_ft,boston-sam,157161,197 Clarendon St,Clarendon St,42.34957119,-71.07395096,Clarendon Street & Saint James Avenue,95,nearest_intersection
7052,22JH126,Clarendon Street,Near Clarendon Street & Stuart Street,IS,,2210740026,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4041; METERED_FL=U; PLACEMENT=MIGRATED,22JH126,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{0252E0C1-D8CC-5BD2-AD3E-61B1C50F06AD},-71.074379859999965,42.349175478000063,197 (STREET_FEA 1008),STREET_FEA 1008,185,intersection_preferred_150_plus_ft,boston-sam,157161,197 Clarendon St,Clarendon St,42.34957119,-71.07395096,Clarendon Street & Stuart Street,78,nearest_intersection
7075,22IH110,Cumberland St,150 Cumberland St,IS,,2209740290,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2238; METERED_FL=U; PLACEMENT=MIGRATED,22IH110,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{4F3B0567-772E-511B-B607-7F7948E54FB0},-71.082930602999966,42.344175056000040,238-234-20 (STREET_FEA 1207),STREET_FEA 1207,99,derived_50_100_ft,boston-sam,155065,150 Cumberland St,Cumberland St,42.34425867,-71.08258060,Cumberland Street & Huntington Avenue,45,nearest_address
7106,22JH71,Huntington Ave,1 Huntington Ave,IS,,2210740050,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2238; METERED_FL=U; PLACEMENT=MIGRATED,22JH71,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{E8E004A0-727C-5ADC-88EE-D176BF79FE96},-71.077865700999951,42.348965375000034,STREET_FEA 552,STREET_FEA 552,89,derived_50_100_ft,boston-sam,156748,1 Huntington Ave,Huntington Ave,42.34877342,-71.07807082,Blagden Street & Huntington Avenue,162,nearest_address
7142,23JH4,Boylston St,667-669 Boylston St,IS,1037750400000,2310740396,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,23JH4,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1271808000000,{D5754957-A0B1-554A-80C2-52CB11B0A35E},-71.078678520999972,42.349651837000067,669 OPP (STREET_FEA 618),STREET_FEA 618,126,derived_100_150_ft,boston-sam,18373,667-669 Boylston St,Boylston St,42.34998267,-71.07882160,Boylston Street & Exeter Street,227,nearest_address
7152,23IH12,Marlborough St,424 Marlborough St,IS,,2309740196,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2715; METERED_FL=U; PLACEMENT=MIGRATED,23IH12,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1244505600000,{D7B123C9-466B-5140-9559-00A8E6DD106A},-71.089173433999974,42.349910466000040,47 (STREET_FEA 2742),STREET_FEA 2742,35,derived_0_50_ft,boston-sam,91403,424 Marlborough St,Marlborough St,42.34988867,-71.08930060,Marlborough Street & Massachusetts Avenue,61,nearest_address
7153,22IH66,Commonwealth Ave,371 Commonwealth Ave,IS,,2209740009,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2742; METERED_FL=U; PLACEMENT=MIGRATED,22IH66,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{733C1E11-49D7-5852-A025-CBCBE039AD5C},-71.088986853999984,42.349313248000044,371 (STREET_FEA 1091),STREET_FEA 1091,64,derived_50_100_ft,boston-sam,163721,371 Commonwealth Ave,Commonwealth Ave,42.34947746,-71.08907624,Commonwealth Avenue & Massachusetts Avenue,78,nearest_address
7171,23JH94,Commonwealth Ave,38-40 Commonwealth Ave,IS,,2310740150,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=509; METERED_FL=U; PLACEMENT=MIGRATED,23JH94,,,MH,MH129,1979,,,,1,,1177632000000,palaciolv,1224806400000,{0235279A-5C94-53B5-BFD4-47706636CD0C},-71.073318429999972,42.353049510000062,40 OPP (STREET_FEA 1091),STREET_FEA 1091,99,derived_50_100_ft,boston-sam,40470,38-40 Commonwealth Ave,Commonwealth Ave,42.35281867,-71.07312060,Berkeley Street & Commonwealth Avenue,156,nearest_address
7214,22IH70,Massachusetts Ave,200-216 Massachusetts Ave,IS,,2209740244,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,22IH70,,,BF,U,,,,,1,,1177632000000,blundonr,1282694400000,{DF9832A7-40DD-5FB1-BD7B-3AF48191BDE8},-71.085656577999941,42.344863080000039,STREET_FEA 583,STREET_FEA 583,136,derived_100_150_ft,boston-sam,437955,200-216 Massachusetts Ave,Massachusetts Ave,42.34517501,-71.08593384,Clearway Street & Massachusetts Avenue,385,nearest_address
7331,22IH90,Belvidere St,29-51 Belvidere St,IS,,2209740174,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1245; METERED_FL=U; PLACEMENT=MIGRATED,22IH90,,,MH,MH929,1988,,,,1,,1177632000000,blundonr,1244505600000,{D0F5B627-7500-5A96-AD64-4FAD199FB97F},-71.085506855999938,42.346140011000045,29 (STREET_FEA 496),STREET_FEA 496,62,derived_50_100_ft,boston-sam,347388,29-51 Belvidere St,Belvidere St,42.34610784,-71.08573439,Belvidere Street & Dalton Street,207,nearest_address
7335,22IH150,Boylston St,704-712 Boylston St,IS,1037750400000,2209740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,22IH150,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1271808000000,{5BFBC219-18D7-58FF-952E-87373C5BAC2A},-71.080184630999952,42.349235947000068,770-760 (STREET_FEA 618),STREET_FEA 618,132,derived_100_150_ft,boston-sam,18381,704-712 Boylston St,Boylston St,42.34926001,-71.07969393,Boylston Street & Ring Road,161,nearest_address
7369,23JH84,Boylston St,406-412 Boylston St,IS,,2310740279,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=509; METERED_FL=U; PLACEMENT=MIGRATED,23JH84,,,MH,MH929,1992,,,,1,,1177632000000,mulline,1444089600000,{08219015-6CF1-545D-AE40-6E8C3DDE32A7},-71.072174965999977,42.350987401000054,205 (STREET_FEA 3431),STREET_FEA 3431,101,derived_100_150_ft,boston-sam,18323,406-412 Boylston St,Boylston St,42.35125467,-71.07227759,Berkeley Street & Providence Street,191,nearest_address
7461,21IH140,Massachusetts Ave,300 Massachusetts Ave,IS,,2109740353,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2743; METERED_FL=U; PLACEMENT=MIGRATED,21IH140,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{FE144220-415B-5AE2-A5DB-FA346B423498},-71.084732729999985,42.343135231000076,234-238 OP (STREET_FEA 2238),STREET_FEA 2238,124,derived_100_150_ft,boston-sam,167466,300 Massachusetts Ave,Massachusetts Ave,42.34327458,-71.08515150,Huntington Avenue & Massachusetts Avenue,134,nearest_address
7628,23IH50,Commonwealth Ave,261 Commonwealth Ave,IS,,2309740139,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1857; METERED_FL=U; PLACEMENT=MIGRATED,23IH50,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1224806400000,{3F3B5321-3F7C-5266-B2FE-5FA65722D05C},-71.083648029999949,42.350544879000040,257 OPP (STREET_FEA 1091),STREET_FEA 1091,116,derived_100_150_ft,boston-sam,39861,261 Commonwealth Ave,Commonwealth Ave,42.35080867,-71.08389060,Commonwealth Avenue & Fairfield Street,265,nearest_address
7633,22IH96,Newbury St,337 Newbury St,IS,1160438400000,2209740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2118; METERED_FL=U; PLACEMENT=MIGRATED,22IH96,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1228262400000,{813C60B7-69EC-557C-8252-B191BD966704},-71.086631381999950,42.348550842000066,337 (STREET_FEA 3050),STREET_FEA 3050,58,derived_50_100_ft,boston-sam,101559,337 Newbury St,Newbury St,42.34870867,-71.08667060,Hereford Street & Newbury Street,273,nearest_address
7641,22IH116,Newbury St,289 Newbury St,IS,1160438400000,2209740040,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1857; METERED_FL=U; PLACEMENT=MIGRATED,22IH116,,,MU,MUCENT,2005,,,,1,,1177632000000,chalmersh,1228262400000,{11F23054-0C9B-51AC-BA7E-DDB5FED4B93C},-71.084874840999987,42.349021318000041,289 (STREET_FEA 3050),STREET_FEA 3050,54,derived_50_100_ft,boston-sam,101523,289 Newbury St,Newbury St,42.34916567,-71.08491560,Gloucester Street & Newbury Street,206,nearest_address
8193,22IH82,Newbury St,353 Newbury St,IS,1160438400000,2209740088,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2742; METERED_FL=U; PLACEMENT=MIGRATED,22IH82,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{3D8F2E3A-B45D-5B7A-BF2C-0082F382CC69},-71.087478152999950,42.348329915000079,355 (STREET_FEA 3050),STREET_FEA 3050,58,derived_50_100_ft,boston-sam,101574,353 Newbury St,Newbury St,42.34848867,-71.08746060,Massachusetts Avenue & Newbury Street,194,nearest_address
8243,23JH56,Newbury St,97-101 Newbury St,IS,,2310740232,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,23JH56,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1224806400000,{81FF7437-F15A-5246-97FC-BCBB4542960E},-71.075428028999966,42.351566014000070,105 (STREET_FEA 3050),STREET_FEA 3050,75,derived_50_100_ft,boston-sam,448842,97-101 Newbury St,Newbury St,42.35173077,-71.07526214,Clarendon Street & Newbury Street,56,nearest_address
8250,22IH155,Belvidere St,100 Belvidere St,IS,,2209740301,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=496; METERED_FL=U; PLACEMENT=mulline,22IH155,,,MH,MH929,1998,,,,1,,1247702400000,blundonr,1249430400000,{D12D6BB7-34B9-5144-971A-AD043FA121DB},-71.082661057999985,42.345887283000025,STREET_FEA 3596,STREET_FEA 3596,128,derived_100_150_ft,boston-sam,14266,100 Belvidere St,Belvidere St,42.34604767,-71.08223760,Belvidere Street & Huntington Avenue,284,nearest_address
8350,22JH124,Stuart St,390-406 Stuart St,IS,1245542400000,2210740041,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1008; METERED_FL=U; PLACEMENT=MIGRATED,22JH124,,,KE,KEK81-A,2008,,,,1,,1177632000000,mulline,1262131200000,{E6E26347-6331-55A1-BC27-C0BFEFEE98BB},-71.073682406999978,42.349063952000051,390 (STREET_FEA 4041),STREET_FEA 4041,79,derived_50_100_ft,boston-sam,172953,390-406 Stuart St,Stuart St,42.34885256,-71.07374548,Clarendon Street & Stuart Street,189,nearest_address
8357,21IH146,Massachusetts Ave,300 Massachusetts Ave,IS,,2109740355,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21IH146,,,MU,U,,,,,1,,1177632000000,blundonr,1282694400000,{C4D05710-1505-5DC1-A0EB-3E39655C83E8},-71.085344811999960,42.343576677000044,STREET_FEA 1361,STREET_FEA 1361,122,derived_100_150_ft,boston-sam,167466,300 Massachusetts Ave,Massachusetts Ave,42.34327458,-71.08515150,Huntington Avenue & Massachusetts Avenue,283,nearest_address
8426,23JH100,Commonwealth Ave,15 Commonwealth Ave,IS,,2310740404,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=509; METERED_FL=U; PLACEMENT=MIGRATED,23JH100,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1224806400000,{CAB42064-DD11-5A9D-A42E-ABF0A4A22EAA},-71.072871138999972,42.353452048000065,15 (STREET_FEA 1091),STREET_FEA 1091,109,derived_100_150_ft,boston-sam,37755,15 Commonwealth Ave,Commonwealth Ave,42.35370867,-71.07308060,Berkeley Street & Commonwealth Avenue,320,nearest_address
8434,22IH148,Boylston St,755 Boylston St,IS,1022889600000,2209740037,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3595; METERED_FL=U; PLACEMENT=MIGRATED,22IH148,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{FAF130CD-34E6-5EB1-B771-464DB145B880},-71.080920914999979,42.349031380000042,765 (STREET_FEA 618),STREET_FEA 618,136,derived_100_150_ft,boston-sam,18389,755 Boylston St,Boylston St,42.34939045,-71.08105978,Boylston Street & Ring Road,64,nearest_address
8554,23JH12,Commonwealth Ave,171 Commonwealth Ave,IS,,2310740222,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1265; METERED_FL=U; PLACEMENT=MIGRATED,23JH12,,,MH,MH129,1992,,,,1,,1177632000000,palaciolv,1224806400000,{0ED7FFA8-2186-511B-8E2E-6673EEFBE73B},-71.079362419999939,42.351699640000049,171 OPP (STREET_FEA 1091),STREET_FEA 1091,113,derived_100_150_ft,boston-sam,38482,171 Commonwealth Ave,Commonwealth Ave,42.35199867,-71.07948060,Commonwealth Avenue & Exeter Street,307,nearest_address
8581,23JH24,Commonwealth Ave,151 Commonwealth Ave,IS,-347155200000,2310740191,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1265; METERED_FL=U; PLACEMENT=MIGRATED,23JH24,,,MU,MUCENT,1959,,,,1,,1177632000000,palaciolv,1224806400000,{493A2784-3B40-591F-9A95-639E6B0D1424},-71.078293933999987,42.352236054000059,151 (STREET_FEA 1091),STREET_FEA 1091,62,derived_50_100_ft,boston-sam,37778,151 Commonwealth Ave,Commonwealth Ave,42.35236867,-71.07815060,Commonwealth Avenue & Dartmouth Street,65,nearest_address
8632,23JH130,Commonwealth Ave,22-26 Commonwealth Ave,IS,,2310740138,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=300; METERED_FL=U; PLACEMENT=MIGRATED,23JH130,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{6B9B2EF7-0029-5778-A8DF-3D7786E286B5},-71.072348327999975,42.353324669000074,16 OPP (STREET_FEA 1091),STREET_FEA 1091,99,derived_50_100_ft,boston-sam,39670,22-26 Commonwealth Ave,Commonwealth Ave,42.35309322,-71.07254141,Arlington Street & Commonwealth Avenue,239,nearest_address
8696,22JH97,Stuart St,441 Stuart St,IS,694224000000,2210740054,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4041; METERED_FL=U; PLACEMENT=MIGRATED,22JH97,,,MU,MUCENT,2004,,,,1,,1177632000000,blundonr,1255478400000,{B0D4C18E-5326-5ADB-B98A-C4DE71D0132C},-71.075579571999981,42.348827665000044,23 (STREET_FEA 4225),STREET_FEA 4225,127,derived_100_150_ft,boston-sam,131663,441 Stuart St,Stuart St,42.34863267,-71.07597260,Stuart Street & Trinity Place,96,nearest_address
8734,23JH128,Newbury St,15 Newbury St,IS,,2310740180,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3453; METERED_FL=U; PLACEMENT=MIGRATED,23JH128,,,WA,WAWB67P,1987,,,,1,,1177632000000,orrda,1447286400000,{BD76C781-B842-5137-A745-A01FD300FB42},-71.072276035999948,42.352419678000047,15 (STREET_FEA 3050),STREET_FEA 3050,73,derived_50_100_ft,boston-sam,101352,15 Newbury St,Newbury St,42.35259867,-71.07240059,Arlington Street & Newbury Street,331,nearest_address
8742,23IH90,Beacon St,266 Beacon St,IS,1075939200000,2309740009,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1586; METERED_FL=U; PLACEMENT=MIGRATED,23IH90,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{B2A3198E-3BA1-513D-8E8F-CD9EE48D868F},-71.080464514999960,42.353362603000051,266 (STREET_FEA 445),STREET_FEA 445,67,derived_50_100_ft,boston-sam,10695,266 Beacon St,Beacon St,42.35352867,-71.08057060,Beacon Street & Exeter Street,241,nearest_address
8845,23IH66,Marlborough St,259 Marlborough St,IS,1059091200000,2309740058,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1593; METERED_FL=U; PLACEMENT=MIGRATED,23IH66,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1271808000000,{68D68723-D2EC-5A56-B80D-F93BFC1FDADF},-71.082533699999942,42.351892028000066,259 (STREET_FEA 2715),STREET_FEA 2715,68,derived_50_100_ft,boston-sam,90801,259 Marlborough St,Marlborough St,42.35206867,-71.08262060,Fairfield Street & Marlborough Street,186,nearest_address
