objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
7871,15HH46,Woodside Ave,8-10 Woodside Ave,IS,,1508740038,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4398; METERED_FL=U; PLACEMENT=MIGRATED,15HH46,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1255478400000,{5DFF8D26-A6C7-5B94-BE38-DE9419F31373},-71.103311491999989,42.309899764000079,8-10 (STREET_FEA 4625),STREET_FEA 4625,40,derived_0_50_ft,boston-sam,151947,8-10 Woodside Ave,Woodside Ave,42.31000866,-71.10329060,Washington Street & Woodside Avenue,188,nearest_address
7873,17HH28,Bolster St,14 Bolster St,IS,1030060800000,1708740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4647; METERED_FL=U; PLACEMENT=MIGRATED,17HH28,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1231459200000,{C4635502-FED4-589C-BEA0-E3AF01623C05},-71.105591940999943,42.322058523000067,10-12 (STREET_FEA 581),STREET_FEA 581,37,derived_0_50_ft,boston-sam,16745,14 Bolster St,Bolster St,42.32214466,-71.10551960,Bolster Street & Mozart Street,213,nearest_address
7893,14FH20,Centre Street,Near Centre Street & Whitcomb Avenue,IS,757382400000,1406740078,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4501; METERED_FL=U; PLACEMENT=MIGRATED,14FH20,,,KE,KEK81-A,2003,,,,1,,1177632000000,connorsm,1236902400000,{0AAB95B9-0D60-525E-8578-24AF398811A6},-71.126616429999956,42.301507294000032,1129 (STREET_FEA 882),STREET_FEA 882,280,intersection_preferred_150_plus_ft,boston-sam,171777,11 Whitcomb Ave,Whitcomb Ave,42.30227566,-71.12665561,Centre Street & Whitcomb Avenue,147,nearest_intersection
7897,16FH54,Pond St,122 Pond St,IS,,1606740015,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3161; METERED_FL=U; PLACEMENT=MIGRATED,16FH54,,,MU,MUCENT,1979,,,,1,,1177632000000,blundonr,1255478400000,{69986682-6CC5-5D04-A2ED-DE148EFFB4B3},-71.120711980999943,42.313346176000039,180 OPP (STREET_FEA 3352),STREET_FEA 3352,120,derived_100_150_ft,boston-sam,111564,122 Pond St,Pond St,42.31318866,-71.12032061,Orchard Street & Pond Street,22,nearest_address
7915,16GH128,Rockview St,17 Rockview St,IS,1061164800000,1607740028,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3649; METERED_FL=U; PLACEMENT=MIGRATED,16GH128,,,MU,MUCENT,1986,,,,1,,1177632000000,blundonr,1255478400000,{C43ABF0D-A980-5340-8DA0-0BB88C1AFD6D},-71.109383275999960,42.315842381000039,17 (STREET_FEA 3650),STREET_FEA 3650,45,derived_0_50_ft,boston-sam,117850,17 Rockview St,Rockview St,42.31586966,-71.10954760,Rockview Place & Rockview Street,53,nearest_address
7922,17GH8,Jamaicaway,470-472 Jamaicaway,IS,,1707740157,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2297; METERED_FL=U; PLACEMENT=MIGRATED,17GH8,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1231459200000,{24E7E09B-0B22-5E16-A9AF-CDDDC3B4F8E8},-71.116605490999973,42.316870949000077,476 (STREET_FEA 2298),STREET_FEA 2298,65,derived_50_100_ft,boston-sam,419460,470-472 Jamaicaway,Jamaicaway,42.31696431,-71.11639761,Jamaicaway & Jamaicaway Court,93,nearest_address
7930,17GH140,Sheridan St,96 Sheridan St,IS,770428800000,1707740068,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=960; METERED_FL=U; PLACEMENT=MIGRATED,17GH140,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{1C74F92A-6F42-5BBF-9A15-6870D6B34A6B},-71.106376516999944,42.319821032000050,92 (STREET_FEA 3883),STREET_FEA 3883,45,derived_0_50_ft,boston-sam,126873,96 Sheridan St,Sheridan St,42.31981866,-71.10621060,Paul Gore Street & Saint Peter Street,343,nearest_address
7942,17GH144,Sheridan St,20 Sheridan St,IS,,1707740017,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4136; METERED_FL=U; PLACEMENT=MIGRATED,17GH144,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1231372800000,{5057BA0F-B809-547A-8ED6-D662F14ADE11},-71.108421209999960,42.321507759000042,22 (STREET_FEA 3883),STREET_FEA 3883,45,derived_0_50_ft,boston-sam,126810,20 Sheridan St,Sheridan St,42.32162866,-71.10839060,Sheridan Street & Termine Avenue,136,nearest_address
7947,16FH22,Rockwood Ter,15 Rockwood Ter,IS,,1606740026,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3654; METERED_FL=U; PLACEMENT=MIGRATED,16FH22,,,KE,KEK81-A,1998,,,,1,,1177632000000,blundonr,1255478400000,{4A3B829D-7CAF-511A-8A04-C3056325947B},-71.127041528999939,42.313108374000080,15 (STREET_FEA 3655),STREET_FEA 3655,53,derived_50_100_ft,boston-sam,118000,15 Rockwood Ter,Rockwood Ter,42.31297866,-71.12695061,Rockwood Street & Rockwood Terrace,270,nearest_address
7955,15GH92,Carolina Ave,46-48 Carolina Ave,IS,,1507740130,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=978; METERED_FL=U; PLACEMENT=MIGRATED,15GH92,,,US,USMET250,1989,,,,1,,1177632000000,chalmersh,1233532800000,{27211BED-C88A-56F0-9001-E8D9041B8DAF},-71.113619108999956,42.307853860000080,46 (STREET_FEA 821),STREET_FEA 821,44,derived_0_50_ft,boston-sam,25998,46-48 Carolina Ave,Carolina Ave,42.30797466,-71.11360561,Carolina Avenue & Verona Street,239,nearest_address
7970,14GH18,Arborway,354 Arborway,IS,,1407740072,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3767; METERED_FL=U; PLACEMENT=MIGRATED,14GH18,,,KE,KEK81-A,1995,,,,1,,1177632000000,connorsm,1237334400000,{FDF9F625-FAFD-53B8-8736-D42FF00F88BB},-71.118266445999950,42.303753588000063,352 (STREET_FEA 278),STREET_FEA 278,88,derived_50_100_ft,boston-sam,4388,354 Arborway,Arborway,42.30386866,-71.11798061,Hampstead Lane & Hampstead Road,211,nearest_address
7973,14GH68,Hall St,47 Hall St,IS,,1407740042,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3936; METERED_FL=U; PLACEMENT=MIGRATED,14GH68,,,MH,MH129,1978,,,,1,,1177632000000,connorsm,1237334400000,{14D74449-FFCE-52AE-ABE5-FC259D07D80E},-71.112788224999974,42.304794053000080,47 (STREET_FEA 1978),STREET_FEA 1978,40,derived_0_50_ft,boston-sam,68148,47 Hall St,Hall St,42.30468866,-71.11274061,Rosemary Street & Spalding Street,241,nearest_address
8022,14GH94,Burnett St,38-40 Burnett St,IS,1243814400000,1407740046,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4395; METERED_FL=U; PLACEMENT=MIGRATED,14GH94,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1257120000000,{C43CB6AA-BD55-5C9E-A81F-7959F194630F},-71.110554431999958,42.304601126000080,38-40 OPP (STREET_FEA 743),STREET_FEA 743,73,derived_50_100_ft,boston-sam,23869,38-40 Burnett St,Burnett St,42.30449066,-71.11032860,Burnett Street & Washington Street,309,nearest_address
8027,15HH85,Forest Hills St,107-113 Forest Hills St,IS,,1508740079,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1830; METERED_FL=U; PLACEMENT=MIGRATED,15HH85,,,MH,MH929,1988,,,,1,,1177632000000,connorsm,1237766400000,{FCBD6016-DB00-518E-92CC-4A0538682B22},-71.102628992999939,42.308064066000043,111 (STREET_FEA 1694),STREET_FEA 1694,47,derived_0_50_ft,boston-sam,341290,107-113 Forest Hills St,Forest Hills St,42.30810812,-71.10279255,Forest Hills Street & Lourdes Avenue,294,nearest_address
8028,17HH88,W Walnut Park,22 W Walnut Park,IS,,1708740129,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1076; METERED_FL=U; PLACEMENT=MIGRATED,17HH88,,,KE,KEK81-A,1994,,,,1,,1177632000000,connorsm,1237766400000,{40969EA6-7E55-58F5-A208-8074F091E262},-71.098480650999988,42.316925599000058,22 (STREET_FEA 109),STREET_FEA 109,39,derived_0_50_ft,boston-sam,142195,22 W Walnut Park,W Walnut Park,42.31689866,-71.09862060,Bancroft Street & West Walnut Park,309,nearest_address
8046,17GH162,Centre St,539-551 Centre St,IS,,1707740174,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=blundonr,17GH162,,,U,U,,,,,1,,1239926400000,blundonr,1244419200000,{A68FF734-2D20-58A2-926C-3678A7D24968},-71.113857109999969,42.316925325000057,541 (STREET_FEA 882),STREET_FEA 882,40,derived_0_50_ft,boston-sam,28099,539-551 Centre St,Centre St,42.31703423,-71.11388251,Centre Street & Robinwood Avenue,140,nearest_address
8059,13GH3,Bremen Ter,6 Bremen Ter,IS,,1307740025,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3162; METERED_FL=U; PLACEMENT=MIGRATED,13GH3,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1244505600000,{65B1128B-25E2-58E5-AE54-AED34B9142C8},-71.110798310999940,42.299799471000028,6 (STREET_FEA 660),STREET_FEA 660,33,derived_0_50_ft,boston-sam,19896,6 Bremen Ter,Bremen Ter,42.29978866,-71.11092060,Bremen Terrace & Orchardhill Road,190,nearest_address
8060,17GH62,Parkton Rd,87 Parkton Rd,IS,644198400000,1707740007,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3283; METERED_FL=U; PLACEMENT=MIGRATED,17GH62,,,DA,ADB-84-B,1990,,,,1,,1177632000000,denapolipd,1279152000000,{398376B8-E8C7-58AD-961E-D88AD6502641},-71.114771704999953,42.322011097000029,87 (STREET_FEA 3234),STREET_FEA 3234,36,derived_0_50_ft,boston-sam,108211,87 Parkton Rd,Parkton Rd,42.32193866,-71.11486061,Parkton Road & Parkwood Terrace,243,nearest_address
8066,17HH52,Amory St,223 Amory St,IS,,1708740111,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=240; METERED_FL=U; PLACEMENT=MIGRATED,17HH52,,,KE,KEK81-A,1900,,,,1,,1177632000000,palaciolv,1231459200000,{1F670878-353A-5553-8829-FF5378972601},-71.103542072999971,42.316760799000065,STREET_FEA 622,STREET_FEA 622,136,derived_100_150_ft,boston-sam,3287,223 Amory St,Amory St,42.31638866,-71.10356060,Amory Street & Boylston Street,126,nearest_address
8072,12GH30,Wachusett St,296 Wachusett St,IS,,1207740101,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3945; METERED_FL=U; PLACEMENT=MIGRATED,12GH30,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{4C73DC4D-55E5-5BD9-A4C3-B675D3742C67},-71.117045532999953,42.289333241000065,296 (STREET_FEA 4331),STREET_FEA 4331,39,derived_0_50_ft,boston-sam,141209,296 Wachusett St,Wachusett St,42.28936866,-71.11691061,Florian Street & Goodway Road,184,nearest_address
8085,18HH7,Centre St,319 Centre St,IS,,1808740168,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4342; METERED_FL=U; PLACEMENT=MIGRATED,18HH7,,,MU,MUCENT,2006,,,,1,,1177632000000,blundonr,1244505600000,{167F636D-8857-52EA-8C51-99413BDE6FBA},-71.104657577999944,42.323120698000025,5 OPP (STREET_FEA 3690),STREET_FEA 3690,51,derived_50_100_ft,boston-sam,162974,319 Centre St,Centre St,42.32298304,-71.10463422,Centre Street & Mozart Street,154,nearest_address
8115,17GH16,Perkins St,139-141 Perkins St,IS,,1707740001,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3283; METERED_FL=U; PLACEMENT=MIGRATED,17GH16,,,KE,KEK81-A,2007,,,,1,,1177632000000,palaciolv,1231372800000,{9E813DA3-59CC-5C37-9F20-87F6620DF744},-71.116772621999985,42.322048074000065,STREET_FEA 2298,STREET_FEA 2298,122,derived_100_150_ft,boston-sam,419757,139-141 Perkins St,Perkins St,42.32199152,-71.11632599,Jamaicaway & Perkins Street,376,nearest_address
8139,11GH54,Pitsmoor Rd,9-11 Pitsmoor Rd,IS,,1107740031,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4650; METERED_FL=U; PLACEMENT=MIGRATED,11GH54,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{415859AB-8E29-5ED9-9B9A-57C4B6A68F7F},-71.115648240999974,42.287980030000028,9-11 OPP (STREET_FEA 3321),STREET_FEA 3321,60,derived_50_100_ft,boston-sam,110960,9-11 Pitsmoor Rd,Pitsmoor Rd,42.28783666,-71.11553961,Pitsmoor Road & Wyvern Street,193,nearest_address
8185,17GH86,Kingsboro Park,11 Kingsboro Park,IS,,1707740118,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,17GH86,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1231459200000,{EAA2BB03-88DA-5E8F-A55F-3F4008D15D67},-71.111587928999938,42.318193465000036,14 (STREET_FEA 2402),STREET_FEA 2402,56,derived_50_100_ft,boston-sam,81910,11 Kingsboro Park,Kingsboro Park,42.31804866,-71.11166060,Centre Street & Kingsboro Park,239,nearest_address
8192,14EH18,Malcolm Rd,41 Malcolm Rd,IS,,1405740011,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=276; METERED_FL=U; PLACEMENT=MIGRATED,14EH18,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{C16608E5-3FC9-59C8-9235-8E33383C891E},-71.132273710999982,42.302329947000032,39 (STREET_FEA 2656),STREET_FEA 2656,55,derived_50_100_ft,boston-sam,88730,41 Malcolm Rd,Malcolm Rd,42.30247866,-71.13231061,Arborview Road & Malcolm Road,381,nearest_address
8202,15GH46,Eliot St,9 Eliot St,IS,,1507740038,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1969; METERED_FL=U; PLACEMENT=MIGRATED,15GH46,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1233532800000,{E26F7E4C-0F23-5BD2-975C-9766A5FDCF70},-71.116293428999938,42.310398581000072,9 OPP (STREET_FEA 1479),STREET_FEA 1479,72,derived_50_100_ft,boston-sam,52761,9 Eliot St,Eliot St,42.31051866,-71.11608061,Eliot Street & Hagar Street,66,nearest_address
8206,15GH83,Metcalf Ct,1-5 Metcalf Ct,IS,,1507740173,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=978; METERED_FL=U; PLACEMENT=MIGRATED,15GH83,,,MU,MUCENT,1976,,,,1,,1177632000000,connorsm,1237766400000,{AC6BAAA0-233C-5236-A482-FA2D8D2A831F},-71.115231943999959,42.306416721000062,97 (STREET_FEA 821),STREET_FEA 821,108,derived_100_150_ft,boston-sam,167656,1-5 Metcalf Ct,Metcalf Ct,42.30611986,-71.11522435,Jamaica Street & South Street,60,nearest_address
8216,11GH56,Catherine St,64-66 Catherine St,IS,,1107740021,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1678; METERED_FL=U; PLACEMENT=MIGRATED,11GH56,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{B34A9EE3-505C-55CF-A03D-2BCE8DBD476F},-71.116154037999934,42.288446844000077,63-65 OPP (STREET_FEA 844),STREET_FEA 844,18,derived_0_50_ft,boston-sam,26466,64-66 Catherine St,Catherine St,42.28839847,-71.11614245,Catherine Street & Florian Street,64,nearest_address
8248,12GH28,Hyde Park Ave,180-190 Hyde Park Ave,IS,879897600000,1207740001,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3246; METERED_FL=U; PLACEMENT=MIGRATED,12GH28,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1244505600000,{938D13D9-306D-5BE5-B28F-0326C03B3CF5},-71.116882024999938,42.294743577000077,182-188 (STREET_FEA 2250),STREET_FEA 2250,40,derived_0_50_ft,boston-sam,77215,180-190 Hyde Park Ave,Hyde Park Ave,42.29474966,-71.11673261,Hyde Park Avenue & Patten Street,63,nearest_address
8271,11GH122,Canterbury Street,Near Canterbury Street & Walk Hill Street,IS,631152000000,1107740009,,,GIS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=803; METERED_FL=U; PLACEMENT=MIGRATED,11GH122,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1271808000000,{DB33460F-DEE2-5E9C-8E96-FD3DE1370164},-71.108123967999973,42.288813347000030,STREET_FEA 4350,STREET_FEA 4350,248,intersection_preferred_150_plus_ft,boston-sam,25460,578 Canterbury St,Canterbury St,42.28816866,-71.10842060,Canterbury Street & Walk Hill Street,86,nearest_intersection
8283,16FH76,Cataumet St,6 Cataumet St,IS,895449600000,1606740079,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3349; METERED_FL=U; PLACEMENT=MIGRATED,16FH76,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1233705600000,{D0144B6C-AD25-564B-8872-108632FF6066},-71.123155689999976,42.313194848000080,6 (STREET_FEA 842),STREET_FEA 842,40,derived_0_50_ft,boston-sam,26413,6 Cataumet St,Cataumet St,42.31310866,-71.12325061,Arborway & Cataumet Street,255,nearest_address
8285,12GH34,Wachusett St,230-232 Wachusett St,IS,,1207740044,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1473; METERED_FL=U; PLACEMENT=MIGRATED,12GH34,,,MU,MUCENT,1991,,,,1,,1177632000000,blundonr,1255478400000,{FF4462AD-D078-5B8B-8A82-3D5DD1AF89A8},-71.116837063999981,42.291755084000044,226 (STREET_FEA 4331),STREET_FEA 4331,37,derived_0_50_ft,boston-sam,141184,230-232 Wachusett St,Wachusett St,42.29168566,-71.11673661,Herbertson Road & Northbourne Road,193,nearest_address
8313,14HH20,Williams St,160 Williams St,IS,1131062400000,1408740014,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1696; METERED_FL=U; PLACEMENT=MIGRATED,14HH20,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1235779200000,{28348525-AF3E-5847-924C-61AEF95D58FE},-71.104155078999952,42.303560021000067,160-162 (STREET_FEA 4541),STREET_FEA 4541,56,derived_50_100_ft,boston-sam,150083,160 Williams St,Williams St,42.30370866,-71.10410060,Forest Hills Street & Williams Street,141,nearest_address
8326,15FH14,Moss Hill Rd,239 Moss Hill Rd,IS,,1506740074,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=2938; METERED_FL=U; PLACEMENT=MIGRATED,15FH14,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1233532800000,{D6169E6F-925A-58D5-AFF8-80C16FD95401},-71.128698878999955,42.308530588000053,239 (STREET_FEA 2937),STREET_FEA 2937,60,derived_50_100_ft,boston-sam,97972,239 Moss Hill Rd,Moss Hill Rd,42.30846866,-71.12849061,Moss Hill Road & Mossdale Road,189,nearest_address
8332,12GH94,Canterbury Street,Near Canterbury Street & Walk Hill Street,IS,,1207740093,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=803; METERED_FL=U; PLACEMENT=MIGRATED,12GH94,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1244505600000,{CF439476-3401-50D6-98BA-AF8A6165D968},-71.109429731999967,42.289802034000047,227 OPP (STREET_FEA 4350),STREET_FEA 4350,654,intersection_preferred_150_plus_ft,boston-sam,25460,578 Canterbury St,Canterbury St,42.28816866,-71.10842060,Canterbury Street & Walk Hill Street,588,nearest_intersection
8345,15GH72,South St,86-90 South St,IS,,1507740163,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=978; METERED_FL=U; PLACEMENT=MIGRATED,15GH72,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1233532800000,{87C5965C-A884-5103-97F5-1FBD3507B833},-71.115110401999971,42.306701726000028,90 (STREET_FEA 821),STREET_FEA 821,21,derived_0_50_ft,boston-sam,128985,86-90 South St,South St,42.30675366,-71.11508061,Child Street & South Street,43,nearest_address
8347,18GH76,Grotto Glen Rd,3 Grotto Glen Rd,IS,757382400000,1807740031,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1277; METERED_FL=U; PLACEMENT=MIGRATED,18GH76,,,KE,KEK81-A,1994,,,,1,,1177632000000,palaciolv,1231718400000,{C2B84621-FD0F-5B63-9C23-4D68DDB0E68A},-71.108670269999948,42.325632063000057,4 (STREET_FEA 1946),STREET_FEA 1946,34,derived_0_50_ft,boston-sam,67291,3 Grotto Glen Rd,Grotto Glen Rd,42.32554166,-71.10863261,Day Street & Grotto Glen Road,291,nearest_address
8354,15GH78,Child St,76 Child St,IS,,1507740153,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2494; METERED_FL=U; PLACEMENT=MIGRATED,15GH78,,,KE,KEK81,2009,,,,1,,1177632000000,chalmersh,1233532800000,{1719514F-ED9F-590D-94BD-5F80CCB78123},-71.112332941999966,42.306970437000075,76 (STREET_FEA 978),STREET_FEA 978,30,derived_0_50_ft,boston-sam,32197,76 Child St,Child St,42.30705266,-71.11231561,Child Street & Verona Street,73,nearest_address
8358,16FH24,Jaeger Ter,14 Jaeger Ter,IS,725846400000,1606740040,,,MANUAL,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=3349; METERED_FL=U; PLACEMENT=MIGRATED,16FH24,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1233705600000,{C6637109-C1CD-586B-8708-1F5EE4F249EF},-71.126298880999968,42.312517095000032,14 (STREET_FEA 2294),STREET_FEA 2294,48,derived_0_50_ft,boston-sam,79247,14 Jaeger Ter,Jaeger Ter,42.31259866,-71.12644061,Jaeger Terrace & Pond Street,280,nearest_address
8371,18HH22,Walden St,43 Walden St,IS,,1808740112,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=297; METERED_FL=U; PLACEMENT=MIGRATED,18HH22,,,KE,KEK81-A,1998,,,,1,,1177632000000,palaciolv,1231718400000,{9DA285FC-7750-55EC-9F86-F651473FBFFD},-71.104098216999944,42.324432484000056,47 OPP (STREET_FEA 4342),STREET_FEA 4342,73,derived_50_100_ft,boston-sam,170852,43 Walden St,Walden St,42.32431122,-71.10431320,Arklow Street & Walden Street,47,nearest_address
8373,16GH10,Burroughs St,43 Burroughs St,IS,1022889600000,1607740118,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=141; METERED_FL=U; PLACEMENT=MIGRATED,16GH10,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1230076800000,{A1E7B25B-1DF5-58D3-86EF-CDE6E976BB7A},-71.116610488999981,42.313221225000063,43 (STREET_FEA 750),STREET_FEA 750,79,derived_50_100_ft,boston-sam,24041,43 Burroughs St,Burroughs St,42.31339866,-71.11644061,Burroughs Street & Regent Circle,160,nearest_address
8376,15GH76,Child St,45 Child St,IS,,1507740158,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=978; METERED_FL=U; PLACEMENT=MIGRATED,15GH76,,,DA,ADB-84-B,1990,,,,1,,1177632000000,chalmersh,1233532800000,{368CDC93-FEAB-56DA-92BE-A980BE399C70},-71.113286454999979,42.306885605000048,45 OPP (STREET_FEA 821),STREET_FEA 821,73,derived_50_100_ft,boston-sam,32182,45 Child St,Child St,42.30668866,-71.11323061,Child Street & Verona Street,186,nearest_address
8386,14FH30,Whitcomb Ave,11 Whitcomb Ave,IS,,1406740075,,,GIS,,,,,BWSC,SERVICE_AR=SEH; CROSS_STRE=4501; METERED_FL=U; PLACEMENT=MIGRATED,14FH30,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{7E21D3EF-25F0-5795-8141-930393473734},-71.126795877999939,42.302098837000074,1125 (STREET_FEA 882),STREET_FEA 882,75,derived_50_100_ft,boston-sam,171777,11 Whitcomb Ave,Whitcomb Ave,42.30227566,-71.12665561,Centre Street & Whitcomb Avenue,185,nearest_address
8407,13GH10,Washington St,3841-3843 Washington St,IS,,1307740074,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=1725; METERED_FL=U; PLACEMENT=MIGRATED,13GH10,,,KE,KEK81-A,2009,,,,1,,1177632000000,pullenn,1273104000000,{ADEB5A20-891C-50F7-B759-DABA670D7F7C},-71.116939949999960,42.297092390000046,384 (STREET_FEA 4397),STREET_FEA 4397,59,derived_50_100_ft,boston-sam,144983,3841-3843 Washington St,Washington St,42.29713866,-71.11715061,Lanesville Terrace & Washington Street,338,nearest_address
8420,13GH106,Morton St,123 Morton St,IS,1069804800000,1307740005,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4651; METERED_FL=U; PLACEMENT=MIGRATED,13GH106,,,DA,ADB-84-B,1980,,,,1,,1177632000000,chalmersh,1240444800000,{74B87075-C8F8-54B6-BEB4-D11DC9C9F9F6},-71.107089237999958,42.300149685000065,113 (STREET_FEA 2932),STREET_FEA 2932,91,derived_50_100_ft,boston-sam,97678,123 Morton St,Morton St,42.29993866,-71.10727060,Arborway & Morton Street,43,nearest_address
8425,15GH98,Sedgwick St,22 Sedgwick St,IS,,1507740100,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=3936; METERED_FL=U; PLACEMENT=MIGRATED,15GH98,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1233532800000,{1D804307-9EE0-5AEF-B442-3E7C67BF1B51},-71.114463995999984,42.308584996000036,22 (STREET_FEA 3844),STREET_FEA 3844,45,derived_0_50_ft,boston-sam,124781,22 Sedgwick St,Sedgwick St,42.30869866,-71.11453061,Bardwell Street & Sedgwick Street,296,nearest_address
8441,16GH96,Robinwood Ave,32 Robinwood Ave,IS,1022889600000,1607740011,,,GPS,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=882; METERED_FL=U; PLACEMENT=MIGRATED,16GH96,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1230076800000,{0EEA36D5-F460-5F74-A5F3-1ABE3402139A},-71.111939835999976,42.316332500000044,32 (STREET_FEA 3632),STREET_FEA 3632,77,derived_50_100_ft,boston-sam,117427,32 Robinwood Ave,Robinwood Ave,42.31652866,-71.11183061,Locksley Street & Robinwood Avenue,373,nearest_address
