objectid,facilityid,streetname,address,lifecyclestatus,source_lifecyclestatus_assumption,owner,comments,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,globalid,lon,lat,source,source_exported_at,source_record_number,source_x,source_y,source_projection,facilityid_basis,water_nd,record_id,node_type,person,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
350,STH-HYD-7415BF1C72,Maple Street,89 Maple Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0350-7415BF1C72,-71.10735831,42.48019484,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,350,762085.312500,3000259.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1692,3937,HYD,YVETTE,,,114,derived_100_150_ft,massgis-stoneham,2610766,89 Maple Street,Maple Street,42.47990357,-71.10751550,,,nearest_address
351,STH-HYD-4946517AE2,Landers Road,25 Landers Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0351-4946517AE2,-71.08670554,42.48011164,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,351,767656.687500,3000255.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1694,5574,HYD,FEITIAN,,,49,derived_0_50_ft,massgis-stoneham,2611124,25 Landers Road,Landers Road,42.48024168,-71.08665283,,,nearest_address
352,STH-HYD-EEE6ABDCFF,Main Street,365 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0352-EEE6ABDCFF,-71.10033330,42.48011169,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,352,763980.500000,3000238.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1710,4552,HYD,YVETTE,,,84,derived_50_100_ft,massgis-stoneham,4357526,365 Main Street,Main Street,42.47990987,-71.10048369,,,nearest_address
353,STH-HYD-E8243BEFD9,Wright Street,50 Wright Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0353-E8243BEFD9,-71.10183465,42.48011140,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,353,763575.500000,3000236.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1711,4540,HYD,YVETTE,,,31,derived_0_50_ft,massgis-stoneham,2619264,50 Wright Street,Wright Street,42.48004574,-71.10190895,,,nearest_address
354,STH-HYD-E864F05B66,Spring Street,146 Spring Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0354-E864F05B66,-71.07749032,42.48000482,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,354,770142.750000,3000228.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1715,5329,HYD,FEITIAN,,,61,derived_50_100_ft,massgis-stoneham,2610095,146 Spring Street,Spring Street,42.48017236,-71.07747399,,,nearest_address
355,STH-HYD-0D2A8851A8,Pebble Place,4 Pebble Place,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0355-0D2A8851A8,-71.07932829,42.47976596,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,355,769647.375000,3000139.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1738,5255,HYD,FEITIAN,,,49,derived_0_50_ft,massgis-stoneham,2610825,4 Pebble Place,Pebble Place,42.47977251,-71.07914522,,,nearest_address
356,STH-HYD-0305235F8B,Maple Street,89 Maple Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0356-0305235F8B,-71.10814587,42.47985109,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,356,761873.437500,3000133.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1739,3933,HYD,YVETTE,,,170,intersection_preferred_150_plus_ft,massgis-stoneham,2610766,89 Maple Street,Maple Street,42.47990357,-71.10751550,,,nearest_address
357,STH-HYD-9B161C4D80,Chestnut Street,27 Chestnut Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0357-9B161C4D80,-71.10362433,42.47979858,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,357,763093.250000,3000119.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1743,4366,HYD,YVETTE,,,48,derived_0_50_ft,massgis-stoneham,2613426,27 Chestnut Street,Chestnut Street,42.47971305,-71.10376223,,,nearest_address
358,STH-HYD-C745AF279E,Pine Street,16 Pine Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0358-C745AF279E,-71.09651270,42.47975538,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,358,765011.750000,3000113.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1745,4859,HYD,YVETTE,,,102,derived_100_150_ft,massgis-stoneham,2611096,16 Pine Street,Pine Street,42.47978011,-71.09689290,,,nearest_address
359,STH-HYD-29AA789279,Tamarock Terrace,22 Tamarock Terrace,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0359-29AA789279,-71.08170671,42.47967514,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,359,769005.937500,3000103.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1747,5224,HYD,FEITIAN,,,58,derived_50_100_ft,massgis-stoneham,2612969,22 Tamarock Terrace,Tamarock Terrace,42.47955437,-71.08156846,,,nearest_address
360,STH-HYD-86F0595C24,Corey Avenue,7 Corey Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0360-86F0595C24,-71.07846631,42.47960640,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,360,769880.187500,3000082.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1751,6297,HYD,,,,52,derived_50_100_ft,massgis-stoneham,2614951,7 Corey Avenue,Corey Avenue,42.47963355,-71.07865766,,,nearest_address
361,STH-HYD-8EF295A657,Minot Street,9 Minot Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0361-8EF295A657,-71.10110474,42.47968493,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,361,763773.125000,3000081.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1752,4560,HYD,YVETTE,,,28,derived_0_50_ft,massgis-stoneham,4205588,9 Minot Street,Minot Street,42.47971844,-71.10101053,,,nearest_address
362,STH-HYD-60BE45D318,Gould Street,57 Gould Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0362-60BE45D318,-71.09075188,42.47963010,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,362,766566.000000,3000074.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1754,5590,HYD,FEITIAN,,,32,derived_0_50_ft,massgis-stoneham,2611474,57 Gould Street,Gould Street,42.47954187,-71.09074838,,,nearest_address
363,STH-HYD-C3E4C24F4C,Emerson Street,14 Emerson Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0363-C3E4C24F4C,-71.09839012,42.47960073,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,363,764505.562500,3000054.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1763,6233,HYD,,,,36,derived_0_50_ft,massgis-stoneham,2614356,14 Emerson Street,Emerson Street,42.47967098,-71.09829434,,,nearest_address
364,STH-HYD-6FE1F62283,Central Street,2 Central Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0364-6FE1F62283,-71.09956463,42.47955062,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,364,764188.812500,3000034.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1771,4608,HYD,YVETTE,,,69,derived_50_100_ft,massgis-stoneham,4191647,2 Central Street,Central Street,42.47963341,-71.09979583,,,nearest_address
365,STH-HYD-9255D2B723,Central Square,5 Central Square,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0365-9255D2B723,-71.09980751,42.47950413,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,365,764123.375000,3000017.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1773,4813,HYD,YVETTE,,,43,derived_0_50_ft,massgis-stoneham,4290330,5 Central Square,Central Square,42.47949245,-71.09996726,,,nearest_address
366,STH-HYD-BFE763A376,Beacon Street,26 Beacon Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0366-BFE763A376,-71.08319967,42.47943565,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,366,768603.625000,3000013.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1775,5265,HYD,FEITIAN,,,62,derived_50_100_ft,massgis-stoneham,2612879,26 Beacon Street,Beacon Street,42.47956097,-71.08304570,,,nearest_address
367,STH-HYD-8B3141FB39,Lincoln Street,59 Lincoln Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0367-8B3141FB39,-71.10275553,42.47942515,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,367,763328.250000,2999984.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1784,4545,HYD,YVETTE,,,19,derived_0_50_ft,massgis-stoneham,2614057,59 Lincoln Street,Lincoln Street,42.47938698,-71.10270540,,,nearest_address
368,STH-HYD-BBDD3124DA,Maple Street,100A Maple Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0368-BBDD3124DA,-71.11239684,42.47944427,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,368,760727.375000,2999979.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1785,3911,HYD,YVETTE,,,123,derived_100_150_ft,massgis-stoneham,4334824,100A Maple Street,Maple Street,42.47912245,-71.11253546,,,nearest_address
369,STH-HYD-F31D7D5AD0,Main Street,383 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0369-F31D7D5AD0,-71.10036008,42.47939423,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,369,763974.500000,2999976.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1786,4562,HYD,YVETTE,,,56,derived_50_100_ft,massgis-stoneham,2613083,383 Main Street,Main Street,42.47931031,-71.10053709,,,nearest_address
370,STH-HYD-FFE7A932DD,Chapel Way,8 Chapel Way,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0370-FFE7A932DD,-71.08844903,42.47918423,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,370,767188.000000,2999915.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1800,6239,HYD,,,,67,derived_50_100_ft,massgis-stoneham,2614183,8 Chapel Way,Chapel Way,42.47930636,-71.08863471,,,nearest_address
371,STH-HYD-9A34A6A2A9,Wright Street,37 Wright Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0371-9A34A6A2A9,-71.10169731,42.47918551,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,371,763614.125000,2999898.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1804,4592,HYD,YVETTE,,,26,derived_0_50_ft,massgis-stoneham,2615608,37 Wright Street,Wright Street,42.47918254,-71.10160105,,,nearest_address
372,STH-HYD-262ADF4E42,Emerson Street,27 Emerson Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0372-262ADF4E42,-71.09752871,42.47916486,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,372,764738.687500,2999896.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1805,4825,HYD,YVETTE,,,45,derived_0_50_ft,massgis-stoneham,2609327,27 Emerson Street,Emerson Street,42.47919967,-71.09768988,,,nearest_address
373,STH-HYD-61CF17205B,Poplar Street,2 Poplar Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0373-61CF17205B,-71.10484057,42.47918879,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,373,762766.187500,2999896.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1807,4384,HYD,YVETTE,,,54,derived_50_100_ft,massgis-stoneham,2610251,2 Poplar Street,Poplar Street,42.47911604,-71.10466676,,,nearest_address
374,STH-HYD-4D6249224A,Rivers Lane,8 Rivers Lane,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0374-4D6249224A,-71.08059333,42.47910034,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,374,769307.312500,2999895.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1808,6161,HYD,,,,31,derived_0_50_ft,massgis-stoneham,2610788,8 Rivers Lane,Rivers Lane,42.47916443,-71.08051720,,,nearest_address
375,STH-HYD-D6350446A2,Franklin Street,2 Franklin Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0375-D6350446A2,-71.09991928,42.47908537,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,375,764093.937500,2999864.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1813,4606,HYD,YVETTE,,,66,derived_50_100_ft,massgis-stoneham,2613751,2 Franklin Street,Franklin Street,42.47898829,-71.09971330,,,nearest_address
376,STH-HYD-E6C09B0919,Block Street,3 Block Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0376-E6C09B0919,-71.09895009,42.47905662,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,376,764355.437500,2999855.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1814,6392,HYD,,,,82,derived_50_100_ft,massgis-stoneham,2611250,3 Block Street,Block Street,42.47916385,-71.09921661,,,nearest_address
377,STH-HYD-F993784D92,Summer Street,120 Summer Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0377-F993784D92,-71.09358514,42.47902616,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,377,765802.750000,2999851.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1818,4910,HYD,YVETTE,,,30,derived_0_50_ft,massgis-stoneham,2611778,120 Summer Street,Summer Street,42.47909284,-71.09364796,,,nearest_address
378,STH-HYD-DA8FC29C83,Gavin Circle,11 Gavin Circle,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0378-DA8FC29C83,-71.08431129,42.47887440,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,378,768304.750000,2999807.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1827,6247,HYD,,,,71,derived_50_100_ft,massgis-stoneham,2614416,11 Gavin Circle,Gavin Circle,42.47884877,-71.08457289,,,nearest_address
379,STH-HYD-6BA2E22384,Highland Avenue,11 Highland Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0379-6BA2E22384,-71.09099704,42.47887363,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,379,766501.187500,2999798.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1829,5604,HYD,FEITIAN,,,47,derived_0_50_ft,massgis-stoneham,2612730,11 Highland Avenue,Highland Avenue,42.47880004,-71.09113906,,,nearest_address
380,STH-HYD-E990704CD5,Maple Street,74 Maple Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0380-E990704CD5,-71.10916669,42.47880292,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,380,761599.812500,2999750.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1837,3949,HYD,YVETTE,,,56,derived_50_100_ft,massgis-stoneham,4255597,74 Maple Street,Maple Street,42.47870527,-71.10900546,,,nearest_address
381,STH-HYD-E3755F6622,Main Street,418 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0381-E3755F6622,-71.10010734,42.47876772,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,381,764043.750000,2999748.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,1840,4604,HYD,YVETTE,,,36,derived_0_50_ft,massgis-stoneham,2613178,418 Main Street,Main Street,42.47872277,-71.09998621,,,nearest_address
