objectid,facilityid,streetname,address,lifecyclestatus,source_lifecyclestatus_assumption,owner,comments,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,globalid,lon,lat,source,source_exported_at,source_record_number,source_x,source_y,source_projection,facilityid_basis,water_nd,record_id,node_type,person,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
137,STH-HYD-1CF6F1A225,Carlida Road,6 Carlida Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0137-1CF6F1A225,-71.08390617,42.49112903,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,137,768392.250000,3004274.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,686,2452,HYD,YVETTE,,,54,derived_50_100_ft,massgis-stoneham,2613281,6 Carlida Road,Carlida Road,42.49122855,-71.08405417,,,nearest_address
138,STH-HYD-AE22C09575,Rodgers Road,11 Rodgers Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0138-AE22C09575,-71.10781976,42.49120945,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,138,761942.375000,3004273.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,687,1549,HYD,YVETTE,,,50,derived_0_50_ft,massgis-stoneham,2614423,11 Rodgers Road,Rodgers Road,42.49115307,-71.10764970,,,nearest_address
139,STH-HYD-01A12633DF,Victoria Lane,1 Victoria Lane,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0139-01A12633DF,-71.10437502,42.49114692,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,139,762871.562500,3004254.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,691,1869,HYD,YVETTE,,,40,derived_0_50_ft,massgis-stoneham,2609968,1 Victoria Lane,Victoria Lane,42.49114943,-71.10422548,,,nearest_address
140,STH-HYD-1316A488E7,Seward Road,9 Seward Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0140-1316A488E7,-71.09208702,42.49104508,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,140,766185.937500,3004233.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,696,2171,HYD,YVETTE,,,54,derived_50_100_ft,massgis-stoneham,2609883,9 Seward Road,Seward Road,42.49096358,-71.09192100,,,nearest_address
141,STH-HYD-12FF72D68C,High Street,29 High Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0141-12FF72D68C,-71.09456370,42.49090839,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,141,765518.187500,3004180.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,702,2192,HYD,YVETTE,,,89,derived_50_100_ft,massgis-stoneham,2613828,29 High Street,High Street,42.49102781,-71.09427562,,,nearest_address
142,STH-HYD-3F875258D8,Crescent Avenue,8 Crescent Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0142-3F875258D8,-71.08570918,42.49082408,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,142,767906.500000,3004160.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,704,2472,HYD,YVETTE,,,32,derived_0_50_ft,massgis-stoneham,2614186,8 Crescent Avenue,Crescent Avenue,42.49090661,-71.08567201,,,nearest_address
143,STH-HYD-AE0D2142CA,Kays Road,9 Kays Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0143-AE0D2142CA,-71.10282538,42.49078830,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,143,763290.125000,3004125.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,710,1888,HYD,YVETTE,,,39,derived_0_50_ft,massgis-stoneham,2613392,9 Kays Road,Kays Road,42.49071794,-71.10271441,,,nearest_address
144,STH-HYD-83F7EED5B0,Forest Street,127 Forest Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0144-83F7EED5B0,-71.11606917,42.49078378,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,144,759718.125000,3004107.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,714,1217,HYD,YVETTE,,,92,derived_50_100_ft,massgis-stoneham,2615875,127 Forest Street,Forest Street,42.49095885,-71.11582428,,,nearest_address
145,STH-HYD-0883F49532,Nottingham Way,9 Nottingham Way,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0145-0883F49532,-71.10596608,42.49070167,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,145,762443.187500,3004090.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,718,6546,HYD,,,,69,derived_50_100_ft,massgis-stoneham,2612553,9 Nottingham Way,Nottingham Way,42.49084237,-71.10613909,,,nearest_address
146,STH-HYD-308FBD3CC1,Dewitt Road,12 Dewitt Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0146-308FBD3CC1,-71.11337925,42.49070962,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,146,760443.750000,3004084.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,721,1395,HYD,YVETTE,,,25,derived_0_50_ft,massgis-stoneham,2612757,12 Dewitt Road,Dewitt Road,42.49070723,-71.11347082,,,nearest_address
147,STH-HYD-323BB52297,Girard Road,10 Girard Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0147-323BB52297,-71.11248019,42.49062634,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,147,760686.375000,3004054.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,726,1400,HYD,YVETTE,,,26,derived_0_50_ft,massgis-stoneham,2612699,10 Girard Road,Girard Road,42.49062342,-71.11257593,,,nearest_address
148,STH-HYD-530FE9130D,Collincote Street,115 Collincote Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0148-530FE9130D,-71.09574802,42.49055446,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,148,765199.375000,3004049.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,728,2264,HYD,YVETTE,,,26,derived_0_50_ft,massgis-stoneham,2613598,115 Collincote Street,Collincote Street,42.49055197,-71.09565280,,,nearest_address
149,STH-HYD-9F179EE61C,Endicott Road,38 Endicott Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0149-9F179EE61C,-71.09707023,42.49052273,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,149,764842.812500,3004036.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,731,2238,HYD,YVETTE,,,32,derived_0_50_ft,massgis-stoneham,2613906,38 Endicott Road,Endicott Road,42.49054505,-71.09718591,,,nearest_address
150,STH-HYD-26F9104104,Arnold Road,10 Arnold Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0150-26F9104104,-71.11159614,42.49047793,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,150,760925.062500,3004001.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,736,1402,HYD,YVETTE,,,34,derived_0_50_ft,massgis-stoneham,2611760,10 Arnold Road,Arnold Road,42.49050066,-71.11171968,,,nearest_address
151,STH-HYD-490FDA7CC2,Chase Road,7 Chase Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0151-490FDA7CC2,-71.09095454,42.49040446,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,151,766492.500000,3004001.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,739,2404,HYD,YVETTE,,,48,derived_0_50_ft,massgis-stoneham,2611537,7 Chase Road,Chase Road,42.49036206,-71.09112467,,,nearest_address
152,STH-HYD-93167D6BA5,Elm Street,134 Elm Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0152-93167D6BA5,-71.08800292,42.49038503,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,152,767288.625000,3003997.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,741,2494,HYD,YVETTE,,,54,derived_50_100_ft,massgis-stoneham,2612479,134 Elm Street,Elm Street,42.49034167,-71.08819603,,,nearest_address
153,STH-HYD-F0916DE62F,San Jose Terrace,3 San Jose Terrace,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0153-F0916DE62F,-71.10950412,42.49043725,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,153,761489.375000,3003989.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,743,1527,HYD,YVETTE,,,44,derived_0_50_ft,massgis-stoneham,2612215,3 San Jose Terrace,San Jose Terrace,42.49042028,-71.10934092,,,nearest_address
154,STH-HYD-F50982CC74,Longbow Road,17 Longbow Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0154-F50982CC74,-71.08080510,42.49033506,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,154,769230.062500,3003989.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,744,3704,HYD,YVETTE,,,72,derived_50_100_ft,massgis-stoneham,2610139,17 Longbow Road,Longbow Road,42.49014503,-71.08088224,,,nearest_address
155,STH-HYD-01FD690C41,Main Street,169 Main Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0155-01FD690C41,-71.10064540,42.49040141,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,155,763878.750000,3003987.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,746,1970,HYD,YVETTE,,,42,derived_0_50_ft,massgis-stoneham,2610130,169 Main Street,Main Street,42.49051457,-71.10061186,,,nearest_address
156,STH-HYD-5C4FF1403D,Longbow Road,3 Longbow Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0156-5C4FF1403D,-71.08294372,42.49029892,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,156,768653.312500,3003973.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,751,3701,HYD,YVETTE,,,49,derived_0_50_ft,massgis-stoneham,2612207,3 Longbow Road,Longbow Road,42.49020155,-71.08307134,,,nearest_address
157,STH-HYD-18F9BE38A7,Keene Street,7 Keene Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0157-18F9BE38A7,-71.09330528,42.49031743,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,157,765858.625000,3003966.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,755,2186,HYD,YVETTE,,,44,derived_0_50_ft,massgis-stoneham,2610653,7 Keene Street,Keene Street,42.49029362,-71.09314614,,,nearest_address
158,STH-HYD-930F32E747,Central Street,221 Central Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0158-930F32E747,-71.09824244,42.49032034,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,158,764527.000000,3003961.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,757,2236,HYD,YVETTE,,,35,derived_0_50_ft,massgis-stoneham,2610305,221 Central Street,Central Street,42.49041524,-71.09822085,,,nearest_address
159,STH-HYD-31550B77C1,Sunrise Avenue,23 Sunrise Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0159-31550B77C1,-71.10666103,42.49032948,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,159,762256.375000,3003953.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,761,1830,HYD,YVETTE,,,44,derived_0_50_ft,massgis-stoneham,2612112,23 Sunrise Avenue,Sunrise Avenue,42.49036300,-71.10681740,,,nearest_address
160,STH-HYD-74948E76BD,Longbow Road,15 Longbow Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0160-74948E76BD,-71.08129447,42.49020033,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,160,769098.312500,3003939.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,764,3710,HYD,YVETTE,,,47,derived_0_50_ft,massgis-stoneham,2611889,15 Longbow Road,Longbow Road,42.49011450,-71.08142330,,,nearest_address
161,STH-HYD-1D3C539B15,Seward Road,1 Seward Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0161-1D3C539B15,-71.09216626,42.49015151,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,161,766166.125000,3003907.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,771,2174,HYD,YVETTE,,,53,derived_50_100_ft,massgis-stoneham,2609966,1 Seward Road,Seward Road,42.49021871,-71.09199257,,,nearest_address
162,STH-HYD-C7A3D8523E,Vernon Avenue,13 Vernon Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0162-C7A3D8523E,-71.08633762,42.48987074,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,162,767738.687500,3003812.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,784,3436,HYD,YVETTE,,,34,derived_0_50_ft,massgis-stoneham,2613317,13 Vernon Avenue,Vernon Avenue,42.48981991,-71.08644497,,,nearest_address
163,STH-HYD-0F2B7CE6C9,Rita Road,4 Rita Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0163-0F2B7CE6C9,-71.08136289,42.48970254,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,163,769080.750000,3003757.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,790,3708,HYD,YVETTE,,,73,derived_50_100_ft,massgis-stoneham,2613162,4 Rita Road,Rita Road,42.48957982,-71.08157856,,,nearest_address
164,STH-HYD-B12872C3EB,Greenway Circle,10 Greenway Circle,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0164-B12872C3EB,-71.10504060,42.48976828,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,164,762694.375000,3003751.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,794,2660,HYD,YVETTE,,,43,derived_0_50_ft,massgis-stoneham,2610930,10 Greenway Circle,Greenway Circle,42.48975016,-71.10519713,,,nearest_address
165,STH-HYD-2600D369A8,William Street,405 William Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0165-2600D369A8,-71.11027633,42.48959608,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,165,761282.500000,3003682.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,804,6017,HYD,,,,75,derived_50_100_ft,massgis-stoneham,2610826,405 William Street,William Street,42.48972530,-71.11049207,,,nearest_address
166,STH-HYD-319B4D0C14,Alden Avenue,1 Alden Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0166-319B4D0C14,-71.10848265,42.48958109,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,166,761766.312500,3003678.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,805,2568,HYD,YVETTE,,,42,derived_0_50_ft,massgis-stoneham,2610851,1 Alden Avenue,Alden Avenue,42.48964075,-71.10834981,,,nearest_address
167,STH-HYD-B39413F31B,High Street,15 High Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0167-B39413F31B,-71.09466924,42.48952167,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,167,765492.125000,3003674.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,807,3101,HYD,YVETTE,,,81,derived_50_100_ft,massgis-stoneham,2611017,15 High Street,High Street,42.48932272,-71.09453537,,,nearest_address
168,STH-HYD-A43219AE9A,Barbara Road,2 Barbara Road,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0168-A43219AE9A,-71.08327618,42.48946663,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,168,768565.125000,3003669.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,811,3724,HYD,YVETTE,,,61,derived_50_100_ft,massgis-stoneham,2611084,2 Barbara Road,Barbara Road,42.48935325,-71.08310850,,,nearest_address
169,STH-HYD-157B793A52,Brackett Avenue,8 Brackett Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0169-157B793A52,-71.08780965,42.48946441,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,169,767342.375000,3003662.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,813,3423,HYD,YVETTE,,,64,derived_50_100_ft,massgis-stoneham,2611618,8 Brackett Avenue,Brackett Avenue,42.48939002,-71.08759535,,,nearest_address
170,STH-HYD-0F22139CBE,William Street,426 William Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0170-0F22139CBE,-71.11172691,42.48941027,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,170,760891.562500,3003612.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,839,2529,HYD,YVETTE,,,60,derived_50_100_ft,massgis-stoneham,2614867,426 William Street,William Street,42.48929517,-71.11156836,,,nearest_address
171,STH-HYD-DE75672FAA,Green Street,261 Green Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0171-DE75672FAA,-71.08452451,42.48925025,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,171,768228.812500,3003588.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,848,3506,HYD,YVETTE,,,49,derived_0_50_ft,massgis-stoneham,2610227,261 Green Street,Green Street,42.48917313,-71.08437554,,,nearest_address
172,STH-HYD-AC45F21BE0,William Street,463 William Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0172-AC45F21BE0,-71.11381015,42.48932741,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,172,760329.812500,3003579.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,851,2522,HYD,YVETTE,,,59,derived_50_100_ft,massgis-stoneham,2615750,463 William Street,William Street,42.48945620,-71.11367368,,,nearest_address
173,STH-HYD-39229AA6AF,Elm Street,113 Elm Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0173-39229AA6AF,-71.09005112,42.48921379,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,173,766738.250000,3003568.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,854,3391,HYD,YVETTE,,,81,derived_50_100_ft,massgis-stoneham,2609154,113 Elm Street,Elm Street,42.48900849,-71.09016557,,,nearest_address
174,STH-HYD-D34B5FD9D3,Elm Street,106 Elm Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0174-D34B5FD9D3,-71.09101012,42.48912253,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,174,766479.750000,3003533.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,858,3379,HYD,YVETTE,,,35,derived_0_50_ft,massgis-stoneham,2616465,106 Elm Street,Elm Street,42.48921588,-71.09104047,,,nearest_address
175,STH-HYD-71503D42C6,William Street,325 William Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0175-71503D42C6,-71.10698270,42.48902169,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,175,762171.812500,3003476.750000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,878,6021,HYD,,,,56,derived_50_100_ft,massgis-stoneham,2612169,325 William Street,William Street,42.48909518,-71.10680040,,,nearest_address
176,STH-HYD-457E47E0A7,Albion Avenue,25 Albion Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0176-457E47E0A7,-71.10229770,42.48899053,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,176,763435.500000,3003471.250000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,881,2731,HYD,YVETTE,,,92,derived_50_100_ft,massgis-stoneham,2612868,25 Albion Avenue,Albion Avenue,42.48905760,-71.10196624,,,nearest_address
177,STH-HYD-6424189B1E,Christine Avenue,10 Christine Avenue,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0177-6424189B1E,-71.10478645,42.48898331,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,177,762764.250000,3003465.500000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,883,2680,HYD,YVETTE,,,45,derived_0_50_ft,massgis-stoneham,2613499,10 Christine Avenue,Christine Avenue,42.48910656,-71.10476479,,,nearest_address
178,STH-HYD-962721A589,Collincote Street,60 Collincote Street,In Service,assumed_in_service_no_source_status,Stoneham,Status assumed in service because Stoneham source provided point locations only and no operational status field.,,,,,,,,stoneham-shp-record-0178-962721A589,-71.09754133,42.48892394,/Users/seth/Downloads/Fire Hydrants.zip,2026-05-21T08:14:22-04:00,178,764718.500000,3003453.000000,EPSG:6492 NAD83(2011) StatePlane Massachusetts Mainland FtUS,coordinate_hash_from_source_x_y_no_official_hyd_id,885,3073,HYD,YVETTE,,,28,derived_0_50_ft,massgis-stoneham,2610614,60 Collincote Street,Collincote Street,42.48892053,-71.09764662,,,nearest_address
