objectid,facilityid,streetname,address,lifecyclestatus,installdate,legacyid,fireid,firehydid,datasource,plan_1,plan_1_date,plan_2,plan_2_date,owner,comments,id_2017,assoc_valve,type,make,model,year,nozzle_l_size,nozzle_r_size,nozzle_c_size,enabled,created_user,created_date,last_edited_user,last_edited_date,globalid,lon,lat,source_address,source_streetname,address_distance_ft,address_confidence,address_source,address_source_id,nearest_address_label,nearest_address_streetname,nearest_address_lat,nearest_address_lon,nearest_intersection_label,nearest_intersection_distance_ft,address_label_type
3022,21IH206,Columbus Ave,534-536 Columbus Ave,IS,1163030400000,2109740361,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4636; METERED_FL=U; PLACEMENT=denapolipd,21IH206,,,MU,MUCENT,2005,,,,1,,1193356800000,blundonr,1224460800000,{B5944877-96DC-57D0-8540-FCA45F75E83F},-71.080310912999948,42.341575724000052,534 (STREET_FEA 1077),STREET_FEA 1077,42,derived_0_50_ft,boston-sam,163637,534-536 Columbus Ave,Columbus Ave,42.34155761,-71.08015784,Claremont Park & Columbus Avenue,45,nearest_address
3053,21IH198,W Rutland Sq,68 W Rutland Sq,IS,,2109740055,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,21IH198,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1225238400000,{630FC1A8-EA3A-5B51-B310-16DCCE4FCD65},-71.079946275999987,42.343107249000070,4 (STREET_FEA 5081),STREET_FEA 5081,40,derived_0_50_ft,boston-sam,120266,68 W Rutland Sq,W Rutland Sq,42.34303867,-71.08006060,Columbus Avenue & Rutland Square,261,nearest_address
3064,22JH148,Berkeley St,50-52 Berkeley St,IS,694224000000,2210740231,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=269; METERED_FL=U; PLACEMENT=MIGRATED,22JH148,,,DA,ADB-84-B,1990,,,,1,,1177632000000,blundonr,1255478400000,{B20B156B-1206-556A-AD03-E666EA2FC075},-71.070841499999972,42.346243171000026,50 (STREET_FEA 511),STREET_FEA 511,21,derived_0_50_ft,boston-sam,15029,50-52 Berkeley St,Berkeley St,42.34629967,-71.07086059,Appleton Street & Berkeley Street,60,nearest_address
3089,21JH18,W Concord St,95 W Concord St,IS,,2110740294,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=76; METERED_FL=U; PLACEMENT=MIGRATED,21JH18,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{60BF008D-0E8C-525E-B875-0B7656F0B22C},-71.075875287999963,42.338877857000057,477 (STREET_FEA 3868),STREET_FEA 3868,24,derived_0_50_ft,boston-sam,171517,95 W Concord St,W Concord St,42.33893694,-71.07591232,Shawmut Avenue & West Concord Street,56,nearest_address
3131,21JH72,W Newton St,170 W Newton St,IS,,2110740060,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,21JH72,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{39E45F55-8BF2-538A-B438-17313467FAA3},-71.078077343999951,42.342799086000070,167 OPP (STREET_FEA 91),STREET_FEA 91,49,derived_0_50_ft,boston-sam,102440,170 W Newton St,W Newton St,42.34279867,-71.07826060,Columbus Avenue & West Newton Street,189,nearest_address
3241,22JH108,Appleton St,35 Appleton St,IS,,2210740249,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=511; METERED_FL=U; PLACEMENT=MIGRATED,22JH108,,,SM,SMH205,1974,,,,1,,1177632000000,blundonr,1255478400000,{5C267E9D-51B4-510B-9909-FDED67089206},-71.071761196999944,42.345997943000043,35 (STREET_FEA 269),STREET_FEA 269,34,derived_0_50_ft,boston-sam,4012,35 Appleton St,Appleton St,42.34608867,-71.07179059,Chandler Street & Saint Charles Street,273,nearest_address
3329,21JH244,Shawmut Ave,253A-253 Shawmut Ave,IS,,2110740032,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2852; METERED_FL=U; PLACEMENT=MIGRATED,21JH244,,,MU,MUCENT,2000,,,,1,,1177632000000,chalmersh,1225238400000,{A01584A4-BFD1-5968-9F98-BADFC33D3F7A},-71.068601923999950,42.343397429000049,253 (STREET_FEA 3868),STREET_FEA 3868,42,derived_0_50_ft,boston-sam,169620,253A-253 Shawmut Ave,Shawmut Ave,42.34346816,-71.06872453,Bradford Street & Milford Street,45,nearest_address
3454,20JH126,E Concord St,91 E Concord St,IS,659923200000,2010740236,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=7; METERED_FL=U; PLACEMENT=MIGRATED,20JH126,,,US,USMET250,1990,,,,1,,1177632000000,chalmersh,1225152000000,{8AE6278C-8B85-56E9-8975-D4A4EA916C29},-71.071887343999947,42.334757854000031,750 OPP (STREET_FEA 160),STREET_FEA 160,81,derived_50_100_ft,boston-sam,352750,91 E Concord St,E Concord St,42.33478301,-71.07218581,Albany Street & East Concord Street,144,nearest_address
3457,20JH239,E Brookline St,84 E Brookline St,IS,,2010740361,,,MANUAL,,,,,BWSC,SERVICE_AR=NH; CROSS_STRE=251; METERED_FL=U; PLACEMENT=MIGRATED,20JH239,,,MU,MUCENT,2000,,,,1,,1177632000000,chalmersh,1225238400000,{87834E9A-D8DD-5A13-A2F1-9F2A7C3FC221},-71.069916184999954,42.337538379000080,82 (STREET_FEA 4),STREET_FEA 4,34,derived_0_50_ft,boston-sam,22183,84 E Brookline St,E Brookline St,42.33760867,-71.06983059,East Brookline Street & Thorn Street,269,nearest_address
3586,21KH199,Albany Street,Near Albany Street & Frontage Road Southbound,IS,1066003200000,2111740292,,,U,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,21KH199,,,U,U,,,,,1,,1177632000000,blundonr,1282694400000,{6C28DE57-3AB4-55C7-9F11-4B451D5A8D9D},-71.063569275999953,42.339967468000054,STREET_FEA 593,STREET_FEA 593,289,intersection_preferred_150_plus_ft,boston-sam,61029,300 Frontage Rd,Frontage Rd,42.33965479,-71.06258331,Albany Street & Frontage Road Southbound,151,nearest_intersection
3620,20JH140,Washington St,1658 Washington St,IS,,2010740077,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=4635; METERED_FL=U; PLACEMENT=MIGRATED,20JH140,,,KE,KEK81-A,2000,,,,1,,1177632000000,blundonr,1388102400000,{53C7AC65-8581-55EC-B274-CB5008F714B1},-71.075303950999967,42.337575994000076,1664 (STREET_FEA 4400),STREET_FEA 4400,48,derived_0_50_ft,boston-sam,144308,1658 Washington St,Washington St,42.33757758,-71.07512633,Washington Street & Worcester Square,102,nearest_address
3723,22JH111,Chandler St,67-69 Chandler St,IS,,2210740189,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3747; METERED_FL=U; PLACEMENT=MIGRATED,22JH111,,,SM,SMH205,1975,,,,1,,1177632000000,blundonr,1255478400000,{707285CB-BC6B-52BB-9CB4-89CAB9459C79},-71.071936461999940,42.346783378000055,65 (STREET_FEA 897),STREET_FEA 897,36,derived_0_50_ft,boston-sam,163129,67-69 Chandler St,Chandler St,42.34677843,-71.07206957,Chandler Street & Saint Charles Street,32,nearest_address
3745,21JH130,Tremont St,637-637A Tremont St,IS,788918400000,2110740092,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=74; METERED_FL=U; PLACEMENT=MIGRATED,21JH130,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{9D6E5A6C-EE2D-5BFB-B4ED-4D6E5B94F236},-71.075000217999957,42.342283921000046,637 (STREET_FEA 4217),STREET_FEA 4217,39,derived_0_50_ft,boston-sam,137828,637-637A Tremont St,Tremont St,42.34236867,-71.07509059,Aguadilla Street & Tremont Street,117,nearest_address
3748,21JH12,Worcester St,81 Worcester St,IS,,2110740253,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5188; METERED_FL=U; PLACEMENT=MIGRATED,21JH12,,,MU,MUCENT,1993,,,,1,,1177632000000,blundonr,1255478400000,{4906969F-EE19-500C-8C3E-B232097712C9},-71.078016875999936,42.339508938000051,81 (STREET_FEA 4636),STREET_FEA 4636,46,derived_0_50_ft,boston-sam,152537,81 Worcester St,Worcester St,42.33960867,-71.07791060,Ward Way & Worcester Street,29,nearest_address
3752,22JH247,Tremont St,410-438 Tremont St,IS,1056931200000,2210740372,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=2115; METERED_FL=U; PLACEMENT=MIGRATED,22JH247,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1224806400000,{B072FDD9-2B0E-5BD7-B91A-F4F77731DE8C},-71.068718393999973,42.347022243000026,412 (STREET_FEA 4217),STREET_FEA 4217,59,derived_50_100_ft,boston-sam,421271,410-438 Tremont St,Tremont St,42.34687191,-71.06863691,Arlington Street & Herald Street,173,nearest_address
3827,21JH78,W Newton St,201 W Newton St,IS,,2110740018,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1077; METERED_FL=U; PLACEMENT=MIGRATED,21JH78,,,MU,MUCENT,1993,,,,1,,1177632000000,chalmersh,1225238400000,{D0CB1D22-4A7A-552D-9190-A10CB43ECEAE},-71.079194850999954,42.343699969000056,201 (STREET_FEA 90),STREET_FEA 90,42,derived_0_50_ft,boston-sam,102458,201 W Newton St,W Newton St,42.34379867,-71.07911060,Columbus Avenue & West Newton Street,256,nearest_address
3908,22KH106,Albany St,213 Albany St,IS,865555200000,2211740132,,,GPS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2115; METERED_FL=U; PLACEMENT=MIGRATED,22KH106,,,MU,MUCENT,2002,,,,1,,1177632000000,palaciolv,1224806400000,{1DF113C3-0C1E-5B0F-A0E2-357D8092D99D},-71.061483835999979,42.345702172000074,217 (STREET_FEA 160),STREET_FEA 160,59,derived_50_100_ft,boston-sam,437716,213 Albany St,Albany St,42.34586372,-71.06147674,Albany Street & Herald Street,106,nearest_address
3909,20JH195,Harrison Ave,746-748 Harrison Ave,IS,,2010740075,,,MANUAL,,,,,BWSC,SERVICE_AR=SH; CROSS_STRE=21; METERED_FL=U; PLACEMENT=MIGRATED,20JH195,,,MU,MUCENT,2005,,,,1,,1177632000000,blundonr,1225324800000,{A3E72089-2DF8-5014-B3C6-243BED06171E},-71.072112218999962,42.337480185000061,744 OPP (STREET_FEA 2032),STREET_FEA 2032,89,derived_50_100_ft,boston-sam,341868,746-748 Harrison Ave,Harrison Ave,42.33725972,-71.07197045,East Newton Street & Harrison Avenue,36,nearest_address
3920,21JH170,Harrison Ave,618 Harrison Ave,IS,,2110740225,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2658; METERED_FL=U; PLACEMENT=MIGRATED,21JH170,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{D423D75A-1D41-5469-957D-6E6EE6F72257},-71.068295817999967,42.339894247000075,27 (STREET_FEA 4376),STREET_FEA 4376,89,derived_50_100_ft,boston-sam,166044,618 Harrison Ave,Harrison Ave,42.34003346,-71.06856648,Malden Street & Wareham Street,96,nearest_address
3937,21JH30,Concord Sq,43 Concord Sq,IS,,2110740112,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5187; METERED_FL=U; PLACEMENT=MIGRATED,21JH30,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1255478400000,{C70755B6-A73C-5EC9-88F1-4BAC5FC74ED5},-71.079274726999984,42.341879326000026,43 (STREET_FEA 1099),STREET_FEA 1099,42,derived_0_50_ft,boston-sam,41682,43 Concord Sq,Concord Sq,42.34193867,-71.07914060,Columbus Avenue & Concord Square,176,nearest_address
3939,21JH88,Shawmut Ave,400 Shawmut Ave,IS,,2110740216,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3868; METERED_FL=U; PLACEMENT=MIGRATED,21JH88,,,MU,MUCENT,1979,,,,1,,1177632000000,blundonr,1255478400000,{3E99D310-D29B-5396-B4AF-1F7335F359EF},-71.073103436999986,42.340032106000081,63-71 OPP (STREET_FEA 72),STREET_FEA 72,135,derived_100_150_ft,boston-sam,169641,400 Shawmut Ave,Shawmut Ave,42.34039659,-71.07301784,Shawmut Avenue & West Brookline Street,160,nearest_address
3977,21KH22,Albany St,365 Albany St,IS,,2111740097,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3252; METERED_FL=U; PLACEMENT=MIGRATED,21KH22,,,MU,MUCENT,2003,,,,1,,1177632000000,blundonr,1271808000000,{317F203F-EC37-5B9C-9679-DFDFDC704BDC},-71.062991259999933,42.342250178000029,365 (STREET_FEA 160),STREET_FEA 160,36,derived_0_50_ft,boston-sam,161412,365 Albany St,Albany St,42.34231494,-71.06309466,Albany Street & Paul Sullivan Way,54,nearest_address
4026,20KH127,Albany Street,Near Albany Street & Wareham Street,IS,1066003200000,2011740140,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=4376; METERED_FL=U; PLACEMENT=MIGRATED,20KH127,,,KE,KEK81-D,2005,,,,1,,1177632000000,blundonr,1244419200000,{E0B97F1D-C300-512E-9E69-AD9E4C8136E4},-71.065367645999970,42.337979370000028,500 BACK (STREET_FEA 160),STREET_FEA 160,178,intersection_preferred_150_plus_ft,boston-sam,1544,500 Albany St,Albany St,42.33826867,-71.06590059,Albany Street & Wareham Street,353,nearest_intersection
4028,21IH166,Wellington St,29-33 Wellington St,IS,,2109740145,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1005; METERED_FL=U; PLACEMENT=MIGRATED,21IH166,,,US,USSEN,1981,,,,1,,1177632000000,blundonr,1255478400000,{2B43FEDB-5F6F-51FE-A2F1-339F191180CD},-71.082345176999979,42.342016109000042,29-33 (STREET_FEA 4437),STREET_FEA 4437,40,derived_0_50_ft,boston-sam,147433,29-33 Wellington St,Wellington St,42.34203867,-71.08220060,Claremont Street & Wellington Street,29,nearest_address
4059,21JH48,Rutland Sq,35 Rutland Sq,IS,,2110740109,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=5187; METERED_FL=U; PLACEMENT=MIGRATED,21JH48,,,MH,MH929,1976,,,,1,,1177632000000,blundonr,1255478400000,{31B259F8-478E-5BE2-A25E-5CF5D11EB218},-71.078190567999968,42.341963266000050,35 (STREET_FEA 3728),STREET_FEA 3728,36,derived_0_50_ft,boston-sam,120078,35 Rutland Sq,Rutland Sq,42.34201867,-71.07808060,Columbus Avenue & Rutland Square,370,nearest_address
4091,22JH106,Gray St,31 Gray St,IS,,2210740277,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1009; METERED_FL=U; PLACEMENT=MIGRATED,22JH106,,,KE,KEK81-A,1995,,,,1,,1177632000000,palaciolv,1224720000000,{16E183CA-2616-5A63-9636-EC9E49430639},-71.071487885999943,42.345616488000076,31 (STREET_FEA 1902),STREET_FEA 1902,18,derived_0_50_ft,boston-sam,66057,31 Gray St,Gray St,42.34565867,-71.07152059,Berkeley Street & Gray Street,299,nearest_address
4138,21KH40,Harrison Ave,485-495 Harrison Ave,IS,,2111740117,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3515; METERED_FL=U; PLACEMENT=MIGRATED,21KH40,,,MU,MUCENT,1978,,,,1,,1177632000000,blundonr,1255478400000,{25948197-B74C-5E26-8C00-70ED0608BF66},-71.066526838999948,42.341876312000068,491-497 (STREET_FEA 2032),STREET_FEA 2032,48,derived_0_50_ft,boston-sam,69845,485-495 Harrison Ave,Harrison Ave,42.34192867,-71.06669059,Harrison Avenue & Randolph Street,37,nearest_address
4146,20JH132,Harrison Ave,820 Harrison Ave,IS,,2010740191,,,U,,,,,PRIV,SERVICE_AR=SH; CROSS_STRE=0; METERED_FL=U; PLACEMENT=MIGRATED,20JH132,,,BF,U,,,,,1,,1177632000000,blundonr,1244419200000,{3F68A864-BF49-5754-AAFF-B7BA15480C8B},-71.073365090999971,42.335463560000051,STREET_FEA 2032,STREET_FEA 2032,120,derived_100_150_ft,boston-sam,355808,820 Harrison Ave,Harrison Ave,42.33546721,-71.07381070,Harrison Avenue & Worcester Square,230,nearest_address
4174,21JH181,Montgomery St,73 Montgomery St,IS,,2110740027,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1266; METERED_FL=U; PLACEMENT=MIGRATED,21JH181,,,MU,MUCENT,1992,,,,1,,1177632000000,chalmersh,1225238400000,{3113A3B2-71CA-5DF0-9609-E043B0BBC1D4},-71.074724214999947,42.343450501000063,73 (STREET_FEA 2904),STREET_FEA 2904,40,derived_0_50_ft,boston-sam,96700,73 Montgomery St,Montgomery St,42.34355867,-71.07475059,Dartmouth Street & Montgomery Street,170,nearest_address
4187,21IH158,W Springfield St,203 W Springfield St,IS,,2109740253,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=7630; METERED_FL=U; PLACEMENT=MIGRATED,21IH158,,,MU,MUCENT,1976,,,,1,,1177632000000,blundonr,1244505600000,{DA5070E0-876F-5652-AC32-F6D93E05182F},-71.080160054999965,42.340380690000075,203 (STREET_FEA 106),STREET_FEA 106,28,derived_0_50_ft,boston-sam,129980,203 W Springfield St,W Springfield St,42.34042867,-71.08008060,Tremont Street & West Springfield Street,288,nearest_address
4196,21JH162,Plympton St,42 Plympton St,IS,942969600000,2110740308,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=160; METERED_FL=U; PLACEMENT=MIGRATED,21JH162,,,KE,KEK81-A,1997,,,,1,,1177632000000,blundonr,1255478400000,{F93CD27B-5A36-5C7D-B6CA-424CEBEF8FA4},-71.067900439999960,42.338669998000057,44 OPP (STREET_FEA 3339),STREET_FEA 3339,88,derived_50_100_ft,boston-sam,111423,42 Plympton St,Plympton St,42.33890867,-71.06786059,East Dedham Street & Thorn Street,270,nearest_address
4253,21JH220,Harrison Ave,535 Harrison Ave,IS,378691200000,2110740159,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3662; METERED_FL=U; PLACEMENT=MIGRATED,21JH220,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{C374C3C5-9E60-554E-B9AB-A6205800CC64},-71.067549819999954,42.341095120000034,560 OPP (STREET_FEA 2032),STREET_FEA 2032,52,derived_50_100_ft,boston-sam,348401,535 Harrison Ave,Harrison Ave,42.34109401,-71.06774236,Harrison Avenue & Rollins Street,36,nearest_address
4279,22JH214,Tremont St,450 Tremont St,IS,1060214400000,2210740369,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4756; METERED_FL=U; PLACEMENT=MIGRATED,22JH214,,,MU,MUCENT,2002,,,,1,,1177632000000,blundonr,1224460800000,{2961C4A5-E292-5BBD-A43F-37FEA1FB85EC},-71.068035239999972,42.346423422000044,48 BACK (STREET_FEA 3249),STREET_FEA 3249,50,derived_0_50_ft,boston-sam,341452,450 Tremont St,Tremont St,42.34639204,-71.06821487,Appleton Street & Tremont Street,298,nearest_address
4288,22JH216,Paul Pl,42-48 Paul Pl,IS,1060214400000,2210740194,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2115; METERED_FL=U; PLACEMENT=MIGRATED,22JH216,,,MU,MUCENT,2000,,,,1,,1177632000000,blundonr,1224460800000,{0098E931-B7C3-5DDF-80BB-31A6D4F2BDFE},-71.067883765999966,42.346812032000059,42-48 (STREET_FEA 3249),STREET_FEA 3249,77,derived_50_100_ft,boston-sam,341664,42-48 Paul Pl,Paul Pl,42.34660496,-71.06782319,Herald Street & Paul Place,183,nearest_address
4333,21JH250,Washington St,1222-1226 Washington St,IS,,2110740064,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3286; METERED_FL=U; PLACEMENT=MIGRATED,21JH250,,,KE,KEK81-A,1994,,,,1,,1177632000000,mulline,1224720000000,{93E974AB-3A56-574E-98DA-FE680B9FA3B3},-71.067044249999981,42.342687230000081,1230-1264 (STREET_FEA 4400),STREET_FEA 4400,89,derived_50_100_ft,boston-sam,171072,1222-1226 Washington St,Washington St,42.34275487,-71.06672531,Perry Street & Washington Street,51,nearest_address
4401,21JH126,Aguadilla St,3 Aguadilla St,IS,,2110740111,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4217; METERED_FL=U; PLACEMENT=MIGRATED,21JH126,,,KE,KEK81-A,1994,,,,1,,1177632000000,blundonr,1255478400000,{0CC7CB61-7BA2-58D1-93C6-2A18CD0B3172},-71.074165947999973,42.341892466000047,5 (STREET_FEA 145),STREET_FEA 145,37,derived_0_50_ft,boston-sam,350969,3 Aguadilla St,Aguadilla St,42.34195630,-71.07427219,Aguadilla Street & West Brookline Street,212,nearest_address
4404,21JH138,W Canton St,168 W Canton St,IS,,2110740031,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=2904; METERED_FL=U; PLACEMENT=MIGRATED,21JH138,,,MU,MUCENT,1992,,,,1,,1177632000000,blundonr,1255478400000,{E95E6A61-29C8-54C2-8833-E9074D8FC3BC},-71.075670033999984,42.343406329000061,168 (STREET_FEA 74),STREET_FEA 74,35,derived_0_50_ft,boston-sam,25592,168 W Canton St,W Canton St,42.34333867,-71.07576060,Montgomery Street & West Canton Street,102,nearest_address
4407,21JH260,Harrison Ave,530 Harrison Ave,IS,,2110740332,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=3806; METERED_FL=U; PLACEMENT=mulline,21JH260,,,MU,MUCENT,1979,,,,1,,1238716800000,blundonr,1249430400000,{818F43D0-9673-5AED-95B4-95491F42CDB8},-71.067047410999976,42.341482522000035,540 OPP (STREET_FEA 2032),STREET_FEA 2032,101,derived_100_150_ft,boston-sam,437831,530 Harrison Ave,Harrison Ave,42.34148526,-71.06667233,Harrison Avenue & Savoy Street,99,nearest_address
4439,20KH126,Albany Street,Near Albany Street & Plympton Street,IS,1066003200000,2011740139,,,GPS,,,,,PRIV,SERVICE_AR=SL; CROSS_STRE=3339; METERED_FL=U; PLACEMENT=MIGRATED,20KH126,,,MH,MH929,2002,,,,1,,1177632000000,blundonr,1244419200000,{4563A47F-E055-5FB7-86C0-A03C1CA84196},-71.065813800999933,42.337155533000043,540 REAR (STREET_FEA 160),STREET_FEA 160,351,intersection_preferred_150_plus_ft,boston-sam,439440,520 Albany St,Albany St,42.33790186,-71.06664184,Albany Street & Plympton Street,475,nearest_intersection
4451,20JH222,E Canton St,79 E Canton St,IS,,2010740016,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=251; METERED_FL=U; PLACEMENT=MIGRATED,20JH222,,,KE,KEK81-A,1994,,,,1,,1177632000000,chalmersh,1225152000000,{EC5A858A-A882-55D4-98DB-3D61CE1A61EF},-71.069672461999971,42.338195599000073,79 (STREET_FEA 5),STREET_FEA 5,44,derived_0_50_ft,boston-sam,25549,79 E Canton St,E Canton St,42.33807867,-71.06972059,East Canton Street & Jeffrey Street,141,nearest_address
4464,21IH180,Claremont Park,33 Claremont Park,IS,,2109740102,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=1006; METERED_FL=U; PLACEMENT=MIGRATED,21IH180,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{4BCB647C-CAAD-5F6E-B17D-B2F5F392DCFE},-71.081718222999939,42.342539125000030,33 (STREET_FEA 1005),STREET_FEA 1005,28,derived_0_50_ft,boston-sam,33076,33 Claremont Park,Claremont Park,42.34258867,-71.08164060,Claremont Park & Claremont Street,41,nearest_address
4465,21JH208,Washington St,1361-1375 Washington St,IS,959817600000,2110740139,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4253; METERED_FL=U; PLACEMENT=MIGRATED,21JH208,,,MU,MUCENT,2000,,,,1,,1177632000000,chings,1456099200000,{663F81D3-594D-546A-927C-D4C352695F68},-71.069276073999958,42.341357508000044,1336 (STREET_FEA 4400),STREET_FEA 4400,121,derived_100_150_ft,boston-sam,144181,1361-1375 Washington St,Washington St,42.34158193,-71.06960815,Union Park Street & Washington Street,96,nearest_address
4501,22JH19,Columbus Ave,406 Columbus Ave,IS,,2210740340,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=74; METERED_FL=U; PLACEMENT=MIGRATED,22JH19,,,MU,MUCENT,1993,,,,1,,1177632000000,palaciolv,1224806400000,{F15F2463-AAE8-54A1-832B-74F666FE6207},-71.076652617999969,42.344563149000066,404 (STREET_FEA 1077),STREET_FEA 1077,35,derived_0_50_ft,boston-sam,163608,406 Columbus Ave,Columbus Ave,42.34447612,-71.07659966,Appleton Street & West Canton Street,95,nearest_address
4590,22JH144,Warren Ave,7 Warren Ave,IS,,2210740273,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4379; METERED_FL=U; PLACEMENT=MIGRATED,22JH144,,,DA,ADB-84-B,1990,,,,1,,1177632000000,palaciolv,1224720000000,{40E719AD-1370-51D2-A80B-AAB3B872368D},-71.070160606999934,42.345622790000050,30 OPP (STREET_FEA 511),STREET_FEA 511,141,derived_100_150_ft,boston-sam,143049,7 Warren Ave,Warren Ave,42.34560567,-71.07068459,Berkeley Street & Warren Avenue,61,nearest_address
4595,21JH226,Washington St,1293-1317 Washington St,IS,,2110740104,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4367; METERED_FL=U; PLACEMENT=MIGRATED,21JH226,,,MU,MUCENT,1999,,,,1,,1177632000000,chings,1456099200000,{BA04100A-0205-59E5-9C7A-C4091364F0EE},-71.068310466999947,42.341995203000067,1293-1317 (STREET_FEA 4400),STREET_FEA 4400,126,derived_100_150_ft,boston-sam,144017,1293-1317 Washington St,Washington St,42.34231967,-71.06815259,Rollins Street & Washington Street,42,nearest_address
4606,21JH46,Rutland Sq,22 Rutland Sq,IS,,2110740131,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=200; METERED_FL=U; PLACEMENT=MIGRATED,21JH46,,,US,USSEN,1980,,,,1,,1177632000000,blundonr,1255478400000,{925FF965-01A6-594C-8AE8-3FA5B59000D7},-71.078077443999973,42.341579159000048,20 (STREET_FEA 3728),STREET_FEA 3728,36,derived_0_50_ft,boston-sam,120057,22 Rutland Sq,Rutland Sq,42.34153867,-71.07820060,Rutland Square & Rutland Street,316,nearest_address
4613,20JH164,E Concord St,30-34 E Concord St,IS,,2010740084,,,MANUAL,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=6066; METERED_FL=U; PLACEMENT=MIGRATED,20JH164,,,WA,WAWB67P,1989,,,,1,,1177632000000,chalmersh,1225152000000,{73EFCEFC-D59C-54FC-9B51-47B79B2F589F},-71.074066022999943,42.337260510000078,34 (STREET_FEA 7),STREET_FEA 7,51,derived_50_100_ft,boston-sam,352914,30-34 E Concord St,E Concord St,42.33739772,-71.07403483,East Concord Street & Father Francis J. Gilday Street,43,nearest_address
4632,21KH8,Albany St,471-473 Albany St,IS,,2111740208,,,GIS,,,,,BWSC,SERVICE_AR=SL; CROSS_STRE=4253; METERED_FL=U; PLACEMENT=MIGRATED,21KH8,,,KE,KEK81-A,1995,,,,1,,1177632000000,blundonr,1255478400000,{D8D7C8C1-FEC1-50C7-ADC6-AEC9934DD5CF},-71.064913520999937,42.339730258000031,469 (STREET_FEA 160),STREET_FEA 160,24,derived_0_50_ft,boston-sam,1541,471-473 Albany St,Albany St,42.33974867,-71.06500059,Albany Street & Union Park Street,52,nearest_address
